1.0	1.0	0.999960	1.000000
1.0	2.0	0.998790	0.666670
1.0	3.0	0.999384	0.837003
1.0	4.0	0.999977	0.942702
1.0	5.0	0.999990	0.980386
1.0	6.0	0.999977	0.993489
1.0	7.0	0.999978	0.997894
1.0	8.0	0.999979	0.999359
1.0	9.0	0.999985	0.999796
1.0	10.0	0.999983	0.999945
1.0	11.0	0.999983	0.999988
1.0	12.0	0.999987	0.999979
1.0	13.0	0.999984	0.999889
1.0	14.0	0.999985	1.000004
1.0	15.0	0.999995	0.999997
1.0	16.0	1.000007	1.000003
1.0	17.0	0.999983	1.000003
1.0	18.0	0.999973	0.999991
1.0	19.0	0.999974	0.999998
1.0	20.0	0.999974	1.000001
2.0	1.0	0.999961	1.000003
2.0	2.0	0.999958	0.977981
2.0	3.0	0.998774	0.598915
2.0	4.0	0.999381	0.823490
2.0	5.0	0.999971	0.928388
2.0	6.0	0.999981	0.972674
2.0	7.0	0.999950	0.990025
2.0	8.0	0.999957	0.996492
2.0	9.0	0.999977	0.998781
2.0	10.0	1.000010	0.999587
2.0	11.0	0.999913	0.999876
2.0	12.0	0.999983	0.999972
2.0	13.0	0.999964	0.999971
2.0	14.0	0.999958	0.999986
2.0	15.0	0.999981	0.999989
2.0	16.0	0.999963	0.999996
2.0	17.0	0.999989	0.999984
2.0	18.0	0.999969	1.000052
2.0	19.0	0.999973	1.000086
2.0	20.0	0.999937	1.000098
3.0	1.0	0.999960	1.000002
3.0	2.0	0.999930	0.898051
3.0	3.0	0.999951	0.894296
3.0	4.0	0.998765	0.591531
3.0	5.0	0.999377	0.793805
3.0	6.0	0.999976	0.905984
3.0	7.0	0.999971	0.960232
3.0	8.0	0.999969	0.984081
3.0	9.0	0.999976	0.993890
3.0	10.0	0.999996	0.997743
3.0	11.0	0.999969	0.999128
3.0	12.0	0.999939	0.999691
3.0	13.0	0.999939	0.999894
3.0	14.0	0.999978	0.999966
3.0	15.0	0.999975	0.999967
3.0	16.0	0.999985	0.999998
3.0	17.0	0.999963	1.000005
3.0	18.0	0.999972	1.000015
3.0	19.0	0.999933	1.000029
3.0	20.0	0.999991	1.000014
4.0	1.0	0.999960	1.000001
4.0	2.0	0.999949	0.941781
4.0	3.0	0.999838	0.726400
4.0	4.0	0.999934	0.822379
4.0	5.0	0.998774	0.592910
4.0	6.0	0.999370	0.773070
4.0	7.0	0.999962	0.885356
4.0	8.0	0.999973	0.946393
4.0	9.0	0.999965	0.976447
4.0	10.0	0.999970	0.990122
4.0	11.0	0.999987	0.996034
4.0	12.0	0.999972	0.998465
4.0	13.0	0.999956	0.999428
4.0	14.0	0.999977	0.999807
4.0	15.0	0.999957	0.999948
4.0	16.0	0.999934	0.999962
4.0	17.0	0.999971	0.999940
4.0	18.0	0.999961	0.999995
4.0	19.0	0.999936	1.000001
4.0	20.0	0.999967	1.000007
5.0	1.0	0.999960	0.999998
5.0	2.0	0.999938	0.959941
5.0	3.0	0.999903	0.806261
5.0	4.0	0.999699	0.591776
5.0	5.0	0.999931	0.781767
5.0	6.0	0.998738	0.595817
5.0	7.0	0.999391	0.758446
5.0	8.0	0.999956	0.868122
5.0	9.0	0.999954	0.933199
5.0	10.0	0.999947	0.968206
5.0	11.0	0.999952	0.985612
5.0	12.0	0.999955	0.993782
5.0	13.0	0.999927	0.997409
5.0	14.0	0.999992	0.998955
5.0	15.0	0.999978	0.999447
5.0	16.0	0.999963	0.999848
5.0	17.0	0.999970	0.999941
5.0	18.0	0.999995	0.999982
5.0	19.0	0.999968	0.999978
5.0	20.0	0.999971	0.999976
6.0	1.0	0.999961	0.999999
6.0	2.0	0.999955	0.969946
6.0	3.0	0.999936	0.852077
6.0	4.0	0.999829	0.679983
6.0	5.0	0.999413	0.499339
6.0	6.0	0.999950	0.760317
6.0	7.0	0.998662	0.598910
6.0	8.0	0.999347	0.747978
6.0	9.0	0.999969	0.854088
6.0	10.0	1.000008	0.921258
