1.0	1.0	0.999986	1.000002
1.0	2.0	0.992071	0.666664
1.0	3.0	0.996077	0.867924
1.0	4.0	0.999918	0.946611
1.0	5.0	0.999977	0.978556
1.0	6.0	0.999999	0.991414
1.0	7.0	1.000000	0.996563
1.0	8.0	1.000000	0.998624
1.0	9.0	0.999999	0.999439
1.0	10.0	0.999986	0.999776
1.0	11.0	1.000001	0.999909
1.0	12.0	1.000001	0.999965
1.0	13.0	1.000001	0.999974
1.0	14.0	0.999997	0.999983
1.0	15.0	0.999999	0.999996
1.0	16.0	1.000000	0.999999
1.0	17.0	1.000001	1.000007
1.0	18.0	1.000021	0.999987
1.0	19.0	1.000006	0.999998
1.0	20.0	0.999999	0.999998
2.0	1.0	0.999987	1.000004
2.0	2.0	0.999754	0.905660
2.0	3.0	0.969243	0.626275
2.0	4.0	0.988459	0.807016
2.0	5.0	0.999535	0.905521
2.0	6.0	0.999885	0.955323
2.0	7.0	0.999985	0.979386
2.0	8.0	0.999994	0.990656
2.0	9.0	1.000000	0.995849
2.0	10.0	1.000000	0.998150
2.0	11.0	0.999988	0.999184
2.0	12.0	0.999989	0.999650
2.0	13.0	1.000003	0.999848
2.0	14.0	1.000001	0.999933
2.0	15.0	0.999999	0.999978
2.0	16.0	1.000001	0.999982
2.0	17.0	0.999998	0.999995
2.0	18.0	0.999977	0.999986
2.0	19.0	1.000003	1.000004
2.0	20.0	0.999995	0.999986
3.0	1.0	0.999986	1.000002
3.0	2.0	0.992539	0.685079
3.0	3.0	0.998882	0.804159
3.0	4.0	0.947720	0.620213
3.0	5.0	0.981146	0.777497
3.0	6.0	0.998887	0.876908
3.0	7.0	0.999738	0.934752
3.0	8.0	0.999983	0.966550
3.0	9.0	0.999995	0.983298
3.0	10.0	0.999996	0.991835
3.0	11.0	1.000002	0.996077
3.0	12.0	0.999997	0.998140
3.0	13.0	0.999999	0.999125
3.0	14.0	0.999999	0.999607
3.0	15.0	1.000000	0.999820
3.0	16.0	0.999988	0.999918
3.0	17.0	0.999990	0.999961
3.0	18.0	0.999985	0.999981
3.0	19.0	1.000001	1.000003
3.0	20.0	1.000003	1.000001
4.0	1.0	0.999988	1.000001
4.0	2.0	0.995071	0.752069
4.0	3.0	0.980327	0.506780
4.0	4.0	0.997238	0.766050
4.0	5.0	0.927576	0.620327
4.0	6.0	0.974170	0.759990
4.0	7.0	0.998014	0.856269
4.0	8.0	0.999535	0.917583
4.0	9.0	0.999959	0.954419
4.0	10.0	0.999993	0.975470
4.0	11.0	1.000013	0.987160
4.0	12.0	0.999996	0.993392
4.0	13.0	1.000001	0.996676
4.0	14.0	0.999998	0.998349
4.0	15.0	0.999996	0.999203
4.0	16.0	1.000002	0.999614
4.0	17.0	0.999999	0.999806
4.0	18.0	1.000004	0.999929
4.0	19.0	0.999999	0.999948
4.0	20.0	1.000001	0.999985
5.0	1.0	0.999988	1.000001
5.0	2.0	0.996274	0.791901
5.0	3.0	0.986710	0.580030
5.0	4.0	0.964800	0.414232
5.0	5.0	0.994789	0.753723
5.0	6.0	0.908793	0.622020
5.0	7.0	0.967523	0.748611
5.0	8.0	0.996947	0.840868
5.0	9.0	0.999270	0.903386
5.0	10.0	0.999921	0.943371
5.0	11.0	0.999989	0.967791
5.0	12.0	1.000003	0.982169
5.0	13.0	1.000000	0.990327
5.0	14.0	1.000004	0.994863
5.0	15.0	0.999999	0.997337
5.0	16.0	0.999991	0.998631
5.0	17.0	0.999998	0.999306
5.0	18.0	1.000002	0.999652
5.0	19.0	0.999988	0.999826
5.0	20.0	1.000007	0.999913
6.0	1.0	0.999988	1.000001
