1.0	1.0	0.0	0.000000	0.000000
1.0	2.0	0.0	0.993476	0.800006
1.0	3.0	0.0	0.999959	0.967027
1.0	4.0	0.0	1.000000	0.994063
1.0	5.0	0.0	1.000001	0.998757
1.0	6.0	0.0	1.000000	0.999684
1.0	7.0	0.0	1.000000	0.999898
1.0	8.0	0.0	0.999999	0.999968
1.0	9.0	0.0	0.999999	0.999937
1.0	10.0	0.0	1.000004	1.000003
1.0	11.0	0.0	1.000001	0.999997
1.0	12.0	0.0	0.999997	1.000003
1.0	13.0	0.0	0.999981	0.999977
1.0	14.0	0.0	1.000000	0.999996
1.0	15.0	0.0	1.000000	1.000002
1.0	16.0	0.0	0.999978	1.000012
1.0	17.0	0.0	0.999993	1.000068
1.0	18.0	0.0	0.999996	1.000002
1.0	19.0	0.0	1.000000	0.999999
1.0	20.0	0.0	0.999997	1.000005
2.0	1.0	0.0	0.000000	0.000000
2.0	2.0	0.0	0.976113	0.498902
2.0	3.0	0.0	0.942917	0.668921
2.0	4.0	0.0	0.970217	0.817132
2.0	5.0	0.0	0.976230	0.879799
2.0	6.0	0.0	0.980104	0.909173
2.0	7.0	0.0	0.982927	0.925526
2.0	8.0	0.0	0.985001	0.936164
2.0	9.0	0.0	0.986650	0.943842
2.0	10.0	0.0	0.987966	0.949741
2.0	11.0	0.0	0.989079	0.954455
2.0	12.0	0.0	0.989980	0.958351
2.0	13.0	0.0	0.990653	0.961602
2.0	14.0	0.0	0.991394	0.964371
2.0	15.0	0.0	0.991951	0.966773
2.0	16.0	0.0	0.992447	0.968783
2.0	17.0	0.0	0.992912	0.970737
2.0	18.0	0.0	0.993279	0.972282
2.0	19.0	0.0	0.993627	0.973795
2.0	20.0	0.0	0.993962	0.975168
3.0	1.0	0.0	0.000000	0.000000
3.0	2.0	0.0	0.988338	0.694098
3.0	3.0	0.0	0.943035	0.560783
3.0	4.0	0.0	0.878715	0.512129
3.0	5.0	0.0	0.924900	0.644576
3.0	6.0	0.0	0.938145	0.725198
3.0	7.0	0.0	0.947159	0.775280
3.0	8.0	0.0	0.953894	0.808560
3.0	9.0	0.0	0.959058	0.832363
3.0	10.0	0.0	0.963199	0.850391
3.0	11.0	0.0	0.966593	0.864634
3.0	12.0	0.0	0.969377	0.876236
3.0	13.0	0.0	0.971749	0.886005
3.0	14.0	0.0	0.973778	0.894235
3.0	15.0	0.0	0.975535	0.901342
3.0	16.0	0.0	0.977075	0.907535
3.0	17.0	0.0	0.978423	0.912983
3.0	18.0	0.0	0.979637	0.917799
3.0	19.0	0.0	0.980695	0.922119
3.0	20.0	0.0	0.981669	0.926000
4.0	1.0	0.0	0.000000	0.000000
4.0	2.0	0.0	0.026631	0.270522
4.0	3.0	0.0	0.974521	0.660434
4.0	4.0	0.0	0.910741	0.624255
4.0	5.0	0.0	0.810481	0.380634
4.0	6.0	0.0	0.871526	0.491421
4.0	7.0	0.0	0.891676	0.573301
4.0	8.0	0.0	0.905846	0.632878
4.0	9.0	0.0	0.916710	0.677140
4.0	10.0	0.0	0.925298	0.711199
4.0	11.0	0.0	0.932259	0.738165
4.0	12.0	0.0	0.938027	0.760312
4.0	13.0	0.0	0.942925	0.778768
4.0	14.0	0.0	0.947045	0.794445
4.0	15.0	0.0	0.950644	0.808010
4.0	16.0	0.0	0.953777	0.819842
4.0	17.0	0.0	0.956525	0.830226
4.0	18.0	0.0	0.958974	0.839483
4.0	19.0	0.0	0.961163	0.847750
4.0	20.0	0.0	0.963122	0.855203
5.0	1.0	0.0	0.000000	0.000000
5.0	2.0	0.0	0.939502	0.490439
5.0	3.0	0.0	0.947315	0.516311
5.0	4.0	0.0	0.957163	0.609533
5.0	5.0	0.0	0.879937	0.625798
5.0	6.0	0.0	0.742776	0.279008
5.0	7.0	0.0	0.814536	0.367595
5.0	8.0	0.0	0.840596	0.441561
5.0	9.0	0.0	0.859411	0.501432
5.0	10.0	0.0	0.874199	0.549779
5.0	11.0	0.0	0.886102	0.589298
5.0	12.0	0.0	0.895934	0.622093
5.0	13.0	0.0	0.904190	0.649766
5.0	14.0	0.0	0.911226	0.673552
5.0	15.0	0.0	0.917294	0.694128
5.0	16.0	0.0	0.922573	0.712253
5.0	17.0	0.0	0.927225	0.728258
5.0	18.0	0.0	0.931359	0.742527
5.0	19.0	0.0	0.935017	0.755340
5.0	20.0	0.0	0.938324	0.766915
6.0	1.0	0.0	0.000000	0.000000
6.0	2.0	0.0	0.024973	0.178572
6.0	3.0	0.0	0.902655	0.530956
6.0	4.0	0.0	0.916880	0.436515
6.0	5.0	0.0	0.935929	0.536145
6.0	6.0	0.0	0.850540	0.582815
6.0	7.0	0.0	0.677863	0.202984
6.0	8.0	0.0	0.756693	0.271768
6.0	9.0	0.0	0.787473	0.334334
6.0	10.0	0.0	0.810221	0.389041
6.0	11.0	0.0	0.828433	0.436186
6.0	12.0	0.0	0.843398	0.476779
6.0	13.0	0.0	0.855915	0.511897
6.0	14.0	0.0	0.866561	0.542506
6.0	15.0	0.0	0.875725	0.569409
6.0	16.0	0.0	0.883705	0.593258
6.0	17.0	0.0	0.890717	0.614552
6.0	18.0	0.0	0.896928	0.633688
6.0	19.0	0.0	0.902449	0.650985
6.0	20.0	0.0	0.907422	0.666691
7.0	1.0	0.0	0.000000	0.000000
7.0	2.0	0.0	0.041389	0.331980
7.0	3.0	0.0	0.957893	0.563665
7.0	4.0	0.0	0.087198	0.240006
7.0	5.0	0.0	0.882865	0.360311
7.0	6.0	0.0	0.911052	0.455359
7.0	7.0	0.0	0.822263	0.516643
7.0	8.0	0.0	0.616843	0.147013
7.0	9.0	0.0	0.699675	0.199391
7.0	10.0	0.0	0.734038	0.250136
7.0	11.0	0.0	0.759914	0.297274
7.0	12.0	0.0	0.781017	0.340101
7.0	13.0	0.0	0.798621	0.378610
7.0	14.0	0.0	0.813552	0.413156
7.0	15.0	0.0	0.826391	0.444219
7.0	16.0	0.0	0.837548	0.472203
7.0	17.0	0.0	0.847331	0.497525
7.0	18.0	0.0	0.856008	0.520541
7.0	19.0	0.0	0.863720	0.541498
7.0	20.0	0.0	0.870682	0.560761
8.0	1.0	0.0	0.000000	0.000000
8.0	2.0	0.0	0.033409	0.124120
8.0	3.0	0.0	0.936422	0.435633
8.0	4.0	0.0	0.940649	0.517343
8.0	5.0	0.0	0.109372	0.195629
8.0	6.0	0.0	0.846360	0.291976
8.0	7.0	0.0	0.882989	0.377160
8.0	8.0	0.0	0.794773	0.442401
8.0	9.0	0.0	0.560153	0.106167
8.0	10.0	0.0	0.644584	0.145522
8.0	11.0	0.0	0.681456	0.185571
8.0	12.0	0.0	0.709706	0.224584
8.0	13.0	0.0	0.733116	0.261617
8.0	14.0	0.0	0.752920	0.296218
8.0	15.0	0.0	0.769925	0.328287
8.0	16.0	0.0	0.784683	0.357905
8.0	17.0	0.0	0.797645	0.385245
8.0	18.0	0.0	0.809102	0.410494
8.0	19.0	0.0	0.819323	0.433849
8.0	20.0	0.0	0.828470	0.455469
9.0	1.0	0.0	0.000000	0.000000
9.0	2.0	0.0	0.038218	0.224477
9.0	3.0	0.0	0.863774	0.508941
9.0	4.0	0.0	0.913430	0.377159
9.0	5.0	0.0	0.007718	0.087902
9.0	6.0	0.0	0.129478	0.156705
9.0	7.0	0.0	0.808184	0.233276
9.0	8.0	0.0	0.852331	0.306612
9.0	9.0	0.0	0.767749	0.369315
9.0	10.0	0.0	0.507923	0.076516
9.0	11.0	0.0	0.592058	0.105803
9.0	12.0	0.0	0.630529	0.136804
9.0	13.0	0.0	0.660441	0.168215
9.0	14.0	0.0	0.685614	0.199123
9.0	15.0	0.0	0.707148	0.228984
9.0	16.0	0.0	0.725861	0.257483
9.0	17.0	0.0	0.742281	0.284489
9.0	18.0	0.0	0.756787	0.309978
9.0	19.0	0.0	0.769729	0.333949
9.0	20.0	0.0	0.781348	0.356564
10.0	1.0	0.0	0.000000	0.000000
10.0	2.0	0.0	0.002318	0.090179
10.0	3.0	0.0	0.940781	0.498683
10.0	4.0	0.0	0.112087	0.219438
10.0	5.0	0.0	0.888808	0.322413
10.0	6.0	0.0	0.011172	0.071617
10.0	7.0	0.0	0.147037	0.123942
10.0	8.0	0.0	0.769134	0.184307
10.0	9.0	0.0	0.819691	0.245685
10.0	10.0	0.0	0.740982	0.302389
10.0	11.0	0.0	0.460064	0.055070
10.0	12.0	0.0	0.542478	0.076715
10.0	13.0	0.0	0.581761	0.100368
10.0	14.0	0.0	0.612737	0.125134
10.0	15.0	0.0	0.639124	0.150286
10.0	16.0	0.0	0.661970	0.175293
10.0	17.0	0.0	0.682052	0.199787
10.0	18.0	0.0	0.699801	0.223543
10.0	19.0	0.0	0.715637	0.246445
10.0	20.0	0.0	0.729857	0.268415
11.0	1.0	0.0	0.000000	0.000000
11.0	2.0	0.0	0.046215	0.154908
11.0	3.0	0.0	0.921560	0.377686
11.0	4.0	0.0	0.008040	0.104668
11.0	5.0	0.0	0.134984	0.185491
11.0	6.0	0.0	0.000671	0.028300
11.0	7.0	0.0	0.015031	0.057283
11.0	8.0	0.0	0.161815	0.097066
11.0	9.0	0.0	0.729835	0.144304
11.0	10.0	0.0	0.785633	0.194602
11.0	11.0	0.0	0.714290	0.243855
11.0	12.0	0.0	0.416376	0.039592
11.0	13.0	0.0	0.496042	0.055503
11.0	14.0	0.0	0.535496	0.073364
11.0	15.0	0.0	0.566985	0.092591
11.0	16.0	0.0	0.594144	0.112638
11.0	17.0	0.0	0.617933	0.133104
11.0	18.0	0.0	0.639013	0.153625
11.0	19.0	0.0	0.657798	0.173965
11.0	20.0	0.0	0.674687	0.193947
12.0	1.0	0.0	0.000000	0.000000
12.0	2.0	0.0	0.002787	0.067570
12.0	3.0	0.0	0.825787	0.483196
12.0	4.0	0.0	0.901138	0.330698
12.0	5.0	0.0	0.011864	0.090035
12.0	6.0	0.0	0.156407	0.154839
12.0	7.0	0.0	0.001062	0.023299
12.0	8.0	0.0	0.019139	0.045214
12.0	9.0	0.0	0.173752	0.075413
12.0	10.0	0.0	0.690735	0.112138
12.0	11.0	0.0	0.750656	0.152690
12.0	12.0	0.0	0.687585	0.194256
12.0	13.0	0.0	0.376599	0.028442
12.0	14.0	0.0	0.452785	0.040092
12.0	15.0	0.0	0.491890	0.053464
12.0	16.0	0.0	0.523458	0.068208
12.0	17.0	0.0	0.550983	0.083952
12.0	18.0	0.0	0.575341	0.100386
12.0	19.0	0.0	0.597096	0.117230
12.0	20.0	0.0	0.616666	0.134249
13.0	1.0	0.0	0.000000	0.000000
13.0	2.0	0.0	0.004110	0.109971
13.0	3.0	0.0	0.922624	0.446198
13.0	4.0	0.0	0.135664	0.198048
13.0	5.0	0.0	0.000734	0.037512
13.0	6.0	0.0	0.016320	0.075965
13.0	7.0	0.0	0.000057	0.008427
13.0	8.0	0.0	0.001558	0.018794
13.0	9.0	0.0	0.023344	0.035324
13.0	10.0	0.0	0.182914	0.058209
13.0	11.0	0.0	0.652246	0.086591
13.0	12.0	0.0	0.715246	0.118882
13.0	13.0	0.0	0.660841	0.153202
13.0	14.0	0.0	0.340459	0.020419
13.0	15.0	0.0	0.412688	0.028919
13.0	16.0	0.0	0.451025	0.038871
13.0	17.0	0.0	0.482306	0.050067
13.0	18.0	0.0	0.509855	0.062285
