1.000000	1.000000	0.999900	1.000000
1.000000	2.000000	0.997000	0.309300
1.000000	3.000000	0.998600	0.413000
1.000000	4.000000	0.999600	0.463000
1.000000	5.000000	0.999000	0.491500
1.000000	6.000000	0.999800	0.504600
1.000000	7.000000	0.999700	0.511700
1.000000	8.000000	0.999800	0.515300
1.000000	9.000000	1.000000	0.520700
1.000000	10.000000	0.999700	0.520100
1.000000	11.000000	1.000000	0.532600
1.000000	12.000000	1.000000	0.526000
1.000000	13.000000	1.000000	0.531100
1.000000	14.000000	1.000000	0.531400
1.000000	15.000000	0.999600	0.533200
1.000000	16.000000	0.999900	0.528200
1.000000	17.000000	0.999900	0.531600
1.000000	18.000000	1.000000	0.520900
1.000000	19.000000	0.999900	0.540100
1.000000	20.000000	1.000000	0.527900
2.000000	1.000000	0.999800	1.000000
2.000000	2.000000	0.998600	0.388100
2.000000	3.000000	0.994600	0.191100
2.000000	4.000000	0.998000	0.246500
2.000000	5.000000	0.998600	0.280600
2.000000	6.000000	0.998800	0.298100
2.000000	7.000000	0.999400	0.303300
2.000000	8.000000	0.998700	0.309600
2.000000	9.000000	0.999600	0.325400
2.000000	10.000000	0.999800	0.323300
2.000000	11.000000	0.999300	0.332200
2.000000	12.000000	0.999400	0.338100
2.000000	13.000000	0.999700	0.341200
2.000000	14.000000	1.000000	0.344400
2.000000	15.000000	0.999800	0.341800
2.000000	16.000000	0.999300	0.348600
2.000000	17.000000	0.999800	0.356200
2.000000	18.000000	0.999700	0.351700
2.000000	19.000000	0.999700	0.355600
2.000000	20.000000	0.999900	0.355300
3.000000	1.000000	0.992500	1.000000
3.000000	2.000000	0.996000	0.125600
3.000000	3.000000	0.998200	0.214900
3.000000	4.000000	0.994600	0.141300
3.000000	5.000000	0.997000	0.174800
3.000000	6.000000	0.998100	0.185200
3.000000	7.000000	0.998000	0.205700
3.000000	8.000000	0.998900	0.207700
3.000000	9.000000	0.998600	0.220200
3.000000	10.000000	0.998800	0.229300
3.000000	11.000000	0.999200	0.237500
3.000000	12.000000	0.999000	0.237200
3.000000	13.000000	0.999300	0.245200
3.000000	14.000000	0.999700	0.248100
3.000000	15.000000	0.998900	0.243800
3.000000	16.000000	0.999200	0.251200
3.000000	17.000000	0.999800	0.251400
3.000000	18.000000	0.999600	0.261700
3.000000	19.000000	0.999700	0.255900
3.000000	20.000000	0.999700	0.250800
4.000000	1.000000	0.954300	1.000000
4.000000	2.000000	0.999300	0.180800
4.000000	3.000000	0.996600	0.111400
4.000000	4.000000	0.995200	0.160300
4.000000	5.000000	0.991300	0.114300
4.000000	6.000000	0.995700	0.133100
4.000000	7.000000	0.996600	0.141800
4.000000	8.000000	0.999300	0.151400
4.000000	9.000000	0.997900	0.163000
4.000000	10.000000	0.997900	0.167600
4.000000	11.000000	0.998800	0.175000
4.000000	12.000000	0.998600	0.167600
4.000000	13.000000	0.998100	0.180300
4.000000	14.000000	0.999300	0.187800
4.000000	15.000000	0.999000	0.194700
4.000000	16.000000	0.999400	0.188300
4.000000	17.000000	0.999200	0.194500
4.000000	18.000000	0.999600	0.195000
4.000000	19.000000	0.998900	0.196600
4.000000	20.000000	0.999300	0.196400
5.000000	1.000000	0.827400	1.000000
5.000000	2.000000	0.993500	0.072500
5.000000	3.000000	0.991600	0.072400
5.000000	4.000000	0.995700	0.102400
5.000000	5.000000	0.994500	0.120100
5.000000	6.000000	0.989700	0.095700
5.000000	7.000000	0.995300	0.105100
5.000000	8.000000	0.996200	0.119200
5.000000	9.000000	0.997600	0.120600
5.000000	10.000000	0.997400	0.125100
5.000000	11.000000	0.997700	0.136700
5.000000	12.000000	0.998400	0.137500
5.000000	13.000000	0.997900	0.135000
5.000000	14.000000	0.998900	0.148600
5.000000	15.000000	0.998700	0.146400
5.000000	16.000000	0.998900	0.149100
5.000000	17.000000	0.999300	0.158300
5.000000	18.000000	0.998300	0.152300
5.000000	19.000000	0.999100	0.151500
5.000000	20.000000	0.999600	0.153300
6.000000	1.000000	0.625800	1.000000
6.000000	2.000000	0.998800	0.093100
6.000000	3.000000	0.997100	0.076600
6.000000	4.000000	0.995100	0.071800
6.000000	5.000000	0.996000	0.086200
6.000000	6.000000	0.993500	0.102200
6.000000	7.000000	0.989500	0.081600
6.000000	8.000000	0.993100	0.089800
