CRN	one	r0	r1	r2	score
38	0.40651030539051813	0.28164167	0.01001555	0.07875444	0.48987890194647343
12	0.4567078238625577	1.06454713	0.31435749	0.17319138	0.46815656191208616
37	0.40235110806438734	0.55552184	0.01904496	0.09519673	0.46389351449174904
20	0.325502463586069	19.85322956	41.27640767	0.02469686	0.4615291716855415
29	0.3783184954141519	0.01332371	21.3390177	44.71413874	0.4615127721382032
41	0.357525398790204	5.45330785	10.90350561	0.01875314	0.46147032797796544
54	0.2516400668456811	29.09843326	0.01705672	61.79352067	0.4614241051108766
18	0.3286563389264174	43.01214256	0.02896581	92.73721055	0.46137112631931565
51	0.19183075864578322	0.01568476	25.47798941	50.94798413	0.4612658522851039
42	0.41400333406561757	5.45192087	10.66465921	0.02444423	0.4611931621676035
19	0.3205407326630323	29.86135341	0.08155656	58.4579963	0.46117011980308414
24	0.32932571451216985	11.14983985	0.01769641	24.25572277	0.46106730022594555
17	0.31647797827409413	0.01821876	3.15343989	6.38152953	0.4610560299644209
55	0.1302430167530524	45.09303848	0.07673476	92.49028049	0.4606215539130912
53	0.1041873665873686	0.01013334	15.6400501	35.42610662	0.4600993955459351
13	0.3963586540567918	2.06016639	0.5018431	0.01966474	0.4520340547254129
8	0.3916477904890252	7.29595761	1.3569563	0.79307372	0.4421601275250294
1	0.3783801401862846	5.36407697	0.01282398	8.75989127	0.4272500855601307
5	0.2861165174758273	1.13371254	0.03536158	1.98010205	0.42539745651392635
2	0.22883212656490434	0.01615317	2.0784208	3.52826538	0.4253326500756116
27	0.2998052896675212	13.37689066	0.01382467	1.94521935	0.4220398187491447
28	0.3666187354967145	1.12962233	0.02166482	0.17767692	0.4218900908083686
86	0.29428912916476724	12.95425726	0.015231	55.02552239	0.41558689644715
26	0.29433159749014687	0.01428087	21.56195888	91.72712975	0.41549149758835846
102	0.25607403864300876	16.20847639	63.67617091	0.04136601	0.415376678755891
106	0.22035540976537338	8.55182038	0.01124927	33.21760289	0.415202281234859
107	0.2420467178622397	15.49121833	0.01458336	62.10334973	0.41493464334322083
113	0.15161262304364453	6.26513023	0.01704164	25.35063439	0.4132109141937568
11	0.24211858557143207	0.04634762	26.76145499	87.47734858	0.39397708193719316
22	0.3275955839805399	42.89923734	8.82976981	52.38922614	0.3891091593016654
21	0.31851338459120604	1.95181366	0.27279711	2.23439797	0.3889364390578879
4	0.31920465819577143	54.38418952	46.68295322	0.03164724	0.38863152170998894
9	0.2593810114826707	0.0115689	24.33829172	21.5466122	0.38850940630308267
