CRN	one	r0	r1	r2	score
37584	0.3668352164320893	77.51817978	4.82056565	0.01646085	0.5965554795533635
31937	0.3668352164320893	66.9764938	3.50043153	0.01367694	0.5965395575380836
42152	0.3246147925873888	97.99032956	6.02251301	0.01018744	0.5965219679116062
30649	0.3668352166484935	49.10396536	0.01071682	3.20156308	0.5965154375525036
37710	0.3668352166484935	74.32853256	0.01066691	2.08982573	0.5965027193301011
37709	0.3668352166484935	61.52562374	0.01264227	3.06395536	0.5964827504109622
43860	0.3668352164320893	51.15560558	4.59617999	0.01038099	0.5964805511666418
37845	0.3668352166484935	50.3947819	0.0108184	4.17116466	0.5964788121420396
26935	0.40883187207235916	63.36296362	5.89854034	0.01254768	0.5964650482542714
31944	0.3668352164320893	65.85947413	2.83734725	0.01276429	0.5964510419216017
42144	0.3668352164320893	87.10283277	6.70498736	0.01961225	0.596445572304028
25847	0.40883187207235916	93.8778125	8.57721208	0.0198429	0.5964062634807878
37586	0.3668352164320893	73.47404356	2.09236875	0.01104003	0.5964000220213673
26933	0.40883187207235916	77.27639786	7.17047	0.01626698	0.5963943666568069
42921	0.3668352164320893	65.26037975	2.14525459	0.01105444	0.5963556913209593
31936	0.3668352164320893	55.98485134	5.40625274	0.01182803	0.5963456123648646
48292	0.4155444315842385	58.14036691	0.01004236	3.93205084	0.5963359670828993
48843	0.4155444315842385	92.45209513	0.01332818	3.97180142	0.5963237819363145
43323	0.3668352164320893	48.34253767	2.25711886	0.01033228	0.5963162388052932
20269	0.40883187207235916	49.77592038	2.69265038	0.01152284	0.5962845361588477
28688	0.3668352164320893	99.73735068	9.08770021	0.02339622	0.5962737910383178
28683	0.3246147925873888	91.30101655	8.54680795	0.01042345	0.5962426245694842
15200	0.40883187207235916	61.77119203	5.23792301	0.01557577	0.5962117190120488
37840	0.3246147925873888	88.69688613	0.01103326	7.02572333	0.5962109711910744
38591	0.3668352166484935	97.15314769	0.01006919	1.62765278	0.5962061151517015
35501	0.3668352164320893	81.82565893	2.20898706	0.01269383	0.5961832940966014
28691	0.3668352164320893	75.35430558	7.48975082	0.0176895	0.5961769442907833
48826	0.4155444315842385	83.78440254	0.01405609	4.22236363	0.5961635867380733
31940	0.3668352164320893	95.1833836	3.60070075	0.01911045	0.5961457326655949
37850	0.3246147925873888	85.94052784	0.01061865	5.18361925	0.5961453491251183
26939	0.40883187207235916	53.63827158	4.2729972	0.01440128	0.5961255940855191
35503	0.3668352164320893	39.52810315	2.57676484	0.0105985	0.5960972379144904
30665	0.3668352164320893	49.25403424	3.14082875	0.01315507	0.5960924031548694
37711	0.3668352166484935	78.83877079	0.01985517	7.95306659	0.5960641008685005
20278	0.40883187207235916	75.53748101	10.05433804	0.01044211	0.5960202619106972
28685	0.3246147925873888	99.0822382	6.94708851	0.01366447	0.5959910541889207
28693	0.3668352164320893	90.18881683	12.33417316	0.01149873	0.5959851290403878
40035	0.3246147925873888	90.05002002	0.01262624	6.80162898	0.5959797582474243
30610	0.3668352164320893	64.93161848	3.66253195	0.01748373	0.5959613887721424
28659	0.3246147925873888	97.04072247	0.01306119	9.57301721	0.5959492080979123
43327	0.3246147925873888	93.40645706	9.69565419	0.01233195	0.5959214691839568
48842	0.36981309473541374	99.49230292	0.01017546	8.90377536	0.5959171736316072
42922	0.3668352164320893	38.75455698	3.66378072	0.01123973	0.5959142895399511
42935	0.3668352164320893	56.4957846	4.91717782	0.01684635	0.5959116644841894
48825	0.4155444315842385	83.21092371	0.01508747	9.52830313	0.595894428317997
30648	0.3246147925873888	72.63035391	0.01044545	6.92120805	0.5958706357520563
42142	0.3668352164320893	96.61424426	4.13982891	0.02329493	0.5958441197385523
42151	0.3246147925873888	86.87467526	7.15870614	0.01324802	0.5958119578101405
28682	0.3246147925873888	89.02460429	4.68301076	0.01206637	0.5957405917981486
48943	0.4155444315842385	52.52596884	0.01215612	3.875694	0.595739527810556
30668	0.3668352164320893	62.63924738	3.31438721	0.01773271	0.5957371847295401
28684	0.3246147925873888	94.0622636	12.51218012	0.01005584	0.5956904292915769
42934	0.3668352164320893	79.39740938	11.77868598	0.01085436	0.5956795642830892
30646	0.3246147925873888	86.67288498	0.01199722	10.1947492	0.5956714898074844
37837	0.3668352166484935	67.3851296	0.0122987	9.56090301	0.5956508922339814
31931	0.3246147925873888	94.78487436	7.70251985	0.01565559	0.5956346236833527
31933	0.3246147925873888	98.89001136	11.10278957	0.01492033	0.5956208955744217
42933	0.3246147925873888	71.72612601	7.49786895	0.01149183	0.5956068360784397
48824	0.4155444315842385	97.87167526	0.01867464	12.60008649	0.5956019059566765
30669	0.3668352164320893	46.6594917	3.773435	0.0162276	0.5955919254645183
30647	0.3246147925873888	66.55101098	0.01067057	4.43756775	0.595581686441409
15207	0.40883187207235916	56.10656954	2.85509328	0.01639562	0.5955693736163129
42147	0.3668352164320893	87.7741799	11.79544047	0.02137949	0.5955597464401703
48942	0.4155444315842385	69.02375114	0.01089614	2.33883939	0.5955388324836448
35502	0.3668352164320893	68.78547455	8.34891431	0.02077661	0.5955307941475507
37587	0.3668352164320893	34.79818319	3.37933739	0.01266366	0.5954743424283525
43326	0.3246147925873888	64.72477241	7.68921145	0.0102492	0.595463427358347
28692	0.3668352164320893	34.60141516	1.65736121	0.01029764	0.5953977248621423
38620	0.3246147925873888	84.66378094	3.67910867	0.01136163	0.5953908515022938
42932	0.3246147925873888	72.63904062	9.27092434	0.01110817	0.5953853430762234
37842	0.3668352166484935	62.54148317	0.01025056	1.31989913	0.5952442335792173
42171	0.3246147925873888	72.24615374	6.12783132	0.01435051	0.5951942208243909
37841	0.3246147925873888	77.75744386	0.01434484	4.95172013	0.59510007415276
37583	0.3668352164320893	71.08051433	1.34973255	0.01125042	0.5949925386219369
48844	0.36981309473541374	92.02235007	0.01079722	4.7002506	0.5949750447904102
2491	0.4278597132291903	98.19934297	0.01133027	10.91205968	0.5948587149512917
43322	0.3246147925873888	96.76892784	2.64843748	0.01046269	0.5948192822005476
28690	0.3668352164320893	50.88804559	9.33470587	0.01033766	0.5946083897608179
43321	0.3246147925873888	65.53227775	10.09308903	0.01291132	0.5945910764825755
43320	0.3246147925873888	90.40562975	10.77814055	0.02276501	0.594571593246722
48827	0.4155444315842385	89.77559899	0.01040494	1.58086826	0.5944408523268401
31932	0.3246147925873888	51.75162555	3.26118597	0.01151043	0.5944035396164585
14288	0.4278597132291903	84.67552108	0.01166104	10.52043766	0.5943687952639235
48823	0.36981309473541374	98.53621988	0.01998274	8.41299912	0.5940533990448646
13488	0.4278597132291903	67.30555745	0.01004845	5.98698888	0.5939947552226865
1433	0.40581049009355896	95.7180357	0.01089864	14.68739275	0.5939159778698653
1440	0.4278597132291903	87.3214679	0.0106731	5.17152426	0.5938611801283967
2485	0.40581049009355896	85.43274835	0.01095991	10.03477942	0.5938510677017771
2484	0.4278597132291903	64.87492712	0.01070595	8.65150582	0.5938505092345268
37844	0.3246147925873888	91.68057888	0.01430477	18.76437114	0.5937650221234747
1438	0.4278597132291903	96.97748197	0.01599722	9.38533447	0.5937445662947594
16544	0.4247396886360686	85.09660676	0.01126542	11.83502614	0.5937422807051409
14289	0.4278597132291903	93.99669125	0.01431621	15.3142001	0.5937365308440554
48841	0.36981309473541374	42.82169409	0.01059043	5.3301879	0.593727758608994
1436	0.4247396886360686	88.42537294	0.01195506	10.27834027	0.5937260776528671
48774	0.36981309473541374	78.88833476	0.01787147	12.55166794	0.5937193740982248
16542	0.4247396886360686	86.4515286	0.01083523	7.76494799	0.5937177346195804
2489	0.4247396886360686	85.49591096	0.01018874	6.42796064	0.5935303893433649
1435	0.4247396886360686	92.63054396	0.01023599	6.12722143	0.5935011352389428
2487	0.4035893528759823	93.1245406	0.01138774	12.49145785	0.5933781667664588
46678	0.1833203259188772	94.56746396	0.0103926	13.24086057	0.5933346605662668
11560	0.40581049009355896	88.01567599	0.01105229	15.91290859	0.5933094481720017
2486	0.40581049009355896	80.23896507	0.01187868	8.68135094	0.5932960883831145
2490	0.4278597132291903	68.47934388	0.01125398	13.01306235	0.5931485726709141
39545	0.3831802255697557	91.43661831	0.01009511	13.02111248	0.5931427333627362
46373	0.1833203259188772	94.43665047	0.01154856	13.24252766	0.5929886225144259
46675	0.1833203259188772	90.97879933	0.01065995	9.83997356	0.5929718612113061
50622	0.2068088660249593	98.6830101	0.0124007	13.84639842	0.5929334343796792
11561	0.40581049009355896	79.4222301	0.01322417	9.02040998	0.5928829797273617
13489	0.4278597132291903	94.31275459	0.02120156	12.22065218	0.5928586927498306
2482	0.4278597132291903	65.56058401	0.01355406	11.81778211	0.5928041069402635
46676	0.1833203259188772	99.47699985	0.01218965	16.827612	0.5928013229716431
46679	0.40455603465554135	80.7136207	0.01004158	9.34594724	0.5926576100593011
42173	0.3831802255697557	78.9891458	0.01030855	11.5384849	0.5925648816290302
46628	0.40455603465554135	89.38145773	0.01205946	14.06800715	0.5925150836914953
45948	0.40455603465554135	81.57861659	0.01115404	13.44842423	0.592436291262511
1434	0.4035893528759823	72.37191488	0.01112205	8.33042958	0.5923963370496442
46629	0.40455603465554135	98.34552705	0.01217022	19.45401517	0.5923673168060883
46410	0.12871718561694995	87.5986384	0.01055652	14.22852138	0.5923338481566433
46677	0.1833203259188772	91.04807302	0.01335781	14.1518235	0.5923145022653576
46372	0.1833203259188772	76.13255255	0.01093383	13.40675939	0.5922620503460256
50623	0.2068088660249593	93.79395079	0.01403298	12.66400261	0.5922480097493485
37773	0.39978356440279117	97.05986517	0.01041338	11.41476703	0.5922452539854163
1437	0.4278597132291903	80.93551623	0.02066771	9.71180941	0.592243041612571
50688	0.2068088660249593	72.71790856	0.01120156	9.97957224	0.5921382722330847
1439	0.4278597132291903	66.34530818	0.01584814	13.36671573	0.5921331848575621
1432	0.40581049009355896	59.36257269	0.01046778	5.43582391	0.5921230258318925
48775	0.36981309473541374	43.35186493	0.01687733	7.94170681	0.5920221841896549
37772	0.3831802255697557	84.49696312	0.01277625	12.16104806	0.591976277633454
50723	0.2068088660249593	83.01002246	0.01270888	9.95836543	0.5919730546527325
37771	0.3831802255697557	80.57764603	0.01027717	17.64011801	0.5918678808858262
39546	0.3831802255697557	98.39249142	0.01311733	21.4470611	0.5917796059830118
50722	0.2068088660249593	73.79399557	0.01237803	9.62448472	0.5916782336454035
46680	0.40455603465554135	95.70481627	0.01307152	8.71486157	0.5914905530868605
45949	0.40455603465554135	70.68134382	0.01208294	13.59216997	0.5914900911359084
2488	0.4247396886360686	56.30729634	0.01445556	8.73242276	0.5913764688747079
42480	0.3831802255697557	76.44500163	0.01171447	7.82657374	0.5911456622661161
49316	0.34953913359970273	0.02899974	94.13190608	0.14233766	0.5910735683423413
48811	0.34953913359970273	0.0264783	96.99485147	0.14069743	0.5910705121371667
48211	0.34953913359970273	0.01385377	40.06595452	0.07253954	0.591060300236724
48873	0.34953913359970273	0.01824755	52.85037103	0.08483595	0.5908301148526168
46411	0.12871718561694995	99.19706329	0.01626351	13.0063761	0.5907494163349444
11558	0.4035893528759823	81.72909453	0.01148073	22.75281094	0.5906841129603229
47523	0.4634618576829335	0.01071147	4.4748136	91.04774664	0.5906788430117427
47381	0.4634618576829335	0.01135894	4.24648038	96.3871297	0.5905833115692768
46409	0.12871718561694995	65.56510682	0.01212941	9.90200839	0.5903783638987327
49375	0.34953913359970273	0.0165112	10.31938585	0.08581684	0.5903012922442583
46701	0.4634618576829335	0.01132758	3.59010539	91.99133533	0.5901050595337825
39183	0.39978356440279117	54.32492264	0.01008594	11.42746182	0.5900788500208399
39184	0.39978356440279117	90.88940037	0.01551698	12.14279587	0.5900079215061191
50720	0.2068088660249593	61.72227756	0.01625769	10.79014017	0.5897199684485323
47382	0.4634618576829335	0.01057832	9.86421662	97.78505374	0.5888377873372911
49315	0.34953913359970273	0.10989897	46.42585262	0.69312129	0.5884029789611588
47312	0.4634618576829335	0.01324629	3.47633671	69.7134111	0.5879522011772145
46700	0.4634618576829335	0.01493971	3.62056936	80.34291609	0.5877667026949208
50529	0.4987290449205016	0.01279918	0.98261535	8.95103189	0.5849470283821419
50552	0.4987290449205016	0.01697738	3.29685236	29.58166159	0.5849370778980406
50475	0.4987290449205016	0.02386016	1.62749925	15.26546508	0.5849337248583614
50490	0.4987290449205016	0.02094309	3.53467211	31.32006931	0.5849232419476552
50474	0.4987290449205016	0.0172721	2.84676512	25.20942705	0.5849231301387896
50551	0.4987290449205016	0.03305862	2.58092231	24.60368996	0.584918088136026
50553	0.4987290449205016	0.02520722	1.71940768	15.10620875	0.5849145975353744
50530	0.4987290449205016	0.06353807	2.02545049	18.78143406	0.584889117016236
50503	0.4987290449205016	0.01214377	1.20458927	12.61276115	0.5846151200855314
50410	0.48639711796511126	0.02060328	8.28732309	72.86350141	0.5843491465590273
50139	0.4745685850359624	0.01043965	7.12526816	65.92127856	0.5842224503789618
49857	0.48639711796511126	0.01210532	3.21280001	30.57305048	0.5840839758923133
50422	0.48639711796511126	0.01609448	6.49468124	52.32483604	0.5840066304864548
50382	0.48639711796511126	0.01357295	4.19473623	33.96233178	0.5838673348177889
50421	0.48639711796511126	0.01774142	3.81402956	36.81572338	0.5838599979921585
49858	0.48639711796511126	0.02174368	3.8107851	33.37714905	0.5836079576536853
50133	0.4745685850359624	0.02171135	8.41322232	82.96674257	0.583571574111045
50132	0.4745685850359624	0.01150932	7.24711938	86.2945488	0.5829711677880131
48462	0.4501629125836354	0.02371937	39.62017876	0.03761982	0.5683524151129832
50984	0.4476549686018166	0.01334312	57.13193031	0.02801717	0.5683502297906701
51118	0.4476549686018166	0.01180846	42.12238807	0.02447683	0.5683371083350037
50983	0.4476549686018166	0.0223886	47.41768736	0.0494743	0.5680540789070523
51057	0.4476549686018166	0.04378097	68.14737974	0.08492482	0.5679763651090152
48184	0.4501629125836354	0.08973184	47.7713494	0.14473333	0.5679722330140139
48463	0.4501629125836354	0.13753902	66.31659091	0.21492291	0.5679611266426459
51056	0.4476549686018166	0.02684091	41.79281918	0.05174181	0.5679324917429353
51179	0.4476549686018166	0.10746702	82.98857849	0.20966581	0.567786551020911
48185	0.4501629125836354	0.08774334	30.64339034	0.13635913	0.567753332534786
48281	0.4501629125836354	0.24300483	46.81178684	0.3430486	0.5668014292182826
48282	0.4501629125836354	0.55126215	39.72658046	0.8149858	0.5650134877323216
48152	0.4198002209500944	0.57141156	2.09085006	0.26889614	0.5587959932796737
48150	0.4198002209500944	22.88098407	80.81850813	10.60943809	0.5587867215114545
48221	0.4198002209500944	0.10621016	0.53977037	0.05803531	0.5586321564306105
48196	0.4198002209500944	0.06661652	0.20388459	0.02611447	0.5585492624196249
48220	0.4198002209500944	2.11465005	9.90525448	1.19104453	0.5584339149836944
48154	0.4198002209500944	0.18629291	0.77134563	0.08544066	0.5584291165078537
48151	0.4198002209500944	7.55565057	38.36013248	3.88715495	0.5583630837066195
48197	0.4198002209500944	0.47757152	3.72572997	0.32503752	0.557951382399879
48157	0.46052894955459384	0.0525423	63.66341299	0.01215705	0.5578097663005093
48155	0.46052894955459384	0.04519366	40.13635749	0.01021556	0.5577818200712764
48158	0.46052894955459384	0.22233944	34.36835575	0.05192818	0.5577671141036467
48046	0.46052894955459384	0.48200233	41.24726594	0.11614548	0.5577071866435559
48156	0.46052894955459384	0.10298435	6.50015979	0.02481265	0.5576845208224422
48045	0.46052894955459384	1.1363747	53.08596278	0.27290032	0.5576025001468996
48153	0.4198002209500944	0.07471683	0.10705512	0.02243669	0.5565633897383164
31373	0.5093596733882498	72.98538068	0.01663934	0.04175174	0.5535421999264956
43064	0.5093596733882498	88.91725996	0.02247403	0.05674106	0.5535225569121663
43063	0.5093596733882498	76.31829136	0.02668147	0.06295186	0.5534847838377973
43974	0.5093596733882498	76.77992986	0.05358178	0.13282853	0.5534811124674572
34022	0.5093596733882498	72.94384296	0.02943527	0.06918842	0.5534625329357774
34021	0.5093596733882498	47.6257187	0.04111908	0.09645735	0.5533818036165659
40711	0.5093596733882498	32.17913115	0.04245125	0.10481213	0.5533783409320635
31372	0.5093596733882498	25.01838553	0.01203732	0.03131855	0.5533546937897831
43973	0.5093596733882498	42.22176618	0.01432948	0.03748336	0.5533502337701989
34463	0.5093596733882498	70.270539	0.1077565	0.2608364	0.5533444254799642
41491	0.5093596733882498	63.33049255	0.07427263	0.19173234	0.5532692295454473
51771	0.36840290808615067	0.03702333	0.01861474	67.64187304	0.5532282639312223
42069	0.5093596733882498	72.35352932	0.13144637	0.30732031	0.5532178539487504
51786	0.36840290808615067	0.04517361	0.0228658	77.99752766	0.5532115190026912
51778	0.36840290808615067	0.04057148	0.02018221	63.79623667	0.553205461847562
41660	0.5093596733882498	93.67109502	0.23499122	0.56341957	0.5531721109220322
41497	0.5093596733882498	8.06758789	0.02224073	0.05434497	0.5531393334677812
34462	0.5093596733882498	40.19579297	0.0526813	0.11963793	0.553138292346905
51744	0.36840290808615067	0.04536239	0.02365638	59.87326609	0.5530408771775244
51747	0.36840290808615067	0.04560181	0.02390619	57.95464092	0.5529973799220416
51745	0.36840290808615067	0.01991527	0.01054867	29.50254878	0.552978113739657
51780	0.36840290808615067	0.08530197	0.04240689	57.4662734	0.5529505507623618
34032	0.5093596733882498	32.66942109	0.07260802	0.16190312	0.5528617431444035
51767	0.36840290808615067	0.17275388	0.08402477	81.80186268	0.5527929687897831
34031	0.5093596733882498	88.61009127	0.01151006	0.02451971	0.5526627660672861
51777	0.36840290808615067	0.04048234	0.01840891	18.2149846	0.552605151535885
51651	0.36840290808615067	0.0742555	0.03695815	24.8756262	0.5524047430888827
51717	0.36840290808615067	0.21136986	0.09355914	80.36738894	0.5523709550267556
48168	0.454390528062981	0.01564839	81.73466223	0.04053856	0.551922025840102
31370	0.5001307738422223	87.38172523	0.01444962	0.0407321	0.5515487172452507
39073	0.5001307738422223	83.81620471	0.01856175	0.05480984	0.5514672990391571
36297	0.5001307738422223	49.82449378	0.02521661	0.07343417	0.5514468855535413
36298	0.5001307738422223	27.84542272	0.02617953	0.07557899	0.551368095721408
48406	0.454390528062981	0.02208467	18.53208677	0.05465021	0.5513612252469495
34461	0.5001307738422223	87.10742623	0.01865181	0.04962331	0.5513025746441047
41496	0.5093596733882498	98.7485556	1.25382463	3.16136316	0.5512703322133097
31371	0.5001307738422223	13.84190039	0.02029046	0.05565433	0.5512139007639767
48342	0.454390528062981	0.17936331	78.06896961	0.46862316	0.5510609170211671
41492	0.5001307738422223	99.5501361	0.27543657	0.79771613	0.5509482225571475
34023	0.5001307738422223	59.95027412	0.18218343	0.52683052	0.5508900421286165
39072	0.5001307738422223	67.56807911	0.15270883	0.40022822	0.550790339999057
46603	0.475075175064528	28.37933405	3.27688459	0.01396882	0.5504300725017582
45784	0.475075175064528	52.59082913	6.44154005	0.01094505	0.5504083561182509
45718	0.4750751751366627	3.77460783	31.53959429	0.02115233	0.5504047415179607
45687	0.4750751751366627	2.51282995	21.47634505	0.01618807	0.5503992061856279
45783	0.475075175064528	58.19840867	6.68034166	0.04992144	0.550339238330076
45717	0.4750751751366627	1.83396332	15.31227193	0.01988054	0.5502908226386598
45686	0.4750751751366627	3.82056892	33.98318465	0.02447039	0.5502771793601972
51776	0.36840290808615067	0.92343912	0.33980211	94.098946	0.5502511833661206
46606	0.475075175064528	22.92717059	2.64100391	0.03091611	0.5502496171042495
46779	0.475075175064528	14.40261497	1.62171769	0.01297347	0.5502461464849244
46609	0.475075175064528	95.91286503	10.80043629	0.10204113	0.5502108277954937
45791	0.475075175064528	27.57348565	3.09422116	0.03008051	0.5501846341521964
46772	0.475075175064528	39.57009774	4.27662044	0.01608361	0.5500417522321979
40468	0.33720257299638007	90.3734986	0.01008433	18.441813	0.5498440768988159
34820	0.33720257299638007	89.92525242	0.0101782	18.54153416	0.5498434853217143
34819	0.33720257299638007	78.37186168	0.01061574	23.1495663	0.5498280448059045
41469	0.33720257299638007	61.15472841	0.01094311	16.94503467	0.549663791450783
41466	0.33720257299638007	68.06689191	0.01118069	21.71938579	0.5496596255967177
41470	0.33720257299638007	99.42292916	0.01767203	25.93874304	0.5496589400280343
34821	0.33720257299638007	57.02118109	0.01068389	16.61386265	0.5496231999273821
40470	0.33720257299638007	77.29946344	0.01931556	21.26839598	0.549358784511522
37581	0.33720257299638007	50.8270603	0.01356971	14.6081661	0.5492972423871414
40469	0.33720257299638007	68.9330919	0.01136951	10.78039157	0.5491663507777625
46607	0.475075175064528	52.29613359	7.16523806	0.04149687	0.5491072730650508
