1	2	24.001240
2	2	24.626274
3	2	25.438815
4	2	25.845084
5	2	26.579500
6	2	26.610751
7	2	27.720183
8	2	27.829564
9	2	28.407716
10	2	28.438969
11	2	29.204633
12	2	29.673410
13	2	29.720284
14	2	29.735913
15	2	29.767164
16	2	29.782792
17	2	29.798419
18	2	29.814043
19	2	29.829665
20	2	29.845295
21	2	29.876545
22	2	29.907794
23	2	29.939046
24	2	29.970297
25	2	29.985926
26	2	30.001552
27	2	30.032801
28	2	30.064054
29	2	30.079679
30	2	30.110932
31	2	30.142182
32	2	30.157810
33	2	30.173436
34	2	30.204689
35	2	30.235939
36	2	30.267189
37	2	30.298440
38	2	30.345319
39	2	30.360945
40	2	30.392198
41	2	30.407821
42	2	30.423449
43	2	30.439072
44	2	30.454698
45	2	30.501575
46	2	30.517203
47	2	30.532829
48	2	30.548455
49	2	30.564081
50	2	30.579704
51	2	30.610959
52	2	30.626585
53	2	30.657835
54	2	30.704713
55	2	30.735964
56	2	30.751590
57	2	30.767218
58	2	30.798468
59	2	30.814095
60	2	30.829721
61	2	30.860971
62	2	30.876598
63	2	30.892220
64	2	30.923475
65	2	30.939101
66	2	30.954726
67	2	30.985975
68	2	31.001603
69	2	31.017231
70	2	31.048481
1	3	4.234590
2	3	9.406739
3	3	10.031766
4	3	12.406891
5	3	23.407455
6	3	24.032491
7	3	31.657882
8	3	31.720386
9	3	31.923520
10	3	32.314167
11	3	32.439172
12	3	32.564178
13	3	35.189316
14	3	35.251820
15	3	35.861225
16	3	35.986229
17	3	36.392507
18	3	37.314422
19	3	38.001958
20	3	38.392606
21	3	38.751997
22	3	38.908259
23	3	39.220775
24	3	39.298901
25	3	39.439535
26	3	39.627045
27	3	39.783302
28	3	39.892682
29	3	40.017688
1	4	7.312875
2	4	15.926628
3	4	17.326963
4	4	22.717865
5	4	23.577288
6	4	26.186794
7	4	27.608745
8	4	28.499416
1	5	19.407251
2	5	43.986650
3	5	51.877680
4	5	68.878556
5	5	73.831938
6	5	77.488378
7	5	80.082261
8	5	82.926155
9	5	89.395239
10	5	92.598532
