1	2	4.734570
2	2	6.953449
3	2	6.984703
4	2	7.015955
5	2	7.047207
6	2	7.062835
7	2	7.078460
8	2	7.094086
9	2	7.125334
10	2	7.140963
11	2	7.172212
12	2	7.172212
13	2	7.219092
14	2	7.234719
15	2	7.250344
16	2	7.687870
17	2	7.719121
18	2	7.734748
1	3	13.922685
2	3	20.876215
3	3	23.692936
4	3	24.286720
5	3	24.364850
6	3	24.833627
7	3	25.271154
8	3	25.599299
9	3	25.739932
10	3	26.099328
11	3	26.161831
12	3	26.239963
13	3	26.318092
1	4	5.178132
2	4	9.522135
3	4	11.240987
4	4	12.647320
1	5	7.328552
2	5	15.063378
3	5	19.766775
4	5	22.782578
5	5	28.767298
