1.0	1.0	0.0	0.000000	0.000000
1.0	2.0	0.0	0.999875	0.666665
1.0	3.0	0.0	0.999874	0.666667
1.0	4.0	0.0	0.999872	0.666666
1.0	5.0	0.0	0.999875	0.666668
1.0	6.0	0.0	0.999871	0.666668
1.0	7.0	0.0	0.999876	0.666676
1.0	8.0	0.0	0.999879	0.666666
1.0	9.0	0.0	0.999871	0.666667
1.0	10.0	0.0	0.999876	0.666666
1.0	11.0	0.0	0.999873	0.666672
1.0	12.0	0.0	0.999873	0.666668
1.0	13.0	0.0	0.999875	0.666666
1.0	14.0	0.0	0.999875	0.666664
1.0	15.0	0.0	0.999874	0.666663
1.0	16.0	0.0	0.999871	0.666667
1.0	17.0	0.0	0.999875	0.666670
1.0	18.0	0.0	0.999872	0.666664
1.0	19.0	0.0	0.999871	0.666663
1.0	20.0	0.0	0.999873	0.666667
2.0	1.0	0.0	0.000000	0.000000
2.0	2.0	0.0	0.999833	0.833333
2.0	3.0	0.0	0.998799	0.211112
2.0	4.0	0.0	0.999300	0.261769
2.0	5.0	0.0	0.999453	0.297146
2.0	6.0	0.0	0.999530	0.321471
2.0	7.0	0.0	0.999574	0.339008
2.0	8.0	0.0	0.999604	0.352208
2.0	9.0	0.0	0.999626	0.362482
2.0	10.0	0.0	0.999635	0.370706
2.0	11.0	0.0	0.999648	0.377426
2.0	12.0	0.0	0.999661	0.383035
2.0	13.0	0.0	0.999667	0.387777
2.0	14.0	0.0	0.999676	0.391834
2.0	15.0	0.0	0.999682	0.395351
2.0	16.0	0.0	0.999688	0.398431
2.0	17.0	0.0	0.999693	0.401145
2.0	18.0	0.0	0.999699	0.403551
2.0	19.0	0.0	0.999708	0.405717
2.0	20.0	0.0	0.999696	0.407657
3.0	1.0	0.0	0.000000	0.000000
3.0	2.0	0.0	0.999873	0.733334
3.0	3.0	0.0	0.999661	0.730834
3.0	4.0	0.0	0.997055	0.067405
3.0	5.0	0.0	0.998315	0.091112
3.0	6.0	0.0	0.998737	0.112643
3.0	7.0	0.0	0.998967	0.131139
3.0	8.0	0.0	0.999100	0.146746
3.0	9.0	0.0	0.999189	0.159908
3.0	10.0	0.0	0.999254	0.171078
3.0	11.0	0.0	0.999302	0.180636
3.0	12.0	0.0	0.999342	0.188888
3.0	13.0	0.0	0.999367	0.196062
3.0	14.0	0.0	0.999394	0.202376
3.0	15.0	0.0	0.999408	0.207946
3.0	16.0	0.0	0.999426	0.212903
3.0	17.0	0.0	0.999441	0.217342
3.0	18.0	0.0	0.999455	0.221337
3.0	19.0	0.0	0.999471	0.224948
3.0	20.0	0.0	0.999471	0.228232
4.0	1.0	0.0	0.000000	0.000000
4.0	2.0	0.0	0.001204	0.630556
4.0	3.0	0.0	0.999620	0.400120
4.0	4.0	0.0	0.999489	0.427806
4.0	5.0	0.0	0.994803	0.021234
4.0	6.0	0.0	0.996990	0.030256
4.0	7.0	0.0	0.997785	0.039674
4.0	8.0	0.0	0.998204	0.048911
4.0	9.0	0.0	0.998433	0.057650
4.0	10.0	0.0	0.998634	0.065751
4.0	11.0	0.0	0.998757	0.073181
4.0	12.0	0.0	0.998852	0.079962
4.0	13.0	0.0	0.998924	0.086142
4.0	14.0	0.0	0.998985	0.091767
4.0	15.0	0.0	0.999031	0.096904
4.0	16.0	0.0	0.999069	0.101600
4.0	17.0	0.0	0.999103	0.105900
4.0	18.0	0.0	0.999137	0.109856
4.0	19.0	0.0	0.999156	0.113499
4.0	20.0	0.0	0.999184	0.116862
5.0	1.0	0.0	0.000000	0.000000
5.0	2.0	0.0	0.999495	0.719474
5.0	3.0	0.0	0.997593	0.150287
5.0	4.0	0.0	0.999365	0.180106
5.0	5.0	0.0	0.999322	0.206467
5.0	6.0	0.0	0.992150	0.006634
5.0	7.0	0.0	0.995363	0.009809
5.0	8.0	0.0	0.996586	0.013426
5.0	9.0	0.0	0.997246	0.017309
5.0	10.0	0.0	0.997660	0.021303
5.0	11.0	0.0	0.997942	0.025295
5.0	12.0	0.0	0.998144	0.029206
5.0	13.0	0.0	0.998299	0.032987
5.0	14.0	0.0	0.998421	0.036609
5.0	15.0	0.0	0.998515	0.040058
