CRN	one	r0	r1	r2	r3	score
292	0.2813470431957337	0.01832489	1.64467138	58.05145812	87.29924313	0.4009137447194263
511	0.08012240683881283	16.36284585	0.01144821	0.17195172	63.45543581	0.4008478722737458
601	0.046777125781291305	21.95462414	0.01093373	0.0938543	96.42289366	0.4006253529382774
421	0.2544689822694096	2.87612089	0.02274731	41.95641505	63.95382516	0.3998989712056225
612	0.1196151214710591	30.08383218	0.70554544	0.01616592	1.01101857	0.39960878312487824
574	0.10707514829685057	9.49445969	0.01063167	0.13891138	35.92421469	0.397007975604398
598	0.04474471219077225	23.74023243	0.0165612	0.37011712	88.67261024	0.3968627925858092
251	0.15806663169500498	3.95706589	0.01081762	0.65669589	1.57122978	0.39665166880992975
518	0.2971097429605568	95.02678288	0.02467622	0.10087459	0.1322449	0.39368869787446276
8	0.17123073306612913	0.02061893	7.35303729	0.03625732	26.07564352	0.39350749306901506
549	0.3081534037654903	38.58135362	0.0141455	0.08558274	0.12521927	0.3934298166367795
7	0.16238316681757878	0.03708758	0.0142234	8.27764846	28.58027925	0.3934257045231045
164	0.3089143242666368	0.01267767	1.65299165	0.02075275	4.98413217	0.39230518355471133
517	0.3222377508908923	32.645862	0.04212131	0.16963468	0.2325491	0.39211869942316574
56	0.3031133858616767	0.75680335	0.01748747	30.74468682	94.62955334	0.39012343508568004
291	0.2779552907426677	7.54040536	1.57875298	0.01890606	9.62637371	0.3890543881057856
214	0.19667474697058263	0.03259331	17.28794344	3.71044439	20.81059637	0.3887981667649492
200	0.20962046239966525	43.36510558	6.94267927	0.05201065	53.61324403	0.38878668291242374
208	0.3335950370788568	18.48562493	4.83058574	0.02435031	22.18939244	0.38870888839559914
370	0.1466138287800641	0.02626339	84.44528771	11.68356899	95.8890034	0.38856276228726216
1	0.22611149463724273	0.04142432	47.46520843	41.65718865	0.0199582	0.38842639521739447
260	0.31573093916822675	0.01109799	75.86326341	9.48541697	79.92603727	0.3883438113137079
12	0.2929710207231201	0.09751313	0.01272067	0.12398592	0.01699515	0.3882746138166319
363	0.29797911770072844	1.14863504	0.39327568	1.67533914	0.17914177	0.3881249381014163
229	0.20499602773427344	41.56859171	0.03301964	3.8659348	46.20567588	0.3880916971813834
259	0.32132953454426955	0.03062871	6.21398957	0.47726298	6.8253891	0.38802834310416634
72	0.2663360395563701	81.10984327	1.68957097	12.74063005	86.84335763	0.3879756727608051
299	0.22526742015146414	0.02178128	11.25347896	0.4767639	11.7453747	0.3878013923866104
55	0.2954708336035537	0.65705822	0.01217314	11.59365756	38.13405508	0.38774340751539216
207	0.346238309237766	19.3932197	0.98424809	0.05590422	21.45491793	0.3876820020142321
148	0.24495798123688092	6.37148836	0.01781724	0.23072456	29.91393769	0.3876588566412868
224	0.31271673149546064	3.25999969	81.55793222	0.01472116	83.05483723	0.38761595211706157
361	0.2907441381168126	0.55107582	42.14747358	42.87605262	0.10987556	0.3874573842066919
113	0.3218885601175785	0.01016781	0.84580535	38.95497205	41.42053945	0.3874071851278009
75	0.2740280717099062	36.34063521	2.56359268	0.29677246	37.84106432	0.3872873278271727
365	0.1924101399247716	0.0136613	54.46120286	60.89578232	8.98165836	0.38713947668837523
231	0.09430118124003116	77.01918167	0.01166292	0.01932879	77.57765276	0.38711226067923743
132	0.15401167521703238	2.16149342	0.01365805	21.86707863	26.96647247	0.3870955710059264
330	0.13073687030912326	72.7062644	0.02179428	80.29977331	12.11181786	0.38708030714812425
359	0.3215746337162272	0.0290434	23.36005702	23.20033543	0.09945644	0.38707888190969336
10	0.3177896948553627	27.24299276	0.01474584	28.70995611	3.47144154	0.38705612613654394
232	0.12658080976268513	33.32629851	0.01320507	0.02200773	32.13184652	0.3870284807092272
294	0.05076010064929806	0.01049195	64.5957706	0.02222935	64.58714939	0.38695411908525235
215	0.11911942876735014	0.08018175	62.2621732	0.03511132	61.13456461	0.3869385881845982
366	0.10488793194147958	0.01148851	37.84176334	42.21107869	6.44291106	0.386918991120106
230	0.06018260806644417	29.60900523	0.01059303	0.0573686	29.01737571	0.3868817804803986
0	0.2925544965589927	48.49982058	0.03320052	0.03521494	45.38967734	0.38679265222346754
364	0.30907880188870246	16.89002429	0.14545788	18.70922825	3.2979636	0.3867846743362957
228	0.3146429630195093	8.28409633	0.0482998	0.02064163	7.80442935	0.3867738599664039
16	0.15877063809319275	41.94077531	0.01550491	0.12645518	44.02300189	0.3866517770201361
206	0.08588646022033629	0.04121532	75.65788102	0.05002126	73.9914561	0.38662795718725923
233	0.23177111651845841	0.14332878	95.41300896	0.01764876	88.76802198	0.38660977821985754
371	0.056778984685773186	0.02173274	51.13630188	0.1624212	50.42200803	0.3864702531626801
289	0.09621729297971547	0.04143707	47.54915367	0.04615773	50.46946364	0.38617890198119387
150	0.12919643448258283	0.03961217	0.01428298	7.88984646	7.49101471	0.3861560499802852
216	0.2208596480567528	0.10303594	21.02140977	0.01670496	21.46183376	0.386147795817013
219	0.31210012789093505	0.08610529	14.03483071	0.11442564	14.29098848	0.38608784628368814
257	0.12475779866859221	0.02448613	50.56534883	0.21307534	46.71974096	0.3860644191524014
201	0.06389709753161099	0.02511702	8.01651984	0.0142295	7.95800048	0.38604047055899215
367	0.24999074555856787	9.50117551	0.04049369	11.29881382	1.03176921	0.3854343556359529
153	0.3249380465892575	3.75976391	0.02953332	0.05792232	3.93750632	0.3853190573959233
108	0.05990828696216384	0.03369037	0.07608119	36.69361577	39.08818337	0.3852967834107828
261	0.13901566933037054	0.03494105	4.88397479	0.01095696	5.2096483	0.38528768750708897
369	0.12915506210049102	0.01550714	2.13646206	0.45920342	2.60847111	0.3835085081573241
298	0.07647084390818773	0.02516386	1.67825062	0.01574452	1.46764815	0.38330056934715173
131	0.08593132515071786	0.10890787	0.01024751	10.97420362	12.42046991	0.38290590655738316
19	0.26634571643335686	0.01428178	0.08431383	7.56236815	18.52062532	0.3758001547947904
470	0.3026279779866447	85.45779994	0.02169928	0.02600778	0.01553751	0.3751595360886142
472	0.3093471536258468	47.08512421	0.01098396	0.05987336	0.04515568	0.37514280371152997
471	0.2934044588996374	81.80460153	0.01986545	0.43323019	0.27627718	0.37418304412704667
528	0.223897851787595	0.04026856	51.50864762	0.03177097	16.68682293	0.36893478581766237
693	0.23614298786842478	53.13028782	0.01997865	0.0142584	17.85605469	0.36820315721954805
820	0.12782954073105002	0.88230744	57.14708449	0.02538692	0.02236984	0.3669585687335888
86	0.19241022879478611	0.01253601	32.45844896	1.47381263	2.2613605	0.36525849026100804
280	0.26807072013175476	56.10319118	2.95244977	4.65368996	0.03737543	0.3652271268643014
34	0.2520855917769814	6.05412447	0.31919337	0.57652858	0.01600739	0.3647766272319611
24	0.25330568149777755	51.32812417	3.32069528	6.26041242	0.0878096	0.36435300378194174
162	0.24816045635653272	0.01131292	8.68081958	5.02020711	0.9340597	0.3638108377592849
25	0.13446789659406147	50.05176258	3.80182072	8.45317477	0.14919254	0.361933164897731
513	0.284479859300166	0.01861556	0.0193044	24.97065844	17.46455319	0.3614661213764135
397	0.20851795463301365	0.01222549	0.01408317	70.14976722	40.7394387	0.3613008549608343
83	0.27363959829826734	29.51671135	0.07604793	1.87733958	4.29048626	0.3610031285820971
66	0.18690617502814158	36.0450139	0.0127203	3.01393351	0.86911983	0.3608550089577525
465	0.2863786744968703	0.01848326	0.51660879	68.85434592	42.43240503	0.35986558633693777
129	0.19330645497505877	0.0157635	2.8768512	0.25544859	0.06950621	0.3597888578274789
194	0.07497289537846677	15.18038687	0.01909953	0.59074767	0.8629042	0.3597232660581186
146	0.07886738564793494	71.35948396	0.34334864	4.90785454	1.29328652	0.35872990689961526
266	0.2661981215893334	20.48202392	0.75021087	1.4673904	0.04246833	0.3586873154402139
535	0.21439832068558465	0.01193148	0.20222215	4.95402832	2.49933316	0.35851104558955776
127	0.13344582369256358	0.07818951	22.56140893	1.5661729	0.58658031	0.35841630431116583
456	0.28580352327187664	0.72896748	0.05421941	75.18514111	42.69779843	0.358219401901652
36	0.20886152286307932	36.40924095	0.01207398	0.87015423	2.61221469	0.3569819442244714
122	0.20698722006500622	3.35815789	0.28146939	0.06771297	0.01130502	0.35684603239702384
44	0.08554627821193582	0.03633983	90.33678616	2.09250803	5.95963228	0.35673597676650337
274	0.13363937234105064	11.07853218	0.21955303	0.79103391	0.01613237	0.3565086074509813
242	0.19080779148976423	0.17335678	28.84717232	0.56894975	2.07235368	0.35583897715741936
45	0.06213455512465339	82.79985067	0.01143842	1.98565084	5.09320688	0.35485210356233754
329	0.184844034129227	10.1339191	0.08000512	0.22446385	0.88128303	0.3547990860344147
88	0.29956356719544147	0.12673492	0.03593424	2.38322127	4.57002513	0.3535906526403361
142	0.1369968524913991	37.31516731	0.03273061	5.3718318	9.69869838	0.3534603137995621
308	0.15863298211957552	3.51499106	0.02031235	0.90879108	0.02800818	0.35305671906839114
126	0.08771319462179072	5.42830166	0.01024013	0.43545429	0.12197986	0.3530454231990295
492	0.23582162127234332	86.26951609	0.02587365	0.01778742	22.45792898	0.3519804239886112
750	0.2064169551038465	54.99609102	3.68060358	2.0671721	0.01357687	0.351917587189701
547	0.2689253074641616	0.01640912	0.03506092	19.50256409	94.8525424	0.3517692417835826
719	0.18422732318819038	31.34923305	2.2572436	1.26590663	0.03343961	0.3517676926176477
161	0.2991735713798607	1.93020203	13.56869356	0.0164994	7.23837024	0.3513082254093375
321	0.23213657822284758	0.01177765	10.16849874	47.64516799	22.5579257	0.35048376472331355
584	0.23282738670253178	23.72197745	1.11172218	0.01571097	0.77351402	0.35040723357453624
614	0.06043102435497455	63.6773407	0.01370173	3.65413508	2.02313806	0.35033098324634865
398	0.254399619728021	32.32715863	0.03186185	2.85957666	1.31183144	0.350301719403735
144	0.2830046647402257	10.83451909	0.19474175	62.80760124	24.97006744	0.34971006086208345
416	0.2141689729302182	0.04689971	2.40344438	10.79961131	2.0576174	0.3496740728342885
762	0.20802168167735927	4.5438836	0.4244866	0.19328828	0.0264932	0.34965224961921343
402	0.28104905965660554	0.06505102	0.02108994	19.89116307	15.85733015	0.34912832337355426
136	0.22822574575316898	0.03197964	3.67555502	11.5792644	1.04994968	0.34763464356205503
520	0.3250638278121279	5.37636466	2.17860292	5.53969793	0.02032462	0.34751573202016084
562	0.3085739504519307	8.17544015	2.99038017	0.04205173	7.74368576	0.3469725816466776
751	0.13848594712951937	75.23076501	0.0210813	0.01205698	0.03266946	0.34687868888937395
563	0.20864382133556522	68.73721994	31.88961813	0.04472337	77.57230403	0.34679382841291284
778	0.14859093384293534	85.12246711	0.01271098	0.03473474	0.04321146	0.3467195920148676
720	0.09951082509529849	0.60617706	0.0914276	0.03063915	0.02252272	0.3466686627880164
405	0.24361724123812734	0.01029908	2.15674654	6.07222604	0.0847154	0.34663656065931403
773	0.13101149300880188	73.04102443	0.02977872	0.0814509	0.01177954	0.3464926705840209
626	0.1343577916955054	0.01294677	1.9115375	0.43371232	0.01133708	0.3464648938714554
521	0.31500167471447593	1.58334598	0.76200653	1.73757868	0.01171585	0.34628311804731055
559	0.2699664338226602	4.90614763	1.83045427	0.01852397	5.83871081	0.3462768939723651
825	0.1537817021976352	0.03635123	50.66297459	0.02347075	0.06453025	0.34589896788776586
413	0.14362313429534387	44.87356341	0.02483847	22.29249979	55.55816406	0.3457087773283908
169	0.23023692099718263	0.02267029	15.00739958	1.40787048	8.38642684	0.3452828768006536
412	0.30773235732948767	0.27855683	91.49759562	24.83786016	80.4158344	0.34515458016684464
5	0.27890017296735037	0.02061361	0.03274433	86.21266406	58.77384401	0.34493708602674267
128	0.13091249159622373	19.18258494	0.89654724	0.01968033	0.45776438	0.343379236510385
660	0.23613012725202176	0.07270298	0.02689945	19.94299801	65.51548707	0.3427832027074829
377	0.07594191930128992	0.13218515	0.01286358	78.37826469	24.11732494	0.34255981717791195
488	0.12562273712151312	0.95153607	11.2015014	0.53660096	0.22077218	0.3422863977580322
560	0.3114199147079007	0.63426303	3.95738184	0.15591552	2.66330787	0.3410978856741563
611	0.3019084243853488	11.98723772	3.40798303	0.04204187	7.90498992	0.3406434941555389
62	0.22134497398670644	0.64037795	0.01115186	0.22066964	0.58127769	0.34025829299265703
544	0.25776477054363234	9.18905112	2.29454555	0.03203737	5.40295898	0.33980113539483775
647	0.2656189238211543	0.02691213	0.06267836	22.48887476	77.20978274	0.3396305402408554
