CRN	one	r0	r1	score
11	0.40534638267305395	48.26141824	78.66881867	0.4273541654035223
37	0.40534638267305395	2.23066392	3.66731119	0.4273541133943661
13	0.40534638267305395	4.3911527	7.23089507	0.42735302855983004
62	0.40534638267305395	0.17027658	0.28052888	0.42735215183405373
39	0.40534638267305395	0.08440876	0.13961984	0.42734685072326073
66	0.40534638267305395	0.19089621	0.30928585	0.42734588556027836
9	0.40534638267305395	0.01711834	0.02768785	0.42734203132834186
38	0.40534638267305395	12.25046563	19.71158128	0.42732605665469314
67	0.40534638267305395	8.62699952	14.59083337	0.42724953661466764
84	0.35745322753797504	0.20674638	0.49114186	0.4255611501755068
96	0.35745322753797504	0.04542271	0.10577472	0.42555577029356456
33	0.35745322753797504	6.59024004	15.79878661	0.4255309674804216
17	0.3819711847289302	1.42899942	0.96004109	0.3991645899453701
16	0.3819711847289302	1.47948663	0.99282272	0.39916341458172033
15	0.3819711847289302	56.59640761	38.87646327	0.3991052726010122
72	0.387109300124744	0.09854919	0.08483743	0.388667346208301
56	0.387109300124744	63.51861154	73.89580955	0.38866732680405275
57	0.387109300124744	7.9449877	9.23499811	0.3886672810706199
49	0.387109300124744	1.11585349	1.29923905	0.38866716269749185
68	0.387109300124744	0.04275703	0.03665977	0.38866706942725743
61	0.387109300124744	0.20877024	0.17941411	0.3886670489409878
69	0.387109300124744	16.31120421	18.99815493	0.38866699541700184
71	0.387109300124744	0.11212087	0.09660297	0.38866696439905846
51	0.387109300124744	0.05158882	0.05991078	0.3886667704287102
42	0.387109300124744	8.71239263	10.15898468	0.3886666628757949
43	0.387109300124744	0.95897974	1.1088883	0.3886655074934714
80	0.387109300124744	6.70069258	7.74575323	0.38866546709801025
75	0.387109300124744	3.17105688	2.74399519	0.3886649137523273
45	0.387109300124744	0.0711569	0.08323297	0.3886645892180779
59	0.387109300124744	85.55055722	74.0842032	0.3886645655578792
79	0.387109300124744	5.26396738	6.15797209	0.3886645384352124
60	0.387109300124744	6.38061879	5.52560234	0.38866435802619753
44	0.387109300124744	22.25428073	25.69362292	0.38866425335867233
54	0.387109300124744	10.46424695	12.2503519	0.38866379905400394
65	0.387109300124744	25.24476163	21.88393169	0.38866355704191086
77	0.387109300124744	30.56371373	35.25683845	0.3886634840415418
55	0.387109300124744	20.01219518	23.43963928	0.38866341226746354
47	0.387109300124744	11.22845245	13.15133092	0.3886632744900871
53	0.387109300124744	2.03710429	2.34922232	0.38866318208546974
74	0.387109300124744	0.06889304	0.05878577	0.38866275685110646
83	0.387109300124744	0.06074432	0.07002918	0.38866274574235465
81	0.387109300124744	1.67939025	1.96957429	0.38866187464308893
112	0.387109300124744	0.01778736	0.02086256	0.3886606567920702
78	0.387109300124744	0.06620456	0.07618623	0.3886605903559635
21	0.387109300124744	8.55758266	10.06146881	0.3886583800028914
52	0.387109300124744	2.28765597	2.62762077	0.38865784093988937
46	0.387109300124744	69.08842492	79.34347777	0.38865776094244936
63	0.387109300124744	0.4980941	0.43391768	0.3886568798164531
50	0.387109300124744	0.3848749	0.45471216	0.3886494223815173
58	0.387109300124744	0.39308286	0.46488157	0.3886470073821536
73	0.387109300124744	2.11882851	1.86326132	0.3886352493454356
64	0.387109300124744	0.175035	0.14729681	0.388634355523723
70	0.387109300124744	17.15716825	20.50833099	0.38861440586456286
48	0.387109300124744	1.09326979	1.23446115	0.38861076810901723
76	0.387109300124744	0.64851773	0.57576548	0.38860084871499406
111	0.3872305037483844	0.01825275	0.01883891	0.3870445234780819
7	0.30254377379215774	0.0880216	0.03563891	0.376314067510575
2	0.30254377379215774	0.15697525	0.0635683	0.3763136152978145
1	0.30254377379215774	27.87922509	11.32492275	0.3763101493672482
8	0.30254377400856197	33.34791095	83.55487663	0.3763037302399333
122	0.2804377676945467	0.06871443	0.01810406	0.3739112407420169
120	0.2804377676945467	44.22570348	11.60651172	0.3739109325823562
121	0.2804377676945467	1.06811598	0.28305636	0.3739079120117491
126	0.31105443937004335	20.62430859	8.53863051	0.3670369348461886
125	0.31105443937004335	2.9810074	1.26502031	0.3669933803157127
127	0.31105443937004335	2.59647253	1.05042619	0.3669807369691829
92	0.21011495622379522	10.45640603	34.69697812	0.3363360651797937
90	0.21011495622379522	0.92559498	3.06951471	0.33633597277517635
91	0.21011495622379522	23.13438767	77.01842474	0.3363340498790911
106	0.19241017743484268	0.19809089	0.05946102	0.33606710440893783
105	0.19241017743484268	0.08154941	0.02427019	0.33605536065490066
102	0.1924102973949353	0.89287546	2.93390557	0.33605078045881964
104	0.19241017743484268	14.53032108	4.43715357	0.3360403029582199
4	0.31591783194314266	7.29131974	4.83640832	0.32947810047428927
24	0.31591783194314266	15.20425869	10.07347314	0.32947802184740954
3	0.31591783194314266	21.3809082	14.20141833	0.3294779399023312
5	0.31591783194314266	0.01926653	0.01281736	0.3294765079553684
23	0.31591783194314266	33.46493717	22.29262734	0.32947649720729033
22	0.31591783194314266	2.62993206	1.73657757	0.32947640350424745
26	0.31591783194314266	48.00268	31.52570487	0.3294701712059403
27	0.31591783194314266	0.03894345	0.02555833	0.32946917120187275
6	0.31591783194314266	0.11138686	0.07310511	0.3294688709048999
25	0.31591783194314266	43.52029051	29.40835027	0.32944955127066416
103	0.14575506556686146	7.20717831	1.64476086	0.3088257941510697
124	0.16763519157090628	1.95643567	0.47874765	0.29290252149044393
123	0.16526549384138065	3.50888769	0.8221125	0.2873730149765405
89	0.19042954130372408	0.04701468	0.01656237	0.25344124577998967
88	0.19042954130372408	25.2753263	8.82770298	0.25344085156356977
93	0.19042954130372408	2.2763644	0.80243125	0.2534406642296187
85	0.19042954130372408	0.0766659	0.02674074	0.2534404499172704
87	0.19042954130372408	14.07984432	4.87212035	0.253433310308052
86	0.19042954130372408	0.34869992	0.11972107	0.2534214108150853
98	0.1287109820282741	0.01186635	84.41289727	0.19997916198407184
100	0.12871104608393394	0.01452319	95.02628672	0.1999772170147525
99	0.1287109820282741	0.01780839	60.83114209	0.19995646204322048
101	0.1287109820282741	0.01576213	46.74309371	0.19994965634576936
