CRN	one	r0	r1	r2	r3	r4	score
2143	0.061111559042598816	0.05092273	12.13588405	0.01429299	0.01060339	45.6627386	0.412678648377279
1257	0.17724110036883461	0.05853169	20.15013321	0.01344361	0.35165397	77.38641482	0.4126531715370129
1080	0.2646636684748581	10.08863478	0.0260848	0.01203618	0.05241332	43.36683982	0.41259453932852996
1888	0.13759079294379684	37.36689299	0.03090816	0.01192579	13.09760652	0.08701815	0.41249594547730084
1476	0.16884222006855398	26.66034415	0.01240752	0.0162314	2.28717406	93.38926564	0.412405255214449
1738	0.17619578557809323	0.01862421	8.762707	0.03590448	6.93857346	46.6634541	0.4123095062857058
1239	0.060339696997992645	38.99138714	2.38308272	0.01210356	14.42405887	0.01731982	0.4122727652432342
1959	0.10849812191293483	0.06730159	0.04255996	25.83913971	0.04480465	98.9869901	0.4122578834110789
1391	0.15050078991265287	7.78784798	0.01089858	0.05890828	36.58759613	0.02766667	0.4122270054812535
532	0.3391002649107256	11.27657728	0.02519043	0.17600688	0.16123906	40.85161113	0.4122108892792213
2142	0.2557354598294725	0.02128298	3.61487433	0.02291775	0.013066	15.74033805	0.412163828999796
1633	0.2364756136172791	5.65479675	0.01301858	0.01014628	0.02668545	25.69937659	0.41215639212326444
2181	0.2601912878074569	5.50485298	0.01952884	0.05447781	0.01470625	22.51570048	0.41213094687801977
764	0.1160395865493158	0.01596949	13.16992201	0.01126528	0.01038342	64.18658386	0.41212969238254693
1424	0.12358879521200249	6.79410839	0.01978881	0.0563594	0.03125116	26.85362457	0.4118329706966362
833	0.26438671827527005	9.50297	0.05205277	6.23532694	48.06865023	0.15188437	0.4118223929287312
2668	0.04305014986268035	60.0178493	0.0100654	0.13671544	28.28777665	7.651864	0.4117486330528579
700	0.15354282450377194	14.78584374	0.01095849	0.02530535	66.16799669	0.39697133	0.41168574857287665
1086	0.2528840029449428	7.49836717	0.01578811	0.07191224	32.38499516	0.01200674	0.41168398357976366
1578	0.2314578181943931	5.04572277	0.01217716	0.01288266	18.97092026	0.02005927	0.4116619045748579
930	0.3084952048384003	0.12895773	19.04429607	0.03300318	0.36068664	83.51107253	0.4114765096059334
1579	0.12934564629920808	6.06345556	0.01002928	0.01309121	22.64944938	0.01492928	0.4113257467478697
2414	0.2525902703067525	0.01379125	10.74714737	0.01669797	0.01028458	53.3383227	0.41128134982775943
1146	0.2558986691783277	0.02888823	7.6497713	0.01386302	0.01214806	27.82970283	0.4109988467670937
865	0.27602152820623616	19.29865092	0.03501467	0.0216821	1.24942267	79.19029684	0.4109746554402438
2123	0.32865601857598353	96.0047204	0.23040976	0.02324083	0.53083777	0.03356322	0.41084723401738144
1622	0.10857071183526468	0.02005067	7.65933366	0.01316394	26.88785007	0.03825789	0.41077492267946397
1574	0.2745777386647544	17.93953115	0.08646905	0.03224756	65.10305779	0.13630592	0.4106660951430971
2667	0.051654071464413295	83.01403925	0.01268889	0.28749412	28.96647037	7.38024755	0.41056631619002665
1088	0.3033313886960501	12.34045657	0.01170204	0.02359694	47.465352	0.3039441	0.410449435674211
1894	0.13569051182466144	3.74492821	0.0109664	0.01375615	0.0119041	13.32600299	0.4103942152952302
1550	0.2757240388622942	0.01062471	25.68645994	0.06846547	83.8077077	0.05568123	0.4101263264467897
1663	0.1704065896287447	36.02316295	0.08644239	15.90217597	0.01552219	5.68180399	0.40987560307248466
1039	0.10459668910639089	32.56556425	0.03053794	0.02137064	15.29377744	2.34650785	0.4098705278877351
1176	0.20394637649077818	15.23819115	0.02325934	1.77685377	7.9236225	0.14386501	0.40982093654413004
85	0.04197775078085834	0.07571783	70.37907411	10.547806	0.01130124	32.30470832	0.4097127232351768
1664	0.20565669276017756	37.5708832	0.08418556	17.38891406	0.01216242	4.62163692	0.409558878419832
1954	0.2643351727290974	1.78253722	37.47091558	0.0255417	0.11384806	0.18921987	0.40948465529458117
1977	0.2386660896699602	1.21777807	32.73121046	0.02385979	0.07116434	0.09822348	0.4094607685206544
2205	0.0855420236321255	0.01381972	0.01086207	47.35126882	2.42198765	20.42189986	0.409360302989014
1634	0.22231862614735548	6.76481732	0.01472402	0.02459348	0.01235454	23.14120251	0.4092858343170671
1258	0.11042500207267386	0.01963962	15.09085627	0.01456759	0.06741982	55.02518193	0.4092395134909851
1123	0.11464707702598444	98.33744259	0.03254577	19.42533681	67.46739466	0.0130492	0.40905457051841687
1087	0.2543807054910917	3.15810171	0.01957468	0.02229129	14.00280643	0.0785139	0.40897832956774705
1990	0.3150077323745483	53.78664118	0.03874483	0.17639413	0.1559654	0.39958359	0.40886642757611324
1462	0.13580305235312032	1.91308124	0.01034133	0.02164867	0.01338117	8.35661654	0.4088344714481491
2126	0.3172471734969172	60.08175108	0.01683031	0.277621	0.64318595	0.02247965	0.4087917902531162
2127	0.32895355033515966	94.15845072	0.02244276	0.13313348	0.476464	0.01781463	0.40877536892108274
2416	0.2656137412998937	0.04436653	8.43411942	0.10105997	0.04033499	29.37974759	0.40861821413050564
2382	0.20179960017582882	6.23954659	0.01189714	0.01233803	0.02836557	22.95441745	0.4085011713114979
1051	0.15215172759528986	0.12422611	15.51817512	0.05235478	66.58605679	0.12562338	0.4081564968950096
2158	0.03358014228839098	0.35027589	80.19026582	0.07128681	28.92075055	9.68976685	0.4080863035055469
1526	0.22032018030663092	0.25523022	0.01854192	0.0856558	1.47178023	0.0141527	0.40792708703162167
2412	0.09700604126483198	0.02061381	2.89662148	0.01384267	0.03805301	10.82192297	0.4076916974136935
2292	0.1508867554875022	0.05374622	49.88858209	0.04517902	6.28390617	20.61884181	0.40754828227360784
1632	0.22148925431100813	1.07268979	0.02421559	0.01004843	0.01974397	4.82568662	0.40736322994475554
1805	0.21307616519580877	1.95362339	0.01725466	0.01055107	0.01183249	7.44858329	0.40726858525479664
2415	0.2649435764156843	11.47068878	0.30676474	0.01901622	0.02425798	45.4526919	0.4072563523550059
1989	0.2739257810969043	91.91439899	0.01296578	0.38304509	0.01223293	0.58904683	0.40672754467854116
2268	0.32835865049055973	67.87042451	0.72071643	0.05589655	1.25848851	0.02055574	0.4063104926322983
2124	0.3163722031918948	79.27092162	0.27416396	0.21220977	0.71725172	0.0468393	0.4061317978276827
1794	0.07879484665274004	4.71076184	0.01541723	0.01143681	0.01181861	15.27633431	0.4059822086741695
1479	0.28051311193811396	0.04222548	0.05976114	0.03677051	52.73983669	62.73864093	0.4054537747999899
2586	0.19629336137541012	0.01333456	78.53021242	0.10720102	11.31289895	49.34425165	0.4052102133245416
361	0.28469814454209363	0.39722022	0.02235618	36.61363885	50.14518266	0.2012974	0.4051664514066536
1904	0.09330168153862525	82.22353585	0.10233113	10.95687504	0.01533472	34.1753298	0.4049277930745712
2121	0.1656334501818998	77.99391816	0.49567495	0.01007752	1.08182232	0.07412246	0.4045136692664528
1955	0.28825912021829286	2.56901906	83.67519004	0.11745922	0.61716669	1.15086355	0.40434703200204575
1995	0.26218436386510446	99.42182668	1.08951048	0.25077124	0.0331941	2.10191148	0.4042257535746675
1177	0.03198664709577153	27.23717687	0.01735809	0.02753166	9.66814796	2.54789135	0.4036554461261388
1945	0.13191764204556575	96.89053991	0.01733085	0.66655983	0.02056338	1.14207545	0.4035334047294881
1403	0.2834701756866012	0.06305917	0.01942445	3.9444107	4.93494053	0.02097718	0.4033298952094955
1566	0.21349629689102068	67.35840877	0.0203243	0.36964325	0.01851185	1.01728353	0.4033030230667206
1437	0.25733976686726734	0.0114818	1.22175986	0.01946575	22.59451864	32.68261707	0.4032109690963814
1442	0.28241110826111304	0.01175826	1.80024866	33.00404252	54.17097171	0.06371816	0.4029672304579821
2122	0.14323944680809889	49.74298332	0.33867528	0.01891559	0.73789509	0.06197753	0.4029345218924193
1573	0.25093909688774585	0.01169056	11.53060888	0.15511094	43.24000992	0.0511853	0.4028578303880882
1771	0.2238504890471544	0.02994005	0.01347268	8.36826565	1.05646815	3.71247861	0.4026903880998483
1665	0.11542273213225737	24.79422715	0.01181662	0.08929328	94.92125298	0.14778904	0.4024570050543177
1478	0.10556639823722372	19.30711147	0.01219783	0.13865615	1.77052054	73.93608777	0.40236347116740556
1741	0.18676955094215236	77.58056395	1.31997014	0.08636123	0.03378828	2.28379152	0.4023140986806382
89	0.1010201259037572	0.01779754	32.9702282	4.67726231	13.8946441	0.03910502	0.4022757861104586
1993	0.2306938901068948	90.15664791	1.22115043	0.0180462	0.05259487	1.79573181	0.40218198186249576
1388	0.21331386990646906	0.04948454	3.58714376	51.22690329	82.66780579	0.02303859	0.40191598157399855
2389	0.14565611060906364	18.16083696	0.01008472	0.02316014	0.11605638	63.9575222	0.40173391216141274
87	0.12414772174429689	0.01176212	29.21981275	0.05185674	4.43549532	12.04326648	0.4017318778892704
175	0.24390439331142758	0.01053728	2.67569505	0.01400658	71.73317514	99.16009524	0.4015693862090633
1806	0.07808318639668661	19.28892849	0.01197275	0.16098888	0.04182448	71.28150108	0.401552043788381
850	0.08579709940096461	13.9482574	0.01016047	0.11474028	58.62311817	0.01290922	0.40127490690405465
1821	0.060040548699023165	20.49292213	0.01026088	0.1827468	0.01533249	90.70618976	0.4010949421671293
1727	0.1515751706082483	91.04435097	0.72138115	0.01047255	1.25484466	2.52622944	0.4008248757147941
2707	0.13098322945879481	0.13261688	0.01567489	27.15135581	4.03164212	12.72314112	0.40076529724263377
1054	0.08533037579727246	0.09950129	19.11799792	0.01000191	0.12208452	69.51062969	0.4007385780255332
2675	0.05473399952280258	0.14395039	25.29595284	2.31508192	0.01024068	8.21783794	0.4005821408314694
1963	0.04608006415635664	22.94338931	0.01461143	0.21613966	0.01203762	92.53420794	0.400519038793076
1967	0.11262895787433477	19.78578283	0.01592802	0.01018597	0.15558076	84.51534453	0.40051304930034426
2424	0.13533501142458632	66.70434201	0.13031525	0.0686353	0.02420141	25.11892251	0.40048313271035935
2310	0.05479822087614349	17.9907237	0.0116821	0.03873956	0.12704965	72.08678251	0.400463334389909
343	0.049061859448851886	0.01084563	27.6657124	0.01295352	0.22682778	96.41031143	0.40034094386105845
108	0.10007491488887471	0.7630778	85.92485169	4.49689406	0.0850805	32.36612949	0.40029136355407047
1137	0.2140747967554738	78.80453892	0.02294731	1.4672962	0.04291092	3.25304272	0.4001822860707877
1736	0.2661579431816575	0.03281078	0.01920096	3.16192639	40.6709358	69.33149306	0.4001417138073656
1523	0.06340295659068801	0.01098047	2.32751537	0.15110649	44.43584145	60.01299059	0.4000997196958459
1482	0.07776827860203371	4.78423679	0.0307269	0.01180827	58.93786481	95.20727877	0.4000838768845239
1854	0.06419065473808426	22.7599813	0.01253896	0.05947003	0.19956233	84.77865448	0.3999895464856796
1739	0.08176560554457674	0.01605296	5.76347806	0.01078093	45.32467922	84.52612191	0.3999562379753841
1946	0.11288410570579119	44.29475323	0.01013679	0.20642821	0.08783184	0.36931255	0.39970894944156715
1455	0.23951924462259563	0.04145883	1.53348098	0.07228463	32.47407825	46.59439067	0.39956945908120545
1975	0.07964774790745252	16.5924891	0.01317433	0.15566058	0.08445963	77.16182224	0.39945120656240596
2390	0.10135878803293209	22.49452483	0.0204995	0.14053356	0.07242864	85.25165402	0.39941740428973266
1402	0.2832940884811373	2.40496107	0.02304885	38.73928379	56.40486976	0.01702326	0.39912382133115293
1454	0.1072125675963463	0.01389355	2.07553924	34.13977945	44.57828842	0.0119299	0.39866619319834606
549	0.03658363564216645	73.97417284	5.78830559	0.01596742	0.015275	27.34897946	0.39865485823194874
1822	0.04052993381190046	27.26711337	0.01241393	0.08297108	0.10487773	98.62104573	0.3985592470084472
1452	0.07988812643696684	19.70005358	0.163719	0.01053915	7.27611876	2.12988896	0.398505935459275
381	0.2303808359589652	67.50347576	0.02793528	0.02224054	1.26420205	3.03500249	0.3984672040025903
1169	0.17176808459903029	52.72790138	0.20697748	0.0497806	19.06353574	6.27733782	0.398131879981201
1801	0.028321499604371914	0.01577	17.86995057	0.01416165	0.17275844	70.02100554	0.39808500732426577
590	0.19163956700031923	38.70523057	0.01804457	0.24709496	0.539459	0.1609168	0.3980428953445612
1982	0.14535952085761442	13.54311636	0.01563034	0.120671	0.07495982	60.55352805	0.3979017543246685
1896	0.05656868865617347	57.23052818	0.0202296	0.85802942	0.01889582	1.23352515	0.39788507655359157
2267	0.3159371663650027	82.20248816	1.3741756	0.1027365	3.84454266	0.02943748	0.39764540696442036
1515	0.20335683842229768	0.01098529	0.01009476	6.70480736	41.45863106	70.91921022	0.39738000943391116
1522	0.04250635626361311	0.01007641	3.19707054	0.11880918	30.05105565	61.27060282	0.3973014853462044
2113	0.06728619997029117	18.37189139	0.01671296	0.11345908	3.05354676	84.58817031	0.39684421132289527
347	0.07358816147646255	31.99933415	0.01250851	0.50270304	0.05974603	0.75384619	0.3964771170647978
2699	0.16342245359563082	0.05397261	88.64453218	1.31530264	13.5898322	33.52463224	0.39609828972860656
382	0.06693525098453104	53.27450419	0.02811712	0.01367549	1.0509655	1.58122282	0.3960845810239238
1964	0.0995946003044151	10.88838561	0.01188198	0.16081833	0.11665554	42.51404719	0.3957976137598583
1519	0.049106439951906146	12.56928574	0.01246597	0.15213334	52.31445992	0.09482718	0.3952341915734122
1489	0.15547202300230692	3.9157923	0.01115041	0.01668156	17.38903317	38.39373669	0.39521824358962176
1922	0.029553871132320622	56.74515957	0.09565091	21.05087873	0.01270889	9.50996677	0.3951950714546835
2221	0.05588309436490606	19.6105224	0.01485647	0.30096847	0.0187917	69.54745348	0.39506450510090146
1670	0.0699651513562002	15.62730809	0.31089333	0.03784715	0.01437586	0.42271226	0.39472764698974044
1830	0.03637559057750427	12.55652711	0.01483671	0.13859059	0.0502949	48.42039608	0.3947192081615031
1582	0.0824772885952118	0.01055872	3.26417446	0.01927915	42.31393996	53.1223073	0.39469309985361756
758	0.1394475896474353	14.31690464	0.01871758	0.25044841	0.05793499	49.08509923	0.39462454709695544
403	0.10480432408498772	9.95585852	0.01220202	0.04298917	0.07051527	35.68515441	0.3945114791191896
1795	0.06819597486036656	24.90624472	0.03488858	0.34880711	0.02322588	88.26435878	0.39440094133998643
2226	0.03901556524857162	23.61789209	0.0114214	0.01747158	0.14409039	70.19777947	0.3943127710325625
1994	0.3120326037037023	38.83045055	1.23251489	0.07746611	0.36705383	2.61882443	0.3942028878762342
2165	0.053344688959320145	0.54631549	20.59155529	0.01099803	0.11743292	70.81289859	0.3938568441978826
651	0.11173398510751364	0.01892209	50.19328542	0.0497726	8.9093888	23.41962554	0.3935019032028096
2266	0.2870566696805489	78.88984641	0.0292556	0.03084687	0.02140717	0.03163124	0.3934292903416286
32	0.14238648762918052	0.15849012	0.01950708	27.43881304	0.1458426	89.73036506	0.39314326991831844
2265	0.2985056048743547	30.08392461	0.01957319	0.01582228	0.01848357	0.02578396	0.39305533332749115
2264	0.2914022466149695	95.05117496	0.03332163	0.01362849	0.14182185	0.16760359	0.3929261417178136
1599	0.048154924503964476	22.82137554	0.02483764	0.40079342	0.01528499	95.00819551	0.3925863712381736
415	0.25198551974041344	0.16767291	21.98719721	0.13716669	0.12315942	67.94443499	0.39238488509797576
1638	0.048432493980398866	15.88833395	0.0129507	0.09699109	55.24374063	0.51956253	0.3921445117621636
1920	0.09010079475407876	0.01951083	0.01903615	1.40358394	49.01140842	56.75340965	0.39190762455464817
1541	0.26329083594132424	0.02244499	0.79431223	0.09884408	8.42768366	14.93022063	0.39160334826829063
1953	0.2755009450456605	1.37765551	36.12918234	0.02934685	0.02305138	0.01586421	0.39132757444223887
1533	0.29435530688471834	72.05447922	0.01042033	0.40707292	0.0243857	0.47651358	0.3912199874793376
1532	0.3043925947726669	58.14649485	0.01950181	0.38840356	0.01772827	0.44791939	0.39102380035802503
1949	0.13651906031494898	11.66398398	0.07575287	4.51722051	0.01398785	2.56908272	0.39094720226819785
1534	0.3084552851780799	72.53683774	0.03220422	0.29827623	0.02831554	0.34867733	0.3906768415060743
1691	0.03519195083545522	16.8380319	0.01462238	0.01499069	0.27712778	71.27788793	0.39061421267165425
1238	0.06363355898579676	61.56924287	7.02396008	0.02496395	22.47475834	0.02965327	0.3905564046748481
2309	0.066201798819885	10.18700361	0.01079766	0.07273372	0.20006092	47.7913071	0.3904721363525665
934	0.09000715504548532	16.83635954	0.06721362	0.5455109	0.05819837	0.58380744	0.39044057833629886
1800	0.02395595944945772	0.03824882	15.6413229	0.01041289	0.03775607	54.92547465	0.3896022308448893
1338	0.16817291647328403	37.46280575	0.03688645	2.21230006	14.85869336	1.47428539	0.38954145630640535
2388	0.06671133952048293	8.24278851	0.01555054	0.12099108	0.0444021	37.0599886	0.38949321590243663
360	0.222734246102366	0.07425838	0.0405481	3.15455197	0.03567104	10.38340073	0.38936340667501207
940	0.263371052310314	5.41405032	0.01058111	0.05740022	0.17543334	16.86939083	0.3891005058004059
1306	0.2702992078805647	34.80231894	5.13857521	1.72880937	0.0377519	42.78787928	0.3890482092593297
797	0.10916081753210899	48.13291826	0.01073134	13.99532112	0.01710597	59.54960474	0.38874206049907856
1263	0.2997087921243212	19.78771067	3.88218779	0.01793829	0.0117798	22.51315351	0.3887391668135003
1227	0.3263303944586095	7.90987728	0.31757698	1.1962235	0.0107685	10.04882096	0.38867546309914003
1252	0.10883028636004982	0.01129067	0.03331516	44.03990425	6.64512923	53.44983906	0.3885074937944017
1013	0.20237055128275003	71.13557261	0.14014452	15.20004416	84.39062727	0.1992477	0.3885061243882689
1262	0.29460685108036694	21.76500278	1.71421585	0.01824059	0.01359469	23.30897407	0.38845768727283136
1291	0.09082794486611245	0.01045663	53.60515212	7.84478106	0.01390341	60.04424484	0.3884430216285279
796	0.21884604143878675	66.71956484	0.03852359	11.35807608	0.24436552	73.78586431	0.38836579596635795
1350	0.2930371959904896	0.05122691	6.31870508	0.94052624	0.28306269	7.79248335	0.388285502268914
941	0.27057787467084726	1.1195598	0.01756665	77.26484771	18.43600088	97.42298265	0.3882630908670708
1244	0.26795047979559317	0.24006321	38.64463517	2.8483451	0.01762243	41.40810364	0.38824905070320237
1298	0.29193473770827794	0.06337774	0.15486552	29.60100147	2.09508516	33.39966247	0.3882419504074239
248	0.1972111166773737	0.46782869	0.02469295	0.27689761	30.13060068	94.03841315	0.3882266387242812
1303	0.1540244217883924	0.01838347	0.01425061	5.85336707	1.07011741	6.89190796	0.38822513168504147
274	0.15492713483051215	0.02537355	23.62010479	1.65649383	0.02597997	26.03337624	0.38821760543355216
1292	0.14910091290642144	0.01430102	17.43530233	1.29282397	0.92091663	19.55083757	0.38821581432765895
702	0.3450338477995394	27.50212514	4.41468111	0.0994066	32.29414708	1.25956768	0.38812802619015135
1309	0.24546714647609444	52.02070057	6.74905382	0.41406351	0.07209652	60.59685747	0.38812124624480665
1184	0.266043177584637	10.58426833	0.16990433	0.03827218	2.71228316	13.71629492	0.38807208222747275
615	0.3342738843182265	27.09634425	9.75339941	0.21063032	0.01246981	37.1373319	0.38805768586219874
849	0.2442443945501394	5.84262135	65.02364858	0.01104639	77.16844108	0.60947347	0.38783814338367767
2247	0.06272701869013779	0.01979695	4.13959061	0.0114205	0.05735654	14.93637136	0.3877990765725307
1226	0.30737199360442974	16.12039464	0.5247453	0.01809118	17.37350649	0.81287835	0.38775988525680166
133	0.2923412222297505	0.01957391	22.67296465	6.2616115	0.07451083	28.8637085	0.38774213765521715
986	0.22254503708056195	0.02249758	70.68171028	5.09513213	0.01705084	70.91977904	0.387732851027239
625	0.24565185630914402	0.01454784	5.02239356	0.26572215	5.41389105	0.13326177	0.38772696288383385
1276	0.11637843377626442	0.05669568	40.05594446	5.08110195	0.01784321	45.28215337	0.3877268639149541
583	0.20852192420841864	6.96416057	0.01849514	75.4650554	0.16688173	85.42353754	0.3877248500569465
1275	0.09078245344540938	0.04097257	71.77144598	9.22994331	0.11572791	75.76571119	0.3877180675868855
1265	0.24800430698012962	2.2689078	0.01882523	0.11476927	0.02102265	2.33745492	0.3876792246820088
981	0.2610060768823309	0.0177825	42.45704758	10.68482721	1.61313003	57.32049101	0.38765495386266224
408	0.3070780652646572	0.37163696	49.35434625	4.66703952	58.18724213	0.09848063	0.3876475112153505
703	0.34017142825211033	20.89078488	0.83174237	0.01526897	21.17202817	0.40885181	0.38761679133276683
7	0.18456308715943237	0.0221132	3.3104014	26.37776921	0.03040187	31.26989671	0.38758825799878716
465	0.2653872906925736	15.07337819	0.39169018	0.10118639	15.55194944	0.06333408	0.3875835919623512
864	0.1751013644056848	12.95824721	0.02559684	78.53927662	0.03658223	95.09614782	0.38744410867119516
1269	0.2926866490838374	0.02800726	17.01553099	1.5200162	0.07678883	17.31467632	0.38737253541606065
228	0.2510784618779085	0.05544042	15.08166669	0.20728486	0.97887224	16.93766903	0.38737112922120426
928	0.30615972956647863	0.0700709	1.48125364	34.51322906	35.63036042	0.57476203	0.3873669999394583
1079	0.33420836612631327	0.63555722	49.77901978	1.17060409	0.0128616	56.11544008	0.38726359383465075
466	0.26769044858569285	54.83774254	0.46332525	0.1344521	58.20150073	2.66811953	0.38723308487408203
1295	0.15710603953121358	0.01146831	6.41085427	0.62141043	0.01631484	7.35927293	0.3872131457465957
948	0.29089100122591127	0.96182282	17.88281331	0.02274619	0.06838248	20.63770794	0.3871993017892528
861	0.27157405350467323	0.15318009	0.01541439	11.81978446	0.01302219	11.86190576	0.38719119355458403
128	0.2939724373334268	0.15314142	19.76098775	2.72157102	0.20678152	21.27454835	0.38714252171266333
529	0.07710389041303758	37.89255268	13.2091142	0.01292093	5.32180706	0.1016193	0.38707069281196754
614	0.3371056875846184	55.7704228	0.17435239	0.04506118	0.03584197	57.27166147	0.3870583314401835
1241	0.28154172003174277	0.13457052	7.48274189	0.17455031	0.01360586	7.41293367	0.3870479594005912
1253	0.08967902783617275	0.06499151	0.01047008	19.50018674	1.49607767	21.92252067	0.3870127497067708
624	0.22713546821732228	0.01089534	11.0888317	4.65546857	14.51288548	0.04697406	0.38699721527151376
412	0.33340409545244337	15.29665602	0.02511269	0.01302526	15.94383535	1.18536095	0.3869829739238219
627	0.2394806849187555	0.01114391	75.58103699	0.22992107	73.29890095	1.42697359	0.38695687896086556
1956	0.29308339029221664	3.23550936	86.12905592	0.33802642	0.26056619	0.17303143	0.38695679586163123
858	0.17064681580966268	0.76296489	0.0236684	35.96443302	0.0893573	37.99698514	0.38692269422973696
699	0.3473813385571091	0.25478813	75.75008006	0.19604867	75.92998138	1.25099666	0.3869206720040982
1066	0.2588030970638652	2.33234	0.01832298	11.08008998	14.60651623	0.60322203	0.3869166717714235
407	0.30817014941536885	1.0154442	56.13552542	20.11225466	76.64112842	0.04453077	0.3869008534859172
1290	0.16797203518298212	0.01085168	22.72436648	1.64194583	0.13815779	22.76616519	0.38686824720743285
508	0.28973253867636833	0.48426883	0.0108955	9.0443326	0.0785014	27.72342912	0.38686392438814704
684	0.03813469763903051	0.01007188	0.03383754	58.72936745	0.02221019	59.33888334	0.3867852991675179
1246	0.10245663163865125	51.79200208	0.03772924	0.05477342	0.03153543	52.21104593	0.38678402815318685
1105	0.07598243407331469	0.01513683	19.99236079	0.83638352	0.01767684	19.64025156	0.3867671690353433
427	0.1831297011804295	0.0396153	13.01904754	1.17388488	0.07564658	13.19003102	0.3867548636401268
1220	0.1360210504266001	0.04056419	90.32186857	0.06727082	92.24090776	0.68626235	0.38673204222435303
1351	0.058163958435827966	0.02822743	29.92775804	0.01983434	0.01743235	30.37762121	0.38671806438491035
402	0.049542907283066026	0.01903164	0.03594465	82.94996237	0.0189382	83.44447856	0.3866918127452726
675	0.108905093848927	0.05872972	0.06058792	53.59495437	0.01269331	50.56200521	0.3866678289501043
832	0.30878354547601006	38.13684124	0.13070824	0.13821626	37.153919	0.25504558	0.38666367204074825
1348	0.14739700754097526	0.13157255	7.35391554	2.06585284	0.01189915	9.93439398	0.3866458546848585
709	0.16473617119492104	30.06697904	0.06052641	0.02042523	28.50861875	0.41446847	0.3866354087071454
1061	0.1655695027242124	0.04350626	0.01262404	13.40991707	13.52595778	0.05829268	0.3866062330853336
866	0.19342121400781676	2.52727795	26.74298281	0.0111903	0.0257815	34.17622858	0.3866046026956678
531	0.13150053185871274	29.55804532	0.04338536	0.01286255	0.01785207	28.61152446	0.38660352731078435
1305	0.1433359118906604	0.01472138	8.13939732	2.1801099	0.01359548	9.35384608	0.38658013148598
1222	0.12345423800306361	0.04399453	60.44983553	0.04435571	59.07315365	0.34435483	0.38655839375058615
582	0.1467405322457394	2.11341565	0.03433056	50.42624444	0.14139249	55.15689273	0.38654167681033885
520	0.09597772012324673	0.0160068	80.05842428	0.19887722	86.12078415	13.95992585	0.38652936730344156
626	0.10498515263556876	0.03948912	77.97881108	0.398528	75.38619914	0.0249059	0.38652492293709856
134	0.26052653356264016	0.03437614	6.66833964	0.146586	0.01442884	6.91105039	0.38647473136022176
135	0.0885628791715053	0.01313332	30.05398198	0.0104808	0.01795997	31.80245697	0.3864436834087858
1014	0.07436590351324686	29.18521327	0.02909761	0.01740259	27.09645063	0.01325976	0.38643112987002226
685	0.0698574667228447	0.01184661	0.01063994	15.48796104	15.61208413	0.31881298	0.3864276855077469
857	0.1786930984122905	1.18876478	0.01541811	9.99446029	0.04489328	11.11125431	0.3863836307949003
805	0.25463068724801097	3.40611399	1.1180547	0.20035131	5.77324759	1.2208185	0.3863647724624038
888	0.07808555652823454	0.01711084	16.82352474	0.03491972	17.09966826	0.77877323	0.3863520652766184
1081	0.11677355123137513	0.05445646	51.5679874	0.22528198	0.06523259	51.64369095	0.38634416356374474
247	0.27801101642558657	0.01346403	17.30967124	0.03101867	0.09721484	16.29734472	0.386340089465084
1202	0.21399822766381693	0.14826085	0.46452511	0.01445949	42.28955796	45.69999877	0.38633600137228136
980	0.2483484996807437	0.15004412	16.3450086	1.34700527	0.07439537	17.87417916	0.3863326908921058
1289	0.03638386638120207	0.02273943	86.68854096	0.1475972	0.01380517	87.16084898	0.386318956291047
273	0.15417217597808305	0.01303276	2.65066714	0.10691711	0.01584655	2.69253512	0.3862865775255706
985	0.15180460918126756	0.11288126	16.04532897	0.10894673	0.0124456	16.31415787	0.3862475624350408
1261	0.08827491558224455	0.02446149	5.81860927	2.80638113	1.53032358	0.01243795	0.38623058126519677
1349	0.10655008131222259	0.01294705	66.9982521	0.38036529	4.50053753	69.58065914	0.386230501195622
1300	0.10086343804143008	0.04271433	0.28305301	47.57851325	2.79131012	49.28909457	0.3862230694406579
1141	0.2366831065625491	3.60981556	0.32207954	0.01542638	0.12443945	4.23590908	0.38616575058960534
473	0.10968184035399836	9.32992274	0.04994545	0.22390946	53.48665232	64.52051223	0.38615784411583803
509	0.2965641809059084	0.51291204	0.0215767	22.05839863	0.25087831	58.46321262	0.38612216352635625
1274	0.055195042803310244	0.0706483	81.73895032	0.02742736	0.05418947	77.18183288	0.3860977650284985
229	0.11157197752362752	0.01425363	7.13332401	0.15990299	0.02764223	7.20207948	0.3860706590969923
1125	0.14718600047912464	14.4576649	0.01144486	0.01091751	0.06212354	13.32097375	0.38603400389487563
524	0.22755664290891398	0.84358321	0.05679802	0.01030955	21.91578629	78.04194103	0.38601470077949807
404	0.16360717590799248	4.84186545	0.12740096	59.07429225	63.22651995	0.0497309	0.38601405618335377
46	0.14489204503272793	0.04474658	35.10566945	0.20970852	0.03309265	32.60247907	0.3859868729955281
1952	0.26175950784857693	2.96057818	80.82564448	0.52800906	0.11493226	0.09911482	0.3859306957490614
1055	0.2231725494793697	8.8355003	0.41737186	0.01302037	8.88599309	0.98701223	0.3859109289514977
834	0.14671845908374856	0.03166326	9.0817772	0.05489871	8.97630173	0.09945009	0.3857408696865884
1247	0.19214283695478718	3.94588964	0.02222672	0.25029283	0.01580159	4.15764497	0.38568766749370026
947	0.027057873458922636	42.18066049	0.016344	17.6809765	5.41337431	0.01395997	0.3856545121254833
