crn	r0	r1	r2
186	0112	0111	0012	0002
187	1112	1202	0112	0100
188	1112	1200	0112	0100
189	1101	1200	0112	0100
19	0022	0011	0002	0001
190	1112	1201	0112	0100
191	1112	0111	0102	0100
192	1112	0112	0102	0100
193	1112	0122	0112	0100
194	0212	0122	0112	0111
195	0212	0122	0112	0100
196	0222	0122	0112	0111
197	0212	0211	0112	0100
198	0222	0211	0112	0111
199	0222	0212	0002	0001
2	0212	0112	0200	0100
20	0022	0012	0011	0001
200	0111	0201	0102	0002
201	0112	0111	0102	0002
202	0112	0111	0102	0012
203	0112	0111	0102	0011
204	0122	0111	0012	0011
205	0122	0111	0012	0002
206	0122	0111	0022	0002
207	0111	0201	0022	0002
208	0111	0200	0022	0002
209	0112	0111	0201	0022
21	1211	1202	0122	0112
210	0112	0111	0200	0022
211	0112	0111	0100	0022
212	0112	0111	0100	0012
213	0112	0111	0200	0012
214	0112	0111	0200	0002
215	0112	0111	0022	0002
216	0112	0111	0011	0002
217	0112	0111	0011	0001
218	0211	0111	0011	0002
219	0222	0111	0011	0002
22	0222	0212	0201	0002
220	0222	0111	0100	0012
221	0212	0111	0100	0012
222	0212	0111	0102	0012
223	0211	0111	0100	0012
224	0211	0111	0100	0002
225	0211	0111	0201	0002
226	0211	0111	0200	0002
227	0211	0111	0102	0002
228	0111	0201	0100	0002
229	0111	0102	0200	0002
23	0222	0212	0211	0002
230	0111	0102	0100	0002
231	0111	0102	0022	0002
232	0111	0100	0022	0002
233	0222	0111	0022	0002
234	0211	0111	0022	0002
235	0212	0112	0201	0100
236	0112	0111	0201	0200
237	0112	0111	0102	0200
238	0112	0111	0102	0100
239	0122	0112	0102	0100
24	0212	0112	0111	0200
240	0122	0111	0102	0100
241	1211	1202	0112	0100
242	1211	1202	0112	0111
243	1201	0112	0102	0100
244	1211	0112	0102	0100
245	0212	0112	0102	0100
246	0211	0112	0102	0001
247	1222	1202	0112	0100
248	1201	1102	0112	0100
249	1211	1102	0112	0100
25	0212	0112	0111	0100
250	1211	1102	0111	0100
251	1202	1102	1100	0111
252	0112	0111	0102	0022
253	0112	0111	0022	0011
254	0112	0111	0022	0001
255	0112	0100	0011	0001
256	0112	0111	0012	0001
257	0122	0111	0011	0002
258	0222	0111	0102	0012
259	0222	0111	0201	0002
26	0211	0112	0111	0100
260	0222	0111	0200	0002
261	0222	0111	0100	0002
262	0212	0111	0100	0002
263	0212	0111	0200	0002
264	0212	0111	0201	0002
265	0212	0111	0201	0012
266	0212	0112	0111	0201
267	1201	0122	0112	0100
268	1100	0122	0112	0100
269	1122	0122	0112	0100
27	0211	0112	0111	0200
270	1101	0122	0112	0100
271	1201	1101	0112	0100
272	1202	1101	0112	0100
273	1222	1101	0112	0100
274	1202	0112	0111	0100
275	1200	0112	0111	0100
276	1201	0112	0111	0100
277	1211	0112	0111	0100
278	0211	0112	0111	0011
279	0212	0112	0100	0011
28	0211	0112	0111	0201
280	0212	0112	0111	0011
281	0222	0112	0111	0011
282	0212	0111	0200	0012
283	0211	0111	0201	0012
284	0211	0111	0200	0012
285	0122	0111	0102	0012
286	1101	1100	0112	0102
287	1101	1100	0111	0102
288	0212	0111	0102	0002
289	0222	0111	0102	0002
29	0211	0122	0111	0012
290	0212	0201	0011	0002
291	0111	0201	0011	0002
292	0111	0200	0011	0002
293	0212	0211	0111	0002
294	0122	0111	0102	0002
295	1102	1101	1100	0111
296	1102	0112	0102	0100
297	1102	0111	0102	0100
298	0112	0111	0100	0002
299	0112	0111	0201	0002
3	0212	0012	0011	0002
30	0212	0122	0111	0012
300	0112	0111	0201	0102
301	0112	0111	0201	0100
302	0112	0111	0200	0100
303	0112	0111	0201	0011
304	0112	0111	0200	0011
305	0112	0111	0100	0011
306	0122	0111	0100	0012
307	0122	0111	0200	0012
308	1202	1102	0111	0100
309	1201	1102	0111	0100
31	0222	0122	0111	0012
310	1222	1102	0111	0100
311	1201	1100	0112	0100
312	1211	1100	0112	0100
313	1202	1100	0112	0100
314	1222	1100	0112	0100
315	1202	1100	0112	0111
316	1200	1100	0112	0100
317	1211	1201	0112	0100
318	1201	1200	0112	0100
319	1211	1200	0112	0100
32	0222	0112	0111	0012
320	1211	0122	0112	0100
321	0201	0200	0012	0001
322	0212	0201	0012	0001
323	0212	0200	0012	0001
324	0122	0111	0012	0001
325	0111	0022	0012	0001
326	0111	0022	0012	0011
327	0111	0102	0012	0011
328	0111	0100	0012	0011
329	1202	1201	0112	0111
33	0212	0112	0111	0012
330	0111	0102	0002	0001
331	1122	1112	0112	0100
332	1102	1101	0112	0100
333	1122	1101	0112	0100
334	1122	1201	0112	0100
335	1122	0112	0102	0100
336	1101	0112	0102	0100
337	1100	0112	0102	0100
338	1101	0111	0102	0100
339	1122	0111	0102	0100
34	0212	0112	0111	0001
340	1222	1211	0112	0100
341	1222	1201	0112	0100
342	1222	1200	0112	0100
343	1122	1102	0112	0100
344	1122	1102	0111	0100
345	1112	1102	0111	0100
346	1112	1102	0112	0100
347	1112	1100	0112	0100
348	1102	1100	0112	0100
349	1102	1100	0111	0100
35	0211	0112	0111	0001
350	1102	1101	0111	0100
351	1100	0111	0102	0100
352	1222	0111	0102	0100
353	0212	0200	0002	0001
354	1211	1101	0112	0100
355	0112	0111	0201	0012
356	0222	0112	0111	0201
357	0222	0112	0111	0200
358	0222	0112	0111	0001
359	0222	0111	0002	0001
36	1202	1200	0112	0111
360	0212	0111	0002	0001
361	0211	0111	0002	0001
362	0212	0211	0002	0001
363	0111	0200	0002	0001
364	0111	0011	0002	0001
365	0112	0111	0002	0001
366	0122	0111	0002	0001
367	0111	0100	0002	0001
368	0112	0111	0102	0001
369	0122	0111	0201	0002
37	1202	1200	0112	0100
370	0122	0111	0200	0002
371	0122	0111	0100	0002
372	0122	0112	0111	0001
373	0122	0112	0111	0011
374	1222	0112	0111	0100
375	1201	0111	0102	0100
376	1101	1100	0112	0100
377	1101	0112	0111	0100
378	1102	0112	0111	0100
379	1102	1200	0111	0100
38	1202	1201	0112	0100
380	1122	0112	0111	0100
381	1122	1100	0112	0100
382	1112	1101	0112	0100
383	1112	0112	0111	0100
384	0122	0112	0111	0100
385	0122	0112	0111	0201
386	0122	0112	0111	0200
387	0112	0111	0201	0001
388	0112	0111	0200	0001
389	0112	0111	0100	0001
39	1202	1102	0112	0100
390	1211	0111	0102	0100
391	1100	0112	0111	0100
392	0211	0022	0012	0002
393	0201	0012	0011	0002
394	0200	0012	0011	0002
395	0100	0012	0011	0002
396	0211	0012	0011	0002
397	0222	0012	0011	0002
398	0212	0211	0111	0102
399	0212	0211	0122	0102
4	0212	0022	0011	0002
40	1222	1102	0112	0100
400	0222	0211	0102	0011
401	0201	0200	0011	0002
402	0201	0100	0011	0002
403	0222	0212	0211	0102
404	0211	0112	0201	0102
405	0201	0200	0012	0002
406	0212	0111	0201	0022
407	1211	1112	1100	0112
408	0200	0011	0002	0001
409	0211	0011	0002	0001
41	1222	1122	0112	0100
410	1122	1112	1200	0112
411	0212	0211	0111	0022
412	0222	0211	0111	0022
413	0211	0122	0111	0022
414	0212	0211	0102	0022
415	0211	0201	0102	0022
416	0201	0200	0012	0011
417	0201	0100	0012	0011
418	0211	0100	0012	0011
419	1200	0112	0111	0102
42	1211	1122	0112	0100
420	1122	1202	1200	0112
421	0200	0100	0011	0002
422	0211	0100	0011	0002
423	0211	0100	0022	0002
424	1100	0112	0111	0102
425	1200	1100	0122	0112
426	1101	1200	1100	0112
427	0222	0211	0201	0102
428	0222	0211	0111	0102
429	0222	0211	0122	0102
43	1222	1211	1202	0112
430	1101	1200	0122	0112
431	1201	1100	0112	0102
432	1112	1201	1200	0112
433	1112	1201	1100	0112
434	1112	1200	1100	0112
435	1202	1200	1100	0112
436	1222	1200	1100	0112
437	1222	1200	0122	0111
438	0212	0211	0122	0111
439	0211	0201	0022	0002
44	1222	1202	0112	0111
440	0211	0102	0022	0002
441	0201	0022	0011	0002
442	0100	0022	0011	0002
443	0102	0200	0011	0002
444	0102	0200	0011	0001
445	0102	0100	0011	0002
446	1101	1200	0111	0102
447	1112	1200	0111	0102
448	1202	1102	1200	0112
449	1222	1202	1200	0112
45	1202	0122	0112	0111
450	1222	1112	1200	0112
451	1222	1101	1200	0112
452	0211	0102	0011	0001
453	0211	0102	0011	0002
454	0211	0102	0012	0002
455	0211	0102	0022	0012
456	0222	0201	0011	0002
457	0222	0100	0011	0002
458	0222	0211	0012	0002
459	0211	0201	0011	0002
46	1202	0122	0112	0100
460	0211	0201	0012	0002
461	0211	0200	0012	0002
462	0211	0100	0012	0002
463	0211	0100	0022	0012
464	0222	0201	0012	0002
465	0222	0200	0012	0011
466	0222	0100	0012	0011
467	0201	0022	0012	0002
468	0211	0022	0011	0001
469	0112	0100	0011	0002
47	1222	0122	0112	0100
470	0212	0200	0022	0011
471	0212	0201	0022	0011
472	0212	0211	0022	0011
473	0102	0200	0012	0011
474	0111	0102	0200	0011
475	0111	0102	0200	0022
476	0111	0102	0100	0022
477	0222	0212	0102	0200
478	0222	0211	0102	0200
479	0222	0211	0102	0001
48	1211	1202	1201	0112
480	0222	0211	0102	0002
481	1211	1112	1200	0112
482	1211	1101	1200	0112
483	1201	1101	1200	0112
484	1222	1112	0111	0100
485	1200	0122	0112	0102
486	1222	1211	1200	0112
487	1222	1211	1100	0112
488	0222	0212	0111	0102
489	1201	1200	0111	0102
49	1211	1112	0112	0100
490	1201	0122	0111	0102
491	1200	0122	0111	0102
492	0212	0211	0100	0012
493	0222	0211	0100	0012
494	0211	0201	0100	0012
495	0211	0200	0100	0012
496	1202	1201	1200	0112
497	1202	1200	0122	0112
498	1202	1200	0112	0102
499	1222	1200	0112	0102
5	0211	0022	0012	0001
50	1222	1112	0112	0100
500	1222	1201	0111	0102
501	0211	0102	0200	0022
502	0211	0102	0100	0022
503	0211	0112	0100	0022
504	0211	0112	0102	0022
505	0211	0102	0012	0011
506	0211	0102	0022	0011
507	0102	0100	0011	0001
508	0211	0201	0200	0002
509	0211	0201	0100	0002
51	1202	1101	1100	0112
510	0211	0200	0100	0002
511	0211	0112	0102	0002
512	0211	0102	0002	0001
513	0200	0022	0012	0011
514	0211	0022	0012	0011
515	0211	0201	0022	0001
516	0211	0200	0022	0001
517	0212	0211	0022	0001
518	0212	0201	0022	0001
519	0211	0201	0022	0011
52	0212	0112	0111	0022
520	0211	0111	0022	0001
521	0211	0111	0022	0011
522	0122	0100	0011	0002
523	0222	0211	0201	0002
524	0222	0211	0112	0102
525	0211	0201	0102	0002
526	0211	0102	0200	0012
527	0211	0102	0100	0012
528	1112	1202	1200	0111
529	1112	1201	1200	0111
53	0222	0112	0111	0022
530	1112	1202	1200	0112
531	1112	1102	1200	0112
532	1112	1102	1200	0111
533	1122	1102	1200	0111
534	0200	0100	0012	0011
535	0211	0200	0012	0011
536	0211	0100	0012	0001
537	0111	0102	0011	0001
538	0111	0102	0022	0011
539	0111	0102	0022	0001
54	0222	0212	0012	0011
540	0211	0102	0022	0001
541	0102	0200	0022	0011
542	0112	0100	0022	0011
543	0112	0100	0012	0011
544	0111	0201	0100	0022
545	0111	0201	0102	0022
546	0201	0011	0002	0001
547	0222	0011	0002	0001
548	0100	0022	0012	0011
549	0212	0200	0022	0001
55	0222	0201	0012	0001
550	0111	0201	0022	0001
551	0111	0200	0022	0001
552	0111	0200	0022	0011
553	0111	0201	0022	0011
554	1102	1101	1200	0112
555	1211	1202	1100	0112
556	1211	1200	1100	0112
557	1201	1200	1100	0112
558	1211	1122	1100	0112
559	0211	0111	0100	0022
56	0222	0200	0012	0001
560	0211	0111	0201	0022
561	0211	0122	0102	0022
562	0211	0111	0200	0022
563	0211	0111	0102	0022
564	0222	0211	0022	0001
565	1202	1101	1200	0112
566	1222	1101	1100	0112
567	0211	0111	0201	0102
568	0211	0122	0111	0102
569	0211	0122	0112	0102
57	0212	0200	0011	0002
570	0211	0102	0200	0002
571	0211	0102	0200	0001
572	0211	0102	0100	0001
573	0211	0102	0100	0002
574	0211	0112	0100	0002
575	1102	1200	0111	0102
576	1102	1200	0112	0102
577	1101	1200	0112	0111
578	1101	1200	0112	0102
579	1201	1200	0112	0102
58	0212	0211	0011	0002
580	1112	1200	0112	0111
581	1211	1200	0122	0112
582	1201	1200	0122	0111
583	1211	1200	0122	0111
584	0212	0111	0201	0102
585	0222	0111	0201	0102
586	0222	0211	0100	0002
587	0222	0211	0002	0001
588	0222	0212	0102	0100
589	0222	0211	0102	0100
59	0222	0212	0011	0002
590	0222	0211	0112	0100
591	0102	0100	0012	0011
592	0122	0100	0012	0011
593	0112	0102	0200	0011
594	0211	0122	0111	0200
595	0211	0122	0111	0201
596	0211	0122	0111	0001
597	0211	0122	0102	0001
598	0211	0122	0100	0002
599	0100	0011	0002	0001
6	0212	0022	0012	0001
60	0222	0212	0111	0002
600	0211	0022	0002	0001
601	0211	0122	0102	0002
602	0212	0111	0200	0022
603	0222	0111	0201	0022
604	0222	0111	0200	0022
605	0122	0111	0201	0022
606	0211	0112	0102	0012
607	0211	0122	0102	0012
608	0211	0122	0102	0011
609	0222	0211	0102	0022
61	0222	0212	0111	0012
610	0111	0200	0100	0022
611	0111	0201	0200	0022
612	0212	0111	0102	0022
613	0222	0111	0102	0022
614	0212	0122	0111	0102
615	0222	0122	0111	0102
616	0222	0122	0111	0200
617	0222	0122	0111	0201
618	0212	0211	0100	0002
619	0222	0211	0102	0012
62	0211	0112	0111	0022
620	0211	0201	0102	0012
621	0122	0111	0200	0022
622	0122	0102	0200	0011
623	0122	0102	0100	0011
624	1100	0122	0112	0111
625	0122	0112	0201	0100
626	1112	1202	0111	0100
627	1112	1201	0111	0100
628	1112	1200	0111	0100
629	1112	1100	0111	0100
63	0111	0201	0200	0012
630	1101	1100	0122	0112
631	1112	1101	1200	0112
632	1112	1101	1200	0111
633	1222	1112	1200	0111
634	1222	1102	1200	0111
635	1222	1102	1100	0111
636	1211	1112	1200	0111
637	1122	1112	1200	0111
638	1201	0112	0111	0102
639	1211	1201	0111	0102
64	0212	0112	0102	0200
640	1211	1200	0111	0102
641	0211	0112	0100	0012
642	0211	0112	0100	0011
643	0222	0112	0100	0011
644	1201	1100	0111	0102
645	1112	1100	0111	0102
646	1112	1202	1100	0111
647	1112	1200	1100	0111
648	1112	1201	1100	0111
649	1112	1101	1100	0111
65	0211	0111	0102	0012
650	1112	1101	1100	0112
651	1211	1201	0112	0102
652	1211	1200	0112	0102
653	1211	1100	0111	0102
654	1211	1100	0112	0102
655	0122	0111	0102	0022
656	0122	0111	0102	0200
657	0122	0111	0102	0001
658	1211	1201	1100	0112
659	1211	1101	1100	0112
66	1202	1201	0111	0102
660	1211	1112	1100	0111
661	1222	1112	1100	0111
662	1201	1101	1100	0112
663	1122	1200	1100	0112
664	1122	1200	0111	0102
665	0211	0122	0100	0012
666	1211	1102	1100	0112
667	1211	1112	0111	0100
668	1122	1112	0111	0100
669	1112	1101	0111	0100
67	1202	1200	0111	0102
670	1201	1100	0122	0112
671	1211	1100	0122	0112
672	1211	1102	1200	0111
673	1201	1102	1200	0111
674	1201	1102	1100	0111
675	1122	1112	1100	0111
676	1102	1101	1200	0111
677	0212	0211	0102	0011
678	0211	0201	0102	0011
679	0211	0112	0102	0011
68	1202	1100	0111	0102
680	0211	0111	0102	0011
681	0211	0111	0102	0001
682	0211	0201	0102	0001
683	0211	0111	0102	0200
684	0222	0112	0201	0100
685	0222	0102	0200	0011
686	0222	0111	0102	0011
687	0222	0102	0100	0011
688	0112	0201	0200	0100
689	0112	0201	0102	0100
69	0212	0201	0200	0002
690	0112	0201	0102	0200
691	0211	0122	0111	0011
692	0211	0122	0111	0100
693	1202	1102	1200	0111
694	1122	1102	1100	0111
695	1112	1200	0112	0102
696	1112	1200	0122	0112
697	1112	1200	0122	0111
698	1211	1102	1100	0111
699	1200	1100	0111	0102
7	0222	0022	0012	0001
70	0212	0211	0201	0002
700	1222	1200	0111	0102
701	1222	1100	0111	0102
702	1122	1101	1100	0112
703	1122	1101	1200	0112
704	1122	1100	0111	0102
705	1102	1200	1100	0112
706	1102	1200	1100	0111
707	1102	1200	0112	0111
708	1102	1200	0122	0111
709	1102	1100	0112	0111
71	0212	0211	0200	0002
710	1102	1100	0122	0111
711	1112	1102	1100	0111
712	1112	1100	0122	0111
713	1112	1100	0112	0111
714	1101	1100	0112	0111
715	1201	1100	0112	0111
716	1102	1101	1100	0112
717	1112	0122	0111	0100
718	0212	0211	0102	0001
719	0212	0111	0102	0001
72	0111	0201	0200	0002
720	0212	0111	0102	0100
721	0212	0122	0102	0100
722	1102	1100	0111	0102
723	1100	0122	0111	0102
724	1122	1100	0112	0111
725	0211	0112	0102	0200
726	0211	0112	0102	0100
727	0211	0112	0100	0001
728	0211	0102	0100	0011
729	0211	0102	0200	0011
73	0111	0201	0100	0012
730	0212	0102	0200	0011
731	0111	0102	0200	0001
732	0111	0102	0100	0001
733	0111	0102	0100	0011
734	0122	0112	0100	0011
735	0211	0112	0201	0100
736	0211	0112	0200	0100
737	0212	0102	0100	0011
738	0112	0102	0100	0011
739	0112	0200	0100	0011
74	0111	0200	0100	0012
740	1200	1100	0112	0102
741	1200	0122	0111	0100
742	1200	0122	0112	0111
743	1122	1200	1100	0111
744	1122	1200	0112	0102
745	0212	0122	0102	0200
746	0211	0122	0112	0100
747	0211	0111	0102	0100
748	0111	0201	0102	0001
749	0111	0201	0102	0011
75	0111	0200	0100	0002
750	0212	0111	0102	0011
751	1202	1200	0122	0111
752	0222	0211	0122	0111
753	0111	0102	0200	0100
754	0112	0201	0100	0011
755	0122	0111	0102	0011
756	0122	0111	0201	0102
757	1122	1200	0111	0100
758	1222	1200	0112	0111
759	0211	0201	0002	0001
76	0112	0111	0012	0011
760	0211	0200	0002	0001
761	0211	0100	0002	0001
762	0212	0111	0102	0200
763	0222	0111	0102	0200
764	0222	0111	0102	0100
765	0222	0111	0102	0001
766	0111	0201	0102	0100
767	0111	0201	0102	0200
768	1222	1100	0112	0111
769	1200	1100	0122	0111
77	0112	0111	0022	0012
770	1211	1100	0112	0111
771	1200	1100	0112	0111
772	0212	0201	0102	0200
773	0212	0122	0111	0200
774	0212	0211	0201	0102
775	0211	0201	0100	0022
776	1122	1201	0111	0100
777	0102	0200	0100	0011
778	0212	0122	0111	0201
779	0212	0102	0200	0100
78	1102	1200	0112	0100
780	0212	0122	0201	0100
781	0212	0122	0200	0100
782	0102	0100	0022	0011
783	0212	0211	0122	0100
784	0200	0022	0011	0001
785	0122	0111	0201	0200
786	0122	0111	0200	0100
787	0211	0100	0022	0011
788	0222	0211	0122	0100
789	1211	1122	1100	0111
79	1122	1200	0112	0100
790	0212	0211	0102	0200
791	0212	0211	0102	0100
792	0212	0201	0102	0100
793	0211	0122	0100	0011
794	0122	0200	0100	0011
795	0201	0102	0100	0011
796	1122	1200	0112	0111
797	0122	0201	0100	0011
798	0200	0100	0022	0011
799	1122	1201	1100	0111
8	0222	0012	0002	0001
80	1122	1202	0112	0100
800	1201	1102	1200	0112
801	1211	1122	0111	0100
802	1222	1122	1200	0112
803	1122	1200	0122	0112
804	1222	1200	0122	0112
805	1222	1201	1100	0112
806	0201	0102	0200	0011
807	1222	1102	1200	0112
808	1211	1122	1200	0112
809	1202	1201	1100	0112
81	1102	0122	0112	0100
810	0122	0111	0201	0100
811	0201	0200	0022	0011
812	0201	0100	0022	0011
813	1201	1200	0122	0112
814	1122	1102	1200	0112
815	1211	1102	1200	0112
816	0122	0111	0201	0011
817	0122	0111	0200	0011
818	0122	0111	0201	0001
819	0122	0111	0200	0001
82	1102	0122	0111	0100
820	1222	1201	1200	0112
821	1122	1201	1200	0112
822	1211	1201	1200	0112
823	1211	1200	0112	0111
824	1202	1201	0122	0111
825	1211	1202	0122	0111
826	1102	1200	0122	0112
827	1201	1200	0112	0111
828	1211	1100	0122	0111
829	1201	1100	0122	0111
83	0212	0211	0112	0111
830	1201	0122	0111	0100
831	1211	0122	0111	0100
832	1122	1201	1200	0111
833	1211	1122	0122	0100
834	1222	1211	1202	0122
835	1211	1202	1100	0122
836	1211	1200	1100	0122
837	1211	1202	1200	0122
838	1211	1202	1201	0122
839	1222	1211	0122	0100
84	0212	0211	0112	0102
840	1211	1201	1100	0122
841	1222	1211	1100	0122
842	0211	0122	0102	0200
843	0211	0122	0102	0100
844	1222	1211	1200	0122
845	1211	1202	0122	0102
846	1211	1201	0122	0102
847	1211	1200	0122	0102
848	1211	1100	0122	0102
849	0211	0122	0201	0102
85	0222	0212	0112	0100
850	1211	1202	0122	0100
851	1211	1200	0122	0100
852	1211	1100	0122	0100
853	1211	1112	0122	0100
854	1211	1102	0122	0100
855	1211	1112	1100	0122
856	1211	1201	1200	0122
857	1211	1112	1200	0122
858	1211	1101	1100	0122
859	1211	1122	1100	0122
86	0222	0212	0112	0111
860	1211	1102	1100	0122
861	1211	1102	1200	0122
862	1211	1201	0122	0100
863	1211	1101	0122	0100
864	1211	1101	1200	0122
865	1211	0122	0102	0100
866	0211	0122	0201	0100
867	0211	0122	0200	0100
868	0211	0201	0102	0200
869	0211	0201	0102	0100
87	0222	0212	0012	0001
870	0211	0102	0200	0100
88	0222	0211	0012	0001
89	0212	0201	0012	0002
9	0212	0022	0002	0001
90	0212	0211	0012	0002
91	0212	0111	0012	0002
92	0222	0111	0012	0002
93	0222	0111	0012	0011
94	0212	0111	0012	0011
95	0212	0100	0012	0011
96	1211	1202	1200	0112
97	0212	0211	0102	0012
98	0212	0211	0111	0012
99	0222	0211	0111	0012
