crn	r0	r1	r2
10120	3423	0002	0001
10121	3424	0002	0001
10122	2402	0025	0005
10123	2402	0023	0005
10124	4523	0002	0001
10125	2423	0023	0005
10126	2402	0025	0001
10127	0111	0502	0024
10128	0312	0113	0302
10129	2313	0111	0102
1013	1434	0025	0001
10130	0113	0025	0002
10131	0013	0012	0002
10132	0034	0012	0002
10133	3412	0002	0001
10134	3425	0002	0001
10135	2514	0004	0002
10136	0112	0401	0105
10137	0034	0025	0002
10138	0044	0025	0002
10139	0033	0025	0002
1014	1444	0025	0001
10140	0035	0025	0002
10141	0045	0025	0002
10142	0055	0025	0002
10143	0035	0023	0002
10144	0045	0023	0002
10145	0055	0023	0002
10146	0034	0023	0002
10147	0033	0023	0002
10148	0044	0023	0002
10149	0035	0024	0002
1015	1444	0023	0001
10150	0045	0024	0002
10151	0055	0024	0002
10152	0044	0024	0002
10153	0034	0024	0002
10154	0033	0024	0002
10155	0035	0033	0002
10156	0035	0034	0002
10157	0055	0033	0002
10158	0055	0034	0002
10159	0055	0044	0002
1016	3444	0023	0001
10160	0045	0033	0002
10161	0045	0034	0002
10162	0045	0044	0002
10163	0044	0034	0002
10164	0044	0033	0002
10165	0034	0033	0002
10166	0134	0113	0112
10167	0133	0113	0112
10168	0133	0114	0112
10169	0144	0113	0112
1017	3444	0023	0015
10170	0145	0113	0112
10171	0155	0113	0112
10172	0155	0114	0112
10173	0145	0115	0112
10174	0155	0115	0112
10175	5534	0113	0112
10176	0555	0115	0112
10177	0545	0113	0112
10178	5545	0113	0112
10179	0555	0113	0112
1018	3444	0025	0015
10180	0535	0113	0112
10181	5535	0113	0112
10182	4535	0115	0112
10183	4555	0115	0112
10184	0434	0115	0112
10185	0445	0115	0112
10186	0444	0115	0112
10187	0445	0113	0112
10188	0455	0113	0112
10189	0455	0115	0112
1019	3444	0025	0014
10190	0435	0115	0112
10191	0433	0115	0112
10192	0435	0113	0112
10193	0445	0114	0112
10194	0435	0114	0112
10195	0455	0114	0112
10196	4535	0113	0112
10197	4555	0113	0112
10198	4555	0114	0112
10199	4535	0114	0112
102	3401	0045	0002
1020	4544	0023	0014
10200	1513	0113	0112
10201	1513	0134	0112
10202	1513	0133	0112
10203	1514	0113	0112
10204	0114	0113	0112
10205	0115	0113	0112
10206	0115	0114	0112
10207	1415	0113	0112
10208	1411	0113	0112
10209	1413	0113	0112
1021	4544	0023	0004
10210	1413	0115	0112
10211	0413	0115	0112
10212	0413	0114	0112
10213	0413	0113	0112
10214	0411	0115	0112
10215	0415	0115	0112
10216	1411	0115	0112
10217	1415	0115	0112
10218	0411	0114	0112
10219	0415	0114	0112
1022	4544	0024	0004
10220	0415	0113	0112
10221	0411	0113	0112
10222	4411	0115	0112
10223	4411	0113	0112
10224	4414	0115	0112
10225	0414	0115	0112
10226	0414	0114	0112
10227	0414	0113	0112
10228	1513	0114	0112
10229	1513	0144	0112
1023	0444	0024	0004
10230	1511	0114	0112
10231	1514	0114	0112
10232	4514	0114	0112
10233	4515	0114	0112
10234	4513	0114	0112
10235	4511	0114	0112
10236	0514	0113	0112
10237	4514	0113	0112
10238	5514	0113	0112
10239	0513	0113	0112
1024	0435	0024	0004
10240	4513	0113	0112
10241	5513	0113	0112
10242	0511	0113	0112
10243	4511	0113	0112
10244	5511	0113	0112
10245	0515	0113	0112
10246	4515	0113	0112
10247	5515	0113	0112
10248	1511	0113	0112
10249	4514	0115	0112
1025	0415	0024	0004
10250	4511	0115	0112
10251	0511	0115	0112
10252	0514	0115	0112
10253	0515	0115	0112
10254	0513	0115	0112
10255	4515	0115	0112
10256	4513	0115	0112
10257	0345	0113	0112
10258	0344	0113	0112
10259	0314	0113	0112
1026	0455	0024	0004
10260	3514	0113	0112
10261	3544	0113	0112
10262	0315	0113	0112
10263	0355	0113	0112
10264	3515	0113	0112
10265	3555	0113	0112
10266	0345	0115	0112
10267	0314	0115	0112
10268	0315	0115	0112
10269	0355	0115	0112
1027	0411	0024	0004
10270	3355	0115	0112
10271	3315	0115	0112
10272	0311	0113	0112
10273	0311	0115	0112
10274	3311	0115	0112
10275	3511	0113	0112
10276	3511	0115	0112
10277	3515	0115	0112
10278	3514	0115	0112
10279	3345	0115	0112
1028	3415	0024	0004
10280	3314	0115	0112
10281	3534	0113	0112
10282	0334	0113	0112
10283	3513	0113	0112
10284	3533	0113	0112
10285	3513	0115	0112
10286	3313	0115	0112
10287	3335	0115	0112
10288	0313	0115	0112
10289	0313	0113	0112
1029	3455	0024	0004
10290	0333	0113	0112
10291	0335	0113	0112
10292	0335	0115	0112
10293	3415	0115	0112
10294	3415	0114	0112
10295	3415	0113	0112
10296	3445	0113	0112
10297	3435	0113	0112
10298	3414	0114	0112
10299	3414	0113	0112
103	4501	0034	0002
1030	3411	0024	0004
10300	3413	0113	0112
10301	3413	0114	0112
10302	3411	0114	0112
10303	3433	0113	0112
10304	3411	0113	0112
10305	3444	0113	0112
10306	3445	0115	0112
10307	3414	0115	0112
10308	3444	0115	0112
10309	3413	0115	0112
1031	3411	0024	0014
10310	3411	0115	0112
10311	3324	0115	0112
10312	3322	0115	0112
10313	4422	0115	0112
10314	3422	0115	0112
10315	3422	0114	0112
10316	3424	0115	0112
10317	4422	0113	0112
10318	3422	0113	0112
10319	3423	0114	0112
1032	3415	0024	0014
10320	2513	0003	0002
10321	1504	0002	0001
10322	1503	0002	0001
10323	2511	0003	0002
10324	0522	0002	0001
10325	0323	0305	0003
10326	0323	0313	0003
10327	0325	0323	0113
10328	2502	0323	0113
10329	2402	0323	0113
1033	3455	0024	0014
10330	2422	0323	0113
10331	2503	0323	0113
10332	2501	0323	0113
10333	0225	0312	0113
10334	0325	0113	0302
10335	1403	0002	0001
10336	1405	0002	0001
10337	2555	0003	0002
10338	2544	0003	0002
10339	5545	0003	0002
1034	3413	0024	0014
10340	5544	0003	0002
10341	2533	0003	0002
10342	5534	0003	0002
10343	5535	0003	0002
10344	5533	0003	0002
10345	2435	0003	0002
10346	2433	0003	0002
10347	4533	0003	0002
10348	4433	0003	0002
10349	2455	0003	0002
1035	3313	0024	0014
10350	4535	0003	0002
10351	4435	0003	0002
10352	4555	0003	0002
10353	4455	0003	0002
10354	2555	0044	0002
10355	2555	0034	0002
10356	4555	0044	0002
10357	4555	0034	0002
10358	2555	0004	0002
10359	4555	0004	0002
1036	3335	0024	0014
10360	4555	0033	0002
10361	2555	0033	0002
10362	1555	0033	0002
10363	1555	0034	0002
10364	1555	0044	0002
10365	1455	0033	0002
10366	4455	0033	0002
10367	1455	0035	0002
10368	1455	0055	0002
10369	4455	0035	0002
1037	3313	0024	0004
10370	4555	0035	0023
10371	4555	0055	0023
10372	1555	0033	0023
10373	4555	0033	0023
10374	4555	0034	0023
10375	4555	0044	0023
10376	1400	0033	0023
10377	1405	0033	0023
10378	4405	0033	0023
10379	1405	0033	0012
1038	3335	0024	0004
10380	1403	0033	0023
10381	4403	0033	0023
10382	1435	0033	0023
10383	1433	0033	0023
10384	4435	0033	0023
10385	4433	0033	0023
10386	1400	0035	0023
10387	1403	0035	0023
10388	1403	0055	0023
10389	1405	0035	0023
1039	3413	0024	0004
10390	1405	0035	0012
10391	1405	0055	0012
10392	1435	0035	0023
10393	1435	0055	0023
10394	1433	0055	0023
10395	1433	0035	0023
10396	1435	0035	0012
10397	4405	0035	0023
10398	4405	0055	0023
10399	4403	0055	0023
104	4514	0034	0002
1040	3435	0024	0004
10400	4403	0035	0023
10401	4435	0035	0023
10402	4435	0055	0023
10403	4433	0055	0023
10404	4433	0035	0023
10405	1405	0035	0025
10406	1405	0033	0025
10407	1403	0033	0025
10408	1400	0033	0025
10409	1400	0035	0025
1041	4513	0024	0004
10410	1400	0055	0025
10411	1403	0055	0025
10412	1403	0035	0025
10413	1405	0055	0025
10414	4400	0055	0025
10415	4400	0035	0025
10416	4400	0033	0025
10417	4405	0055	0025
10418	4405	0035	0025
10419	4405	0033	0025
1042	4535	0024	0004
10420	1435	0055	0025
10421	1433	0055	0025
10422	4435	0055	0025
10423	4403	0055	0025
10424	4403	0035	0025
10425	4403	0033	0025
10426	4433	0035	0025
10427	4433	0055	0025
10428	1433	0035	0025
10429	1433	0033	0025
1043	4513	0012	0004
10430	1435	0035	0025
10431	1435	0033	0025
10432	4435	0035	0025
10433	2405	0055	0012
10434	2403	0055	0012
10435	2403	0055	0025
10436	2400	0055	0025
10437	2433	0055	0012
10438	2433	0055	0025
10439	2403	0035	0012
1044	3413	0012	0004
10440	2403	0033	0012
10441	2400	0035	0012
10442	2400	0033	0012
10443	2403	0035	0025
10444	2403	0033	0025
10445	2400	0035	0025
10446	2400	0033	0025
10447	2433	0035	0025
10448	2433	0055	0023
10449	2433	0035	0023
1045	3415	0012	0004
10450	2433	0033	0023
10451	2403	0033	0023
10452	2400	0033	0023
10453	2403	0055	0023
10454	2403	0035	0023
10455	2400	0055	0023
10456	2400	0035	0023
10457	2435	0033	0025
10458	2405	0033	0025
10459	2455	0033	0025
1046	4515	0012	0004
10460	2435	0055	0025
10461	2435	0035	0025
10462	2405	0055	0025
10463	2455	0055	0025
10464	2405	0035	0025
10465	2405	0033	0012
10466	2405	0035	0012
10467	2435	0055	0012
10468	2435	0033	0012
10469	2455	0033	0012
1047	3515	0012	0004
10470	2403	0135	0112
10471	2403	0133	0112
10472	2403	0155	0112
10473	2405	0033	0023
10474	2435	0033	0023
10475	2435	0035	0023
10476	2435	0055	0023
10477	2455	0035	0023
10478	2455	0033	0023
10479	1404	0033	0023
1048	3315	0012	0004
10480	1404	0033	0025
10481	1404	0035	0023
10482	1404	0055	0023
10483	1404	0035	0025
10484	1404	0055	0025
10485	1445	0035	0025
10486	1444	0035	0025
10487	1444	0055	0025
10488	1445	0055	0025
10489	1445	0055	0012
1049	3315	0024	0004
10490	1445	0035	0012
10491	1434	0035	0025
10492	4445	0035	0025
10493	4445	0035	0012
10494	4445	0055	0025
10495	1434	0055	0025
10496	4404	0035	0023
10497	4404	0055	0023
10498	4434	0035	0023
10499	4434	0055	0023
105	4544	0034	0002
1050	3355	0012	0004
10500	1434	0035	0023
10501	1434	0055	0023
10502	4445	0035	0023
10503	4445	0055	0023
10504	1445	0055	0023
10505	0523	0002	0001
10506	3523	0002	0001
10507	2512	0312	0113
10508	0412	0312	0114
10509	2412	0312	0113
1051	3355	0024	0004
10510	0324	0113	0302
10511	2302	0512	0115
10512	2302	0524	0115
10513	1523	0002	0001
10514	4512	0002	0001
10515	2512	0423	0114
10516	1303	0002	0001
10517	2502	0312	0113
10518	2402	0312	0113
10519	2402	0325	0113
1052	3315	0024	0014
10520	1223	0112	0105
10521	2334	0004	0002
10522	2445	0003	0002
10523	0323	0301	0003
10524	0123	0111	0302
10525	0123	0111	0002
10526	0123	0115	0002
10527	0123	0114	0002
10528	0123	0113	0002
10529	0124	0113	0002
1053	3355	0024	0014
10530	0125	0113	0002
10531	0124	0115	0002
10532	0124	0114	0002
10533	0125	0114	0002
10534	0125	0115	0002
10535	0125	0115	0012
10536	0125	0114	0012
10537	0124	0115	0012
10538	0124	0113	0012
10539	0125	0113	0012
1054	3315	0025	0014
10540	0124	0114	0012
10541	1524	0113	0012
10542	1525	0113	0012
10543	1525	0114	0012
10544	1524	0114	0012
10545	0145	0115	0012
10546	0144	0115	0012
10547	0155	0115	0012
10548	0145	0114	0012
10549	1545	0114	0012
1055	3355	0025	0014
10550	0145	0113	0012
10551	0144	0113	0012
10552	0155	0113	0012
10553	1534	0113	0012
10554	0135	0115	0012
10555	0134	0115	0012
10556	0135	0113	0012
10557	0134	0113	0012
10558	0133	0113	0012
10559	0134	0114	0012
1056	3355	0025	0004
10560	1445	0115	0023
10561	1445	0113	0023
10562	1455	0113	0023
10563	1444	0113	0023
10564	1444	0115	0023
10565	0145	0115	0023
10566	0155	0115	0023
10567	0144	0115	0023
10568	0144	0113	0023
10569	0145	0113	0023
1057	3315	0025	0004
10570	0155	0113	0023
10571	1435	0115	0023
10572	1434	0115	0023
10573	1433	0115	0023
10574	1435	0113	0023
10575	1434	0113	0023
10576	1433	0113	0023
10577	0133	0113	0023
10578	0134	0115	0023
10579	0135	0115	0023
1058	3311	0025	0004
10580	0133	0115	0023
10581	0145	0114	0023
10582	0144	0114	0023
10583	0135	0113	0024
10584	0133	0113	0024
10585	0134	0113	0024
10586	0134	0115	0024
10587	0144	0115	0024
10588	0144	0113	0024
10589	0145	0113	0024
1059	3311	0024	0004
10590	0155	0113	0024
10591	0145	0114	0024
10592	0145	0115	0024
10593	0155	0115	0024
10594	0135	0115	0024
10595	0133	0115	0024
10596	0134	0114	0025
10597	0145	0114	0025
10598	0144	0114	0025
10599	0145	0115	0025
106	3444	0045	0002
1060	3311	0024	0014
10600	0155	0115	0025
10601	0144	0115	0025
10602	0145	0113	0025
10603	0155	0113	0025
10604	0144	0113	0025
10605	0134	0115	0025
10606	0135	0115	0025
10607	0133	0115	0025
10608	0135	0113	0025
10609	0133	0113	0025
1061	3311	0025	0014
10610	0134	0113	0025
10611	0134	0111	0012
10612	0145	0111	0012
10613	0155	0111	0012
10614	0144	0111	0012
10615	0144	0111	0023
10616	0145	0111	0023
10617	0155	0111	0023
10618	0155	0111	0025
10619	0144	0111	0025
1062	3411	0025	0004
10620	0145	0111	0025
10621	0144	0111	0024
10622	0145	0111	0024
10623	0155	0111	0024
10624	0135	0111	0012
10625	0133	0111	0012
10626	0134	0111	0024
10627	0135	0111	0024
10628	0133	0111	0024
10629	0135	0111	0025
1063	3415	0025	0004
10630	0133	0111	0025
10631	0134	0111	0025
10632	0134	0111	0023
10633	0135	0111	0023
10634	0133	0111	0023
10635	3345	0114	0025
10636	3335	0114	0025
10637	3335	0114	0024
10638	3335	0111	0024
10639	3335	0111	0025
1064	3455	0025	0004
10640	1335	0114	0025
10641	1355	0114	0025
10642	1335	0114	0024
10643	1333	0111	0024
10644	0333	0111	0024
10645	0335	0111	0024
10646	0355	0111	0024
10647	1335	0111	0024
10648	1333	0111	0025
10649	1335	0111	0025
1065	3413	0025	0004
10650	0335	0114	0025
10651	0355	0114	0025
10652	0335	0111	0025
10653	0355	0111	0025
10654	0335	0114	0024
10655	0333	0111	0025
10656	0333	0114	0025
10657	0333	0114	0024
10658	0333	0111	0023
10659	0335	0111	0023
1066	3435	0025	0004
10660	0355	0111	0023
10661	0334	0111	0023
10662	0334	0114	0023
10663	0534	0114	0023
10664	3545	0114	0023
10665	3555	0114	0023
10666	3544	0111	0023
10667	3545	0111	0023
10668	3555	0111	0023
10669	0344	0111	0023
1067	3433	0025	0004
10670	0345	0111	0023
10671	3444	0115	0023
10672	3445	0115	0023
10673	3444	0115	0025
10674	3445	0115	0025
10675	3444	0114	0025
10676	3445	0114	0025
10677	3444	0111	0025
10678	3445	0111	0025
10679	3544	0111	0025
1068	3433	0024	0004
10680	3545	0111	0025
10681	3545	0114	0025
10682	3555	0114	0025
10683	3544	0111	0024
10684	3545	0111	0024
10685	3545	0114	0024
10686	3445	0114	0024
10687	3445	0111	0024
10688	3444	0114	0024
10689	3544	0115	0024
1069	3433	0012	0004
10690	3544	0115	0025
10691	3545	0115	0025
10692	3545	0115	0024
10693	3444	0115	0024
10694	3445	0115	0024
10695	2344	0115	0112
10696	2444	0115	0112
10697	2445	0115	0112
10698	2344	0114	0112
10699	2344	0114	0024
107	3444	0014	0002
1070	3435	0012	0004
10700	2355	0114	0024
10701	2345	0114	0024
10702	2444	0115	0023
10703	2445	0115	0023
10704	2455	0115	0023
10705	2345	0115	0024
10706	2355	0115	0024
10707	2344	0115	0024
10708	4445	0115	0023
10709	4455	0115	0023
1071	3455	0012	0004
10710	2444	0111	0023
10711	2445	0111	0023
10712	2455	0111	0023
10713	2345	0111	0024
10714	2355	0111	0024
10715	2344	0111	0024
10716	3344	0111	0024
10717	4503	0002	0001
10718	0523	0503	0005
10719	0402	0025	0005
1072	3533	0012	0004
10720	0512	0503	0005
10721	0302	0025	0005
10722	0224	0512	0115
10723	0523	0515	0005
10724	0523	0115	0502
10725	0524	0115	0502
10726	0512	0115	0500
10727	2501	0423	0114
10728	0312	0113	0502
10729	0323	0113	0502
1073	0135	0122	0112
10730	0112	0111	0502
10731	0212	0035	0025
10732	0212	0034	0025
10733	0034	0025	0022
10734	3401	0002	0001
10735	3503	0002	0001
10736	2513	0004	0002
10737	2511	0004	0002
10738	0402	0012	0005
10739	1404	0002	0001
1074	0145	0122	0112
10740	1400	0002	0001
10741	0112	0401	0100
10742	0112	0501	0100
10743	0112	0301	0100
10744	0112	0305	0100
10745	0112	0300	0100
10746	0112	0400	0100
10747	0112	0500	0100
10748	0222	0112	0111
10749	0222	0123	0111
1075	0155	0122	0112
10750	0222	0125	0111
10751	0222	0124	0111
10752	2322	0125	0111
10753	2322	0124	0111
10754	2522	0124	0111
10755	2524	0124	0111
10756	2523	0124	0111
10757	1224	0124	0111
10758	1223	0124	0111
10759	1225	0124	0111
1076	0134	0122	0112
10760	2324	0124	0111
10761	2325	0124	0111
10762	1322	0124	0111
10763	1522	0124	0111
10764	3322	0124	0111
10765	3322	0125	0111
10766	3323	0125	0111
10767	3323	0124	0111
10768	1322	0125	0111
10769	1323	0125	0111
1077	0133	0122	0112
10770	1323	0124	0111
10771	3523	0123	0111
10772	3523	0125	0111
10773	0533	0425	0114
10774	3523	0425	0114
10775	0533	0424	0114
10776	1522	0424	0114
10777	1523	0424	0114
10778	5523	0424	0114
10779	3523	0424	0114
1078	0144	0122	0112
10780	3323	0424	0114
10781	1323	0424	0114
10782	1322	0424	0114
10783	3523	0124	0111
10784	3524	0123	0111
10785	3524	0124	0111
10786	3324	0124	0111
10787	3324	0424	0114
10788	3524	0423	0114
10789	5524	0423	0114
1079	3545	0113	0112
10790	5523	0423	0114
10791	3524	0424	0114
10792	5524	0424	0114
10793	3524	0425	0114
10794	3324	0425	0114
10795	1324	0125	0111
10796	1324	0124	0111
10797	1523	0423	0114
10798	1524	0423	0114
10799	1324	0425	0114
108	4544	0014	0002
1080	3545	0115	0112
10800	1324	0424	0114
10801	1524	0424	0114
10802	1525	0423	0114
10803	5525	0423	0114
10804	1525	0424	0114
10805	3525	0424	0114
10806	5525	0424	0114
10807	3325	0424	0114
10808	1325	0424	0114
10809	1302	0424	0114
1081	3544	0115	0112
10810	3502	0423	0114
10811	1502	0423	0114
10812	1502	0424	0114
10813	5502	0423	0114
10814	3525	0425	0114
10815	3325	0425	0114
10816	3512	0425	0114
10817	3512	0424	0114
10818	1512	0423	0114
10819	1512	0424	0114
1082	3544	0145	0112
10820	5512	0424	0114
10821	5512	0423	0114
10822	1312	0425	0114
10823	1312	0424	0114
10824	3312	0424	0114
10825	3312	0425	0114
10826	3501	0423	0114
10827	1501	0423	0114
10828	5501	0423	0114
10829	1301	0425	0114
1083	3545	0145	0112
10830	1322	0425	0114
10831	3522	0423	0114
10832	1522	0423	0114
10833	5522	0423	0114
10834	0423	0512	0114
10835	0425	0512	0114
10836	0424	0512	0114
10837	0424	0523	0114
10838	0323	0412	0114
10839	3423	0412	0114
1084	3555	0145	0112
10840	3412	0412	0114
10841	3424	0412	0114
10842	3424	0425	0114
10843	3424	0424	0114
10844	3422	0425	0114
10845	3422	0424	0114
10846	4522	0424	0114
10847	4524	0424	0114
10848	4524	0423	0114
10849	4522	0423	0114
1085	4555	0135	0112
10850	4525	0423	0114
10851	4525	0424	0114
10852	3425	0424	0114
10853	4512	0423	0114
10854	4512	0424	0114
10855	4515	0424	0114
10856	3412	0424	0114
10857	3412	0425	0114
10858	3415	0425	0114
10859	3415	0424	0114
1086	4525	0135	0112
10860	4523	0423	0114
10861	4523	0424	0114
10862	3423	0425	0114
10863	3425	0425	0114
10864	3423	0424	0114
10865	4512	0412	0114
10866	5512	0412	0114
10867	4515	0412	0114
10868	4513	0412	0114
10869	4511	0412	0114
1087	3525	0145	0112
10870	3415	0412	0114
10871	3413	0412	0114
10872	3411	0412	0114
10873	3525	0412	0114
10874	5525	0412	0114
10875	4525	0412	0114
10876	4522	0412	0114
10877	3425	0412	0114
10878	3422	0412	0114
10879	3523	0412	0114
1088	4512	0135	0112
10880	4523	0412	0114
10881	5523	0412	0114
10882	4514	0412	0114
10883	3414	0412	0114
10884	3524	0412	0114
10885	4524	0412	0114
10886	5524	0412	0114
10887	3324	0412	0114
10888	4501	0423	0114
10889	3401	0425	0114
1089	4523	0135	0112
10890	3401	0412	0114
10891	3401	0424	0114
10892	4501	0424	0114
10893	0514	0412	0114
10894	0513	0412	0114
10895	0515	0412	0114
10896	0313	0412	0114
10897	0315	0412	0114
10898	0314	0412	0114
10899	0534	0423	0114
109	0444	0114	0002
1090	4524	0135	0112
10900	0212	0134	0002
10901	2502	0113	0002
10902	2302	0114	0002
10903	0212	0133	0002
10904	2444	0003	0002
10905	2433	0005	0002
10906	2535	0004	0002
10907	2444	0005	0002
10908	0125	0111	0302
10909	1202	0123	0111
1091	3523	0145	0112
10910	1225	0112	0100
10911	0113	0023	0002
10912	3312	0002	0001
10913	0111	0002	0001
10914	0112	0100	0005
10915	0112	0100	0003
10916	0112	0100	0004
10917	0512	0115	0102
10918	0523	0115	0102
10919	0524	0115	0102
1092	3524	0145	0112
10920	0525	0115	0102
10921	0525	0111	0102
10922	0523	0111	0102
10923	0524	0111	0102
10924	0512	0111	0102
10925	0312	0111	0102
10926	3512	0111	0102
10927	0325	0111	0102
10928	0323	0111	0102
10929	0324	0111	0102
1093	3512	0145	0112
10930	0525	0115	0100
10931	0312	0115	0112
10932	3512	0115	0112
10933	3512	0155	0112
10934	3524	0115	0112
10935	3312	0115	0112
10936	3523	0115	0112
10937	3323	0115	0112
10938	0512	0115	0112
10939	0523	0115	0112
1094	1512	0144	0112
10940	0323	0115	0112
10941	0524	0115	0112
10942	0324	0115	0112
10943	0325	0115	0112
10944	0525	0113	0112
10945	0325	0113	0112
10946	0523	0113	0112
10947	0323	0113	0112
10948	0323	0113	0401
10949	0525	0115	0501
1095	1512	0133	0112
10950	0125	0111	0502
10951	0125	0111	0402
10952	0123	0111	0402
10953	0124	0111	0302
10954	0123	0111	0502
10955	0124	0111	0502
10956	1423	0115	0023
10957	1424	0115	0023
10958	1425	0115	0023
10959	1425	0113	0023
1096	1512	0134	0112
10960	1425	0113	0012
10961	1425	0115	0012
10962	1402	0115	0023
10963	1402	0113	0023
10964	1402	0113	0012
10965	1402	0115	0012
10966	1424	0115	0012
10967	1424	0113	0012
10968	4402	0113	0012
10969	4402	0115	0012
1097	1523	0134	0112
10970	4425	0115	0012
10971	4424	0115	0012
10972	4423	0113	0012
10973	4423	0115	0012
10974	4404	0113	0012
10975	4404	0115	0012
10976	4405	0115	0012
10977	4400	0115	0012
10978	4400	0113	0012
10979	4405	0113	0012
1098	1523	0144	0112
10980	4403	0115	0012
10981	4403	0113	0012
10982	4434	0115	0012
10983	3403	0115	0012
10984	3303	0115	0012
10985	3403	0114	0012
10986	3303	0114	0012
10987	3400	0114	0012
10988	3300	0114	0012
10989	3405	0114	0012
1099	1133	0134	0112
10990	3305	0114	0012
10991	3405	0115	0012
10992	3305	0115	0012
10993	3400	0115	0012
10994	3300	0115	0012
10995	3403	0113	0012
10996	3400	0113	0012
10997	3405	0113	0012
10998	3334	0115	0012
10999	3404	0113	0012
11	0424	0222	0114
110	4544	0114	0002
1100	1134	0134	0112
11000	3404	0115	0012
11001	3404	0114	0012
11002	3304	0114	0012
11003	3304	0115	0012
11004	3534	0115	0012
11005	3503	0115	0012
11006	4503	0115	0012
11007	4504	0115	0012
11008	4500	0115	0012
11009	3500	0115	0012
1101	1134	0144	0112
11010	3504	0115	0012
11011	3504	0114	0012
11012	5504	0114	0012
11013	5500	0114	0012
11014	3500	0114	0012
11015	4504	0114	0012
11016	4500	0114	0012
11017	4504	0113	0012
11018	3504	0113	0012
11019	5504	0113	0012
1102	1144	0144	0112
11020	3500	0113	0012
11021	5500	0113	0012
11022	4500	0113	0012
11023	4503	0114	0012
11024	3503	0113	0012
11025	3503	0114	0012
11026	5503	0113	0012
11027	5503	0114	0012
11028	4503	0113	0012
11029	3400	0111	0012
1103	1544	0144	0112
11030	3403	0111	0012
11031	3404	0111	0012
11032	4504	0111	0012
11033	4404	0111	0012
11034	5504	0111	0012
11035	3504	0111	0012
11036	3304	0111	0012
11037	3503	0111	0012
11038	3303	0111	0012
11039	5503	0111	0012
1104	0344	0144	0112
11040	4503	0111	0012
11041	4403	0111	0012
11042	4500	0111	0012
11043	1300	0002	0001
11044	2455	0005	0002
