crn	r0	r1	r2
19336	3515	0024	0013
19337	3502	0024	0013
19338	3402	0025	0013
19339	1302	0012	0011
1934	3324	0002	0001
19340	3402	0012	0011
19341	3302	0012	0011
19342	1402	0012	0011
19343	1401	0012	0011
19344	1301	0012	0011
19345	1314	0012	0011
19346	1315	0012	0011
19347	1315	0025	0011
19348	1311	0025	0011
19349	1311	0024	0011
1935	3344	0002	0001
19350	1315	0025	0014
19351	1315	0024	0011
19352	2514	0111	0102
19353	2414	0111	0102
19354	2503	0112	0103
19355	0224	0124	0111
19356	0425	0413	0004
19357	4502	0023	0005
19358	4502	0025	0005
19359	4535	0004	0002
1936	5524	0002	0001
19360	4525	0015	0002
19361	2523	0013	0002
19362	4502	0015	0002
19363	4515	0003	0002
19364	3545	0004	0002
19365	4533	0005	0002
19366	4513	0003	0002
19367	4513	0004	0002
19368	4414	0005	0002
19369	5545	0004	0002
1937	5544	0002	0001
19370	0212	0124	0111
19371	2423	0113	0112
19372	2425	0113	0112
19373	2302	0115	0012
19374	1412	0112	0111
19375	1112	0112	0100
19376	0224	0012	0004
19377	0015	0004	0002
19378	0011	0005	0002
19379	0011	0004	0002
1938	3500	0002	0001
19380	0013	0004	0002
19381	0013	0003	0002
19382	0033	0003	0002
19383	0011	0003	0002
19384	0513	0004	0002
19385	0533	0003	0002
19386	0533	0004	0002
19387	5533	0004	0002
19388	0511	0004	0002
19389	0511	0033	0002
1939	3300	0002	0001
19390	0511	0034	0002
19391	0513	0033	0002
19392	0533	0033	0002
19393	0533	0034	0002
19394	0533	0044	0002
19395	0513	0034	0002
19396	0513	0044	0002
19397	0511	0033	0024
19398	0511	0034	0024
19399	0513	0033	0024
194	4513	0024	0001
1940	5500	0002	0001
19400	0513	0034	0024
19401	0113	0035	0025
19402	0113	0055	0025
19403	0113	0045	0025
19404	0111	0035	0002
19405	0111	0045	0002
19406	0111	0055	0002
19407	0113	0045	0002
19408	0113	0055	0002
19409	0113	0035	0002
1941	3502	0024	0001
19410	1511	0034	0002
19411	1511	0033	0002
19412	1533	0033	0002
19413	1513	0033	0002
19414	1533	0034	0002
19415	1513	0034	0002
19416	0113	0035	0024
19417	0113	0055	0024
19418	0113	0045	0024
19419	0514	0034	0002
1942	3524	0024	0001
19420	0534	0034	0002
19421	0544	0034	0002
19422	0534	0033	0002
19423	0544	0033	0002
19424	5534	0033	0002
19425	5534	0034	0002
19426	5534	0044	0002
19427	0514	0033	0002
19428	1514	0033	0002
19429	1514	0034	0002
1943	3522	0024	0001
19430	1514	0044	0002
19431	1534	0033	0002
19432	1534	0044	0002
19433	1534	0034	0002
19434	0114	0033	0002
19435	0114	0034	0002
19436	0114	0044	0002
19437	0114	0035	0002
19438	0114	0055	0002
19439	0114	0045	0002
1944	3322	0024	0001
19440	0514	0033	0024
19441	0515	0033	0024
19442	0515	0044	0024
19443	0515	0034	0024
19444	0515	0033	0012
19445	0515	0044	0012
19446	0545	0033	0002
19447	0545	0034	0002
19448	0115	0033	0002
19449	0115	0044	0002
1945	3324	0024	0001
19450	0115	0034	0002
19451	0515	0033	0002
19452	0515	0044	0002
19453	0515	0034	0002
19454	0555	0033	0002
19455	0555	0044	0002
19456	0555	0034	0002
19457	0514	0044	0024
19458	0514	0034	0024
19459	1545	0044	0002
1946	3344	0024	0001
19460	1545	0034	0002
19461	1545	0033	0002
19462	1535	0033	0002
19463	1535	0044	0002
19464	1535	0034	0002
19465	0535	0044	0002
19466	0535	0034	0002
19467	0535	0033	0002
19468	0115	0055	0002
19469	0115	0035	0002
1947	5524	0024	0001
19470	0115	0045	0002
19471	0045	0035	0002
19472	0014	0011	0002
19473	0045	0015	0002
19474	0045	0013	0002
19475	0045	0011	0002
19476	0045	0014	0002
19477	0035	0015	0002
19478	0055	0015	0002
19479	0055	0011	0002
1948	3324	0024	0014
19480	0055	0014	0002
19481	0035	0011	0002
19482	0035	0014	0002
19483	0055	0013	0002
19484	0114	0013	0002
19485	0114	0015	0002
19486	0114	0014	0002
19487	0113	0014	0002
19488	0115	0014	0002
19489	0111	0014	0002
1949	3524	0024	0014
19490	0113	0015	0002
19491	0113	0013	0002
19492	0111	0013	0002
19493	0115	0013	0002
19494	0115	0015	0002
19495	0111	0015	0002
19496	1411	0035	0002
19497	1411	0055	0002
19498	1411	0033	0002
19499	0415	0035	0002
195	0413	0024	0001
1950	5524	0024	0014
19500	4415	0035	0002
19501	1415	0035	0002
19502	1415	0033	0002
19503	1415	0055	0002
19504	0455	0035	0002
19505	0415	0055	0002
19506	0455	0055	0002
19507	0415	0033	0002
19508	0455	0033	0002
19509	1413	0035	0002
1951	3323	0024	0014
19510	1413	0033	0002
19511	1413	0055	0002
19512	1435	0035	0002
19513	1435	0033	0002
19514	1433	0035	0002
19515	1433	0033	0002
19516	0435	0055	0002
19517	0435	0035	0002
19518	0435	0033	0002
19519	4413	0055	0025
1952	3523	0024	0014
19520	4413	0035	0025
19521	4413	0033	0025
19522	1413	0055	0025
19523	1413	0035	0025
19524	1413	0033	0025
19525	0113	0045	0023
19526	0113	0055	0023
19527	0413	0055	0023
19528	0413	0035	0023
19529	0413	0033	0023
1953	5523	0024	0014
19530	1413	0055	0023
19531	1413	0035	0023
19532	1413	0033	0023
19533	0445	0055	0002
19534	0445	0035	0002
19535	0445	0033	0002
19536	4445	0035	0002
19537	4445	0033	0002
19538	1434	0055	0002
19539	1434	0035	0002
1954	5533	0024	0014
19540	1434	0033	0002
19541	4434	0033	0002
19542	4414	0035	0002
19543	4414	0033	0002
19544	0414	0055	0023
19545	0414	0035	0023
19546	0414	0033	0023
19547	0414	0055	0002
19548	0414	0035	0002
19549	0414	0033	0002
1955	5544	0024	0014
19550	0444	0033	0002
19551	0434	0033	0002
19552	1335	0045	0002
19553	1335	0044	0002
19554	1345	0045	0002
19555	1345	0044	0002
19556	1345	0055	0002
19557	3445	0035	0002
19558	3445	0033	0002
19559	3444	0035	0002
1956	3544	0024	0014
19560	3444	0033	0002
19561	1335	0055	0002
19562	1334	0044	0002
19563	1334	0055	0002
19564	2523	0012	0004
19565	2501	0112	0104
19566	2503	0112	0104
19567	0425	0415	0004
19568	0425	0414	0004
19569	4514	0003	0002
1957	3344	0024	0014
19570	4511	0003	0002
19571	2402	0033	0025
19572	2302	0114	0012
19573	2304	0112	0105
19574	2305	0112	0105
19575	2401	0025	0015
19576	2404	0112	0103
19577	2401	0012	0003
19578	2501	0012	0003
19579	0514	0004	0002
1958	5522	0024	0014
19580	0212	0024	0013
19581	3415	0004	0002
19582	3445	0004	0002
19583	4414	0003	0002
19584	4534	0003	0002
19585	0334	0004	0002
19586	0344	0004	0002
19587	3435	0003	0002
19588	3455	0003	0002
19589	2511	0412	0114
1959	5522	0024	0013
19590	2533	0412	0114
19591	0312	0125	0113
19592	0502	0012	0003
19593	0302	0012	0001
19594	0535	0003	0002
19595	0534	0003	0002
19596	0235	0312	0113
19597	0233	0312	0113
19598	3413	0004	0002
19599	0045	0003	0002
196	0415	0024	0001
1960	3522	0024	0013
19600	0035	0003	0002
19601	0034	0003	0002
19602	0044	0003	0002
19603	4434	0003	0002
19604	0544	0003	0002
19605	4544	0003	0002
19606	0455	0003	0002
19607	0555	0003	0002
19608	0055	0003	0002
19609	3433	0003	0002
1961	0522	0024	0013
19610	3533	0003	0002
19611	3534	0033	0024
19612	3534	0033	0012
19613	3534	0033	0002
19614	0334	0044	0024
19615	0335	0044	0002
19616	0333	0044	0002
19617	0334	0044	0012
19618	0345	0044	0002
19619	0344	0044	0002
1962	1522	0024	0013
19620	0355	0044	0002
19621	3534	0034	0024
19622	3534	0044	0024
19623	3534	0044	0002
19624	3534	0034	0002
19625	3534	0034	0012
19626	0335	0045	0002
19627	0335	0055	0002
19628	0355	0045	0002
19629	0355	0055	0002
1963	1524	0024	0013
19630	0334	0055	0002
19631	0334	0045	0002
19632	0344	0055	0002
19633	0344	0045	0002
19634	0345	0055	0002
19635	0345	0045	0002
19636	0334	0055	0012
19637	0334	0055	0024
19638	0334	0045	0024
19639	3534	0055	0024
1964	1512	0024	0013
19640	3534	0045	0024
19641	3534	0055	0012
19642	3534	0045	0012
19643	3544	0045	0002
19644	3544	0055	0002
19645	3534	0055	0002
19646	3545	0055	0002
19647	3545	0045	0002
19648	1315	0055	0002
19649	1315	0045	0002
1965	1514	0024	0013
19650	1315	0044	0002
19651	1314	0055	0002
19652	1314	0045	0002
19653	1314	0044	0002
19654	3513	0033	0012
19655	3513	0034	0012
19656	3513	0033	0024
19657	3513	0034	0024
19658	3513	0055	0024
19659	3513	0045	0024
1966	1511	0024	0013
19660	3514	0055	0002
19661	3514	0045	0002
19662	3515	0055	0024
19663	3515	0045	0024
19664	0315	0055	0002
19665	0315	0045	0002
19666	0315	0044	0002
19667	0313	0055	0002
19668	0313	0045	0002
19669	0313	0044	0002
1967	0111	0024	0013
19670	0311	0045	0002
19671	0311	0044	0002
19672	0311	0055	0002
19673	0314	0055	0012
19674	0314	0055	0002
19675	0314	0045	0012
19676	0314	0044	0012
19677	0314	0045	0002
19678	0314	0044	0002
19679	0313	0055	0024
1968	0111	0024	0015
19680	0313	0045	0024
19681	0313	0044	0024
19682	0314	0045	0024
19683	0335	0035	0023
19684	0335	0033	0023
19685	0335	0034	0023
19686	3435	0035	0023
19687	0415	0013	0012
19688	3435	0013	0012
19689	0315	0015	0012
1969	0111	0024	0014
19690	0315	0014	0012
19691	3334	0015	0012
19692	3335	0055	0025
19693	3335	0045	0025
19694	3335	0044	0025
19695	0313	0055	0025
19696	0313	0045	0025
19697	0313	0044	0025
19698	0313	0035	0023
19699	0313	0033	0023
197	0455	0024	0001
1970	0111	0023	0015
19700	0313	0034	0023
19701	0333	0035	0023
19702	0333	0033	0023
19703	0333	0034	0023
19704	0335	0055	0023
19705	0335	0045	0023
19706	0335	0044	0023
19707	0313	0055	0023
19708	0313	0045	0023
19709	0313	0044	0023
1971	0111	0025	0015
19710	0333	0055	0023
19711	0333	0045	0023
19712	0333	0044	0023
19713	3435	0055	0023
19714	3413	0055	0012
19715	3413	0055	0023
19716	3433	0055	0023
19717	3413	0055	0025
19718	3413	0045	0025
19719	3413	0044	0025
1972	0111	0025	0014
19720	3413	0015	0012
19721	3413	0014	0012
19722	0314	0015	0012
19723	0314	0014	0012
19724	0334	0015	0012
19725	0314	0055	0025
19726	0314	0045	0025
19727	0314	0044	0025
19728	0334	0045	0025
19729	0334	0044	0025
1973	0114	0025	0014
19730	0334	0055	0025
19731	3413	0013	0012
19732	3413	0035	0023
19733	3413	0033	0023
19734	0334	0035	0023
19735	0334	0034	0023
19736	0334	0033	0023
19737	0334	0055	0023
19738	0334	0045	0023
19739	0334	0044	0023
1974	0114	0025	0015
19740	3413	0035	0025
19741	3413	0033	0025
19742	3413	0035	0012
19743	3413	0033	0012
19744	1334	0055	0025
19745	1334	0045	0025
19746	1334	0044	0025
19747	1415	0015	0012
19748	1315	0015	0012
19749	1315	0014	0012
1975	0114	0024	0015
19750	1335	0015	0012
19751	1335	0014	0012
19752	1334	0015	0012
19753	1334	0014	0012
19754	1333	0015	0012
19755	1333	0014	0012
19756	1413	0015	0012
19757	0415	0113	0025
19758	0415	0111	0025
19759	0415	0115	0025
1976	0114	0024	0014
19760	3413	0115	0025
19761	0413	0111	0025
19762	0411	0111	0025
19763	0415	0115	0012
19764	0415	0111	0012
19765	1315	0115	0025
19766	1415	0115	0025
19767	1311	0115	0025
19768	0115	0113	0024
19769	0115	0111	0024
1977	0314	0024	0015
19770	0115	0111	0025
19771	1315	0111	0025
19772	0115	0111	0012
19773	0115	0114	0012
19774	0115	0114	0025
19775	1315	0114	0025
19776	3514	0005	0002
19777	3433	0005	0002
19778	2524	0023	0014
19779	3502	0025	0005
1978	0344	0024	0015
19780	2505	0323	0113
19781	2505	0324	0113
19782	0534	0004	0002
19783	0544	0004	0002
19784	4413	0005	0002
19785	4522	0025	0005
19786	2522	0012	0003
19787	2522	0012	0004
19788	0224	0025	0005
19789	0535	0004	0002
1979	0113	0024	0015
19790	0555	0004	0002
19791	5534	0004	0002
19792	5535	0004	0002
19793	3335	0005	0002
19794	2414	0525	0115
19795	0335	0004	0002
19796	3515	0004	0002
19797	0225	0025	0015
19798	2300	0512	0115
19799	0355	0004	0002
198	0435	0024	0001
1980	0113	0024	0014
19800	3313	0005	0002
19801	0205	0025	0004
19802	0502	0025	0004
19803	0502	0025	0003
19804	0502	0025	0001
19805	0502	0024	0003
19806	0302	0025	0004
19807	0302	0025	0001
19808	0324	0025	0004
19809	0324	0025	0001
1981	0115	0024	0014
19810	0424	0025	0001
19811	0424	0024	0001
19812	0444	0025	0004
19813	0444	0025	0001
19814	0444	0024	0001
19815	0444	0025	0003
19816	0444	0024	0003
19817	3444	0025	0003
19818	0344	0025	0003
19819	3444	0012	0003
1982	0115	0024	0015
19820	3544	0012	0003
19821	3544	0024	0003
19822	0344	0012	0003
19823	0344	0012	0005
19824	0344	0025	0005
19825	0344	0012	0004
19826	0344	0012	0001
19827	0344	0025	0004
19828	3544	0012	0005
19829	3544	0025	0005
1983	0315	0024	0015
19830	0544	0025	0005
19831	0544	0025	0004
19832	0544	0025	0003
19833	0534	0025	0003
19834	0534	0025	0004
19835	0334	0025	0001
19836	0333	0025	0004
19837	0334	0025	0004
19838	0334	0012	0001
19839	0333	0012	0004
1984	0315	0024	0014
19840	0334	0012	0004
19841	3334	0012	0004
19842	3344	0012	0004
19843	3334	0012	0001
19844	3344	0012	0001
19845	0334	0024	0004
19846	0034	0025	0004
19847	0034	0025	0005
19848	0044	0025	0005
19849	0044	0025	0004
1985	0345	0024	0014
19850	0044	0012	0005
19851	3344	0025	0005
19852	3344	0012	0005
19853	0034	0024	0005
19854	0034	0012	0005
19855	0034	0012	0004
19856	0034	0024	0004
19857	0034	0012	0001
19858	0333	0012	0005
19859	0334	0012	0005
1986	0355	0024	0014
19860	3334	0012	0005
19861	0334	0024	0005
19862	3334	0024	0005
19863	0333	0024	0005
19864	0333	0025	0005
19865	0334	0025	0005
19866	3334	0025	0005
19867	0133	0112	0005
19868	0144	0112	0001
19869	0144	0112	0005
1987	0314	0024	0014
19870	0144	0112	0003
19871	0133	0025	0003
19872	0134	0025	0003
19873	0144	0025	0003
19874	0144	0024	0003
19875	0134	0024	0003
19876	0134	0024	0005
19877	0133	0025	0005
19878	0134	0025	0005
19879	0144	0025	0005
1988	0344	0024	0014
19880	0144	0024	0005
19881	0144	0024	0004
19882	0134	0024	0004
19883	0133	0025	0004
19884	0134	0025	0004
19885	0144	0025	0004
19886	1344	0024	0005
19887	1334	0024	0005
19888	1334	0025	0005
19889	1344	0025	0005
1989	1314	0024	0015
19890	0333	0025	0003
19891	0333	0024	0003
19892	0334	0024	0003
19893	0334	0025	0003
19894	3533	0024	0003
19895	3534	0024	0003
19896	0534	0024	0003
19897	5534	0024	0003
19898	1544	0024	0003
19899	1534	0024	0003
199	0433	0024	0001
1990	3314	0024	0015
19900	0534	0024	0004
19901	3533	0025	0005
19902	3534	0025	0005
19903	0534	0025	0005
19904	0044	0025	0003
19905	0034	0025	0003
19906	0034	0024	0003
19907	3533	0025	0001
19908	3534	0025	0001
19909	1534	0024	0001
1991	3314	0024	0014
19910	1544	0024	0011
19911	1534	0024	0011
19912	0144	0025	0001
19913	0134	0025	0001
19914	0133	0025	0001
19915	0144	0024	0001
19916	0134	0024	0001
19917	0544	0012	0005
19918	0534	0012	0005
19919	0144	0012	0005
1992	3344	0024	0015
19920	0134	0012	0005
19921	0133	0012	0005
19922	0133	0012	0004
19923	0134	0012	0004
19924	0144	0012	0004
19925	0144	0012	0001
19926	0134	0012	0001
19927	0133	0012	0001
19928	0133	0012	0003
19929	0134	0012	0003
1993	0044	0024	0015
19930	0144	0012	0003
19931	5534	0012	0004
19932	1544	0012	0004
19933	1534	0012	0004
19934	1544	0012	0001
19935	0534	0012	0004
19936	0534	0012	0001
19937	5534	0012	0001
19938	0034	0012	0003
19939	0534	0012	0003
1994	0044	0024	0014
19940	5534	0012	0003
19941	0544	0512	0005
19942	0534	0512	0005
19943	0533	0512	0005
19944	0444	0025	0005
19945	0434	0025	0005
19946	0434	0025	0003
19947	0434	0025	0001
19948	0444	0012	0003
19949	0434	0012	0003
1995	0311	0024	0015
19950	4434	0012	0003
19951	0434	0012	0001
19952	0444	0012	0001
19953	0444	0012	0005
19954	0434	0012	0005
19955	4434	0025	0003
19956	0434	0025	0004
19957	0444	0012	0004
19958	0434	0012	0004
19959	0444	0024	0005
1996	0311	0024	0014
19960	0434	0024	0005
19961	0434	0024	0004
19962	2502	0111	0024
19963	2502	0114	0012
19964	2502	0111	0012
19965	2304	0115	0112
19966	2304	0114	0112
19967	2303	0524	0115
19968	2302	0111	0024
19969	4415	0003	0002
1997	3311	0024	0015
19970	3435	0004	0002
19971	3335	0004	0002
19972	4515	0004	0002
19973	5515	0004	0002
19974	2400	0325	0113
19975	3513	0004	0002
19976	0425	0411	0004
19977	4534	0004	0002
19978	4544	0004	0002
19979	0424	0411	0004
1998	3411	0024	0015
19980	2302	0111	0012
19981	2533	0424	0114
19982	0545	0523	0005
19983	2313	0525	0115
19984	2413	0525	0115
19985	4533	0004	0002
19986	3511	0004	0002
19987	4511	0004	0002
19988	4524	0033	0025
19989	4512	0033	0025
1999	4511	0024	0013
19990	3525	0044	0025
19991	3512	0044	0025
19992	3524	0044	0025
19993	1422	0033	0025
19994	1422	0035	0025
19995	1422	0055	0025
19996	4422	0035	0025
19997	4422	0055	0025
19998	4412	0035	0025
19999	4423	0035	0025
2	0045	0022	0012
20	0433	0011	0002
200	0411	0024	0001
2000	4511	0024	0014
20000	4423	0055	0025
20001	4412	0033	0025
20002	4412	0055	0025
20003	1425	0035	0025
20004	1425	0055	0025
20005	1425	0033	0025
20006	1425	0035	0012
20007	1425	0055	0012
20008	1425	0033	0012
20009	1423	0035	0025
2001	0434	0024	0014
20010	1423	0055	0025
20011	1423	0033	0025
20012	1423	0035	0012
20013	1423	0033	0012
20014	1423	0055	0012
20015	1412	0035	0025
20016	1412	0055	0025
20017	1412	0033	0025
20018	1412	0035	0012
20019	1412	0033	0012
2002	0445	0024	0014
20020	1412	0055	0012
20021	1422	0035	0023
20022	1422	0055	0023
20023	1422	0033	0023
20024	1412	0035	0023
20025	1412	0033	0023
20026	1412	0055	0023
20027	1423	0035	0023
20028	1423	0055	0023
20029	1423	0033	0023
2003	0444	0024	0014
20030	4425	0035	0023
20031	4425	0033	0023
20032	4425	0055	0023
20033	1425	0035	0023
20034	1425	0055	0023
20035	1425	0033	0023
20036	0422	0033	0025
20037	0422	0033	0012
20038	0422	0035	0012
20039	0422	0055	0012
2004	4544	0024	0014
20040	0422	0055	0023
20041	0422	0035	0023
20042	0422	0033	0023
20043	0425	0033	0023
20044	0425	0033	0012
20045	0425	0035	0012
20046	0425	0055	0012
20047	0425	0035	0023
20048	0425	0055	0023
20049	0422	0035	0025
2005	3444	0024	0014
20050	0422	0055	0025
20051	0425	0055	0025
20052	0425	0035	0025
20053	0412	0033	0023
20054	0412	0035	0023
20055	0412	0055	0023
20056	0412	0035	0012
20057	0412	0033	0012
20058	0412	0055	0012
20059	0412	0033	0025
2006	3435	0024	0014
20060	0412	0035	0025
20061	0412	0055	0025
20062	0423	0033	0023
20063	0423	0035	0023
20064	0423	0055	0023
20065	0423	0035	0012
20066	0423	0055	0012
20067	0423	0033	0012
20068	0423	0033	0025
20069	0423	0035	0025
2007	3433	0024	0014
20070	0423	0055	0025
20071	1412	0013	0012
20072	1412	0015	0012
20073	0412	0013	0012
20074	0412	0015	0012
20075	1423	0013	0012
20076	0423	0013	0012
20077	0423	0015	0012
20078	1423	0015	0012
20079	1425	0013	0012
2008	3415	0024	0011
20080	1425	0015	0012
20081	0425	0015	0012
20082	0425	0013	0012
20083	4412	0015	0012
20084	4424	0015	0012
20085	4424	0035	0023
20086	4424	0033	0023
20087	4424	0055	0023
20088	4424	0055	0012
20089	0424	0055	0023
2009	3435	0024	0011
20090	0424	0055	0012
20091	4424	0035	0012
20092	4424	0033	0012
20093	0424	0035	0012
20094	0424	0033	0012
20095	0424	0035	0023
20096	0424	0033	0023
20097	1424	0035	0023
20098	1424	0055	0023
20099	1424	0033	0023
201	0511	0024	0001
2010	3455	0024	0011
20100	1424	0033	0012
20101	1424	0035	0012
20102	1424	0055	0012
20103	4424	0033	0025
20104	4424	0035	0025
20105	4424	0055	0025
20106	1424	0033	0025
20107	1424	0035	0025
20108	1424	0055	0025
20109	0424	0033	0025
2011	3433	0024	0011
20110	0424	0035	0025
20111	0424	0055	0025
20112	0024	0013	0012
20113	0424	0013	0012
20114	0424	0015	0012
20115	1424	0013	0012
20116	1424	0015	0012
20117	0525	0033	0024
20118	0525	0034	0024
20119	0525	0044	0024
2012	0335	0024	0011
20120	0524	0034	0024
20121	0524	0044	0024
20122	0524	0033	0024
20123	0524	0034	0012
20124	0524	0044	0012
20125	0524	0033	0012
20126	4524	0034	0012
20127	4524	0033	0012
20128	4524	0044	0012
20129	0525	0034	0012
2013	0355	0024	0011
20130	0525	0044	0012
20131	0525	0033	0012
20132	4525	0035	0012
20133	4525	0055	0012
20134	4524	0035	0012
20135	4524	0055	0012
20136	0523	0033	0012
20137	0523	0034	0012
20138	0523	0044	0012
20139	0512	0033	0012
2014	0333	0024	0011
20140	0512	0034	0012
20141	0512	0044	0012
20142	1524	0033	0012
20143	1524	0034	0012
20144	1524	0044	0012
20145	1523	0033	0012
20146	1523	0034	0012
20147	1523	0044	0012
20148	1512	0033	0012
20149	1512	0034	0012
2015	0333	0024	0014
20150	1512	0044	0012
20151	0514	0033	0023
20152	0514	0034	0023
20153	0514	0044	0023
20154	0524	0033	0023
20155	0524	0034	0023
20156	0524	0044	0023
20157	1524	0033	0023
20158	1524	0034	0023
20159	1524	0044	0023
2016	0033	0024	0014
20160	0511	0033	0023
20161	0511	0034	0023
20162	0512	0033	0023
20163	0512	0034	0023
20164	0512	0044	0023
20165	1514	0033	0023
20166	1511	0033	0023
20167	1512	0033	0023
20168	1511	0034	0023
20169	1512	0034	0023
2017	0035	0024	0014
20170	1512	0044	0023
20171	1514	0034	0023
20172	1514	0044	0023
20173	1522	0034	0023
20174	1522	0044	0023
20175	1522	0034	0012
20176	1522	0044	0012
20177	1522	0033	0012
20178	1522	0033	0023
20179	0522	0033	0012
2018	0055	0024	0014
20180	0522	0033	0023
20181	0522	0034	0012
20182	0522	0044	0012
20183	0522	0034	0023
20184	0522	0044	0023
20185	0522	0033	0024
20186	0522	0034	0024
20187	0522	0044	0024
20188	5514	0033	0023
20189	5514	0034	0023
2019	0335	0024	0014
20190	5514	0044	0023
20191	5524	0034	0023
20192	5524	0044	0023
20193	5524	0033	0023
20194	1525	0033	0012
20195	1525	0034	0012
20196	1525	0044	0012
20197	1525	0034	0023
20198	1525	0033	0023
20199	1525	0044	0023
202	0511	0023	0001
2020	0033	0024	0013
20200	0525	0033	0023
20201	0525	0044	0023
20202	0525	0034	0023
20203	0515	0033	0023
20204	0515	0044	0023
20205	0515	0034	0023
20206	0515	0033	0025
20207	0515	0034	0025
20208	0515	0044	0025
20209	0535	0033	0025
2021	1302	0002	0001
20210	0535	0034	0025
20211	2304	0025	0005
20212	2411	0525	0115
20213	2311	0525	0115
20214	2303	0115	0002
20215	2300	0524	0115
20216	3433	0004	0002
20217	4413	0003	0002
20218	4411	0003	0002
20219	3334	0004	0002
2022	2412	0002	0001
20220	3313	0004	0002
20221	3402	0115	0025
20222	3402	0115	0024
20223	0424	0414	0004
20224	0203	0025	0004
20225	2315	0424	0114
20226	2511	0424	0114
20227	1402	0025	0015
20228	2311	0412	0114
20229	4502	0112	0105
2023	1233	1202	0112
20230	4502	0112	0103
20231	2445	0512	0115
20232	2415	0512	0115
20233	2315	0524	0115
20234	2311	0424	0114
20235	0525	0115	0023
20236	0525	0115	0025
20237	0225	0055	0025
20238	0515	0025	0005
20239	0205	0025	0001
2024	1213	0112	0105
20240	0105	0025	0005
20241	0025	0023	0003
20242	0025	0023	0004
20243	0025	0023	0001
20244	0025	0024	0001
20245	0025	0024	0003
20246	0025	0024	0004
20247	0055	0023	0003
20248	0055	0023	0004
20249	0055	0023	0001
2025	1215	0112	0105
20250	0024	0023	0003
20251	0024	0023	0004
20252	0024	0023	0001
20253	0045	0023	0003
20254	0044	0023	0003
20255	0045	0023	0004
20256	0044	0023	0004
20257	0045	0023	0001
20258	0025	0024	0013
20259	0024	0023	0014
2026	1214	0112	0105
20260	0325	0033	0003
20261	0324	0033	0003
20262	0312	0033	0003
20263	0312	0015	0003
20264	0312	0014	0003
20265	0312	0013	0003
20266	0312	0011	0003
20267	0312	0034	0003
20268	0312	0044	0003
20269	0325	0013	0003
2027	1214	0112	0104
20270	0325	0034	0003
20271	0325	0011	0003
20272	0325	0014	0003
20273	0325	0044	0003
20274	0312	0035	0003
20275	0325	0035	0003
20276	0324	0035	0003
20277	0324	0013	0003
20278	0324	0034	0003
20279	3512	0023	0003
2028	1213	0112	0104
20280	3524	0023	0003
20281	3525	0023	0003
20282	3525	0023	0013
20283	3512	0023	0013
20284	3524	0023	0013
20285	3524	0012	0003
20286	3525	0012	0003
20287	5525	0012	0003
20288	5524	0012	0003
20289	5524	0023	0003
2029	1215	0112	0104
20290	5524	0012	0004
20291	5524	0012	0011
20292	5524	0012	0001
20293	5544	0023	0003
20294	5514	0023	0003
20295	5512	0023	0003
20296	5525	0023	0003
20297	5515	0023	0003
20298	5545	0023	0003
20299	5525	0012	0004
203	3511	0023	0001
2030	1211	0112	0104
20300	5545	0012	0001
20301	1514	0112	0103
20302	1511	0112	0103
20303	1514	0112	0100
20304	1114	0112	0100
20305	1511	0112	0100
20306	1511	0112	0104
20307	1513	0112	0103
20308	1513	0112	0100
20309	1513	0112	0104
2031	1211	0112	0105
20310	1535	0023	0003
20311	1545	0023	0003
20312	1555	0023	0003
20313	1514	0023	0003
20314	1544	0023	0003
20315	1511	0023	0003
20316	1511	0023	0001
20317	1514	0023	0001
20318	1544	0023	0001
20319	1514	0023	0011
2032	2411	0112	0105
20320	1544	0023	0011
20321	1513	0023	0003
20322	1534	0023	0003
20323	1533	0023	0003
20324	1534	0023	0001
20325	1533	0023	0001
20326	1534	0023	0011
20327	1513	0023	0001
20328	1513	0023	0011
20329	1511	0023	0011
2033	1211	0112	0103
20330	1513	0024	0003
20331	1511	0024	0003
20332	1514	0024	0003
20333	1511	0024	0001
20334	1511	0024	0011
20335	1411	0025	0011
20336	1411	0023	0011
20337	1411	0025	0003
20338	4514	0025	0003
20339	4414	0025	0003
2034	1245	0112	0103
20340	4544	0025	0003
20341	4514	0023	0003
20342	4414	0023	0003
20343	4544	0023	0003
20344	4514	0024	0003
20345	4544	0024	0003
20346	4534	0024	0004
20347	4534	0023	0004
20348	4534	0023	0013
20349	4534	0023	0003
2035	1214	0112	0103
20350	4434	0023	0003
20351	4434	0023	0001
20352	4534	0023	0001
20353	5534	0023	0003
20354	4534	0024	0003
20355	4534	0025	0003
20356	4534	0025	0001
20357	1513	0024	0001
20358	1514	0024	0001
20359	1411	0023	0001
2036	1245	0112	0104
20360	1413	0023	0001
20361	1434	0023	0001
20362	1413	0023	0011
20363	1434	0023	0011
20364	1513	0024	0011
20365	1514	0024	0011
20366	1413	0025	0001
20367	1413	0025	0011
20368	1411	0025	0001
20369	1413	0025	0003
2037	1245	0112	0105
20370	1434	0023	0003
20371	1413	0023	0003
20372	1433	0023	0003
20373	1434	0023	0013
20374	1444	0023	0003
20375	1411	0023	0003
20376	4445	0025	0003
20377	4535	0025	0003
20378	1415	0025	0003
20379	1415	0025	0011
2038	1255	0112	0105
20380	1415	0025	0001
20381	4535	0025	0001
20382	4535	0023	0003
20383	5535	0023	0003
20384	1535	0023	0001
