crn	r0	r1	r2
0	0014	0002
1	0003	0002
10	0034	0002
11	0044	0002
12	0013	0002
13	0013	0012
14	0014	0012
15	0012	0001
16	0024	0001
17	0023	0003
18	0023	0013
19	0034	0023
2	0004	0002
20	0034	0012
21	0023	0014
22	0024	0013
23	0012	0003
24	0024	0003
25	0024	0004
26	0423	0114
27	0424	0114
28	0412	0114
29	0323	0113
3	0002	0001
30	0324	0113
31	0312	0113
32	0124	0111
33	0123	0111
34	0133	0112
35	0134	0112
36	0144	0112
37	0113	0012
38	0114	0012
39	0111	0012
4	0023	0001
40	0033	0012
41	0044	0012
42	0033	0024
43	0044	0024
44	0113	0024
45	0111	0024
46	0111	0023
47	0111	0002
48	0113	0002
49	0114	0002
5	0034	0024
50	0023	0004
51	0012	0004
52	0012	0011
53	0023	0011
54	0024	0011
55	0024	0014
56	0044	0023
57	0011	0002
58	0114	0024
59	0114	0023
6	0033	0023
60	0113	0023
61	0113	0112
62	0112	0111
63	0112	0100
64	0114	0112
65	0111	0102
66	0113	0302
67	0114	0402
68	1200	0112
69	0211	0102
7	0112	0104
70	1203	0112
71	1204	0112
8	0112	0103
9	0033	0002
