crn	r0	r1	r2
1067	0212	0112	0111	0102	0011
1068	0212	0112	0111	0102	0012
1069	0212	0112	0111	0102	0002
107	1222	1202	1100	0112	0111
1070	0222	0112	0111	0102	0002
1071	0212	0112	0111	0012	0002
1072	0222	0212	0211	0102	0002
1073	1222	1211	1202	0111	0102
1074	0111	0201	0200	0100	0012
1075	0111	0201	0100	0022	0012
1076	0212	0112	0100	0022	0011
1077	0212	0112	0111	0022	0011
1078	0211	0111	0200	0022	0002
1079	0211	0111	0201	0022	0002
108	1211	1202	1100	0112	0111
1080	0211	0111	0100	0022	0002
1081	0222	0111	0100	0022	0002
1082	0222	0212	0211	0022	0002
1083	0212	0211	0200	0002	0001
1084	0212	0211	0201	0002	0001
1085	0212	0111	0201	0002	0001
1086	0211	0111	0201	0002	0001
1087	0211	0111	0200	0002	0001
1088	0211	0111	0100	0002	0001
1089	0211	0111	0100	0012	0002
109	1211	1202	1102	1100	0111
1090	0211	0111	0200	0012	0002
1091	0211	0111	0201	0012	0002
1092	0211	0201	0200	0012	0001
1093	0212	0122	0111	0012	0002
1094	0212	0211	0102	0012	0001
1095	0222	0212	0122	0112	0100
1096	0222	0212	0211	0112	0100
1097	1211	1202	1201	0112	0100
1098	1101	0112	0111	0102	0100
1099	1100	0112	0111	0102	0100
11	0222	0212	0111	0200	0012
110	1222	1211	1122	0112	0100
1100	1122	0112	0111	0102	0100
1101	1122	1112	0112	0102	0100
1102	1122	1112	0111	0102	0100
1103	1122	1101	0112	0102	0100
1104	1122	1101	0111	0102	0100
1105	0122	0111	0201	0102	0002
1106	0122	0111	0201	0200	0012
1107	0122	0111	0102	0200	0012
1108	0122	0111	0102	0100	0012
1109	0122	0112	0111	0201	0002
111	1102	1200	0122	0112	0100
1110	1122	1202	1101	1100	0112
1111	1101	1200	1100	0112	0100
1112	1201	1200	1100	0112	0100
1113	1211	1200	1100	0112	0100
1114	1211	1202	1100	0112	0100
1115	1211	1200	0111	0102	0100
1116	0111	0200	0100	0002	0001
1117	1211	1201	1100	0112	0100
1118	1211	1122	1100	0112	0100
1119	1211	1122	1101	0112	0100
112	1102	1200	0122	0111	0100
1120	1211	1122	1112	0112	0100
1121	1211	1122	1102	0112	0100
1122	1211	1122	1102	0111	0100
1123	1202	1102	1100	0111	0102
1124	1122	1202	1100	0111	0102
1125	0111	0200	0100	0022	0002
1126	0112	0111	0102	0200	0002
1127	1122	1202	0112	0111	0100
1128	1122	1201	0112	0111	0100
1129	1122	1112	1102	0112	0100
113	1102	1100	0122	0111	0102
1130	1211	1112	1102	0112	0100
1131	1211	1201	1102	0112	0100
1132	1222	1201	1102	0111	0100
1133	1211	1201	1102	0111	0100
1134	1211	1112	1102	0111	0100
1135	1222	1112	1102	0111	0100
1136	1202	1101	1100	0122	0112
1137	0212	0112	0111	0201	0022
1138	0212	0211	0112	0111	0201
1139	0212	0211	0112	0111	0200
114	1112	1102	1100	0112	0100
1140	0212	0211	0102	0011	0002
1141	0111	0201	0102	0011	0002
1142	0212	0211	0122	0111	0002
1143	0222	0211	0122	0111	0002
1144	0212	0211	0111	0011	0002
1145	0222	0211	0111	0011	0002
1146	0222	0211	0111	0100	0002
1147	0212	0211	0112	0111	0012
1148	0212	0211	0102	0100	0012
1149	0212	0111	0102	0100	0012
115	1112	1102	1101	0112	0100
1150	0212	0111	0102	0200	0012
1151	0211	0111	0201	0200	0012
1152	0212	0111	0201	0200	0012
1153	0212	0111	0200	0100	0012
1154	0212	0111	0201	0100	0012
1155	0211	0111	0200	0100	0012
1156	0211	0111	0201	0100	0012
1157	0212	0122	0111	0200	0012
1158	0212	0122	0111	0201	0012
1159	0212	0112	0111	0201	0012
116	1112	1202	1101	0112	0100
1160	0212	0112	0111	0200	0012
1161	0212	0112	0111	0100	0012
1162	0212	0122	0111	0100	0012
1163	0212	0122	0112	0111	0012
1164	0222	0122	0112	0111	0022
1165	0212	0122	0112	0100	0011
1166	0212	0122	0112	0111	0011
1167	0222	0122	0112	0111	0011
1168	0211	0122	0112	0111	0011
1169	0212	0211	0112	0100	0011
117	1211	1202	1101	0112	0100
1170	0222	0212	0112	0100	0011
1171	0222	0211	0112	0111	0011
1172	0222	0212	0112	0111	0011
1173	0222	0212	0211	0111	0012
1174	0212	0112	0200	0100	0011
1175	0212	0112	0201	0100	0011
1176	0212	0112	0111	0100	0011
1177	0212	0112	0102	0100	0011
1178	0212	0112	0111	0200	0011
1179	0212	0112	0111	0201	0011
118	1211	1202	1101	1100	0112
1180	0111	0102	0200	0100	0012
1181	0212	0112	0111	0200	0022
1182	0122	0111	0200	0100	0012
1183	0212	0211	0112	0111	0011
1184	0111	0201	0102	0200	0002
1185	0111	0201	0102	0100	0002
1186	0212	0112	0102	0200	0100
1187	0212	0122	0112	0111	0200
1188	0211	0122	0112	0111	0200
1189	0211	0122	0112	0111	0201
119	1222	1202	1101	1100	0112
1190	0222	0212	0112	0201	0100
1191	0222	0212	0112	0200	0100
1192	0212	0211	0112	0201	0100
1193	0212	0211	0112	0200	0100
1194	0222	0211	0112	0111	0200
1195	0222	0211	0112	0111	0201
1196	0222	0212	0112	0111	0201
1197	0212	0211	0112	0111	0001
1198	0222	0212	0112	0111	0001
1199	0222	0211	0112	0111	0001
12	0222	0112	0111	0200	0012
120	0222	0122	0111	0100	0012
1200	0212	0211	0112	0111	0002
1201	0212	0122	0112	0111	0002
1202	0222	0211	0112	0111	0002
1203	0212	0122	0112	0111	0201
1204	0212	0122	0112	0111	0100
1205	1202	1201	0112	0111	0102
1206	1101	1100	0112	0111	0100
1207	1211	1202	0112	0111	0100
1208	1201	1200	0112	0111	0100
1209	1211	1200	0112	0111	0100
121	0222	0122	0111	0200	0012
1210	1202	1200	0112	0111	0100
1211	1202	1201	0112	0111	0100
1212	1202	0122	0112	0111	0100
1213	1222	1122	0112	0111	0100
1214	1211	1122	0122	0112	0100
1215	1211	1122	0112	0102	0100
1216	1122	1102	0122	0112	0100
1217	1122	1100	0122	0112	0100
1218	1122	1101	0122	0112	0100
1219	1122	1112	0122	0112	0100
122	0222	0122	0111	0022	0012
1220	0122	0111	0011	0002	0001
1221	0122	0111	0100	0002	0001
1222	0122	0111	0200	0002	0001
1223	0122	0111	0201	0002	0001
1224	0222	0111	0011	0002	0001
1225	1222	1202	0122	0112	0111
1226	0111	0201	0100	0002	0001
1227	0111	0201	0200	0022	0002
1228	1202	1101	1100	0112	0111
1229	1201	1101	1100	0112	0100
123	0222	0111	0102	0022	0012
1230	1211	1101	1100	0112	0100
1231	1202	1101	1100	0112	0100
1232	1211	1112	1100	0112	0100
1233	1122	1101	1100	0112	0100
1234	1122	1101	1100	0112	0102
1235	1211	1201	1101	0112	0100
1236	1211	1112	1101	0112	0100
1237	1122	1112	1102	0111	0100
1238	1202	1100	0122	0111	0102
1239	1202	1100	0112	0111	0102
124	0222	0212	0211	0201	0002
1240	1200	1100	0112	0111	0102
1241	0211	0111	0201	0102	0002
1242	0211	0111	0201	0200	0002
1243	0211	0112	0111	0201	0102
1244	0211	0111	0200	0100	0002
1245	0211	0111	0201	0100	0002
1246	0111	0102	0100	0011	0002
1247	0111	0102	0200	0100	0002
1248	1211	0122	0112	0111	0100
1249	1201	0122	0112	0111	0100
125	0222	0212	0211	0200	0002
1250	0212	0122	0111	0201	0002
1251	0212	0122	0111	0200	0002
1252	0222	0122	0111	0201	0002
1253	0222	0122	0111	0200	0002
1254	0212	0122	0111	0100	0002
1255	0212	0122	0111	0012	0001
1256	1211	1122	0112	0111	0100
1257	0212	0211	0102	0200	0002
1258	0212	0211	0102	0100	0002
1259	0222	0212	0122	0111	0002
126	0222	0212	0211	0111	0002
1260	0222	0212	0111	0011	0002
1261	0222	0212	0100	0011	0002
1262	0111	0201	0100	0011	0002
1263	0111	0200	0100	0011	0002
1264	0211	0112	0111	0100	0001
1265	0111	0201	0200	0011	0002
1266	0212	0201	0200	0011	0002
1267	0222	0212	0200	0011	0002
1268	0222	0212	0201	0011	0002
1269	0222	0111	0201	0011	0002
127	0222	0212	0211	0011	0002
1270	0212	0102	0100	0011	0002
1271	0212	0112	0100	0011	0001
1272	0212	0112	0111	0011	0001
1273	0212	0112	0111	0012	0001
1274	0122	0111	0100	0022	0002
1275	0122	0111	0200	0022	0002
1276	0122	0111	0201	0022	0002
1277	0122	0111	0201	0100	0012
1278	0112	0111	0102	0011	0002
1279	0112	0111	0200	0100	0001
128	0222	0111	0200	0011	0002
1280	0112	0111	0201	0100	0001
1281	0212	0112	0201	0200	0100
1282	1222	1202	0122	0112	0100
1283	1202	1201	1100	0111	0102
1284	1122	1101	1100	0111	0102
1285	1201	1101	1100	0111	0102
1286	1211	1101	1100	0111	0102
1287	1202	1101	1100	0111	0102
1288	0122	0111	0102	0200	0002
1289	0122	0111	0102	0100	0002
129	0222	0111	0100	0011	0002
1290	0122	0111	0200	0100	0002
1291	0122	0111	0201	0100	0002
1292	0122	0111	0201	0200	0002
1293	0122	0111	0102	0011	0002
1294	0222	0111	0102	0011	0002
1295	0122	0111	0201	0011	0002
1296	0222	0212	0111	0200	0002
1297	0222	0212	0111	0100	0002
1298	0222	0211	0111	0201	0002
1299	0222	0211	0111	0200	0002
13	0222	0112	0111	0100	0012
130	0222	0111	0100	0022	0012
1300	0122	0112	0111	0200	0002
1301	0122	0112	0111	0100	0002
1302	0222	0112	0111	0100	0002
1303	0222	0112	0111	0200	0002
1304	0122	0111	0100	0011	0002
1305	0122	0111	0200	0011	0002
1306	0111	0201	0200	0100	0002
1307	0212	0211	0111	0201	0002
1308	0212	0211	0201	0102	0002
1309	0111	0201	0100	0022	0002
131	0222	0111	0200	0022	0012
1310	0222	0212	0011	0002	0001
1311	0222	0212	0111	0002	0001
1312	0212	0211	0111	0002	0001
1313	0212	0211	0200	0012	0001
1314	0222	0212	0201	0002	0001
1315	1211	1201	0112	0102	0100
1316	1222	1201	1200	0112	0100
1317	1211	1202	1200	0112	0111
1318	1211	1202	1201	0112	0111
1319	1222	1211	1200	0112	0100
132	0222	0111	0201	0022	0012
1320	1222	1211	1201	0112	0100
1321	1211	1201	1200	0112	0100
1322	1211	1112	1201	0112	0100
1323	1211	1112	0122	0112	0100
1324	0212	0112	0111	0102	0001
1325	1222	0112	0111	0102	0100
1326	0212	0112	0111	0102	0200
1327	0222	0112	0111	0102	0200
1328	0212	0112	0111	0201	0002
1329	0212	0112	0111	0201	0102
133	0222	0111	0201	0022	0002
1330	0212	0112	0111	0201	0200
1331	0211	0112	0111	0201	0200
1332	0211	0112	0111	0201	0100
1333	0211	0112	0111	0200	0100
1334	0212	0112	0111	0201	0001
1335	0222	0112	0111	0201	0001
1336	0222	0112	0111	0200	0001
1337	0222	0112	0111	0100	0001
1338	0212	0112	0111	0100	0001
1339	0212	0112	0111	0200	0001
134	0222	0111	0200	0022	0002
1340	0212	0112	0111	0201	0100
1341	0212	0112	0111	0200	0100
1342	0222	0112	0111	0201	0100
1343	0222	0112	0111	0200	0100
1344	0212	0111	0100	0002	0001
1345	0222	0112	0111	0201	0200
1346	0222	0112	0111	0201	0002
1347	0222	0112	0111	0201	0102
1348	0222	0111	0201	0102	0002
1349	0222	0111	0102	0200	0002
135	0222	0111	0102	0022	0002
1350	0222	0111	0201	0200	0002
1351	0222	0111	0102	0100	0002
1352	0212	0112	0111	0200	0002
1353	0212	0112	0111	0100	0002
1354	0212	0112	0201	0102	0200
1355	0212	0112	0201	0102	0100
1356	0122	0112	0111	0100	0001
1357	0222	0212	0211	0002	0001
1358	1211	1201	0122	0112	0100
1359	0212	0111	0200	0002	0001
136	1112	0122	0112	0102	0100
1360	1222	1201	0112	0102	0100
1361	1222	1211	0112	0102	0100
1362	1222	1201	0122	0112	0100
1363	1222	1211	0122	0112	0100
1364	1211	1201	0111	0102	0100
1365	1211	1101	0111	0102	0100
1366	0212	0111	0201	0102	0002
1367	0112	0200	0100	0011	0001
1368	0112	0201	0100	0011	0001
1369	0122	0112	0111	0201	0001
137	1112	0122	0111	0102	0100
1370	0122	0112	0111	0200	0001
1371	0212	0111	0102	0200	0002
1372	0212	0111	0201	0200	0002
1373	0212	0111	0201	0100	0002
1374	1122	1112	0112	0111	0100
1375	1122	1101	0112	0111	0100
1376	1211	1201	0112	0111	0100
1377	1122	1100	0112	0111	0100
1378	1222	1201	0112	0111	0100
1379	1222	1211	0112	0111	0100
138	1102	0122	0112	0102	0100
1380	1222	1112	0112	0111	0100
1381	1211	1112	0112	0111	0100
1382	1200	0122	0112	0111	0102
1383	0222	0211	0102	0002	0001
1384	1112	1102	1200	0112	0111
1385	1202	1102	1200	1100	0112
1386	1222	1102	1200	1100	0112
1387	0102	0200	0100	0012	0011
1388	0201	0200	0011	0002	0001
1389	0201	0100	0011	0002	0001
139	1102	0122	0111	0102	0100
1390	0211	0100	0011	0002	0001
1391	0211	0100	0022	0002	0001
1392	0211	0102	0022	0002	0001
1393	0222	0211	0201	0102	0012
1394	0222	0212	0122	0102	0200
1395	0222	0211	0122	0102	0200
1396	0111	0201	0102	0100	0022
1397	0111	0201	0102	0200	0022
1398	0222	0212	0201	0102	0200
1399	0222	0212	0211	0102	0200
14	0222	0112	0111	0102	0012
140	1101	0122	0112	0102	0100
1400	0222	0212	0211	0102	0100
1401	0222	0212	0211	0122	0100
1402	0200	0100	0011	0002	0001
1403	0200	0022	0011	0002	0001
1404	0222	0022	0011	0002	0001
1405	1201	1200	1100	0112	0111
1406	1222	1200	1100	0112	0111
1407	1222	1201	1100	0112	0111
1408	0222	0211	0201	0102	0200
1409	0222	0211	0112	0102	0012
141	1100	0122	0112	0102	0100
1410	0222	0211	0102	0100	0012
1411	0222	0212	0211	0102	0022
1412	0222	0211	0201	0102	0022
1413	0222	0211	0111	0102	0022
1414	0222	0211	0111	0102	0011
1415	1202	1102	1101	1200	0112
1416	0211	0112	0102	0100	0022
1417	0211	0112	0102	0200	0022
1418	0201	0022	0011	0002	0001
1419	0100	0022	0011	0002	0001
142	1100	0122	0111	0102	0100
1420	0222	0201	0022	0012	0002
1421	0201	0100	0022	0012	0011
1422	0200	0100	0022	0012	0011
1423	0201	0200	0022	0012	0002
1424	0211	0102	0022	0012	0002
1425	0212	0211	0122	0102	0001
1426	0222	0211	0122	0102	0001
1427	0201	0102	0100	0012	0011
1428	1201	1102	1200	1100	0112
1429	1201	1102	1200	1100	0111
143	1200	0122	0112	0102	0100
1430	1211	1122	1200	0112	0102
1431	1211	1201	1200	0112	0102
1432	1211	1102	1200	0112	0102
1433	0222	0112	0201	0102	0200
1434	0222	0112	0201	0102	0100
1435	0222	0212	0201	0102	0100
1436	0222	0211	0201	0102	0100
1437	0201	0200	0022	0011	0002
1438	0201	0100	0022	0011	0002
1439	0211	0102	0022	0012	0011
144	1200	0122	0111	0102	0100
1440	0211	0100	0022	0012	0011
1441	0222	0201	0011	0002	0001
1442	0222	0200	0011	0002	0001
1443	0222	0211	0011	0002	0001
1444	0222	0211	0022	0012	0002
1445	0211	0122	0201	0102	0012
1446	0211	0122	0112	0102	0012
1447	0102	0200	0022	0012	0011
1448	0102	0100	0022	0012	0011
1449	0112	0100	0022	0012	0011
145	1112	1202	1201	0112	0100
1450	0212	0211	0122	0102	0200
1451	0212	0211	0122	0102	0011
1452	0212	0211	0122	0100	0011
1453	0201	0200	0022	0012	0011
1454	0102	0200	0011	0002	0001
1455	0201	0200	0012	0011	0002
1456	0201	0022	0012	0011	0002
1457	0211	0022	0012	0011	0002
1458	0211	0111	0022	0011	0001
1459	0201	0200	0100	0012	0011
146	1112	1101	1200	1100	0112
1460	0211	0201	0022	0012	0002
1461	0211	0200	0022	0012	0002
1462	0211	0100	0022	0012	0002
1463	0211	0100	0022	0012	0001
1464	0222	0211	0022	0002	0001
1465	0222	0200	0022	0012	0011
1466	0222	0211	0022	0012	0011
1467	0201	0200	0022	0011	0001
1468	0211	0102	0022	0011	0002
1469	0211	0102	0022	0011	0001
147	1112	1201	1200	0112	0100
1470	0222	0201	0022	0011	0002
1471	0222	0100	0022	0011	0002
1472	0222	0100	0022	0012	0011
1473	0211	0200	0022	0002	0001
1474	0211	0201	0022	0002	0001
1475	0211	0102	0011	0002	0001
1476	0211	0102	0012	0011	0002
1477	1211	1201	1100	0112	0111
1478	0211	0112	0102	0011	0002
1479	0200	0022	0012	0011	0002
148	1112	1200	0122	0112	0100
1480	0222	0022	0012	0011	0002
1481	0211	0022	0011	0002	0001
1482	0200	0100	0022	0011	0002
1483	0211	0100	0022	0011	0002
1484	0211	0100	0012	0011	0002
1485	0211	0201	0012	0011	0002
1486	0211	0200	0012	0011	0002
1487	1202	1201	1200	1100	0112
1488	1222	1211	1122	1100	0112
1489	0200	0100	0012	0011	0002
149	1112	1201	0122	0112	0100
1490	0100	0022	0012	0011	0002
1491	0211	0112	0201	0102	0022
1492	1202	1201	1200	0112	0102
1493	1222	1211	1200	0112	0102
1494	1222	1211	1200	0112	0111
1495	1211	1202	1102	1100	0112
1496	1211	1202	1102	1200	0112
1497	1211	1202	1102	1200	0111
1498	1222	1202	1102	1200	0111
1499	1211	1202	1100	0122	0112
15	0222	0212	0111	0102	0012
150	1112	1202	0122	0112	0100
1500	1211	1200	1100	0122	0112
1501	1201	1200	1100	0122	0112
1502	0211	0122	0112	0102	0200
1503	0211	0122	0112	0102	0100
1504	0201	0102	0200	0012	0011
1505	0211	0102	0200	0012	0011
1506	1202	1102	1200	0112	0111
1507	1202	1102	1200	0122	0111
1508	1222	1102	1200	0122	0111
1509	0211	0112	0201	0102	0200
151	1101	1200	0122	0112	0100
1510	0211	0112	0201	0102	0100
1511	0211	0122	0111	0102	0100
1512	0211	0122	0111	0102	0011
1513	0211	0122	0111	0102	0022
1514	0222	0211	0122	0112	0100
1515	0201	0102	0200	0011	0002
1516	0201	0102	0200	0011	0001
1517	0201	0102	0100	0011	0001
1518	0201	0102	0100	0011	0002
1519	0211	0122	0102	0002	0001
152	1211	1200	0122	0112	0100
1520	0211	0100	0012	0002	0001
1521	0211	0122	0112	0102	0022
1522	0102	0200	0022	0011	0002
1523	0102	0200	0012	0011	0002
1524	0102	0200	0012	0011	0001
1525	0211	0201	0011	0002	0001
1526	0211	0200	0011	0002	0001
1527	0222	0100	0011	0002	0001
1528	0122	0100	0022	0012	0011
1529	0102	0200	0022	0011	0001
153	0111	0102	0200	0012	0002
1530	0102	0100	0022	0011	0002
1531	0102	0100	0022	0011	0001
1532	0212	0200	0022	0011	0001
1533	0212	0201	0022	0011	0001
1534	0212	0211	0022	0011	0001
1535	0222	0211	0022	0011	0001
1536	0211	0200	0022	0012	0011
1537	0222	0211	0012	0011	0002
1538	0211	0201	0022	0012	0011
1539	0211	0201	0022	0011	0002
154	0111	0102	0200	0022	0012
1540	0222	0201	0012	0011	0002
1541	0222	0200	0012	0011	0002
1542	0222	0100	0012	0011	0002
1543	1222	1211	1200	0122	0112
1544	1222	1211	1200	0122	0111
1545	1222	1211	1202	0122	0111
1546	0212	0122	0201	0102	0200
1547	0212	0122	0201	0102	0100
1548	0201	0200	0100	0022	0011
1549	0222	0211	0200	0002	0001
155	0111	0102	0100	0022	0012
1550	0222	0211	0201	0002	0001
1551	0222	0211	0201	0102	0011
1552	0222	0211	0112	0102	0011
1553	0222	0211	0122	0102	0011
1554	1102	1101	1200	0112	0102
1555	1102	1101	1200	0111	0102
1556	1202	1102	1200	0111	0102
1557	1222	1102	1200	0111	0102
1558	1202	1102	1200	0112	0102
1559	1202	1102	1200	0122	0112
156	0111	0102	0100	0012	0002
1560	1201	1102	1200	0112	0102
1561	1201	1102	1200	0111	0102
1562	0222	0212	0111	0102	0200
1563	0222	0211	0111	0102	0200
1564	0222	0211	0111	0102	0100
1565	0212	0211	0111	0102	0100
1566	0212	0211	0111	0102	0022
1567	0212	0211	0122	0102	0022
1568	0201	0102	0200	0022	0011
1569	0211	0102	0200	0022	0011
157	0112	0111	0200	0012	0002
1570	0211	0102	0200	0022	0001
1571	0211	0102	0100	0022	0001
1572	0211	0102	0100	0022	0011
1573	0212	0211	0100	0002	0001
1574	0211	0201	0100	0002	0001
1575	0211	0200	0100	0002	0001
1576	0211	0200	0100	0012	0011
1577	0222	0200	0100	0012	0011
1578	0211	0201	0102	0002	0001
1579	0211	0102	0100	0002	0001
158	0112	0111	0201	0012	0002
1580	0201	0100	0012	0011	0002
1581	0102	0100	0012	0011	0002
1582	0102	0200	0100	0011	0002
1583	0102	0200	0100	0011	0001
1584	0102	0100	0011	0002	0001
1585	0122	0100	0011	0002	0001
1586	0112	0100	0022	0011	0002
1587	0122	0100	0022	0011	0002
1588	1211	1122	1202	1100	0112
1589	1211	1122	1200	1100	0112
159	0112	0111	0022	0012	0002
1590	1211	1122	1201	1100	0112
1591	0222	0212	0211	0122	0102
1592	0222	0212	0211	0122	0111
1593	0212	0102	0200	0022	0011
1594	0211	0201	0200	0002	0001
1595	0211	0102	0200	0002	0001
1596	0211	0102	0100	0012	0011
1597	0211	0102	0200	0012	0002
1598	0211	0102	0100	0012	0002
1599	0211	0122	0102	0012	0002
16	0222	0212	0111	0100	0012
160	0112	0111	0022	0012	0001
1600	0211	0122	0102	0012	0011
1601	0211	0122	0102	0022	0011
1602	0211	0122	0102	0022	0001
1603	0122	0112	0201	0102	0100
1604	0122	0112	0201	0102	0200
1605	0201	0200	0100	0011	0002
1606	1112	1200	0122	0112	0102
1607	1112	1200	0122	0112	0111
1608	1112	1201	1200	0112	0111
1609	1112	1201	1200	0112	0102
161	0112	0111	0022	0011	0002
1610	1112	1202	1100	0111	0100
1611	1112	1201	1100	0111	0102
1612	0212	0211	0122	0111	0201
1613	0212	0211	0122	0111	0200
1614	0212	0211	0122	0111	0100
1615	0212	0211	0122	0111	0102
1616	0222	0211	0122	0111	0102
1617	0222	0211	0122	0111	0022
1618	0222	0211	0122	0111	0011
1619	0211	0112	0201	0102	0012
162	0112	0111	0012	0011	0002
1620	0211	0112	0201	0102	0011
1621	0211	0112	0102	0012	0011
1622	0222	0211	0100	0002	0001
1623	0222	0201	0100	0012	0011
1624	0222	0211	0100	0012	0011
1625	0222	0211	0100	0012	0001
1626	0212	0211	0201	0102	0011
1627	0212	0211	0201	0102	0022
1628	0222	0211	0122	0102	0022
1629	1201	1200	0122	0112	0111
163	0112	0111	0201	0102	0022
1630	1211	1200	0122	0112	0111
1631	1222	1100	0122	0111	0102
1632	0211	0201	0200	0012	0002
1633	0211	0201	0100	0012	0002
1634	0211	0200	0100	0012	0002
1635	0211	0200	0100	0012	0001
1636	0211	0201	0100	0012	0001
1637	0211	0201	0100	0012	0011
1638	0211	0122	0100	0002	0001
1639	1222	1211	1202	1100	0112
164	0112	0111	0201	0200	0022
1640	1222	1211	1201	1100	0112
1641	1222	1211	1200	1100	0112
1642	1222	1201	1200	1100	0112
1643	1201	1101	1100	0112	0111
1644	1211	1101	1100	0112	0111
1645	1222	1101	1100	0112	0111
1646	1122	1200	1100	0112	0111
1647	0211	0201	0200	0012	0011
1648	0211	0122	0100	0012	0011
1649	0211	0122	0100	0012	0001
165	0112	0111	0200	0100	0022
1650	0222	0211	0102	0012	0011
1651	0222	0211	0102	0012	0002
1652	0222	0211	0100	0012	0002
1653	0222	0211	0200	0012	0002
1654	1201	1101	1200	0112	0102
1655	1201	1101	1200	0112	0111
1656	1211	1101	1200	0112	0102
1657	1211	1101	1200	0112	0111
1658	1222	1122	1200	0112	0102
1659	1222	1122	1200	0111	0102
166	0112	0111	0201	0100	0022
1660	1222	1122	1200	0111	0100
1661	1222	1122	1112	0111	0100
1662	0212	0201	0200	0022	0011
1663	0212	0201	0100	0022	0011
1664	0212	0211	0100	0022	0011
1665	0211	0112	0100	0002	0001
1666	0222	0212	0122	0201	0100
1667	0222	0211	0122	0201	0100
1668	0102	0200	0100	0022	0011
1669	0112	0200	0100	0022	0011
167	0112	0111	0200	0100	0012
1670	0212	0111	0102	0100	0022
1671	0212	0111	0102	0200	0022
1672	0212	0211	0102	0200	0022
1673	0212	0211	0102	0200	0011
1674	0212	0211	0102	0100	0011
1675	0212	0122	0111	0102	0200
1676	1202	1201	1200	0122	0112
1677	1202	1201	1100	0122	0112
1678	1202	1200	1100	0122	0112
1679	1222	1200	1100	0122	0112
168	0112	0111	0201	0100	0012
1680	0211	0102	0200	0011	0002
1681	0211	0102	0100	0011	0002
1682	0211	0102	0100	0022	0012
1683	0212	0102	0200	0012	0011
1684	0222	0212	0111	0102	0022
1685	0222	0122	0111	0102	0022
1686	0222	0122	0111	0102	0011
1687	0222	0122	0111	0201	0011
1688	0222	0122	0111	0201	0022
1689	0222	0122	0111	0200	0022
169	0112	0111	0201	0100	0011
1690	0222	0122	0111	0200	0011
1691	0211	0122	0112	0102	0002
1692	0222	0211	0122	0102	0012
1693	0222	0201	0200	0012	0011
1694	0222	0211	0200	0012	0011
1695	0222	0211	0112	0102	0022
1696	0222	0211	0102	0200	0022
1697	0222	0211	0102	0100	0022
1698	1201	1200	1100	0122	0111
1699	1201	1102	1100	0122	0111
17	0222	0212	0111	0022	0012
