crn	r0	r1	r2
12449	1211	1134	0122
1245	0444	0012	0001
12450	1211	1133	0122
12451	1211	1104	0122
12452	1211	1103	0122
12453	1211	1100	0122
12454	1422	1204	0112
12455	0412	0212	0144
12456	0412	0214	0144
12457	0423	0212	0144
12458	1124	0414	0104
12459	1124	0414	0103
1246	0444	0012	0004
12460	0224	0402	0034
12461	3302	0004	0003
12462	1134	2300	0323
12463	1204	0433	0112
12464	1203	0334	0002
12465	1203	0333	0002
12466	1203	0333	0112
12467	0223	0133	0302
12468	0214	0400	0002
12469	0213	0300	0002
1247	0444	0023	0004
12470	2301	0023	0002
12471	2304	0023	0002
12472	0224	0402	0014
12473	0312	0212	0133
12474	0312	0214	0133
12475	1114	0413	0024
12476	2412	0144	0023
12477	2412	0144	0024
12478	0224	0134	0402
12479	0324	0212	0133
1248	0444	0033	0024
12480	3302	0044	0003
12481	3302	0014	0003
12482	1244	0112	0400
12483	2302	0323	0134
12484	0223	0302	0034
12485	0223	0302	0013
12486	0223	0134	0302
12487	2304	0024	0023
12488	2301	0024	0023
12489	2401	0024	0023
1249	2444	0033	0012
12490	2401	0024	0012
12491	2301	0023	0012
12492	1211	0122	0104
12493	1211	0122	0103
12494	1211	0122	0100
12495	0234	0412	0144
12496	0244	0412	0144
12497	0214	0144	0122
12498	0214	0134	0122
12499	0213	0134	0122
125	0323	0014	0003
1250	2444	0033	0023
12500	2312	0123	0113
12501	2411	0124	0123
12502	0412	0213	0144
12503	0412	0211	0144
12504	0312	0211	0133
12505	1203	0044	0002
12506	1203	0033	0002
12507	1123	0313	0104
12508	1144	1102	0414
12509	1134	1102	0313
1251	4402	0003	0002
12510	1133	1102	0313
12511	1203	0344	0112
12512	1204	0444	0112
12513	0224	0312	0133
12514	0211	0122	0100
12515	1123	0313	0103
12516	3324	1234	0112
12517	2312	0133	0023
12518	2312	0134	0023
12519	2312	0134	0024
1252	4422	0003	0002
12520	2412	0134	0024
12521	1301	0133	0112
12522	4402	0434	0004
12523	2412	0124	0114
12524	0213	0133	0122
12525	0214	0133	0122
12526	0213	0144	0122
12527	4402	0033	0004
12528	4402	0013	0004
12529	0422	0144	0201
1253	3422	0004	0002
12530	0322	0133	0201
12531	2312	0133	0024
12532	2302	0133	0112
12533	2302	0134	0112
12534	2403	0024	0002
12535	2402	0144	0112
12536	2412	0134	0023
12537	1234	1312	0023
12538	2412	0144	0012
12539	2412	0134	0012
1254	0224	0004	0002
12540	4412	4403	0044
12541	4412	4401	0044
12542	4403	0034	0024
12543	4401	0034	0024
12544	1204	1400	0112
12545	1244	1400	0112
12546	1234	1312	0033
12547	1233	1312	0033
12548	1203	0034	0002
12549	1204	0033	0002
1255	0424	0114	0200
12550	1204	0034	0002
12551	1204	0044	0002
12552	1204	0114	0002
12553	1203	0114	0002
12554	1204	0444	0002
12555	1204	0434	0002
12556	1204	0113	0002
12557	1234	0112	0400
12558	1234	0112	0300
12559	1124	0313	0103
1256	0423	0114	0200
12560	4402	0011	0004
12561	3302	0011	0003
12562	3304	0024	0003
12563	3304	0012	0003
12564	1211	0323	0103
12565	1211	0424	0104
12566	2403	0024	0023
12567	2403	0024	0012
12568	2304	0023	0012
12569	2401	0024	0002
1257	0114	0200	0002
12570	0234	0312	0133
12571	0244	0312	0133
12572	2402	0134	0112
12573	1234	1412	0024
12574	4401	0012	0004
12575	2312	0133	0012
12576	2312	0134	0012
12577	1203	0113	0002
12578	3301	0024	0003
12579	1134	0313	0102
1258	0111	0200	0002
12580	1134	0414	0102
12581	4403	0012	0004
12582	4403	0023	0004
12583	4401	0023	0004
12584	0244	0400	0002
12585	0233	0300	0002
12586	3424	3401	0034
12587	3412	3401	0034
12588	3412	1401	0034
12589	0412	0144	0204
1259	0113	0200	0002
12590	0412	0144	0203
12591	0412	0144	0201
12592	0234	0300	0002
12593	1102	0244	0111
12594	1214	0100	0024
12595	1214	0100	0023
12596	1300	0033	0023
12597	1300	0033	0024
12598	3312	3304	0033
12599	3324	3304	0033
126	0323	0011	0003
1260	0223	0213	0002
12600	1102	0233	0111
12601	1102	0234	0111
12602	3302	0244	0113
12603	1412	0444	0104
12604	3324	3301	0033
12605	3312	3301	0033
12606	0312	0133	0203
12607	0312	0133	0204
12608	0312	0213	0133
12609	0414	0204	0102
1261	2402	0013	0012
12610	0313	0203	0102
12611	1214	0424	0123
12612	0312	0123	0114
12613	1233	0112	0300
12614	1200	0112	0044
12615	1200	0112	0034
12616	1200	0112	0033
12617	0412	0124	0113
12618	4423	1234	0112
12619	0233	0312	0133
1262	2402	0033	0012
12620	1402	1204	0112
12621	1302	1203	0112
12622	4402	0233	0114
12623	4402	0211	0114
12624	4402	0213	0114
12625	4403	0024	0014
12626	4401	0024	0014
12627	4423	4403	0044
12628	4423	4401	0044
12629	1411	2404	0024
1263	2322	0044	0024
12630	1411	2403	0024
12631	3404	0034	0024
12632	2413	0124	0023
12633	2314	0123	0024
12634	2311	0124	0123
12635	2311	0123	0012
12636	2411	0124	0012
12637	2411	0124	0023
12638	2413	1424	0014
12639	2311	0123	0024
1264	2322	0111	0024
12640	3302	0214	0113
12641	3302	0211	0113
12642	1413	2403	0024
12643	1314	3402	0033
12644	1403	0023	0014
12645	3301	0012	0003
12646	3301	0023	0013
12647	1314	2304	0023
12648	1314	2303	0023
12649	1311	2303	0023
1265	2322	0114	0024
12650	1311	2304	0023
12651	1311	2301	0023
12652	1314	2301	0023
12653	1413	2404	0024
12654	1413	2401	0024
12655	1411	2401	0024
12656	1334	1201	0023
12657	1333	1201	0023
12658	1213	0323	0124
12659	1413	3402	0044
1266	2301	0114	0024
12660	2314	0123	0012
12661	2413	0124	0012
12662	1214	0424	0104
12663	1213	0424	0104
12664	0434	0412	0144
12665	0433	0412	0144
12666	0211	0124	0102
12667	0433	0324	0004
12668	1104	0024	0011
12669	1104	0023	0011
1267	2314	0114	0024
12670	1114	1102	0414
12671	1113	1102	0313
12672	0211	0123	0102
12673	2411	1424	0014
12674	1214	0323	0103
12675	1213	0323	0103
12676	1203	0334	0112
12677	1304	0024	0013
12678	2311	1323	0013
12679	2314	1323	0013
1268	2313	0114	0024
12680	0234	0414	0102
12681	1103	0024	0011
12682	1103	0023	0011
12683	1403	0024	0013
12684	4402	0111	0004
12685	4402	0113	0004
12686	1302	0301	0003
12687	0344	0423	0003
12688	0423	0314	0134
12689	3323	0313	0103
1269	0213	0114	0024
12690	4402	0414	0004
12691	3304	0023	0013
12692	1301	0024	0013
12693	1444	1201	0024
12694	1434	1201	0024
12695	1404	0114	0002
12696	1303	0113	0002
12697	0244	0414	0102
12698	0233	0313	0102
12699	1302	0311	0003
127	0312	0011	0003
1270	0211	0114	0024
12700	4424	0414	0104
12701	0133	0124	0301
12702	3302	0334	0003
12703	3302	0313	0003
12704	4403	0044	0002
12705	1213	0100	0024
12706	1213	0100	0023
12707	0312	0133	0201
12708	1234	0100	0012
12709	1402	0401	0004
1271	0233	0114	0024
12710	1402	0411	0004
12711	4402	0114	0401
12712	4402	0114	0403
12713	0313	0213	0102
12714	0414	0214	0102
12715	0423	0313	0144
12716	0423	0311	0144
12717	4412	0414	0104
12718	3302	0114	0003
12719	3302	0111	0003
1272	0213	0114	0023
12720	1112	0414	0104
12721	1112	0313	0103
12722	1402	0104	0001
12723	1302	0103	0001
12724	3423	3403	0034
12725	0412	0144	0003
12726	1244	0100	0012
12727	1233	0100	0012
12728	1233	1300	0112
12729	1233	1304	0112
1273	0213	0113	0023
12730	1244	1403	0112
12731	0411	0104	0012
12732	3424	3404	0034
12733	1103	0333	0312
12734	3312	0313	0103
12735	1204	0434	0112
12736	0312	0133	0004
12737	3423	1401	0034
12738	3423	3401	0034
12739	1403	0044	0002
1274	0233	0113	0023
12740	4401	0044	0002
12741	1324	1304	0013
12742	3424	1301	0034
12743	0324	0400	0034
12744	0312	0400	0034
12745	1312	0333	0103
12746	0424	0413	0134
12747	0313	0133	0302
12748	3412	1301	0034
12749	3412	3404	0034
1275	0233	0113	0024
12750	1144	0414	0412
12751	1144	0414	0102
12752	1133	0313	0102
12753	3412	3403	0034
12754	1412	3403	0034
12755	1312	1304	0013
12756	0413	0104	0012
12757	0234	0313	0102
12758	1201	0104	0024
12759	1201	0104	0023
1276	0233	0111	0024
12760	0324	0413	0134
12761	1201	0103	0023
12762	1201	0103	0024
12763	0412	0300	0034
12764	0423	0300	0034
12765	1403	0034	0002
12766	1304	0034	0002
12767	0412	0144	0113
12768	1304	0033	0002
12769	1304	0023	0014
1277	0233	0111	0012
12770	1401	0023	0014
12771	3402	0114	0403
12772	3302	0113	0304
12773	3302	0113	0301
12774	1312	3404	0034
12775	3303	0034	0002
12776	1314	3402	0113
12777	1104	0444	0412
12778	1104	0434	0312
12779	4404	0034	0002
1278	0233	0114	0012
12780	3304	0033	0002
12781	3301	0033	0002
12782	1400	0044	0023
12783	1400	0044	0024
12784	0323	0314	0134
12785	0424	0314	0134
12786	1103	0014	0002
12787	1104	0014	0002
12788	1104	0013	0002
12789	1103	0013	0002
1279	0233	0113	0012
12790	1312	3401	0034
12791	4404	0014	0002
12792	3303	0013	0002
12793	3403	0034	0002
12794	0413	0134	0002
12795	1312	0434	0104
12796	1412	0334	0103
12797	3401	0034	0002
12798	1301	0034	0002
12799	0314	0134	0002
128	0312	0014	0003
1280	0213	0113	0012
12800	3404	0034	0002
12801	1403	0044	0024
12802	1203	1300	0112
12803	0412	0144	0401
12804	0412	0144	0403
12805	1402	0104	0011
12806	1112	1104	0013
12807	1401	0034	0002
12808	1403	0014	0002
12809	1112	1104	0014
1281	0211	0113	0012
12810	1112	1103	0014
12811	1112	1103	0013
12812	1401	0014	0002
12813	1301	0013	0002
12814	1304	0013	0002
12815	1423	1403	0014
12816	1412	1403	0014
12817	4403	0044	0023
12818	4403	0044	0012
12819	4401	0044	0012
1282	0411	0113	0012
12820	1423	1401	0014
12821	0312	0133	0044
12822	1302	0103	0011
12823	1412	1401	0034
12824	1412	3401	0034
12825	3313	0133	0023
12826	3313	0134	0023
12827	0412	0144	0400
12828	3402	0113	0304
12829	0312	0133	0114
1283	0411	0114	0012
12830	1324	1301	0013
12831	1312	1301	0034
12832	3413	0134	0023
12833	0411	0104	0023
12834	0311	0103	0024
12835	1113	0311	0023
12836	1114	0411	0024
12837	0314	0103	0012
12838	0323	0413	0134
12839	0312	0133	0304
1284	0413	0114	0012
12840	0312	0133	0300
12841	0334	0312	0133
12842	0413	0104	0023
12843	1412	1401	0014
12844	0312	0133	0301
12845	0312	0133	0014
12846	0412	0144	0033
12847	0412	0144	0013
12848	3304	0033	0024
12849	1133	0314	0023
1285	0433	0114	0012
12850	1133	0311	0023
12851	1144	0411	0024
12852	1312	1301	0013
12853	0144	0123	0401
12854	1413	3402	0114
12855	1144	0413	0024
12856	4411	0144	0024
12857	4411	0144	0023
12858	4411	0144	0012
12859	4401	0044	0023
1286	0411	0114	0023
12860	1403	0044	0023
12861	3403	0034	0023
12862	3403	0034	0012
12863	3404	0034	0012
12864	0324	0414	0133
12865	0324	0411	0133
12866	3313	0133	0024
12867	3313	0133	0012
12868	3313	0134	0012
12869	0311	0103	0012
1287	0413	0114	0023
12870	3311	0133	0023
12871	3311	0134	0023
12872	1113	0314	0023
12873	4413	0144	0024
12874	4413	0144	0023
12875	4413	0144	0012
12876	0314	0103	0024
12877	3413	0144	0023
12878	4411	0134	0024
12879	1304	0033	0023
1288	0433	0114	0023
12880	0344	0423	0134
12881	0433	0324	0134
12882	4414	0144	0024
12883	4414	0134	0024
12884	4414	0144	0023
12885	4414	0144	0012
12886	3411	0134	0024
12887	4433	0114	0302
12888	1304	0033	0024
12889	1404	0114	0023
1289	0413	0114	0002
12890	1133	0313	0312
12891	3401	0034	0024
12892	3401	0034	0023
12893	3401	0034	0012
12894	3301	0033	0024
12895	3301	0033	0012
12896	1301	0034	0012
12897	0311	0133	0302
12898	3304	0034	0023
12899	3301	0034	0023
129	0312	0013	0003
1290	0411	0114	0002
12900	1403	0014	0012
12901	3304	0033	0012
12902	1301	0034	0024
12903	1401	0034	0023
12904	1401	0034	0012
12905	1304	0013	0012
12906	1113	0313	0102
12907	1114	0414	0102
12908	0414	0144	0402
12909	1401	0014	0012
1291	0411	0113	0002
12910	1301	0013	0012
12911	0344	0412	0134
12912	3411	0134	0012
12913	4411	0134	0012
12914	3414	0134	0024
12915	3411	0134	0023
12916	3311	0133	0024
12917	3311	0134	0012
12918	3414	0134	0023
12919	3314	0133	0023
1292	0413	0113	0002
12920	3311	0133	0012
12921	1103	0334	0412
12922	1144	0111	0402
12923	1133	0111	0302
12924	0311	0124	0103
12925	0413	0144	0402
12926	3413	0134	0024
12927	3411	0134	0124
12928	3411	0134	0123
12929	4403	0114	0023
1293	0411	0111	0002
12930	1303	0113	0024
12931	0314	0123	0113
12932	0411	0123	0104
12933	3414	0133	0024
12934	3414	0134	0012
12935	3334	0113	0402
12936	0411	0144	0402
12937	4411	0144	0123
12938	3311	0133	0124
12939	1113	0111	0302
1294	4411	0111	0002
12940	1114	0111	0402
12941	0344	0423	0113
12942	3314	0133	0024
12943	3314	0133	0012
12944	4414	0134	0012
12945	0433	0312	0134
12946	0411	0134	0124
12947	1114	0414	0412
12948	1113	0313	0312
12949	0344	0312	0133
1295	3311	0111	0002
12950	4413	0134	0012
12951	3413	0134	0012
12952	0413	0412	0144
12953	0413	0312	0134
12954	4403	0114	0012
12955	3304	0113	0012
12956	3301	0113	0012
12957	4401	0114	0012
12958	3314	0134	0012
12959	3304	0324	0113
1296	3411	0111	0002
12960	3301	0324	0113
12961	0314	0312	0133
12962	0314	0412	0134
12963	0311	0134	0123
12964	0313	0134	0402
12965	4434	0114	0302
12966	1314	0113	0402
12967	0433	0324	0114
12968	0413	0124	0114
12969	3344	0113	0402
1297	0311	0111	0002
12970	4401	0114	0023
12971	3301	0113	0024
12972	3304	0113	0024
12973	3304	0312	0113
12974	3300	0134	0112
12975	1404	0114	0012
12976	1303	0113	0012
12977	4403	0423	0114
12978	4403	0412	0114
12979	4401	0412	0114
1298	0311	0114	0002
12980	4401	0423	0114
12981	3301	0312	0113
12982	0414	0134	0302
12983	1401	0144	0112
12984	1403	0134	0112
12985	4400	0134	0112
12986	4403	0134	0112
12987	0314	0133	0302
12988	0311	0134	0102
12989	0411	0134	0102
1299	0313	0114	0002
12990	0413	0134	0112
12991	0314	0134	0112
12992	3304	0134	0112
12993	1413	0114	0302
12994	4411	0114	0102
12995	3311	0113	0102
12996	1304	0134	0112
12997	3334	0423	0113
12998	0212	0134	0402
12999	1223	2304	0112
13	0112	0111	0200
130	3422	0023	0013
1300	0413	0111	0002
13000	2324	3302	0003
13001	2322	1200	0112
13002	2422	1200	0112
13003	1200	0223	0112
13004	1200	0224	0112
13005	1200	0312	0112
13006	1200	0412	0112
13007	1200	0423	0112
13008	0224	0211	0102
13009	0223	0211	0102
1301	0313	0111	0002
13010	1234	1200	0023
13011	1233	1200	0023
13012	2312	1200	0112
13013	2412	1200	0112
13014	3412	1200	0112
13015	1224	2400	0112
13016	1224	2403	0112
13017	1244	2402	0112
13018	2311	0300	0023
13019	2314	0300	0023
1302	0311	0113	0002
13020	1234	2302	0112
13021	1324	0212	0103
13022	1223	2300	0112
13023	1234	2402	0112
13024	2411	0400	0024
13025	2413	0400	0024
13026	2433	0400	0024
13027	0212	0144	0402
13028	1412	0212	0104
13029	2324	1200	0112
1303	0313	0113	0002
13030	2423	1200	0112
13031	1423	0212	0104
13032	1233	2302	0112
13033	1312	0223	0103
13034	1412	0224	0104
13035	3424	1200	0112
13036	3423	1200	0112
13037	2302	0034	0012
13038	2302	0034	0024
13039	2400	1200	0112
1304	0414	0113	0002
13040	2300	1200	0112
13041	1214	1204	0002
13042	1214	1203	0002
13043	1233	1200	0024
13044	2402	0034	0012
13045	2302	0013	0012
13046	3322	1200	0112
13047	3422	1200	0112
13048	1244	1200	0024
13049	1234	1200	0024
1305	0414	0114	0002
13050	1102	0212	0103
13051	1102	0212	0104
13052	0212	0133	0302
13053	0211	0133	0302
13054	1312	0212	0103
13055	1302	0212	0103
13056	1244	1200	0023
13057	1200	0422	0112
13058	1200	0322	0112
13059	2412	4402	0004
1306	0314	0113	0002
13060	2344	0300	0023
13061	2312	3302	0003
13062	1402	0212	0104
13063	2423	4402	0004
13064	2324	0312	0133
13065	2302	1200	0112
13066	2402	1200	0112
13067	3323	1200	0112
13068	4423	1200	0112
13069	2324	2311	0123
1307	0314	0114	0002
13070	2402	0034	0023
13071	2402	0014	0012
13072	2400	0014	0012
13073	2400	0034	0023
13074	2400	0034	0012
13075	2300	0034	0012
13076	0323	0133	0301
13077	2423	2411	0124
13078	0212	0134	0302
13079	1200	0424	0112
1308	0314	0111	0002
13080	1200	0324	0112
13081	1322	1200	0112
13082	1422	1200	0112
13083	1423	1200	0112
13084	1323	1200	0112
13085	2302	0024	0013
13086	4422	1200	0112
13087	2334	1200	0112
13088	2434	1200	0112
13089	1213	1203	0002
1309	0234	0111	0002
13090	1213	1204	0002
13091	0211	0102	0044
13092	0211	0102	0033
13093	2400	0023	0014
13094	0214	0144	0402
13095	1233	1312	0024
13096	2311	1200	0112
13097	2411	1200	0112
13098	2433	1200	0112
13099	2333	1200	0112
131	3402	0023	0013
1310	0214	0111	0002
13100	2401	0424	0024
13101	2402	0023	0014
13102	0312	0100	0034
13103	2304	0103	0012
13104	2423	0412	0144
13105	0213	0122	0100
13106	0214	0122	0100
13107	4412	1200	0112
13108	3312	1200	0112
13109	2412	0412	0144
1311	0244	0111	0002
13110	2403	0424	0024
13111	2312	0312	0133
13112	2313	1200	0112
13113	2413	1200	0112
13114	0312	0134	0401
13115	1124	1104	0011
13116	1124	1103	0011
13117	1123	1104	0011
13118	1123	1103	0011
13119	2301	0103	0012
1312	0213	0111	0002
13120	1112	1100	0014
13121	1112	1100	0013
13122	2301	0323	0023
13123	2304	0323	0023
13124	2401	0104	0012
13125	2403	0104	0012
13126	2344	1200	0112
13127	2444	1200	0112
13128	0211	0102	0034
13129	1200	0112	0403
1313	0213	0114	0002
13130	1200	0112	0304
13131	1412	1204	0044
13132	2400	0124	0112
13133	2300	0123	0112
13134	1233	1312	0012
13135	1200	0112	0302
13136	1200	0112	0402
13137	2314	1200	0112
13138	2414	1200	0112
13139	1244	1412	0012
1314	0211	0114	0002
13140	2303	1200	0112
13141	2403	1200	0112
13142	2304	1200	0112
13143	2404	1200	0112
13144	1244	1412	0023
13145	2300	0323	0123
13146	1102	0244	0212
13147	1102	0234	0212
13148	1102	0233	0212
13149	0412	0100	0034
1315	0211	0111	0002
13150	3311	1200	0112
13151	3411	1200	0112
13152	1411	1200	0112
13153	1113	0311	0012
13154	1114	0411	0012
13155	1244	1412	0112
13156	0422	0144	0204
13157	0322	0133	0203
13158	1133	0311	0012
13159	2300	0034	0024
1316	0211	0111	0012
13160	2301	1200	0112
13161	2401	1200	0112
13162	4424	1200	0112
13163	3324	1200	0112
13164	2400	0424	0124
13165	1200	0323	0112
13166	1200	0444	0112
13167	1234	1101	0012
13168	1233	1101	0012
13169	0213	0133	0302
1317	0411	0111	0012
13170	1412	1400	0044
13171	1113	0314	0012
13172	1244	1101	0012
13173	1201	1200	0112
13174	1203	1200	0112
13175	2311	0311	0123
13176	1312	1203	0033
13177	2300	0024	0013
13178	3313	0324	0133
13179	1204	1200	0112
1318	0311	0111	0012
13180	1234	1400	0112
13181	1234	1300	0112
13182	1312	1200	0112
13183	1412	1200	0112
13184	2300	0013	0012
13185	1324	1203	0112
13186	1204	0124	0112
13187	1203	0124	0112
13188	1203	0123	0112
13189	1204	0123	0112
1319	0314	0111	0012
13190	1200	0114	0002
13191	1200	0113	0002
13192	1423	1204	0112
13193	1124	1104	0001
13194	1124	1103	0001
13195	1412	1403	0044
13196	1102	0233	0001
13197	1102	0234	0001
13198	1424	1200	0112
13199	1324	1200	0112
132	3423	0023	0013
1320	0344	0111	0012
13200	3302	1200	0112
13201	3402	1200	0112
13202	4402	1200	0112
13203	3403	0023	0014
13204	1134	1302	0111
13205	1134	1402	0111
13206	0402	0300	0034
13207	1312	1300	0033
13208	3402	0004	0003
13209	1200	0112	0401
1321	0313	0111	0012
13210	1200	0112	0301
13211	1200	0112	0300
13212	1200	0112	0400
13213	1123	1103	0001
13214	1123	1104	0001
13215	4423	0113	0304
13216	2314	0311	0123
13217	0211	0144	0402
13218	1300	0023	0011
13219	4411	1200	0112
1322	0334	0111	0012
13220	1311	1200	0112
13221	1233	1312	0112
13222	1302	1200	0112
13223	1402	1200	0112
13224	3313	0312	0133
13225	3314	1200	0112
13226	3414	1200	0112
13227	4414	1200	0112
13228	1234	4400	0112
13229	3334	0423	0003
1323	0333	0111	0012
13230	4434	0324	0004
13231	1300	1200	0112
13232	1400	1200	0112
13233	3400	1200	0112
13234	4400	1200	0112
13235	3334	3302	0003
13236	3313	3302	0003
13237	1411	4402	0004
13238	1413	4402	0004
13239	0302	0400	0034
1324	0333	0111	0023
13240	4414	0423	0144
13241	3324	0114	0403
13242	1324	0414	0103
13243	1114	0413	0012
13244	1200	0333	0112
13245	0233	0312	0102
13246	4402	0433	0004
13247	4402	0411	0004
13248	0311	0123	0114
13249	3314	0123	0113
1325	0333	0103	0023
13250	1400	0024	0011
13251	3300	1200	0112
13252	3302	0344	0003
13253	3302	0311	0003
13254	4414	4402	0004
13255	3404	0024	0013
13256	1114	0411	0023
13257	0244	0412	0102
13258	1100	0024	0013
13259	4411	0412	0144
1326	0333	0133	0023
13260	1134	0411	0024
13261	1144	0411	0012
13262	1234	3300	0112
13263	1102	0244	0001
13264	1312	1304	0033
13265	0412	0134	0301
13266	0312	0133	0200
13267	1300	0023	0001
13268	2304	0112	0103
13269	2300	0112	0103
1327	0333	0134	0023
13270	2400	0112	0104
13271	1411	0412	0144
13272	3400	0424	0134
13273	3412	0144	0113
13274	3412	1344	0113
13275	3402	0304	0033
13276	3402	0403	0044
13277	4411	4402	0004
13278	0133	0123	0301
13279	4402	0334	0113
1328	0333	0144	0023
13280	0424	0144	0401
13281	3323	3304	0003
13282	3323	3301	0003
13283	3314	3302	0003
13284	4433	0324	0004
13285	3311	3302	0003
13286	1412	1403	0034
13287	4402	0403	0004
13288	1411	0423	0144
13289	1312	1304	0034
1329	0333	0113	0023
13290	0144	0402	0401
13291	1312	1300	0113
13292	2403	0112	0104
13293	3344	3302	0003
13294	1200	0413	0112
13295	1200	0313	0112
13296	1200	0414	0112
13297	1200	0314	0112
13298	1134	0311	0023
13299	3304	0023	0003
133	3412	0023	0013
1330	0333	0113	0012
13300	3301	0023	0003
13301	1113	0311	0024
13302	4413	0134	0024
13303	3314	0134	0023
13304	1234	4403	0112
13305	3344	0423	0003
13306	1100	0023	0014
13307	1100	0024	0014
13308	1100	0023	0013
13309	3304	0003	0002
1331	0333	0114	0012
13310	1234	3304	0112
13311	1314	1200	0112
13312	3313	1200	0112
13313	3413	1200	0112
13314	4413	1200	0112
13315	1314	3302	0003
13316	1311	3302	0003
13317	3401	0023	0014
13318	3334	1200	0112
13319	4434	1200	0112
1332	0333	0114	0023
13320	1334	1200	0112
13321	1344	1200	0112
13322	3401	0024	0013
13323	3412	0133	0114
13324	3300	0323	0133
13325	1133	0311	0024
13326	1411	0144	0002
13327	3423	3411	0134
13328	2344	0311	0123
13329	1402	0134	0111
1333	0333	0014	0012
13330	1302	0134	0111
13331	4413	4402	0004
13332	1311	0133	0002
13333	4423	4403	0114
13334	3302	0304	0003
13335	1302	0014	0003
13336	1303	1200	0112
13337	1403	1200	0112
13338	1404	1200	0112
13339	1304	1200	0112
1334	0333	0111	0024
13340	1200	0344	0112
13341	1200	0334	0112
13342	1200	0434	0112
13343	1200	0433	0112
13344	3324	3311	0133
13345	1234	0113	0302
13346	1144	0413	0012
13347	4402	0401	0004
13348	4423	4411	0144
13349	1304	0033	0012
1335	0333	0113	0024
13350	1200	0411	0112
13351	1200	0311	0112
13352	1234	0114	0402
13353	0423	0144	0401
13354	3323	1300	0113
13355	1244	0114	0402
13356	3304	0323	0033
13357	3301	0323	0033
13358	4434	0324	0114
13359	3324	3304	0113
1336	0333	0113	0112
13360	3323	3304	0113
13361	3302	0301	0003
13362	3312	3304	0113
13363	1102	0313	0103
13364	3324	1300	0113
13365	3302	0434	0114
13366	0133	0302	0301
13367	4433	4402	0004
13368	4434	4402	0004
13369	1300	0033	0002
1337	0333	0114	0112
13370	1413	1200	0112
13371	0144	0124	0401
13372	3400	0113	0024
13373	3433	1200	0112
13374	4433	1200	0112
13375	3344	1200	0112
13376	3444	1200	0112
13377	1444	1200	0112
13378	4413	0124	0114
13379	4412	4403	0114
1338	0333	0144	0112
13380	1103	0023	0001
13381	1103	0024	0001
13382	1403	0424	0014
13383	1401	0424	0014
13384	0412	0144	0200
13385	0413	0144	0124
13386	0324	0133	0301
13387	1400	0111	0024
13388	1300	0111	0023
13389	1402	0013	0004
1339	0322	0144	0112
13390	4423	1400	0114
13391	3344	0423	0113
13392	3304	0033	0023
13393	1133	0314	0012
13394	1144	0411	0023
13395	1412	1400	0114
13396	3301	1200	0112
13397	3401	1200	0112
13398	4401	1200	0112
13399	1301	1200	0112
134	3424	0023	0013
1340	1233	0112	0100
13400	1233	0113	0302
13401	4412	1400	0114
13402	4424	4403	0114
13403	4424	4401	0114
13404	4412	4401	0114
13405	0411	0124	0113
13406	1433	1200	0112
13407	1333	1200	0112
13408	3312	1300	0113
13409	0133	0301	0002
1341	1234	0112	0100
13410	1200	0114	0402
13411	1301	0323	0013
13412	1304	0323	0013
13413	3323	3301	0113
13414	3412	1433	0114
13415	0133	0112	0301
13416	3312	3301	0113
13417	3400	0114	0023
13418	1200	0113	0302
13419	1204	0113	0302
1342	1204	0112	0100
13420	3301	0033	0023
13421	4424	4401	0004
13422	4424	4403	0004
13423	4402	0413	0004
13424	3401	0323	0034
13425	3400	0033	0024
13426	0211	0113	0102
13427	0211	0114	0102
13428	1300	0323	0113
13429	0144	0401	0002
1343	1203	0112	0100
13430	2411	0411	0124
13431	4423	4401	0114
13432	2413	0411	0124
13433	1203	0114	0402
13434	1403	1204	0112
13435	2433	0411	0124
13436	3301	0003	0002
13437	1434	1200	0112
13438	1401	1200	0112
13439	4404	1200	0112
1344	1200	0112	0100
13440	4403	1200	0112
13441	1400	0423	0114
13442	4402	1400	0114
13443	1103	0313	0024
13444	1104	0414	0024
13445	1104	0414	0023
13446	3324	3301	0113
13447	1104	0024	0001
13448	1104	0023	0001
13449	4424	1400	0114
1345	1300	0112	0100
13450	1300	0033	0012
13451	3303	1200	0112
13452	3403	1200	0112
13453	3304	1200	0112
13454	3404	1200	0112
13455	1311	0323	0133
13456	3400	0044	0023
13457	4414	0412	0144
13458	3401	0424	0034
13459	3302	1300	0113
1346	1400	0112	0100
13460	0144	0401	0102
13461	3403	0424	0034
13462	1304	1203	0112
13463	0133	0301	0102
13464	3303	0134	0112
13465	4401	0004	0002
13466	4401	0424	0044
13467	4403	0424	0044
13468	1301	0323	0034
13469	1300	0324	0113
1347	2300	0112	0100
13470	4403	0004	0002
13471	3311	0324	0133
13472	3404	0323	0034
13473	1411	0424	0144
13474	1400	0024	0001
13475	1400	0044	0012
13476	1401	0424	0034
13477	1103	0012	0001
13478	1104	0012	0001
13479	3424	3411	0134
1348	2400	0112	0100
13480	1102	0414	0104
13481	3400	0323	0134
13482	0144	0112	0401
13483	4400	0424	0144
13484	3402	0433	0004
13485	4433	0324	0114
13486	0413	0144	0302
13487	3402	0344	0003
13488	4411	0423	0144
13489	4413	0412	0144
1349	2434	0112	0100
13490	1311	0312	0133
13491	1400	0424	0114
13492	4400	0144	0112
13493	3402	0033	0004
13494	3402	0044	0003
13495	1311	0324	0133
13496	3304	0424	0113
13497	3304	0412	0113
13498	3314	0312	0133
