crn	r0	r1	r2
1009	2422	0133	0112
10090	1114	0424	0114
10091	1412	0104	0004
10092	0424	0144	0003
10093	0424	0134	0003
10094	0323	0133	0001
10095	0323	0133	0004
10096	1412	0103	0004
10097	0323	0033	0004
10098	0323	0034	0004
10099	0424	0034	0003
101	0033	0022	0012
1010	2412	0012	0011
10100	0323	0013	0004
10101	0323	0013	0001
10102	0323	0033	0001
10103	3303	0112	0103
10104	0334	0323	0103
10105	0333	0323	0103
10106	0333	0324	0103
10107	0333	0312	0103
10108	0334	0424	0103
10109	0444	0424	0104
1011	2312	0012	0011
10110	0344	0323	0103
10111	3303	0044	0023
10112	1303	0034	0023
10113	1403	0034	0023
10114	3303	0034	0012
10115	3301	0034	0012
10116	3304	0034	0012
10117	3304	0013	0012
10118	3304	0034	0024
10119	3301	0034	0024
1012	0212	0012	0011
10120	3301	0013	0012
10121	4401	0014	0012
10122	4401	0034	0023
10123	4401	0034	0012
10124	1144	0114	0112
10125	1133	0111	0102
10126	1133	0111	0002
10127	3311	0111	0023
10128	4411	0111	0024
10129	4411	0113	0024
1013	0212	0012	0001
10130	3311	0113	0024
10131	3344	0113	0023
10132	3344	0113	0024
10133	3311	0113	0012
10134	3344	0113	0012
10135	1311	0113	0012
10136	0334	0133	0112
10137	0333	0133	0112
10138	0344	0133	0112
10139	1314	0033	0023
1014	0223	0012	0001
10140	1311	0033	0023
10141	1311	0033	0024
10142	3411	0033	0024
10143	3411	0034	0024
10144	1311	0034	0024
10145	0311	0034	0024
10146	0311	0013	0012
10147	0411	0014	0012
10148	0411	0034	0012
10149	0411	0024	0011
1015	0213	0012	0001
10150	0413	0024	0011
10151	0413	0024	0013
10152	0313	0024	0013
10153	3300	0112	0103
10154	0100	0023	0013
10155	0100	0024	0013
10156	0100	0024	0011
10157	0100	0024	0014
10158	0100	0023	0014
10159	0100	0034	0002
1016	0234	0012	0001
10160	0100	0013	0002
10161	0100	0014	0002
10162	1100	0044	0023
10163	1100	0044	0024
10164	3300	0044	0023
10165	3300	0023	0014
10166	3300	0023	0011
10167	0300	0023	0013
10168	0300	0024	0013
10169	0400	0034	0023
1017	0234	0012	0004
10170	4413	0113	0024
10171	4433	0113	0024
10172	4433	0111	0024
10173	4413	0111	0024
10174	3444	3424	0034
10175	1314	1312	0013
10176	1314	0024	0013
10177	1314	0023	0013
10178	1311	0023	0013
10179	1311	0024	0013
1018	0213	0012	0004
10180	3414	0024	0013
10181	3444	0024	0013
10182	1344	0023	0011
10183	1344	0023	0014
10184	1412	0034	0011
10185	1312	0013	0011
10186	1134	0113	0023
10187	1134	0113	0024
10188	1144	0113	0024
10189	3344	0111	0023
1019	0113	0012	0004
10190	3344	0114	0023
10191	1144	0434	0024
10192	3413	0113	0024
10193	1413	0113	0024
10194	3433	0113	0024
10195	0434	0144	0112
10196	3344	0123	0111
10197	0144	0123	0011
10198	0144	0124	0011
10199	0144	0112	0011
102	0044	0022	0012
1020	0113	0012	0003
10200	0144	0024	0011
10201	0134	0024	0011
10202	0134	0024	0014
10203	0134	0024	0013
10204	0133	0024	0013
10205	0433	0024	0013
10206	0433	0024	0011
10207	0133	0024	0011
10208	0133	0112	0304
10209	0144	0112	0403
1021	0113	0024	0003
10210	0144	0112	0400
10211	0114	0402	0300
10212	0114	0402	0400
10213	0114	0402	0401
10214	0114	0304	0402
10215	0134	0111	0402
10216	1101	0044	0023
10217	1101	0044	0024
10218	1101	0034	0024
10219	1101	0034	0023
1022	0113	0023	0003
10220	1101	0033	0023
10221	1101	0033	0024
10222	1401	0033	0024
10223	3303	0034	0024
10224	1103	0034	0024
10225	1103	0044	0023
10226	1103	0044	0024
10227	1103	0033	0023
10228	1103	0033	0024
10229	1303	0044	0023
1023	0113	0023	0004
10230	1304	0044	0023
10231	3313	0113	0102
10232	3313	0113	0002
10233	3334	0113	0002
10234	1134	0434	0024
10235	1134	0334	0024
10236	1134	0434	0002
10237	1134	0444	0002
10238	1144	0444	0002
10239	0344	0424	0003
1024	0113	0024	0004
10240	0334	0113	0302
10241	0333	0113	0302
10242	1334	0113	0002
10243	1344	0113	0002
10244	1314	0323	0033
10245	1311	0323	0033
10246	0311	0302	0033
10247	0314	0302	0033
10248	0344	0302	0033
10249	0111	0302	0033
1025	0114	0023	0004
10250	0111	0102	0033
10251	0111	0102	0034
10252	0111	0102	0014
10253	0111	0102	0013
10254	1133	1112	0011
10255	1134	1112	0011
10256	0134	0112	0011
10257	0134	0023	0011
10258	0133	0023	0011
10259	0133	0023	0013
1026	0414	0023	0004
10260	0133	0023	0014
10261	0134	0023	0014
10262	0134	0023	0013
10263	0413	0023	0014
10264	1134	0323	0113
10265	1133	0323	0113
10266	1133	0423	0114
10267	1144	0424	0113
10268	1134	0324	0113
10269	1133	0324	0113
1027	0434	0023	0004
10270	1144	0324	0113
10271	0334	0323	0033
10272	0333	0323	0033
10273	3301	0023	0011
10274	3301	0023	0014
10275	3304	0023	0014
10276	3304	0023	0011
10277	3303	0023	0011
10278	3303	0023	0014
10279	3303	0013	0012
1028	0434	0012	0004
10280	1301	0044	0023
10281	1303	0033	0023
10282	3304	0044	0023
10283	1104	0033	0023
10284	1104	0044	0023
10285	1104	0033	0012
10286	1104	0044	0012
10287	0424	0314	0003
10288	0323	0304	0103
10289	0113	0302	0203
1029	0414	0012	0004
10290	0333	0302	0103
10291	0113	0302	0103
10292	0111	0302	0103
10293	0334	0412	0103
10294	0334	0112	0103
10295	3301	0044	0023
10296	1104	0033	0024
10297	1104	0044	0024
10298	1104	0034	0002
10299	1104	0033	0002
103	0044	0022	0002
1030	0413	0012	0004
10300	1104	0044	0002
10301	1103	0033	0002
10302	3314	0114	0023
10303	3314	0111	0023
10304	3311	0114	0023
10305	1411	0114	0023
10306	1413	0114	0023
10307	1413	0114	0024
10308	1413	0114	0012
10309	3313	0114	0023
1031	0411	0012	0004
10310	3313	0111	0023
10311	3334	0114	0023
10312	1314	0113	0012
10313	1311	0113	0024
10314	1333	0113	0024
10315	4404	0112	0104
10316	4403	0112	0104
10317	4413	0323	0004
10318	4433	0323	0004
10319	4413	0114	0002
1032	0411	0023	0004
10320	4411	0114	0002
10321	1411	0424	0004
10322	1413	0424	0004
10323	1413	0423	0004
10324	1433	0423	0004
10325	1433	0424	0004
10326	1314	1312	0033
10327	1344	1312	0033
10328	0304	0302	0033
10329	0301	0034	0023
1033	0411	0023	0003
10330	0301	0033	0023
10331	0304	0033	0023
10332	0304	0033	0024
10333	0304	0033	0012
10334	0344	0033	0012
10335	0311	0033	0024
10336	0311	0033	0012
10337	0334	0033	0012
10338	1114	0114	0023
10339	1114	0114	0024
1034	3411	0023	0003
10340	1113	0333	0002
10341	1113	0334	0002
10342	1113	1112	0001
10343	1114	1112	0001
10344	1114	0012	0001
10345	1113	0012	0001
10346	1113	0012	0004
10347	1113	0012	0003
10348	1113	0014	0002
10349	0204	0011	0002
1035	3411	0012	0003
10350	0201	0013	0002
10351	0301	0013	0002
10352	0301	0034	0002
10353	0314	0034	0002
10354	0414	0034	0002
10355	0444	0034	0002
10356	0444	0014	0002
10357	0434	0014	0002
10358	0433	0014	0002
10359	1433	0014	0002
1036	0311	0023	0003
10360	1433	0034	0002
10361	3433	0034	0002
10362	4433	0114	0002
10363	1144	0434	0002
10364	1134	0334	0002
10365	1133	0334	0002
10366	1134	0333	0002
10367	1133	0333	0002
10368	1133	0323	0300
10369	1133	0323	0304
1037	0314	0023	0003
10370	0433	0113	0302
10371	0434	0113	0302
10372	0444	0113	0302
10373	0144	0113	0302
10374	0124	0113	0301
10375	1134	0323	0304
10376	3344	0113	0002
10377	3433	3423	0034
10378	0433	0323	0034
10379	0433	0424	0034
1038	0344	0023	0003
10380	0433	0424	0014
10381	0433	0024	0014
10382	0433	0023	0014
10383	0411	0023	0014
10384	0411	0024	0014
10385	0413	0024	0014
10386	0133	0024	0014
10387	0144	0024	0014
10388	0144	0023	0014
10389	0433	0044	0024
1039	0114	0023	0003
10390	0313	0034	0024
10391	0313	0033	0024
10392	1113	0424	0114
10393	1113	1112	0013
10394	1113	1112	0014
10395	1114	1112	0013
10396	1114	1112	0014
10397	1114	0033	0012
10398	1114	0024	0001
10399	1113	0024	0001
104	0034	0022	0002
1040	0144	0023	0003
10400	1113	0023	0001
10401	1114	0023	0001
10402	0113	0302	0104
10403	0313	0302	0033
10404	0113	0302	0033
10405	0113	0302	0034
10406	0113	0302	0044
10407	0113	0302	0011
10408	0314	0023	0011
10409	0314	0023	0014
1041	0144	0012	0001
10410	0314	0023	0013
10411	0311	0023	0013
10412	0311	0023	0014
10413	0311	0023	0011
10414	1133	0424	0114
10415	0334	0424	0113
10416	0334	0424	0034
10417	0334	0323	0013
10418	0434	0424	0014
10419	0134	0112	0014
1042	0134	0012	0001
10420	0134	0112	0013
10421	0134	0112	0034
10422	0144	0112	0014
10423	0144	0112	0013
10424	0444	0023	0014
10425	0434	0023	0014
10426	0334	0024	0013
10427	0333	0024	0013
10428	0333	0424	0034
10429	3303	0024	0013
1043	0134	0012	0011
10430	3301	0024	0013
10431	3304	0024	0013
10432	4404	0024	0013
10433	4404	0024	0011
10434	4404	0024	0003
10435	4404	0024	0001
10436	1104	0024	0003
10437	1104	0024	0004
10438	1103	0024	0004
10439	1103	0023	0004
1044	0133	0012	0011
10440	0211	0402	0044
10441	0214	0102	0011
10442	0213	0102	0011
10443	0234	0102	0011
10444	0244	0102	0011
10445	0233	0102	0011
10446	0113	0102	0011
10447	0114	0102	0011
10448	0114	0102	0013
10449	0113	0102	0013
1045	0144	0012	0011
10450	0113	0302	0013
10451	0113	0302	0014
10452	0213	0102	0014
10453	0214	0102	0014
10454	0114	0102	0014
10455	0113	0102	0014
10456	0134	0102	0013
10457	0144	0102	0013
10458	0434	0104	0023
10459	0434	0034	0023
1046	0434	0012	0011
10460	0434	0044	0023
10461	0414	0044	0023
10462	0411	0044	0023
10463	1101	0044	0002
10464	1101	0034	0002
10465	1101	0023	0003
10466	1101	0023	0004
10467	1101	0024	0004
10468	1101	0012	0004
10469	1101	0012	0003
1047	0433	0012	0011
10470	0301	0044	0023
10471	0304	0034	0023
10472	0304	0044	0023
10473	0104	0033	0023
10474	0103	0033	0023
10475	0103	0044	0023
10476	0103	0034	0023
10477	0403	0034	0023
10478	0403	0034	0012
10479	0403	0014	0012
1048	0444	0012	0011
10480	0414	0113	0302
10481	3314	0113	0002
10482	3311	0113	0002
10483	0411	0113	0302
10484	0311	0114	0402
10485	0434	0114	0402
10486	0444	0114	0402
10487	0444	0004	0002
10488	0413	0004	0002
10489	0411	0004	0002
1049	0444	0023	0013
10490	0311	0003	0002
10491	0344	0003	0002
10492	0314	0003	0002
10493	1401	0024	0013
10494	1401	0024	0011
10495	1401	0024	0003
10496	1401	0024	0001
10497	1103	0034	0002
10498	1103	0044	0002
10499	1104	0023	0003
105	0033	0022	0002
1050	0444	0023	0011
10500	2412	0012	0004
10501	2423	0012	0004
10502	1223	0012	0004
10503	0204	0014	0002
10504	0203	0014	0002
10505	0203	0033	0002
10506	0203	0034	0002
10507	0203	0013	0002
10508	0204	0013	0002
10509	0204	0034	0002
1051	0444	0024	0011
10510	0204	0033	0002
10511	0304	0033	0002
10512	0301	0033	0002
10513	1101	0033	0002
10514	1134	1112	0013
10515	1134	1112	0014
10516	1133	1112	0013
10517	1333	1312	0013
10518	1334	1312	0013
10519	1334	1312	0034
1052	0444	0024	0013
10520	1334	1424	0013
10521	1334	0024	0013
10522	1333	0024	0013
10523	3433	0024	0013
10524	0133	0112	0011
10525	0334	0323	0034
10526	0333	0323	0013
10527	0333	0323	0034
10528	0133	0112	0013
10529	0133	0112	0014
1053	0444	0024	0014
10530	0134	0112	0033
10531	0134	0302	0033
10532	0434	0323	0034
10533	0434	0424	0034
10534	0434	0402	0044
10535	0444	0402	0044
10536	1444	1412	0044
10537	0433	0424	0044
10538	1434	1412	0044
10539	1433	1412	0044
1054	0434	0024	0014
10540	0403	0402	0044
10541	0104	0102	0013
10542	0104	0102	0014
10543	0104	0023	0014
10544	0104	0023	0013
10545	0104	0024	0013
10546	0104	0024	0011
10547	0104	0023	0011
10548	1434	1323	0014
10549	1134	0023	0013
1055	0414	0024	0014
10550	1144	0023	0013
10551	1144	0023	0014
10552	1144	0024	0014
10553	1144	0044	0012
10554	1144	0034	0012
10555	1144	0024	0013
10556	1133	0024	0013
10557	1134	0024	0013
10558	1134	0024	0014
10559	1134	0044	0012
1056	0414	0024	0013
10560	1133	0044	0012
10561	1133	0034	0012
10562	1133	0033	0012
10563	1333	0113	0002
10564	1134	0113	0002
10565	1144	0113	0002
10566	1133	0113	0002
10567	1133	0114	0002
10568	1134	0114	0002
10569	1144	0114	0002
1057	0414	0024	0003
10570	1444	0114	0002
10571	1433	0114	0002
10572	0133	0114	0402
10573	0333	0112	0103
10574	0313	0112	0103
10575	4401	0024	0003
10576	4403	0024	0003
10577	3303	0023	0004
10578	3303	0023	0001
10579	1103	0023	0003
1058	0411	0024	0003
10580	1103	0024	0003
10581	1103	0012	0003
10582	1103	0012	0004
10583	1104	0012	0003
10584	1104	0012	0004
10585	1134	0013	0012
10586	1134	0014	0012
10587	0111	0102	0011
10588	0111	0102	0044
10589	0111	0402	0044
1059	0411	0024	0001
10590	0433	0402	0044
10591	0413	0014	0012
10592	0333	0302	0034
10593	0333	0302	0013
10594	0334	0302	0033
10595	0114	0302	0033
10596	1334	1312	0033
10597	1333	1312	0033
10598	0133	0112	0033
10599	0133	0112	0034
106	0034	0024	0002
1060	0413	0024	0001
10600	0133	0112	0044
10601	0144	0302	0033
10602	0444	0402	0034
10603	0444	0402	0014
10604	0114	0402	0034
10605	0114	0402	0014
10606	0114	0402	0013
10607	4401	0024	0011
10608	4403	0024	0011
10609	4403	0024	0013
1061	0413	0024	0003
10610	4401	0024	0013
10611	1413	0034	0023
10612	1411	0034	0023
10613	1411	0034	0012
10614	1411	0034	0024
10615	1411	0033	0024
10616	1411	0024	0014
10617	1413	0024	0014
10618	1413	0023	0014
10619	1433	0023	0014
1062	0433	0024	0003
10620	1333	0023	0011
10621	1334	0023	0011
10622	1434	0024	0011
10623	1434	0024	0014
10624	1444	0024	0014
10625	1113	0044	0023
10626	1113	0034	0023
10627	1113	0034	0024
10628	1113	0044	0024
10629	4413	0044	0023
1063	0111	0024	0001
10630	4413	0044	0012
10631	4413	0044	0024
10632	4433	0044	0024
10633	4411	0044	0024
10634	4411	0034	0024
10635	4413	0034	0024
10636	4413	0033	0024
10637	4433	0033	0024
10638	4433	0034	0024
10639	4411	0033	0024
1064	0023	0022	0011
10640	4414	0024	0011
10641	4414	0024	0013
10642	4434	0024	0013
10643	4434	0024	0011
10644	1144	0024	0011
10645	1144	0023	0011
10646	1133	0023	0011
10647	1133	0023	0013
10648	1133	0023	0014
10649	1133	0024	0014
1065	0023	0022	0014
10650	1133	1112	0014
10651	1144	1112	0013
10652	1144	1112	0014
10653	1133	0014	0012
10654	1133	0013	0012
10655	1144	0014	0012
10656	0414	0144	0002
10657	0414	0134	0002
10658	0434	0134	0002
10659	0334	0134	0002
1066	2402	0323	0113
10660	0333	0134	0002
10661	0333	0133	0002
10662	1314	0113	0002
10663	0334	0133	0002
10664	0434	0144	0002
10665	0444	0144	0002
10666	1434	0114	0002
10667	1144	1112	0011
10668	1134	1112	0001
10669	1144	1112	0001
1067	2402	0312	0113
10670	1133	1112	0001
10671	1133	0012	0001
10672	1134	0012	0001
10673	1134	0012	0004
10674	1134	0012	0003
10675	1144	0012	0003
10676	1144	0012	0004
10677	1100	0012	0004
10678	1100	0012	0003
10679	0400	0034	0012
1068	2412	0323	0113
10680	0400	0034	0024
10681	0400	0014	0012
10682	0100	0012	0011
10683	0100	0023	0011
10684	0300	0023	0011
10685	0300	0023	0014
10686	3433	3424	0034
10687	3414	1312	0034
10688	3444	1312	0034
10689	3413	3412	0034
1069	2423	0323	0113
10690	3433	3412	0034
10691	1314	1312	0034
10692	0323	0034	0001
10693	2423	0024	0004
10694	4414	0024	0004
10695	4434	0024	0004
10696	4434	0023	0004
10697	4434	0012	0004
10698	4414	0012	0004
10699	1434	0012	0004
107	0044	0024	0002
1070	2422	0323	0113
10700	1433	0012	0004
10701	1433	1412	0004
10702	1433	0412	0004
10703	0433	0323	0004
10704	1144	0424	0400
10705	1144	0424	0403
10706	0144	0114	0402
10707	3444	0044	0023
10708	3444	0034	0023
10709	3414	0044	0023
1071	2422	0312	0113
10710	1314	0044	0023
10711	1344	0044	0023
10712	1344	0034	0023
10713	3411	0034	0023
10714	3444	0034	0012
10715	1444	0014	0012
10716	1223	0024	0004
10717	1224	0024	0004
10718	1134	0023	0003
10719	1144	0023	0003
1072	0222	0312	0113
10720	1144	0024	0003
10721	1144	0024	0004
10722	3344	0024	0003
10723	3311	0024	0003
10724	3311	0023	0003
10725	3314	0023	0003
10726	3314	0024	0003
10727	3314	0012	0003
10728	1314	0024	0003
10729	3414	0024	0003
1073	0222	0123	0111
10730	1314	0012	0003
10731	1413	1412	0034
10732	3413	1412	0034
10733	1413	1412	0014
10734	3413	0023	0014
10735	3433	0023	0014
10736	3433	0034	0024
10737	3433	0033	0024
10738	3413	0033	0024
10739	1413	0033	0024
1074	0222	0124	0111
10740	1411	0023	0014
10741	4411	0024	0014
10742	4411	0023	0014
10743	4413	0024	0014
10744	4433	0024	0014
10745	4413	0023	0014
10746	0304	0024	0013
10747	0304	0023	0013
10748	0301	0023	0013
10749	0301	0024	0013
1075	0223	0124	0111
10750	0301	0023	0011
10751	0301	0023	0014
10752	0304	0023	0014
10753	0104	0024	0014
10754	0103	0023	0014
10755	0103	0024	0013
10756	0103	0024	0011
10757	0103	0023	0011
10758	0403	0024	0011
10759	0403	0024	0014
1076	0223	0123	0111
10760	0403	0024	0013
10761	0113	0403	0302
10762	0313	0103	0002
10763	0334	0103	0002
10764	0333	0103	0002
10765	0334	0003	0002
10766	0313	0003	0002
10767	0333	0003	0002
10768	0311	0013	0002
10769	0311	0034	0002
1077	0223	0112	0104
10770	0334	0013	0002
10771	0333	0013	0002
10772	1100	0033	0002
10773	1100	0034	0002
10774	1100	0044	0002
10775	4400	0024	0003
10776	4400	0024	0001
10777	1100	0024	0003
10778	1100	0023	0003
10779	1100	0023	0004
1078	0224	0112	0104
10780	3300	0023	0001
10781	3300	0023	0004
10782	1300	0023	0004
10783	1100	0024	0004
10784	1400	0024	0003
10785	1100	0004	0002
10786	1100	0003	0002
10787	1314	0003	0002
10788	1311	0003	0002
10789	1411	0004	0002
1079	0212	0112	0104
10790	3411	0034	0002
10791	0114	0113	0302
10792	0114	0402	0302
10793	0214	0102	0002
10794	0213	0102	0002
10795	0244	0102	0002
10796	0204	0044	0002
10797	0201	0014	0002
10798	0314	0033	0002
10799	0344	0033	0002
108	2344	0014	0002
1080	0212	0112	0100
10800	0344	0034	0002
10801	1333	1312	0034
10802	1334	0034	0023
10803	1334	0033	0023
10804	1334	0033	0024
10805	1334	0034	0024
10806	0334	0034	0024
10807	0313	0013	0012
10808	0414	0034	0012
10809	0414	0044	0012
1081	0223	0112	0100
10810	0434	0044	0012
10811	0434	0014	0012
10812	4434	0014	0012
10813	4434	0034	0012
10814	4434	0034	0024
10815	4434	0034	0023
10816	4414	0034	0023
10817	4414	0034	0012
10818	3314	0034	0023
10819	3314	0034	0012
1082	0224	0112	0100
10820	0344	0112	0103
10821	0444	0112	0104
10822	0444	0402	0104
10823	0111	0402	0104
10824	4424	0004	0003
10825	4424	0004	0001
10826	0402	0004	0001
10827	0402	0004	0003
10828	0302	0003	0001
10829	1312	0003	0001
1083	0222	0412	0114
10830	0234	0302	0003
10831	0233	0302	0003
10832	0244	0302	0003
10833	0213	0302	0003
10834	0211	0302	0003
10835	0214	0302	0003
10836	0211	0102	0001
10837	0234	0102	0001
10838	0244	0102	0001
10839	0233	0102	0001
1084	0224	0412	0114
10840	0214	0102	0001
10841	0213	0102	0001
10842	0104	0102	0001
10843	0103	0102	0001
10844	1101	0003	0002
10845	1101	0004	0002
10846	1101	0024	0003
10847	1104	0023	0004
10848	3304	0023	0001
10849	3304	0023	0004
1085	0223	0412	0114
10850	4403	0024	0001
10851	4401	0024	0001
10852	1301	0023	0001
10853	1301	0023	0004
10854	1303	0023	0004
10855	3301	0023	0004
10856	3334	3424	0003
10857	1334	1312	0003
10858	1333	1312	0003
10859	0333	0302	0003
1086	0234	0412	0114
10860	0334	0302	0003
10861	0344	0302	0003
10862	0314	0302	0003
10863	0311	0302	0003
10864	1311	0302	0003
10865	1314	0302	0003
10866	1314	1312	0003
10867	1344	1312	0003
10868	3433	0424	0034
10869	1334	1412	0034
1087	0244	0412	0114
10870	1333	1412	0034
10871	3433	1412	0034
10872	1434	1412	0034
10873	1444	1412	0034
10874	1444	1412	0014
10875	1434	1412	0014
10876	0401	0024	0013
10877	0401	0024	0011
10878	0401	0024	0014
10879	1413	0024	0011
1088	0344	0412	0114
10880	1411	0024	0011
10881	1411	0024	0013
10882	3413	0024	0013
10883	1413	0024	0013
10884	0401	0014	0012
10885	0403	0044	0023
10886	0403	0044	0012
10887	3413	0044	0023
10888	3433	0044	0023
10889	1433	0044	0023
1089	0233	0412	0114
10890	1433	0044	0012
10891	1433	0034	0012
10892	1433	0014	0012
10893	3433	0034	0012
10894	1333	0034	0012
10895	1333	0033	0012
10896	0333	0033	0012
10897	0334	0033	0024
10898	0313	0033	0012
10899	0414	0014	0012
109	2334	0014	0002
1090	0334	0412	0114
10900	0414	0034	0023
10901	0414	0023	0014
10902	0104	0044	0023
10903	0104	0034	0023
10904	0104	0044	0012
10905	0104	0033	0012
10906	0104	0034	0012
10907	0104	0044	0024
10908	0104	0034	0024
10909	0104	0033	0024
1091	0333	0412	0114
10910	0304	0013	0012
10911	0304	0034	0024
10912	0304	0034	0012
10913	0103	0044	0012
10914	0103	0033	0012
10915	0103	0034	0012
10916	0103	0013	0012
10917	0103	0014	0012
10918	0104	0013	0012
10919	0104	0014	0012
1092	0324	0412	0113
10920	0104	0012	0011
10921	0103	0012	0011
10922	0301	0033	0024
10923	0301	0033	0012
10924	0103	0033	0024
10925	0103	0044	0024
10926	0103	0034	0024
10927	1133	0034	0023
10928	1133	0034	0024
10929	1133	0044	0024
1093	0323	0412	0113
10930	1133	0044	0023
10931	1133	0033	0023
10932	1433	0034	0023
10933	3433	0034	0023
10934	3413	0034	0023
10935	3411	0034	0012
10936	3414	0034	0024
10937	3444	0034	0024
10938	3414	0033	0024
10939	3444	0033	0024
1094	0323	0123	0113
10940	3313	0033	0023
10941	3334	0033	0023
10942	3313	0033	0024
10943	3313	0033	0012
10944	3334	0033	0012
10945	3334	0033	0024
10946	3313	0044	0023
10947	3334	0034	0023
10948	3334	0044	0023
10949	3334	0024	0013
1095	0323	0123	0111
10950	3313	0024	0013
10951	4413	0024	0013
10952	4413	0024	0011
10953	4433	0024	0011
10954	4433	0024	0013
10955	4433	0034	0023
10956	4413	0034	0023
10957	4413	0034	0012
10958	4413	0014	0012
10959	4433	0034	0012
1096	0323	0124	0111
10960	4433	0044	0023
10961	0114	0402	0301
10962	0334	0424	0003
10963	0114	0402	0003
10964	0114	0402	0001
10965	0114	0402	0004
10966	0134	0402	0004
10967	0144	0402	0004
10968	0133	0402	0004
10969	0134	0102	0014
1097	0322	0123	0111
10970	0144	0102	0014
10971	0133	0102	0014
10972	0134	0102	0011
10973	3301	0023	0001
10974	1103	0003	0002
10975	1104	0003	0002
10976	1103	0004	0002
10977	1104	0004	0002
10978	0401	0004	0002
10979	0403	0004	0002
1098	3422	0123	0111
10980	1434	1424	0014
10981	4414	0044	0023
10982	4434	0044	0023
10983	4434	0044	0012
10984	4434	0044	0024
10985	4414	0044	0024
10986	4434	0033	0024
10987	4414	0033	0024
10988	4414	0034	0024
10989	4434	0023	0014
1099	3422	0124	0111
10990	4414	0023	0014
10991	4414	0024	0014
10992	4434	0024	0014
10993	1314	0023	0014
10994	1314	0023	0011
10995	3314	0023	0011
10996	3314	0023	0014
10997	3314	0023	0013
10998	3344	0023	0013
10999	0434	0323	0004
11	2422	0123	0111
110	2314	0014	0002
1100	1322	0124	0111
11000	0113	0302	0201
11001	0113	0302	0204
11002	0113	0302	0401
11003	0334	0034	0002
11004	0334	0033	0002
11005	0134	0033	0002
11006	0313	0033	0002
11007	0311	0033	0002
11008	0411	0044	0002
11009	0413	0044	0002
1101	1300	0124	0111
11010	0433	0044	0002
11011	0433	0034	0002
11012	0411	0014	0002
11013	0413	0014	0002
11014	0414	0014	0002
11015	1433	1412	0034
11016	4433	0023	0014
11017	3311	0023	0014
11018	3311	0023	0013
11019	3344	0023	0014
1102	0322	0124	0111
11020	3311	0023	0011
11021	3344	0023	0011
11022	3311	0034	0023
11023	3344	0034	0023
11024	3311	0034	0012
11025	3311	0034	0024
11026	4411	0034	0023
11027	1333	0034	0023
11028	1434	0034	0023
11029	1444	0034	0023
1103	0324	0124	0111
11030	1444	0034	0012
11031	1412	0004	0001
11032	1423	0004	0001
11033	0301	0034	0024
11034	0301	0034	0012
11035	0301	0013	0012
11036	0304	0023	0011
11037	0103	0102	0013
11038	0103	0102	0014
11039	0104	0102	0011
1104	0344	0124	0111
11040	0144	0102	0011
11041	0133	0102	0011
11042	3311	0033	0023
11043	3314	0033	0023
11044	3344	0033	0023
