crn	r0	r1	r2
2052	0223	0133	0302
2053	1203	0033	0002
2054	1233	1312	0033
2055	0312	0133	0201
2056	0312	0133	0203
2057	3302	0011	0003
2058	1113	1102	0313
2059	0313	0203	0102
206	0033	0022	0012
2060	2302	0133	0112
2061	3301	0312	0113
2062	1223	1201	0012
2063	1223	1203	0012
2064	1223	1211	0122
2065	1302	0301	0003
2066	1200	0112	0033
2067	3302	0212	0003
2068	3301	0023	0013
2069	1203	0223	0002
207	0033	0022	0002
2070	1300	0033	0023
2071	2312	2303	0023
2072	1103	0023	0011
2073	0322	0133	0201
2074	3311	0133	0012
2075	3311	0133	0023
2076	2311	0123	0012
2077	3301	0012	0003
2078	1301	0013	0002
2079	1133	1102	0313
208	0133	0122	0112
2080	1133	1102	0212
2081	1233	0112	0300
2082	1213	0323	0103
2083	1201	0103	0023
2084	0312	0133	0301
2085	1112	0212	0103
2086	1102	0233	0111
2087	1211	0323	0103
2088	0211	0122	0100
2089	1211	0122	0103
209	1211	1202	0112
2090	1211	0122	0100
2091	3312	3301	0033
2092	3302	0313	0003
2093	0213	0300	0002
2094	1302	0103	0011
2095	1203	0333	0002
2096	1203	0113	0002
2097	1302	0103	0001
2098	1302	0311	0003
2099	0211	0123	0102
21	0212	0133	0023
210	1213	1202	0112
2100	1322	1203	0112
2101	1123	0212	0103
2102	1123	0313	0103
2103	3323	0313	0103
2104	3303	0013	0002
2105	1112	1103	0013
2106	1113	0313	0312
2107	1113	0313	0102
2108	1213	0100	0023
2109	1113	0111	0302
211	0212	0123	0111
2110	3301	0033	0012
2111	0213	0122	0102
2112	1301	0013	0012
2113	0211	0122	0102
2114	3301	0033	0002
2115	1211	1202	0122
2116	1203	0333	0112
2117	1112	0313	0103
2118	3302	0111	0003
2119	3302	0113	0301
212	0112	0302	0100
2120	1312	0333	0103
2121	3312	0313	0103
2122	3302	0211	0113
2123	1211	1100	0122
2124	0213	0133	0122
2125	0233	0313	0102
2126	1233	0100	0012
2127	3301	0113	0012
2128	1302	1203	0112
2129	1103	0013	0002
213	0112	0102	0100
2130	1311	2301	0023
2131	1311	2303	0023
2132	1211	1103	0122
2133	3313	0133	0012
2134	3313	0133	0023
2135	1103	0333	0312
2136	1211	1133	0122
2137	1211	1200	0122
2138	1211	1203	0122
2139	0312	0211	0133
214	0111	0102	0100
2140	0312	0213	0133
2141	1301	0133	0112
2142	1303	0113	0012
2143	0312	0133	0300
2144	1233	1211	0122
2145	1133	0313	0312
2146	1333	1201	0023
2147	1113	0311	0023
2148	1133	0311	0023
2149	0233	0300	0002
215	0111	0102	0002
2150	0311	0103	0012
2151	1133	0313	0102
2152	0313	0213	0102
2153	0313	0133	0302
2154	1303	0113	0002
2155	3311	0113	0102
2156	0311	0133	0302
2157	1133	0111	0302
2158	1103	0012	0001
2159	2312	1200	0112
216	0111	0102	0300
2160	2312	0312	0133
2161	2311	1200	0112
2162	2313	1200	0112
2163	2333	1200	0112
2164	1233	2302	0112
2165	0212	0133	0302
2166	2302	1200	0112
2167	3302	1200	0112
2168	1203	0123	0112
2169	1312	0212	0103
217	0113	0112	0302
2170	3301	0003	0002
2171	2322	1200	0112
2172	3322	1200	0112
2173	1322	1200	0112
2174	2300	0123	0112
2175	2312	3302	0003
2176	1200	0333	0112
2177	1200	0112	0300
2178	1100	0023	0013
2179	1200	0322	0112
218	0212	0211	0002
2180	1200	0223	0112
2181	1223	2300	0112
2182	1200	0113	0002
2183	0211	0102	0033
2184	2303	1200	0112
2185	2300	1200	0112
2186	1312	0223	0103
2187	1102	0212	0103
2188	3312	1200	0112
2189	2302	0013	0012
219	0223	0203	0002
2190	2311	0300	0023
2191	1302	0212	0103
2192	0223	0211	0102
2193	3303	1200	0112
2194	1300	0111	0023
2195	0213	0122	0100
2196	2300	0112	0103
2197	3300	1200	0112
2198	1300	1200	0112
2199	0323	0133	0301
22	0223	0133	0023
220	0223	0201	0002
2200	0322	0133	0203
2201	2301	1200	0112
2202	1201	1200	0112
2203	2301	0323	0023
2204	1233	1200	0023
2205	0312	0133	0200
2206	3301	0023	0003
2207	1102	0233	0212
2208	1312	1203	0033
2209	1200	0112	0302
221	0223	0213	0002
2210	1200	0112	0301
2211	1233	0113	0302
2212	0233	0312	0102
2213	1312	1300	0033
2214	3313	0312	0133
2215	0211	0113	0102
2216	1123	1103	0011
2217	2300	0013	0012
2218	1200	0312	0112
2219	1200	0323	0112
222	0223	0211	0002
2220	1300	0023	0011
2221	1300	0023	0001
2222	0311	0123	0100
2223	1113	0311	0012
2224	1233	1312	0012
2225	1312	1200	0112
2226	1112	1100	0013
2227	1311	0323	0133
2228	3311	3302	0003
2229	1311	3302	0003
223	0313	0033	0023
2230	1203	1200	0112
2231	3323	1200	0112
2232	1200	0311	0112
2233	1213	1203	0002
2234	3313	3302	0003
2235	1102	0313	0103
2236	1302	1200	0112
2237	0211	0133	0302
2238	2311	0311	0123
2239	2301	0103	0012
224	0333	0033	0023
2240	1200	0313	0112
2241	1233	1101	0012
2242	3311	0312	0133
2243	2300	0323	0123
2244	1300	0033	0012
2245	3301	1200	0112
2246	1301	1200	0112
2247	0213	0133	0302
2248	1311	0312	0133
2249	1200	0113	0302
225	0223	0033	0023
2250	3302	1300	0113
2251	3301	0033	0023
2252	1323	1200	0112
2253	3311	1200	0112
2254	1311	1200	0112
2255	1233	1312	0112
2256	0311	0133	0102
2257	3312	1300	0113
2258	1312	1300	0113
2259	0133	0123	0301
226	0212	0033	0023
2260	1303	1200	0112
2261	1300	0033	0002
2262	1103	0013	0012
2263	3300	0133	0112
2264	3302	0301	0003
2265	0311	0123	0103
2266	1300	0113	0302
2267	1133	0313	0302
2268	1103	0023	0001
2269	3300	0013	0002
227	0113	0033	0023
2270	0133	0301	0002
2271	3312	3301	0113
2272	3302	0311	0003
2273	3323	1300	0113
2274	0133	0302	0301
2275	1102	0233	0001
2276	1123	1103	0001
2277	3323	3301	0003
2278	0133	0112	0301
2279	3323	3301	0113
228	0111	0033	0023
2280	1333	1200	0112
2281	3313	1200	0112
2282	3301	0323	0033
2283	3300	0323	0133
2284	0133	0301	0102
2285	1311	0133	0002
2286	3301	0113	0002
2287	1103	0313	0023
2288	1133	0311	0012
2289	1301	0323	0013
229	0133	0033	0012
2290	1300	0323	0113
2291	3301	0323	0113
2292	1300	0312	0113
2293	1300	0113	0112
2294	1103	0313	0123
2295	3301	0113	0112
2296	1312	1300	0003
2297	2311	0222	0123
2298	1300	0003	0002
2299	1200	0333	0023
23	0223	0113	0023
230	0323	0033	0003
2300	2312	0133	0112
2301	2312	0133	0002
2302	1103	0002	0001
2303	1200	0033	0023
2304	2312	2311	0123
2305	1312	1200	0033
2306	3300	0023	0013
2307	1101	0023	0013
2308	0211	0102	0003
2309	2312	0323	0133
231	0312	0033	0003
2310	0312	0213	0102
2311	1233	1303	0012
2312	1312	1311	0133
2313	2311	1300	0023
2314	0311	0103	0002
2315	1200	0023	0003
2316	1300	0023	0003
2317	2300	0323	0103
2318	1312	1203	0112
2319	1112	1101	0013
232	0312	0011	0003
2320	1113	2300	0323
2321	2311	0323	0123
2322	3313	0133	0002
2323	2302	0312	0133
2324	1233	0300	0023
2325	3301	0113	0023
2326	1123	2301	0323
2327	1133	2300	0323
2328	0133	0122	0201
2329	1200	0112	0003
233	0312	0013	0003
2330	1101	0013	0002
2331	1300	0012	0003
2332	1103	0011	0002
2333	3311	0133	0002
2334	1102	0233	0313
2335	2311	2302	0123
2336	1103	0111	0023
2337	2311	0123	0002
2338	1203	1301	0112
2339	2311	1311	0123
234	0323	0013	0003
2340	2303	0311	0123
2341	1133	3301	0323
2342	3312	3311	0133
2343	3313	2311	0123
2344	2311	0123	0112
2345	0312	0311	0103
2346	1123	1103	0313
2347	3323	3301	0033
2348	3323	3313	0133
2349	1133	1102	0311
235	0323	0011	0003
2350	3323	3311	0133
2351	3311	3302	0133
2352	2311	0123	0102
2353	1103	0323	0301
2354	3323	1311	0133
2355	1323	1311	0133
2356	0322	0213	0102
2357	0311	0103	0102
2358	0311	0302	0103
2359	3311	0323	0133
236	0323	0023	0001
2360	3303	0323	0013
2361	1311	0133	0302
2362	0323	0311	0103
2363	0233	0133	0302
2364	0311	0112	0103
2365	2303	0312	0113
2366	1233	1312	0013
2367	1113	0311	0123
2368	1203	0323	0113
2369	1233	1312	0003
237	3323	0002	0001
2370	3311	0133	0112
2371	3313	0323	0133
2372	3301	0113	0302
2373	3313	0133	0112
2374	3311	0133	0123
2375	1311	0133	0123
2376	3313	0133	0102
2377	1311	0133	0102
2378	3311	0133	0102
2379	1133	0311	0123
238	0212	0002	0001
2380	1103	0111	0002
2381	2311	0123	0300
2382	1233	1312	0113
2383	1203	3300	0112
2384	2301	0003	0002
2385	2300	0012	0003
2386	2311	1323	0123
2387	1213	1200	0023
2388	1202	0023	0013
2389	2302	0323	0013
239	0223	0002	0001
2390	1301	0023	0013
2391	3313	3302	0133
2392	2302	0211	0102
2393	2312	0211	0102
2394	2302	2301	0023
2395	2302	1203	0112
2396	1213	0322	0123
2397	1203	2300	0112
2398	2302	0013	0002
2399	2322	0211	0102
24	0123	0113	0023
240	0312	0002	0001
2400	1312	1203	0113
2401	1203	0012	0002
2402	2312	0133	0102
2403	2313	0211	0102
2404	1113	0323	0311
2405	2311	0123	0301
2406	3313	3312	0133
2407	1203	0112	0300
2408	1113	1112	0311
2409	3313	0133	0123
241	0323	0002	0001
2410	2301	1103	0323
2411	2301	1301	0023
2412	2311	0323	0103
2413	3303	0023	0013
2414	2301	0323	0003
2415	3312	1311	0133
2416	1100	0013	0002
2417	1303	0023	0013
2418	1123	1103	0212
2419	1112	0100	0013
242	0322	0002	0001
2420	1233	1300	0012
2421	1112	1103	0001
2422	1300	0211	0102
2423	3313	0133	0302
2424	2301	0211	0102
2425	3302	3301	0033
2426	1233	1301	0023
2427	1323	1303	0013
2428	1233	1301	0112
2429	1200	0113	0023
243	0333	0002	0001
2430	0211	0302	0102
2431	0233	0302	0102
2432	1103	0012	0011
2433	1303	0013	0002
2434	2311	0211	0102
2435	0213	0211	0102
2436	0211	0102	0200
2437	1302	1301	0013
2438	1311	3302	0133
2439	1103	0111	0012
244	0312	0023	0001
2440	0322	0211	0102
2441	0233	0211	0102
2442	2300	0211	0102
2443	1113	0311	0002
2444	3301	0211	0102
2445	0211	0203	0102
2446	0312	0211	0102
2447	0323	0211	0102
2448	3323	0211	0102
2449	0211	0201	0102
245	0323	0012	0001
2450	0211	0301	0102
2451	3322	0211	0102
2452	1322	0211	0102
2453	3301	0112	0103
2454	1113	0311	0112
2455	1323	0211	0102
2456	0211	0102	0300
2457	3312	0211	0102
2458	1312	0211	0102
2459	0211	0103	0102
246	0312	0012	0001
2460	1133	0323	0311
2461	1302	0211	0102
2462	0313	0211	0102
2463	1213	1311	0123
2464	0211	0102	0100
2465	3311	0123	0100
2466	1303	0211	0102
2467	3302	0211	0102
2468	1103	0313	0012
2469	2311	0112	0103
247	0113	0023	0002
2470	3302	0311	0103
2471	0311	0211	0102
2472	1103	0323	0313
2473	0211	0133	0102
2474	1301	0211	0102
2475	3311	0133	0302
2476	3303	0133	0112
2477	3311	1323	0133
2478	0333	0211	0102
2479	1113	0311	0302
248	0111	0023	0002
2480	0213	0311	0102
2481	1113	0311	0102
2482	2311	0113	0102
2483	3313	0211	0102
2484	3311	0211	0102
2485	0233	0311	0102
2486	2333	0211	0102
2487	1311	0211	0102
2488	3300	0211	0102
2489	1323	0311	0103
249	0113	0012	0002
2490	1200	0312	0133
2491	1133	0311	0302
2492	1302	0311	0103
2493	1133	0311	0002
2494	1133	0311	0112
2495	2303	0211	0102
2496	3303	0211	0102
2497	1103	0313	0112
2498	1333	0211	0102
2499	2302	0023	0013
25	0123	0111	0023
250	0211	0023	0001
2500	1113	0312	0311
2501	2311	1323	0113
2502	2312	0123	0100
2503	1200	0023	0013
2504	0133	0302	0201
2505	2300	0323	0133
2506	1113	1102	0311
2507	1100	0013	0012
2508	1312	0311	0103
2509	1233	3300	0112
251	0213	0023	0001
2510	2312	0133	0123
2511	2312	0133	0302
2512	0312	0103	0100
2513	2311	1323	0033
2514	1202	1201	0023
2515	1123	0212	0201
2516	2300	0033	0012
2517	1202	0013	0002
2518	3302	3301	0113
2519	1312	1211	0133
252	0213	0012	0001
2520	2313	2312	0123
2521	2311	1323	0003
2522	2313	1311	0123
2523	1223	0211	0102
2524	1112	1103	0313
2525	3312	0311	0103
2526	3312	0133	0100
2527	1112	1103	0212
2528	1113	0211	0102
2529	1133	0312	0311
253	0233	0023	0001
2530	1123	1113	0311
2531	1323	3301	0033
2532	1201	1200	0023
2533	2301	0113	0112
2534	1133	1123	0311
2535	3302	3301	0003
2536	3302	0213	0113
2537	3323	0213	0002
2538	1133	0312	0300
2539	2301	0300	0023
254	0233	0012	0001
2540	3302	1200	0113
2541	1112	1103	0011
2542	1233	1311	0123
2543	1311	1302	0133
2544	3301	0123	0113
2545	0233	0302	0103
2546	2300	0113	0012
2547	1323	1301	0013
2548	2313	1301	0023
2549	1211	0133	0302
255	0233	0012	0003
2550	2313	2302	0023
2551	1213	1300	0112
2552	1312	1200	0113
2553	1233	2300	0112
2554	2300	0133	0112
2555	3323	1200	0113
2556	1233	0312	0103
2557	2300	0311	0123
2558	3323	0311	0103
2559	1213	0123	0301
256	0233	0023	0003
2560	1312	1203	0003
2561	1133	0211	0102
2562	1323	2301	0023
2563	0123	0301	0100
2564	1103	0313	0002
2565	1103	0313	0102
2566	1103	0313	0302
2567	1203	0111	0002
2568	1133	0311	0102
2569	1133	0233	0302
257	0211	0023	0003
258	0213	0023	0003
259	0211	0012	0003
26	1223	1213	0112
260	0213	0012	0003
261	0211	0012	0001
262	0313	0023	0001
263	0333	0023	0001
264	0333	0023	0003
265	0333	0123	0111
266	1333	0123	0111
267	1303	0123	0111
268	0323	0223	0113
269	0323	0212	0113
27	1223	1211	0112
270	0113	0203	0012
271	0113	0201	0012
272	0111	0201	0012
273	0111	0013	0012
274	0113	0013	0012
275	0133	0013	0012
276	0133	0111	0012
277	0133	0113	0012
278	0133	0113	0023
279	0133	0111	0023
28	0123	0111	0012
280	0122	0111	0023
281	0322	0111	0023
282	0122	0113	0023
283	0122	0113	0112
284	0133	0113	0112
285	0133	0123	0112
286	0133	0112	0102
287	0123	0112	0103
288	2302	0011	0002
289	2312	0011	0002
29	0122	0111	0012
290	2322	0011	0002
291	0222	0113	0012
292	0222	0111	0012
293	2322	0111	0012
294	0222	0113	0023
295	0222	0111	0023
296	2322	0012	0011
297	0222	0123	0111
298	0222	0112	0111
299	0222	0023	0001
3	0023	0013	0003
30	0122	0113	0012
300	0222	0023	0003
301	0222	0012	0001
302	0222	0012	0003
303	2322	0012	0001
304	0222	0113	0112
305	0222	0111	0002
306	0222	0113	0002
307	0203	0023	0001
308	0203	0023	0003
309	0201	0023	0001
31	0322	0113	0012
310	1312	0002	0001
311	1301	0002	0001
312	1323	0002	0001
313	1302	0002	0001
314	0111	0002	0001
315	0311	0002	0001
316	3311	0002	0001
317	2311	0002	0001
318	2313	0002	0001
319	3313	0002	0001
32	0322	0113	0023
320	3303	0002	0001
321	0323	0322	0113
322	0323	0313	0113
323	0323	0311	0113
324	0312	0301	0003
325	0323	0301	0003
326	0323	0311	0003
327	0312	0311	0003
328	0323	0211	0113
329	0323	0233	0113
33	0312	0113	0023
330	0323	0213	0113
331	0323	0113	0023
332	0312	0111	0023
333	0113	0112	0022
334	0302	0002	0001
335	0312	0003	0001
336	0312	0113	0012
337	0312	0113	0013
338	0312	0113	0033
339	0323	0113	0033
34	0313	0113	0023
340	0112	0111	0033
341	0112	0111	0011
342	0123	0111	0011
343	0123	0111	0013
344	0123	0111	0033
345	0123	0111	0201
346	0123	0111	0203
347	0123	0111	0103
348	0123	0111	0100
349	0123	0112	0100
35	0213	0113	0023
350	0123	0111	0001
351	0011	0003	0002
352	0013	0003	0002
353	0033	0003	0002
354	0212	0003	0002
355	0223	0003	0002
356	0111	0003	0002
357	0113	0003	0002
358	0113	0300	0002
359	0111	0200	0002
36	0211	0113	0023
360	0111	0203	0002
361	0111	0201	0002
362	0111	0301	0002
363	0111	0301	0102
364	0111	0302	0102
365	0111	0103	0102
366	0112	0103	0102
367	0112	0111	0102
368	0312	0111	0102
369	0312	0113	0102
37	0211	0111	0023
370	0313	0111	0102
371	0323	0111	0102
372	0322	0111	0102
373	0333	0111	0102
374	1333	0111	0102
375	1302	0111	0102
376	1323	0111	0102
377	0123	0111	0102
378	0122	0111	0102
379	0133	0111	0102
38	0211	0111	0012
380	0323	0113	0102
381	0312	0113	0201
382	2302	0002	0001
383	1200	0112	0103
384	1200	0112	0100
385	1203	0112	0100
386	1303	0112	0100
387	1202	0112	0100
388	1302	0112	0100
389	1323	0112	0100
39	0213	0111	0012
390	0122	0112	0100
391	0322	0112	0100
392	0122	0112	0103
393	0322	0112	0111
394	0323	0112	0111
395	0323	0112	0100
396	0312	0112	0100
397	0113	0112	0100
398	0311	0112	0100
399	0313	0112	0100
4	0023	0003	0001
40	0313	0111	0012
400	0333	0112	0100
401	2333	0112	0100
402	2313	0112	0100
403	2311	0112	0100
404	1233	0112	0100
405	1211	0112	0100
406	1213	0112	0100
407	1201	0112	0100
408	1301	0112	0100
409	1300	0112	0100
41	0333	0323	0113
410	2300	0112	0100
411	1113	1102	0111
412	1101	0133	0112
413	1113	0133	0112
414	2312	0111	0102
415	1312	0111	0102
416	3312	0111	0102
417	3301	0111	0102
418	3313	0111	0102
419	1301	0111	0102
42	0333	0323	0003
420	1113	0111	0102
421	0212	0112	0103
422	0223	0112	0103
423	0212	0112	0100
424	0223	0112	0100
425	2312	0112	0100
426	1223	0112	0100
427	1222	0112	0100
428	1222	0112	0103
429	2322	0112	0111
43	0333	0312	0003
430	2322	0111	0102
431	2301	0111	0102
432	2300	0111	0102
433	2303	0111	0102
434	2333	0111	0102
435	2313	0111	0102
436	2311	0111	0102
437	0311	0111	0102
438	3311	0111	0102
439	3303	0111	0102
44	0111	0302	0002
440	3300	0111	0102
441	2302	0111	0102
442	1202	0111	0102
443	1223	0111	0102
444	3302	0111	0102
445	3323	0111	0102
446	3322	0111	0102
447	1322	0111	0102
448	1303	0111	0102
449	1300	0111	0102
45	0111	0300	0002
450	1311	0111	0102
451	1211	0112	0103
452	1201	0112	0103
453	1203	0112	0103
454	1233	0112	0103
455	2303	0112	0100
456	2301	0112	0100
457	2301	0112	0111
458	0312	0122	0113
459	0123	0122	0111
46	0111	0100	0002
460	1123	0111	0103
461	1123	0111	0100
462	1102	0111	0100
463	1102	0112	0100
464	1123	0112	0100
465	1102	0112	0103
466	1123	0112	0103
467	1123	1113	0111
468	1102	0111	0103
469	0323	0113	0302
47	0113	0100	0002
470	0123	0111	0302
471	0123	0111	0300
472	0123	0111	0003
473	0212	0023	0011
474	2312	0002	0001
475	0113	0200	0012
476	0312	0113	0203
477	0312	0113	0200
478	0323	0113	0201
479	0323	0113	0203
48	0113	0200	0002
480	0323	0113	0200
481	0123	0111	0200
482	0112	0111	0201
483	0112	0111	0203
484	0112	0111	0200
485	0112	0111	0301
486	0123	0111	0301
487	0123	0103	0001
488	0123	0113	0001
489	0123	0111	0002
49	0323	0113	0022
490	0123	0113	0002
491	0323	0111	0002
492	0323	0113	0002
493	0112	0111	0302
494	0312	0113	0302
495	0312	0113	0301
496	0312	0113	0300
497	0112	0111	0300
498	0312	0113	0103
499	0112	0111	0103
5	0012	0003	0001
50	0312	0113	0022
500	0112	0300	0100
501	0112	0103	0100
502	0112	0301	0100
503	0112	0103	0001
504	0323	0003	0001
505	0112	0100	0003
506	0312	0123	0113
507	0033	0023	0012
508	0113	0023	0012
509	0033	0013	0012
51	0022	0013	0012
510	0111	0033	0012
511	0113	0033	0012
512	2311	0011	0002
513	2333	0011	0002
514	0333	0011	0002
515	0302	0011	0002
516	3302	0011	0002
517	3323	0011	0002
518	3322	0011	0002
519	0322	0011	0002
52	0223	0013	0012
520	0033	0013	0002
521	0033	0023	0002
522	0033	0012	0002
523	0013	0012	0002
524	0111	0033	0002
525	0113	0033	0002
526	1311	0011	0002
527	1311	0111	0012
528	0113	0112	0012
529	0113	0112	0023
53	0212	0013	0012
530	0113	0111	0012
531	0313	0113	0012
532	0311	0113	0012
533	0311	0113	0112
534	0333	0113	0112
535	0333	0113	0012
536	0333	0113	0023
537	0333	0113	0002
538	0313	0113	0002
539	0311	0113	0002
54	0212	0033	0012
540	2311	0111	0002
541	0313	0111	0002
542	1311	0111	0002
543	0133	0111	0002
544	0122	0111	0002
545	1323	0111	0002
546	1322	0111	0002
547	0122	0113	0002
548	0033	0023	0001
549	0033	0023	0003
55	0223	0033	0012
550	3302	0002	0001
551	3312	0002	0001
552	1322	0002	0001
553	3322	0002	0001
554	0300	0002	0001
555	0301	0002	0001
556	0113	0002	0001
557	0313	0002	0001
558	0113	0302	0002
559	0113	0203	0002
56	0212	0113	0012
560	0111	0200	0023
561	0111	0203	0023
562	0113	0203	0023
563	0111	0201	0023
564	0111	0301	0023
565	0311	0113	0023
566	0211	0113	0012
567	0233	0111	0012
568	0233	0113	0012
569	0213	0113	0012
57	0223	0113	0012
570	0313	0133	0023
571	0333	0133	0023
572	0113	0102	0023
573	0113	0102	0012
574	0113	0100	0012
575	0111	0100	0012
576	0113	0103	0012
577	0111	0103	0012
578	0113	0103	0023
579	0113	0100	0023
58	0212	0111	0012
580	0111	0100	0023
581	0223	0111	0012
582	0212	0111	0023
583	0113	0200	0023
584	0113	0201	0023
585	0113	0112	0201
586	0113	0112	0203
587	0113	0112	0200
588	0113	0112	0300
589	0113	0112	0301
59	0033	0023	0022
590	0113	0112	0111
591	0113	0112	0103
592	0133	0112	0103
593	0133	0112	0100
594	0133	0112	0111
595	0133	0112	0001
596	0133	0112	0003
597	1333	0112	0103
598	1303	0112	0103
599	1300	0112	0103
6	0003	0002	0001
60	0113	0023	0022
600	1333	0112	0100
601	0333	0112	0111
602	0313	0112	0111
603	0311	0112	0111
604	2311	0112	0111
605	0211	0112	0111
606	0213	0112	0111
607	0233	0112	0111
608	2313	0112	0111
609	2333	0112	0111
61	0111	0023	0022
610	1333	0112	0111
611	1302	0112	0111
612	1323	0112	0111
613	1322	0112	0111
614	1323	0112	0103
615	1302	0112	0103
616	3323	0112	0100
617	3302	0112	0100
618	3302	0112	0111
619	3323	0112	0111
62	0111	0023	0013
620	2302	0111	0012
621	2312	0111	0012
622	2301	0111	0012
623	2303	0111	0012
624	2300	0111	0012
625	1303	0111	0012
626	1300	0111	0012
627	1301	0111	0012
628	1312	0111	0012
629	1302	0111	0012
63	0111	0023	0012
630	1323	0111	0012
631	1322	0111	0012
632	3323	0111	0012
633	3322	0111	0012
634	3312	0111	0012
635	3313	0111	0012
636	3311	0111	0012
637	3301	0111	0012
638	3302	0111	0012
639	3300	0111	0012
64	0111	0302	0012
640	3303	0111	0012
641	0312	0111	0012
642	2313	0111	0012
643	2311	0111	0012
644	2333	0111	0012
645	0333	0111	0023
646	0323	0111	0023
647	0212	0113	0023
648	0223	0111	0023
649	0212	0111	0002
65	0111	0302	0023
650	2312	0111	0002
651	0213	0111	0023
652	0233	0111	0023
653	0233	0113	0023
654	0213	0113	0002
655	0211	0113	0002
656	0211	0113	0112
657	0213	0113	0112
658	0233	0113	0112
659	2301	0111	0002
66	0111	0102	0023
660	2300	0111	0002
661	2303	0111	0002
662	0212	0133	0002
663	0223	0133	0002
664	1103	0133	0112
665	1100	0133	0112
666	1133	0133	0112
667	0212	0023	0013
668	2301	0002	0001
669	2322	0002	0001
67	0111	0102	0012
670	3301	0002	0001
671	3300	0002	0001
672	1311	0002	0001
673	0113	0300	0023
674	0111	0300	0023
675	0113	0300	0012
676	0111	0300	0012
677	0113	0302	0012
678	0113	0301	0012
679	0111	0301	0012
68	1311	0112	0111
680	0113	0302	0023
681	0113	0301	0023
682	0313	0111	0023
683	0113	0111	0023
684	0113	0112	0011
685	0113	0112	0013
686	0113	0112	0033
687	0312	0123	0111
688	0323	0123	0113
689	0323	0123	0111
69	0123	0112	0111
690	0133	0123	0001
691	0233	0123	0111
692	0213	0123	0111
693	0211	0123	0111
694	0311	0123	0111
695	0313	0123	0111
696	0322	0123	0111
697	0312	0112	0111
698	0212	0112	0111
699	0223	0112	0111
7	0023	0002	0001
70	0122	0112	0111
700	0113	0112	0001
701	0113	0112	0003
702	1312	0112	0103
703	1112	0112	0103
704	1112	0112	0100
705	1113	0112	0103
706	0323	0122	0113
707	0113	0102	0002
708	0223	0123	0111
709	1113	0123	0111
71	0323	0222	0113
710	0111	0103	0002
711	0113	0103	0002
712	0113	0301	0002
713	2302	0111	0002
714	0212	0113	0002
715	0223	0111	0002
716	2322	0111	0002
717	0223	0113	0002
718	0112	0103	0003
719	0312	0113	0011
72	0212	0203	0002
720	0323	0113	0013
721	0323	0113	0011
722	0123	0113	0111
723	0112	0111	0002
724	0112	0111	0001
725	0312	0113	0001
726	0312	0113	0003
727	0323	0113	0003
728	0323	0113	0300
729	0312	0113	0100
73	0022	0003	0002
730	0013	0011	0002
731	0113	0201	0002
732	2301	0011	0002
733	1202	0113	0112
734	0313	0113	0112
735	0113	0111	0102
736	0113	0112	0102
737	0212	0113	0112
738	1223	0113	0112
739	0223	0113	0112
74	0022	0011	0002
740	0323	0113	0112
741	0322	0113	0112
742	0322	0111	0002
743	0322	0113	0002
744	3322	0111	0002
745	0312	0113	0112
746	0312	0113	0002
747	0133	0113	0002
748	0223	0011	0002
749	0113	0112	0002
75	0022	0013	0002
750	0212	0011	0002
751	0212	0033	0002
752	0212	0013	0002
753	0313	0011	0002
754	0311	0011	0002
755	0113	0111	0002
756	3311	0111	0002
757	3313	0111	0002
758	1301	0111	0002
759	1303	0111	0002
76	1322	0011	0002
760	1300	0111	0002
761	3303	0111	0002
762	3300	0111	0002
763	3301	0111	0002
764	1213	0112	0103
765	2303	0112	0111
766	2300	0112	0111
767	1301	0112	0111
768	3301	0112	0111
769	3311	0112	0111
77	1302	0011	0002
770	3300	0112	0111
771	3303	0112	0111
772	3301	0112	0100
773	3303	0112	0100
774	1100	0112	0103
775	0200	0023	0001
776	0300	0012	0011
777	0111	0023	0011
778	0111	0012	0011
779	1311	0012	0011
78	1323	0011	0002
780	1303	0012	0011
781	1301	0012	0011
782	1300	0012	0011
783	0133	0012	0011
784	0133	0012	0003
785	0133	0012	0001
786	0133	0023	0001
787	0133	0023	0003
788	1323	0012	0011
789	1322	0012	0011
79	3312	0011	0002
790	3323	0012	0011
791	3322	0012	0011
792	0322	0012	0011
793	0323	0012	0011
794	0223	0012	0011
795	0223	0023	0013
796	0223	0023	0011
797	0223	0023	0003
798	0223	0023	0001
799	0223	0012	0003
8	0023	0003	0002
80	3312	0111	0002
800	0223	0012	0001
801	0322	0023	0001
802	0322	0012	0001
803	1322	0012	0001
804	0103	0023	0001
805	0103	0023	0003
806	0203	0012	0003
807	0103	0012	0003
808	0103	0012	0001
809	1300	0012	0001
81	0312	0111	0002
810	1303	0012	0001
811	1302	0012	0001
812	0302	0012	0001
813	3302	0012	0001
814	3323	0012	0001
815	3322	0012	0001
816	0300	0012	0001
817	3300	0012	0001
818	3303	0012	0001
819	0300	0023	0001
82	0312	0111	0003
820	0100	0023	0003
821	0033	0011	0002
822	0301	0011	0002
823	1312	0011	0002
824	2302	0012	0011
825	0212	0012	0011
826	2312	0012	0011
827	2311	0012	0011
828	3311	0012	0011
829	0311	0012	0011
83	0312	0133	0003
830	0311	0023	0001
831	0311	0012	0001
832	0212	0023	0003
833	0212	0023	0001
834	0212	0012	0003
835	0201	0012	0003
836	0313	0012	0003
837	0301	0012	0003
838	0200	0012	0003
839	2303	0011	0002
84	0323	0133	0003
840	0300	0011	0002
841	1301	0011	0002
