crn	r0	r1	r2
35904	0312	0311	0033	0023
35905	0312	0311	0033	0012
35906	0312	0133	0033	0011
35907	0312	0133	0033	0013
35908	1311	0302	0022	0003
35909	0333	0302	0022	0003
3591	1323	0313	0111	0002
35910	0333	0302	0033	0001
35911	0313	0302	0033	0001
35912	0311	0302	0033	0001
35913	0311	0302	0033	0002
35914	0311	0302	0013	0002
35915	0111	0102	0013	0003
35916	0111	0102	0013	0001
35917	0111	0102	0033	0001
35918	0223	0302	0022	0013
35919	0212	0302	0022	0013
3592	1311	0313	0111	0002
35920	0212	0302	0033	0013
35921	0223	0302	0033	0013
35922	0223	0302	0033	0011
35923	0333	0302	0033	0011
35924	0313	0302	0033	0011
35925	0313	0302	0033	0013
35926	0313	0302	0033	0012
35927	0333	0323	0133	0012
35928	0133	0123	0122	0013
35929	0133	0123	0122	0011
3593	1333	0313	0111	0002
35930	0333	0323	0133	0011
35931	1301	1103	2300	0323
35932	1303	1103	1200	0112
35933	1303	1103	2300	0323
35934	3303	1103	2300	0323
35935	1101	3300	1200	0112
35936	1113	1203	1201	0112
35937	1113	1303	1201	0112
35938	1113	1303	1301	0112
35939	2333	1113	1300	0323
3594	3322	3311	0111	0002
35940	2333	1113	1301	0323
35941	1133	1113	1301	0323
35942	1133	1113	1300	0323
35943	1123	1113	1300	0323
35944	0113	0302	0103	0200
35945	0333	0302	0103	0300
35946	0111	0302	0103	0300
35947	0111	0302	0103	0100
35948	0333	0302	0103	0100
35949	0333	0312	0203	0103
3595	3312	3311	0111	0002
35950	0333	0312	0213	0103
35951	0333	0323	0213	0103
35952	0333	0323	0233	0103
35953	2313	2312	0123	0001
35954	0213	0133	0123	0002
35955	0213	0133	0112	0002
35956	1213	1133	0112	0001
35957	1213	1133	0123	0001
35958	1211	1133	0123	0001
35959	1303	1203	0133	0112
3596	1312	0311	0111	0002
35960	1303	1201	0133	0112
35961	1303	1203	0113	0112
35962	1303	1201	0113	0112
35963	1101	0233	0133	0112
35964	1101	0233	0113	0112
35965	1101	0211	0113	0112
35966	3301	0211	0113	0112
35967	1233	1211	0112	0102
35968	2333	1200	0112	0102
35969	1233	1300	0112	0102
3597	1323	0311	0111	0002
35970	1233	1100	0112	0102
35971	1311	1202	0113	0102
35972	3311	3302	0113	0102
35973	3313	3302	0113	0102
35974	3313	3302	0113	0002
35975	3313	0323	0113	0002
35976	3313	0312	0113	0002
35977	3313	0312	0113	0003
35978	3313	1312	0033	0011
35979	3313	1312	0033	0001
3598	1333	0311	0111	0002
35980	3303	0312	0133	0111
35981	3303	0312	0123	0111
35982	3301	0312	0123	0111
35983	3301	0323	0123	0111
35984	3311	0323	0123	0111
35985	3311	0323	0133	0113
35986	3311	0323	0133	0003
35987	3311	0312	0133	0003
35988	3311	2302	0023	0011
35989	1311	1302	0023	0013
3599	3313	0311	0111	0002
35990	1311	1302	0023	0011
35991	1311	0302	0023	0011
35992	1311	0302	0023	0013
35993	1311	0302	0013	0012
35994	1311	1302	0013	0012
35995	1311	3302	0013	0012
35996	1311	1302	0013	0011
35997	1311	3302	0023	0013
35998	1311	3302	0023	0011
35999	0313	0302	0013	0012
36	0213	0033	0023	0001
360	0211	0111	0022	0002
3600	3323	0311	0111	0002
36000	1333	1202	0023	0003
36001	1333	1202	0023	0001
36002	1333	2302	0023	0001
36003	1311	2302	0023	0003
36004	1311	1202	0023	0003
36005	1311	1303	0033	0002
36006	1311	1303	0013	0002
36007	1333	1103	0013	0002
36008	1333	1203	0013	0002
36009	1333	1201	0013	0002
3601	3322	0311	0111	0002
36010	1333	0201	0012	0003
36011	0223	0200	0022	0011
36012	0223	0200	0022	0013
36013	0323	0100	0022	0013
36014	0123	0100	0022	0013
36015	0123	0100	0022	0011
36016	0323	0300	0023	0011
36017	0323	0100	0023	0011
36018	0323	0100	0012	0011
36019	2302	0301	0023	0011
3602	3312	0311	0111	0002
36020	1301	0100	0012	0011
36021	3302	0100	0011	0002
36022	1302	0100	0011	0002
36023	1302	0100	0033	0002
36024	1302	0103	0011	0002
36025	3302	0113	0011	0002
36026	3302	0333	0033	0001
36027	1113	1112	0033	0002
36028	1113	1102	0033	0002
36029	1311	3302	0023	0001
3603	3311	0311	0111	0002
36030	1311	0302	0013	0003
36031	1311	0212	0023	0003
36032	1311	0212	0023	0001
36033	1311	0223	0023	0003
36034	1311	0223	0023	0001
36035	1311	0223	0012	0003
36036	1311	0213	0023	0003
36037	3312	1323	0033	0001
36038	3312	0302	0033	0001
36039	0312	0302	0033	0002
3604	3312	0333	0111	0002
36040	0323	0302	0033	0002
36041	0323	0302	0013	0002
36042	0323	0302	0013	0001
36043	0323	0302	0013	0011
36044	0323	0302	0033	0013
36045	0323	0302	0033	0011
36046	0323	0302	0033	0023
36047	0323	0302	0033	0012
36048	0233	0302	0033	0001
36049	0233	0302	0023	0003
3605	3311	0333	0111	0002
36050	0212	0123	0122	0113
36051	0212	0123	0103	0200
36052	0212	0123	0103	0300
36053	1202	0223	0112	0103
36054	2302	0123	0112	0103
36055	2302	0323	0123	0100
36056	2302	0323	0123	0111
36057	2302	0312	0123	0111
36058	1223	0312	0123	0113
36059	1333	1312	1122	0113
3606	3313	0333	0111	0002
36060	1133	1123	1102	0001
36061	1133	1112	1102	0001
36062	1133	1112	0103	0001
36063	1133	0112	0103	0001
36064	1122	0112	0103	0001
36065	3322	0211	0102	0012
36066	1323	1223	1301	0013
36067	1323	1312	0111	0013
36068	1323	1133	0111	0013
36069	1323	1133	0111	0033
3607	3323	0333	0111	0002
36070	1323	1133	0111	0002
36071	1323	1133	0111	0003
36072	1323	1133	0111	0001
36073	1103	0103	0023	0003
36074	1103	0103	0023	0001
36075	1233	0103	0023	0001
36076	0233	0100	0023	0001
36077	0211	0100	0023	0001
36078	0211	0100	0023	0013
36079	0213	0100	0023	0013
3608	3322	0333	0111	0002
36080	0213	0100	0023	0011
36081	0233	0100	0023	0011
36082	0212	0200	0022	0011
36083	0212	0200	0022	0013
36084	0223	0200	0022	0003
36085	0223	0200	0022	0001
36086	0212	0200	0022	0001
36087	0212	0200	0022	0003
36088	0233	0213	0022	0003
36089	0233	0213	0022	0001
3609	3322	0323	0111	0002
36090	0233	0313	0022	0001
36091	0233	0311	0022	0003
36092	0233	0111	0022	0003
36093	0233	0113	0022	0001
36094	0233	0113	0022	0003
36095	2301	0111	0201	0102
36096	1201	0113	0111	0102
36097	1200	0113	0111	0102
36098	1200	0311	0112	0102
36099	1200	0313	0112	0102
361	0213	0111	0022	0002
3610	3322	0322	0111	0002
36100	1300	0133	0112	0102
36101	2300	0211	0111	0102
36102	1300	0211	0111	0102
36103	1333	1323	1113	0112
36104	1333	1123	1113	0112
36105	1333	1123	0113	0112
36106	1333	1102	0113	0112
36107	1333	1102	0323	0113
36108	1333	1302	0113	0002
36109	1333	1102	0113	0002
3611	0212	0103	0002	0001
36110	1123	0103	0033	0023
36111	0123	0103	0013	0012
36112	0123	0103	0033	0023
36113	0123	0103	0033	0012
36114	0323	0313	0033	0012
36115	0323	0311	0033	0012
36116	0323	0311	0023	0013
36117	0323	0311	0023	0011
36118	3322	3303	0023	0011
36119	3322	3301	0023	0011
3612	0323	0113	0203	0300
36120	1122	1103	0033	0002
36121	1223	1303	0033	0002
36122	1223	1303	0011	0002
36123	1102	0100	0023	0003
36124	1302	0100	0023	0003
36125	3302	0300	0033	0001
36126	1302	0300	0013	0001
36127	1302	0301	0013	0001
36128	1302	0103	0023	0003
36129	1302	0103	0012	0003
3613	0323	0313	0213	0113
36130	1302	0301	0012	0003
36131	1302	0111	0023	0003
36132	2303	0312	0113	0111
36133	2301	0312	0113	0301
36134	2303	0312	0113	0301
36135	3300	0312	0113	0301
36136	3300	0312	0113	0100
36137	1303	0312	0113	0100
36138	1303	0312	0111	0103
36139	1203	0112	0103	0300
3614	0111	0203	0200	0002
36140	1203	0323	0103	0300
36141	3312	2312	0113	0301
36142	3312	2312	0113	0100
36143	3312	2311	0113	0100
36144	3312	2300	0113	0100
36145	3312	3300	0113	0100
36146	3312	1300	0113	0100
36147	3312	1300	0113	0111
36148	3312	1300	0111	0033
36149	3312	3300	0111	0033
3615	0322	0302	0002	0001
36150	3312	3303	0111	0033
36151	3312	1303	0111	0033
36152	1312	1303	0133	0033
36153	1312	0133	0111	0023
36154	1322	1233	1303	0112
36155	3322	1211	1100	0112
36156	3323	1211	1100	0112
36157	1223	1213	1103	0112
36158	1223	1213	1303	0112
36159	1323	1213	1303	0112
3616	0323	0313	0203	0003
36160	1323	1233	1101	0112
36161	1323	1203	1103	0112
36162	1323	1203	1101	0112
36163	1122	1113	1103	0112
36164	1122	1113	1303	0112
36165	3322	1113	1303	0112
36166	3322	1113	1200	0112
36167	2312	1333	0033	0012
36168	2312	0333	0033	0012
36169	2312	0333	0113	0012
3617	0123	0111	0102	0200
36170	2312	0133	0113	0012
36171	0312	0100	0013	0012
36172	3322	0301	0023	0011
36173	1322	0100	0011	0002
36174	3322	0100	0011	0002
36175	0122	0100	0033	0002
36176	0322	0100	0033	0002
36177	0322	0100	0013	0002
36178	0322	0100	0011	0002
36179	1303	0103	0012	0011
3618	0112	0111	0102	0200
36180	1101	0103	0023	0011
36181	1113	1100	0023	0011
36182	1101	1100	0023	0003
36183	1101	0200	0023	0003
36184	1301	0100	0023	0003
36185	1223	1213	0022	0002
36186	0333	0203	0022	0002
36187	0311	0203	0022	0002
36188	0111	0200	0022	0003
36189	0111	0200	0022	0001
3619	0312	0113	0112	0201
36190	0111	0200	0022	0011
36191	0113	0200	0022	0011
36192	1223	1213	0022	0001
36193	1333	1213	0022	0003
36194	0233	0211	0022	0003
36195	0233	0211	0022	0001
36196	0333	0211	0022	0001
36197	0333	0233	0022	0001
36198	0333	0213	0022	0001
36199	0333	0213	0022	0003
362	0233	0111	0022	0002
3620	0312	0113	0112	0200
36200	0333	0233	0022	0003
36201	0333	0211	0022	0003
36202	0311	0211	0022	0001
36203	0313	0211	0022	0001
36204	0313	0211	0022	0003
36205	0323	0302	0022	0013
36206	0323	0302	0023	0013
36207	0322	0301	0023	0013
36208	0322	0301	0023	0011
36209	1301	0103	0023	0011
3621	0312	0113	0112	0203
36210	0301	0200	0012	0011
36211	0213	0200	0023	0013
36212	0211	0203	0022	0011
36213	0213	0201	0022	0013
36214	0213	0201	0022	0011
36215	0313	0203	0022	0011
36216	0113	0203	0022	0011
36217	0313	0203	0022	0013
36218	0313	0213	0122	0111
36219	0212	0211	0122	0111
3622	0312	0113	0111	0201
36220	0212	0211	0022	0013
36221	0212	0211	0022	0011
36222	3322	0211	0022	0001
36223	3322	0311	0012	0003
36224	1333	0212	0123	0111
36225	1333	0213	0123	0111
36226	1333	0313	0113	0112
36227	1133	1303	0333	0023
36228	1133	1103	0333	0023
36229	1133	1101	0333	0023
3623	0312	0113	0111	0200
36230	1113	1303	0333	0023
36231	1113	1103	0333	0023
36232	1113	1103	0333	0012
36233	1211	1113	1200	0112
36234	1211	1113	1300	0112
36235	2311	1113	1300	0323
36236	3311	1113	1300	0323
36237	1311	1113	1300	0323
36238	1311	1113	1200	0112
36239	2311	1101	1200	0112
3624	0312	0113	0111	0203
36240	1211	1101	1200	0112
36241	1223	0333	0133	0023
36242	1223	0313	0133	0023
36243	1223	0313	0023	0011
36244	1223	0313	0023	0013
36245	1223	0213	0113	0012
36246	1223	0213	0111	0012
36247	1333	0313	0312	0013
36248	1333	1323	1312	0013
36249	1333	1312	1302	0013
3625	0312	0113	0111	0301
36250	1333	1323	1202	0013
36251	1333	1323	1223	0013
36252	1103	1102	0333	0302
36253	1103	1102	0113	0301
36254	1133	1102	0113	0002
36255	1133	1102	0111	0003
36256	1133	1301	0111	0002
36257	1133	1101	0111	0002
36258	1133	1113	0111	0002
36259	1122	1103	1101	0112
3626	0312	0112	0111	0301
36260	1122	1103	1300	0112
36261	1122	1101	1100	0112
36262	1122	1101	0113	0002
36263	1202	1200	0313	0112
36264	1202	1200	0311	0112
36265	1223	1213	0311	0112
36266	1223	1213	1311	0112
36267	1223	1211	1113	0112
36268	1233	1201	1101	0112
36269	1233	1113	1101	0112
3627	0312	0112	0111	0300
36270	1233	1133	1202	0112
36271	1233	1213	1303	0112
36272	1233	1101	0113	0112
36273	1233	1133	0112	0023
36274	1233	1113	0123	0023
36275	1233	1113	0112	0023
36276	1233	1113	0112	0012
36277	1233	1113	0123	0011
36278	1333	1113	0123	0011
36279	1333	1133	0123	0011
3628	0311	0112	0111	0300
36280	1333	1103	0123	0011
36281	1113	0223	0023	0003
36282	1113	0223	0012	0003
36283	1113	0212	0012	0003
36284	1113	0212	0012	0001
36285	1113	0212	0023	0003
36286	1113	0212	0023	0001
36287	1113	0213	0023	0003
36288	1113	0313	0023	0003
36289	1113	0313	0023	0001
3629	0313	0112	0111	0300
36290	1113	0213	0023	0001
36291	1113	0211	0023	0001
36292	1113	0111	0023	0001
36293	1113	0311	0023	0001
36294	1103	0103	0012	0001
36295	3303	0313	0012	0003
36296	1303	0311	0012	0003
36297	3303	0311	0012	0003
36298	1133	0333	0012	0003
36299	1133	0333	0012	0001
363	0233	0113	0023	0002
3630	0312	0112	0111	0302
36300	1133	0133	0012	0001
36301	1133	0133	0012	0003
36302	1133	0333	0023	0002
36303	1123	1100	0333	0323
36304	1123	1113	0333	0323
36305	0103	0102	0033	0002
36306	0133	0102	0033	0002
36307	0133	0302	0033	0002
36308	0133	0302	0011	0002
36309	1333	0323	0011	0003
3631	0312	0112	0111	0102
36310	1333	0302	0023	0001
36311	0133	0302	0022	0003
36312	0133	0102	0022	0001
36313	1303	0223	0111	0102
36314	1333	0223	0111	0102
36315	1333	0323	0113	0302
36316	1333	0323	0113	0300
36317	1333	1312	0113	0300
36318	1333	1312	0133	0003
36319	1333	1112	0133	0001
3632	3312	0312	0111	0102
36320	1333	1312	0113	0001
36321	1333	1312	0113	0301
36322	0333	0312	0133	0302
36323	0323	0312	0133	0300
36324	1333	1211	0133	0002
36325	1333	1213	0133	0002
36326	1333	1213	0123	0002
36327	1133	0333	0322	0302
36328	2333	0212	0103	0002
36329	1333	0212	0203	0002
3633	3312	0112	0111	0102
36330	3313	0212	0133	0023
36331	3313	0333	0133	0023
36332	3313	0333	0113	0023
36333	3313	0333	0111	0023
36334	3313	0133	0111	0023
36335	3313	0133	0113	0023
36336	3313	0233	0111	0023
36337	1103	1100	0333	0323
36338	1303	1100	0133	0112
36339	1201	1100	0133	0112
3634	2312	0112	0111	0102
36340	1201	1100	0123	0112
36341	1101	1100	0122	0112
36342	3323	2302	0023	0011
36343	3312	2312	0023	0011
36344	3323	3312	0033	0011
36345	3323	3302	0033	0011
36346	0323	0213	0033	0023
36347	0323	0213	0033	0012
36348	0323	0311	0033	0023
36349	0323	0301	0033	0012
3635	0233	0112	0111	0102
36350	0323	0100	0033	0011
36351	0322	0211	0013	0002
36352	0322	0211	0033	0002
36353	0322	0313	0013	0002
36354	0322	0133	0013	0002
36355	0122	0103	0013	0002
36356	0322	0311	0013	0002
36357	0322	0301	0013	0002
36358	3322	0201	0013	0002
36359	3322	0201	0012	0002
3636	0233	0312	0113	0102
36360	1322	0201	0012	0002
36361	3322	0201	0023	0002
36362	3322	0211	0113	0002
36363	1333	1233	1213	0002
36364	1333	1213	1311	0002
36365	1333	1233	0113	0002
36366	1311	0223	0113	0023
36367	1311	0223	0113	0012
36368	1301	0333	0111	0023
36369	1301	0313	0111	0023
3637	0233	0312	0113	0100
36370	1301	0113	0111	0023
36371	3303	0113	0111	0023
36372	1303	0113	0103	0023
36373	1303	0113	0103	0012
36374	1303	0333	0103	0012
36375	3303	0113	0301	0012
36376	1101	0113	0302	0012
36377	1133	1113	0012	0011
36378	1133	1101	0012	0011
36379	1133	0103	0012	0011
3638	0233	0312	0113	0103
36380	1123	0103	0033	0011
36381	1123	0103	0033	0012
36382	1102	0103	0033	0001
36383	1102	0103	0012	0001
36384	1102	0103	0023	0001
36385	0102	0100	0033	0001
36386	1200	0100	0003	0002
36387	2300	0211	0002	0001
36388	1200	0133	0002	0001
36389	1200	0133	0302	0003
3639	0222	0312	0113	0103
36390	1300	0111	0302	0003
36391	2300	0111	0302	0003
36392	3312	3311	1322	0033
36393	3312	0223	0111	0033
36394	3312	0212	0111	0033
36395	3312	0312	0111	0033
36396	3312	0323	0111	0033
36397	1123	0323	0100	0033
36398	1122	1113	1112	0013
36399	1122	1113	0323	0113
364	0233	0111	0023	0002
3640	0223	0312	0113	0103
36400	1122	1101	0323	0113
36401	1333	1312	1103	0033
36402	1333	1312	1101	0033
36403	1333	1312	0301	0033
36404	1333	0312	0301	0033
36405	3303	0312	0301	0033
36406	3303	0323	0301	0033
36407	3313	0323	0311	0033
36408	3313	0312	0113	0033
36409	3300	0312	0113	0001
3641	0222	0312	0113	0100
36410	0313	0312	0213	0002
36411	0333	0323	0203	0002
36412	0323	0212	0200	0033
36413	0323	0223	0100	0033
36414	0323	0212	0100	0033
36415	0323	0312	0100	0033
36416	0323	0112	0100	0033
36417	0323	0112	0100	0013
36418	0323	0213	0100	0013
36419	0323	0213	0100	0012
3642	0223	0312	0113	0100
36420	0323	0213	0100	0023
36421	0323	0213	0100	0033
36422	0322	0223	0302	0013
36423	0122	0112	0103	0011
36424	1311	0212	0113	0023
36425	3311	0212	0111	0023
36426	0211	0112	0102	0023
36427	0233	0312	0102	0023
36428	1213	1202	0103	0002
36429	1213	0223	0103	0002
3643	0222	0312	0113	0102
36430	0233	0223	0102	0001
36431	0233	0212	0102	0001
36432	0233	0312	0102	0001
36433	0233	0312	0133	0001
36434	0313	0312	0133	0002
36435	0313	0312	0133	0001
36436	0233	0312	0102	0012
36437	2303	0211	0102	0011
36438	2303	0111	0102	0033
36439	2303	0111	0102	0013
3644	0222	0312	0113	0302
36440	2303	0111	0102	0011
36441	3303	0111	0102	0011
36442	3303	0111	0102	0013
36443	3303	0111	0102	0001
36444	2303	0111	0102	0001
36445	2301	0111	0102	0001
36446	2301	0111	0102	0003
36447	2313	0111	0102	0003
36448	2313	0111	0102	0001
36449	3313	0113	0102	0001
3645	0223	0312	0113	0302
36450	3313	3312	2313	0113
36451	3313	3312	2300	0113
36452	3313	3312	3300	0113
36453	1211	3302	1303	0113
36454	1311	3302	1303	0113
36455	2311	3302	1303	0113
36456	3311	3302	1303	0113
36457	3311	1312	1303	0113
36458	3311	0312	0212	0113
36459	3323	2312	3301	0033
3646	0233	0312	0113	0302
36460	1133	3303	0323	0300
36461	1133	0323	0313	0300
36462	1133	0323	0322	0300
36463	1333	1312	0122	0113
36464	1223	0323	0322	0113
36465	1223	0323	0313	0113
36466	0323	0223	0212	0033
36467	0323	0223	0212	0013
36468	0323	0312	0212	0033
36469	0323	0312	0111	0033
3647	1202	0112	0111	0302
36470	0323	0312	0133	0033
36471	0323	0312	0133	0011
36472	0323	0313	0133	0012
36473	0323	0311	0133	0012
36474	0323	0211	0023	0013
36475	0323	0213	0023	0013
36476	2300	0111	0102	0011
36477	1300	0111	0102	0011
36478	1303	0111	0102	0011
36479	1202	0111	0102	0033
3648	1233	0112	0111	0103
36480	1333	1312	1213	0003
36481	1302	0112	0103	0011
36482	1302	0112	0100	0011
36483	3302	0112	0100	0011
36484	3323	0323	0301	0013
36485	3323	0212	0100	0013
36486	3323	0111	0100	0013
36487	3323	2311	1311	0033
36488	0323	0233	0212	0033
36489	0323	0213	0212	0033
3649	1233	0112	0111	0100
36490	0323	0313	0212	0033
36491	0323	0313	0212	0013
36492	0323	0213	0212	0013
36493	0323	0233	0212	0013
36494	0323	0313	0312	0013
36495	1301	0112	0100	0033
36496	1301	0112	0100	0011
36497	3303	0112	0100	0011
36498	1333	0112	0100	0011
36499	1333	0112	0100	0033
365	0211	0111	0023	0002
3650	1233	0112	0103	0100
36500	1333	0112	0100	0013
36501	0133	0123	0100	0011
36502	0133	0112	0100	0011
36503	0133	0112	0100	0033
36504	0133	0112	0200	0011
36505	0133	0112	0203	0011
36506	0133	0123	0301	0011
36507	0133	0123	0103	0011
36508	0133	0112	0103	0011
36509	0133	0112	0103	0013
3651	1233	0112	0103	0102
36510	0133	0112	0201	0013
36511	0133	0302	0200	0033
36512	0133	0302	0300	0033
36513	1211	1123	1113	0011
36514	1213	1123	1113	0011
36515	1323	1133	1113	0011
36516	1123	1103	0113	0011
36517	1133	1100	0023	0013
36518	1133	1100	0023	0011
36519	1133	1103	0023	0011
3652	1200	0112	0103	0102
36520	1133	1101	0023	0011
36521	1133	1101	0023	0013
36522	1133	1103	0023	0013
36523	1133	1100	0011	0002
36524	1133	1103	0011	0002
36525	1102	1101	0113	0023
36526	1102	1101	0113	0012
36527	1302	1301	0111	0013
36528	1302	2300	0111	0013
36529	1302	1301	0111	0023
3653	1203	0112	0103	0102
36530	3302	1303	0111	0033
36531	3303	0111	0023	0003
36532	1200	1100	0112	0102
36533	1203	1103	0112	0102
36534	1201	1100	0112	0102
36535	1201	1103	0112	0102
36536	1201	1103	0123	0112
36537	1213	1303	1201	0112
36538	1200	0133	0111	0002
36539	1200	0133	0113	0002
3654	0322	0222	0023	0001
36540	1200	0133	0112	0302
36541	1213	1123	1200	0111
36542	1213	1102	1200	0111
36543	1213	1102	1100	0111
36544	1213	1102	1101	0112
36545	1213	1123	1113	0112
36546	1213	1123	1112	0112
36547	1213	1112	1102	0112
36548	1233	1112	1202	0111
36549	2333	1202	0312	0113
3655	2333	2322	0002	0001
36550	2333	0312	0212	0113
36551	2313	0312	0212	0113
36552	2311	0312	0113	0111
36553	1311	0312	0211	0113
36554	1311	0312	0213	0113
36555	1311	0312	0212	0113
36556	1333	0312	0212	0113
36557	1333	0312	0123	0113
36558	1303	0212	0111	0102
36559	1333	1123	0113	0002
3656	3302	2303	0002	0001
36560	1333	1323	0111	0003
36561	1333	1323	1311	0003
36562	1333	1312	1311	0003
36563	1333	1312	1211	0003
36564	1333	1312	0111	0003
36565	1333	0312	0111	0003
36566	1333	1312	0113	0003
36567	1333	1312	1133	0003
36568	1233	1312	0103	0003
36569	1233	0323	0103	0003
3657	3302	2301	0002	0001
36570	1133	1113	1112	0013
36571	1333	1100	0112	0013
36572	1333	1100	0112	0033
36573	1101	0213	0113	0112
36574	1101	0233	0112	0102
36575	2301	0213	0111	0102
36576	3301	0233	0111	0102
36577	3313	0233	0111	0102
36578	3313	0213	0111	0102
36579	3313	0211	0111	0102
3658	3303	0212	0002	0001
36580	3313	0133	0113	0102
36581	1133	1113	0333	0112
36582	1133	1113	0113	0112
36583	1133	1101	0113	0112
36584	1133	1101	0122	0112
36585	1133	1113	0122	0112
36586	1133	1113	0223	0112
36587	1133	1101	0223	0112
36588	1133	1101	0333	0112
36589	1133	1301	0333	0323
3659	3322	2302	0002	0001
36590	0233	0311	0113	0302
36591	2312	3303	0033	0012
36592	3311	3303	0033	0012
36593	3311	3301	0033	0012
36594	3311	3301	0033	0023
36595	1311	3301	0033	0023
36596	0311	0201	0033	0023
36597	0311	0203	0033	0023
36598	0311	0200	0033	0012
36599	0311	0200	0013	0012
366	0211	0111	0013	0002
3660	3312	2302	0002	0001
36600	0311	0103	0013	0012
36601	3311	0223	0013	0002
36602	1133	0111	0011	0002
36603	1133	0113	0011	0002
36604	1133	0113	0013	0002
36605	1133	0113	0012	0002
36606	1133	0333	0012	0002
36607	1133	0113	0012	0003
36608	1133	0113	0012	0001
36609	1133	0113	0012	0011
3661	3323	2302	0002	0001
36610	1133	0333	0312	0113
36611	1133	0313	0312	0113
36612	1103	0333	0313	0112
36613	2312	0323	0113	0012
36614	3312	2312	0311	0113
36615	3312	2312	0313	0113
36616	3312	2311	0313	0113
36617	3312	2300	0313	0113
36618	3312	3300	0313	0113
36619	3312	3300	0311	0113
3662	1312	2302	0002	0001
36620	3312	3311	0311	0113
36621	1322	1112	0111	0103
36622	1322	1302	0111	0103
36623	1113	0223	0023	0001
36624	0103	0102	0011	0002
36625	0103	0102	0013	0002
36626	0103	0102	0013	0003
36627	0103	0102	0011	0003
36628	1113	1112	0011	0003
36629	3303	0323	0003	0001
3663	1323	2302	0002	0001
36630	0333	0323	0033	0002
36631	0133	0112	0013	0002
36632	0333	0323	0033	0001
36633	0333	0312	0033	0001
36634	0333	0312	0133	0203
36635	0333	0312	0133	0201
36636	0333	0323	0133	0302
36637	0333	0313	0133	0302
36638	0323	0223	0133	0302
36639	3322	0211	0113	0302
3664	1333	2302	0002	0001
36640	2302	0211	0112	0102
36641	1302	0211	0112	0102
36642	3302	0211	0112	0102
36643	1322	1312	0113	0103
36644	1322	1312	0113	0100
36645	1322	3302	0113	0100
36646	1322	2302	0112	0103
36647	1322	1312	0113	0111
36648	0322	0123	0113	0003
36649	1122	0112	0103	0003
3665	1311	2302	0002	0001
36650	1322	0112	0103	0003
36651	0322	0112	0103	0300
36652	0122	0112	0103	0300
36653	1322	0123	0111	0300
36654	3323	2312	3303	0003
36655	1323	1312	0103	0003
36656	1323	0112	0103	0003
36657	1323	1312	0103	0001
36658	1323	0123	0103	0001
36659	1223	0123	0103	0001
3666	1333	2301	0002	0001
36660	1223	0112	0103	0001
36661	1223	1123	0103	0001
36662	1223	1123	1113	0001
36663	1311	2302	0323	0133
36664	1311	3300	0323	0133
36665	3311	3300	0323	0133
36666	3313	3300	0323	0133
36667	1213	1202	0113	0302
36668	0313	0312	0033	0002
36669	1311	0323	0033	0001
3667	1333	2303	0002	0001
36670	1311	0323	0033	0003
36671	1311	0133	0033	0002
36672	0311	0133	0033	0002
36673	3311	0333	0033	0002
36674	3312	0333	0033	0001
36675	3322	3313	0023	0003
36676	3322	3313	0012	0003
36677	3322	3313	3312	0003
36678	3322	3311	0023	0003
36679	3322	1311	0023	0003
3668	1311	2303	0002	0001
36680	3322	1311	0012	0003
36681	1322	1311	0012	0003
36682	1322	0301	0012	0003
36683	3322	3312	3311	0113
36684	3322	1312	1303	0113
36685	3322	3302	1303	0113
36686	3322	3312	1303	0113
36687	1322	1311	0123	0113
36688	1322	1311	0123	0111
36689	1322	1311	0323	0113
3669	1311	2301	0002	0001
36690	1322	1311	0013	0002
36691	1322	1311	0023	0003
36692	1322	0103	0023	0003
36693	1322	0301	0023	0003
36694	1322	0103	0012	0003
36695	2312	2311	0033	0012
36696	2312	2303	0033	0012
36697	2312	2301	0033	0012
36698	2312	3301	0033	0012
36699	2312	1303	0033	0012
367	0211	0111	0013	0012
3670	2333	2313	0002	0001
36700	2312	1333	0033	0002
36701	2312	3303	0033	0002
36702	2312	1303	0033	0002
36703	2312	0333	0033	0002
36704	2312	0313	0033	0002
36705	2312	0113	0033	0002
36706	2313	1311	0013	0002
36707	3311	1311	0013	0002
36708	1311	1300	0013	0002
36709	1311	3300	0013	0002
3671	2333	2303	0002	0001
36710	1333	1300	0013	0002
36711	1333	1300	0033	0002
36712	1333	1200	0033	0002
36713	1333	1200	0013	0002
36714	1333	1100	0013	0002
36715	1333	1100	0033	0002
36716	1112	0103	0022	0001
36717	1112	0103	0033	0001
36718	1112	0103	0023	0001
36719	1112	1100	0023	0003
3672	2311	2303	0002	0001
36720	1100	0333	0323	0103
36721	1100	0333	0323	0003
36722	1100	0133	0123	0001
36723	1223	1133	1200	0112
36724	1223	1133	1203	0112
36725	1223	1303	1203	0112
36726	1223	1303	1200	0112
36727	1223	1103	1200	0112
36728	1323	1103	1200	0112
36729	1323	1103	1300	0112
3673	2313	2303	0002	0001
36730	1323	1103	1300	0111
36731	1323	1103	1200	0111
36732	3322	1303	1103	0112
36733	3322	1113	1100	0112
36734	1322	1113	1100	0112
36735	1322	1113	1103	0112
36736	1322	1101	1100	0112
36737	1322	1200	1100	0112
36738	1113	1202	0312	0113
36739	1113	1102	0312	0113
3674	2311	2301	0002	0001
36740	1113	1102	0312	0111
36741	1101	0323	0212	0113
36742	1101	0323	0312	0113
36743	1101	0323	0223	0113
