crn	r0	r1	r2
24951	1311	0123	0113	0022
24952	1311	0123	0111	0022
24953	3311	0123	0111	0022
24954	3311	0122	0111	0023
24955	0212	0113	0203	0022
24956	0212	0111	0203	0022
24957	0212	0113	0302	0022
24958	0112	0203	0102	0022
24959	1222	1113	1200	0112
2496	0312	0301	0201	0003
24960	1222	1113	1203	0112
24961	1222	1101	1200	0112
24962	0222	0313	0103	0012
24963	2322	0211	0002	0001
24964	1222	1213	0103	0002
24965	1222	1211	0103	0002
24966	1233	1223	0112	0033
24967	1233	1223	0112	0011
24968	1223	0323	0112	0111
24969	1233	0123	0112	0111
2497	0312	0311	0203	0003
24970	1200	0123	0112	0111
24971	1200	0123	0113	0111
24972	1203	0123	0113	0111
24973	1223	1202	0033	0023
24974	1223	1202	0033	0012
24975	1223	1202	0013	0012
24976	1223	1202	0113	0012
24977	1223	1302	0111	0012
24978	1233	1112	0111	0012
24979	1233	1223	1311	0112
2498	0312	0311	0200	0003
24980	1233	1223	1113	0112
24981	1333	1233	1113	0112
24982	1333	1213	1113	0112
24983	1333	1211	1113	0112
24984	1333	1211	1113	0023
24985	1333	1233	1113	0023
24986	1333	1233	1133	0023
24987	1333	1233	1133	0012
24988	0123	0201	0103	0022
24989	0123	0113	0103	0022
2499	0312	0311	0201	0003
24990	0323	0111	0103	0022
24991	0323	0313	0103	0022
24992	0123	0113	0103	0011
24993	1222	2302	0112	0103
24994	1222	1312	0113	0103
24995	1222	1302	0111	0103
24996	2322	1302	0111	0103
24997	2322	2312	0312	0113
24998	2322	3313	0312	0113
24999	2322	0313	0312	0113
25	0302	0022	0012	0011
250	0213	0133	0012	0011
2500	0312	0311	0211	0003
25000	2322	1311	0312	0113
25001	2322	0312	0212	0113
25002	2322	1311	0012	0003
25003	2322	1311	0023	0003
25004	2322	0311	0012	0003
25005	2322	0301	0012	0003
25006	0322	0213	0033	0003
25007	0322	0233	0033	0003
25008	0322	0233	0033	0002
25009	0322	0233	0013	0002
2501	0312	0311	0011	0003
25010	0113	0203	0033	0022
25011	0301	0200	0013	0012
25012	0103	0200	0013	0012
25013	0203	0200	0013	0012
25014	0203	0100	0013	0012
25015	0203	0100	0033	0012
25016	0201	0100	0033	0012
25017	0201	0100	0033	0023
25018	1201	0100	0033	0023
25019	1100	0100	0033	0023
2502	0313	0312	0011	0003
25020	1100	0100	0033	0012
25021	0200	0100	0033	0012
25022	0200	0100	0013	0012
25023	0300	0100	0013	0012
25024	2300	0301	0033	0012
25025	2300	0301	0013	0012
25026	1311	3303	0013	0012
25027	1311	1303	0013	0012
25028	1311	1303	0023	0011
25029	1311	0103	0023	0011
2503	0312	0300	0011	0003
25030	1211	0103	0023	0011
25031	3323	2312	0022	0003
25032	3323	0212	0022	0003
25033	3323	0313	0022	0003
25034	1223	1311	1302	0113
25035	1113	0333	0233	0023
25036	1113	0333	0213	0023
25037	1113	0333	0213	0012
25038	1333	0123	0111	0022
25039	1333	0123	0111	0203
2504	0312	0300	0033	0003
25040	1333	0123	0111	0201
25041	1333	0123	0111	0301
25042	1333	0123	0111	0302
25043	1100	0122	0111	0102
25044	1100	0322	0113	0102
25045	1100	0322	0111	0102
25046	1103	0122	0111	0102
25047	1233	1122	0111	0102
25048	1233	1122	0122	0112
25049	1303	0122	0113	0112
2505	0312	0300	0013	0003
25050	1133	0333	0323	0322
25051	1133	0113	0112	0022
25052	1133	0113	0112	0023
25053	1133	0313	0112	0023
25054	1133	0313	0123	0023
25055	1133	0313	0100	0023
25056	0212	0113	0201	0022
25057	0212	0111	0201	0022
25058	0312	0111	0201	0022
25059	0223	0111	0203	0022
2506	0312	0301	0013	0003
25060	0223	0113	0203	0022
25061	0223	0111	0201	0022
25062	0323	0111	0201	0022
25063	0323	0111	0203	0022
25064	0223	0113	0201	0022
25065	0123	0113	0201	0022
25066	0123	0113	0203	0022
25067	1200	0112	0100	0033
25068	2300	0112	0100	0011
25069	2303	0112	0100	0011
2507	0312	0301	0011	0003
25070	1203	0112	0100	0033
25071	0211	0122	0102	0011
25072	0211	0122	0102	0013
25073	0213	0122	0102	0013
25074	0233	0122	0102	0013
25075	0233	0122	0102	0011
25076	1203	0103	0033	0023
25077	1203	0100	0033	0023
25078	1103	0100	0033	0023
25079	1103	1100	0033	0023
2508	0312	0311	0013	0003
25080	0200	0100	0033	0023
25081	0300	0100	0033	0023
25082	0300	0200	0033	0023
25083	0200	0100	0011	0002
25084	0200	0100	0023	0011
25085	0200	0100	0012	0011
25086	0300	0100	0012	0011
25087	0200	0100	0023	0013
25088	0300	0100	0023	0013
25089	0233	0102	0022	0013
2509	0312	0311	0033	0003
25090	0213	0102	0022	0013
25091	0213	0102	0022	0011
25092	0213	0302	0022	0013
25093	2300	0201	0012	0002
25094	1233	0123	0033	0002
25095	0233	0223	0100	0023
25096	0233	0223	0100	0012
25097	0233	0123	0100	0012
25098	0233	0112	0100	0012
25099	0233	0112	0100	0023
251	0013	0003	0002	0001
2510	0312	0111	0033	0003
25100	2302	0223	0111	0023
25101	2333	1322	1311	0023
25102	1311	0322	0033	0012
25103	1311	0212	0033	0023
25104	1311	0311	0033	0023
25105	3312	1311	0113	0022
25106	3312	1311	0113	0023
25107	3312	1311	0113	0012
25108	3312	0311	0113	0023
25109	3312	0311	0113	0012
2511	0312	0212	0033	0003
25110	3323	0311	0113	0023
25111	1113	0023	0022	0011
25112	3313	0023	0022	0011
25113	3313	0023	0022	0013
25114	3313	0023	0013	0011
25115	3313	0023	0022	0003
25116	3313	0023	0022	0001
25117	3313	0023	0011	0001
25118	3313	0023	0011	0003
25119	1333	1322	1211	0023
2512	0312	0211	0033	0003
25120	1333	1322	1233	0023
25121	1333	1322	1213	0023
25122	1333	1322	0113	0023
25123	1333	0322	0113	0023
25124	1333	0322	0111	0023
25125	1333	0233	0111	0023
25126	1333	0333	0111	0023
25127	0233	0102	0200	0023
25128	0233	0102	0300	0023
25129	0211	0102	0300	0023
2513	0312	0111	0033	0002
25130	0211	0102	0200	0023
25131	0211	0102	0200	0012
25132	0211	0102	0300	0012
25133	0211	0103	0100	0012
25134	0211	0103	0100	0023
25135	0211	0301	0100	0023
25136	1311	0113	0023	0022
25137	1311	0111	0023	0022
25138	1311	0111	0023	0013
25139	1311	0111	0023	0011
2514	0323	0111	0033	0002
25140	1311	0311	0023	0011
25141	1311	0333	0023	0011
25142	1311	0333	0023	0013
25143	1311	0333	0012	0003
25144	2311	1311	0033	0023
25145	2313	1311	0033	0023
25146	0213	0311	0033	0023
25147	0213	0133	0023	0012
25148	0213	0102	0013	0012
25149	0213	0102	0013	0002
2515	0323	0111	0013	0002
25150	0213	0102	0033	0002
25151	2333	3312	0033	0001
25152	3313	3312	0033	0003
25153	3313	3312	0033	0002
25154	3313	3302	0033	0002
25155	3313	3302	0033	0001
25156	2313	3302	0033	0001
25157	3311	0322	0033	0012
25158	3311	1322	0033	0012
25159	1311	0322	0013	0012
2516	0323	0111	0011	0002
25160	1301	0322	0023	0011
25161	1133	1122	0023	0013
25162	1333	1323	0022	0013
25163	1333	1312	0022	0013
25164	1333	1312	0033	0013
25165	1333	1312	0033	0011
25166	2333	3313	2312	0023
25167	1311	3303	0033	0023
25168	1311	3303	0111	0023
25169	1311	3303	0113	0023
2517	0312	0111	0013	0002
25170	1213	1202	0333	0023
25171	1233	1202	0133	0023
25172	1233	1101	0133	0023
25173	1233	1101	0133	0012
25174	1133	1112	0033	0023
25175	1133	1112	0033	0012
25176	1133	1112	0333	0012
25177	1133	1112	0113	0012
25178	1133	1112	0113	0112
25179	1133	1112	0133	0111
2518	0312	0111	0011	0002
25180	1103	0223	0133	0112
25181	1103	0212	0133	0112
25182	0311	0133	0203	0022
25183	0311	0113	0203	0022
25184	0311	0111	0203	0022
25185	0311	0113	0302	0022
25186	0311	0113	0302	0033
25187	0311	0113	0302	0013
25188	0211	0113	0302	0013
25189	0211	0113	0302	0001
2519	0123	0111	0013	0002
25190	0211	0113	0302	0003
25191	0233	0213	0302	0003
25192	0213	0211	0302	0003
25193	0213	0111	0302	0003
25194	0213	0311	0302	0003
25195	3312	3311	0222	0113
25196	3312	1311	0222	0113
25197	3312	1311	0233	0113
25198	3312	1311	0223	0113
25199	3312	1311	0212	0113
252	0012	0011	0003	0001
2520	0123	0113	0013	0002
25200	3312	1311	0323	0013
25201	1223	0223	0133	0023
25202	1223	0223	0133	0012
25203	1223	0223	0113	0012
25204	1223	0223	0111	0012
25205	1223	0323	0111	0012
25206	1223	0123	0111	0012
25207	1223	0123	0113	0012
25208	1223	0323	0113	0012
25209	1223	0212	0133	0012
2521	0123	0111	0011	0002
25210	1223	0212	0133	0023
25211	1223	0212	0111	0023
25212	1223	0212	0113	0023
25213	1223	0213	0113	0023
25214	1223	0213	0111	0023
25215	1223	0211	0111	0023
25216	1122	1200	1100	0112
25217	1122	1203	1100	0112
25218	1122	1203	1300	0112
25219	1122	1203	0133	0112
2522	0133	0111	0011	0002
25220	0333	0123	0103	0022
25221	0333	0323	0103	0022
25222	0333	0312	0103	0022
25223	0333	0312	0133	0022
25224	0333	0312	0133	0013
25225	0333	0312	0133	0012
25226	0333	0312	0133	0033
25227	0313	0312	0133	0033
25228	0313	0312	0133	0013
25229	3303	0322	0111	0023
2523	0133	0111	0033	0002
25230	1133	0322	0313	0023
25231	1103	0333	0313	0023
25232	1103	0333	0313	0012
25233	1103	0333	0113	0012
25234	1103	0133	0113	0012
25235	0323	0223	0133	0200
25236	0323	0212	0133	0200
25237	0323	0212	0133	0203
25238	0323	0212	0133	0201
25239	0323	0212	0133	0301
2524	0133	0111	0013	0002
25240	0323	0211	0133	0301
25241	0323	0213	0133	0301
25242	0323	0213	0133	0100
25243	0323	0211	0133	0100
25244	0323	0233	0133	0100
25245	0323	0233	0133	0103
25246	0323	0233	0133	0203
25247	0323	0233	0133	0201
25248	0323	0211	0133	0201
25249	2322	0211	0102	0002
2525	0133	0113	0013	0002
25250	2312	0233	0223	0002
25251	2312	0233	0113	0002
25252	2312	0233	0111	0102
25253	2312	0213	0111	0102
25254	2313	0213	0111	0102
25255	1100	0223	0113	0112
25256	1103	0223	0113	0112
25257	1103	0233	0133	0112
25258	1133	0233	0133	0112
25259	0333	0233	0133	0112
2526	0133	0113	0011	0002
25260	0333	0211	0133	0012
25261	0233	0211	0133	0012
25262	0233	0213	0133	0012
25263	0233	0313	0133	0012
25264	0113	0102	0100	0022
25265	0113	0102	0200	0022
25266	0333	0112	0103	0022
25267	0313	0112	0103	0022
25268	0313	0312	0133	0123
25269	2302	0212	0113	0023
2527	0133	0113	0033	0002
25270	2302	0212	0111	0023
25271	2302	0312	0111	0023
25272	2312	0302	0033	0023
25273	2312	0302	0033	0012
25274	2312	0312	0033	0012
25275	2312	0323	0033	0012
25276	2312	0323	0033	0011
25277	2312	0311	0033	0012
25278	0333	0312	0033	0022
25279	0233	0312	0033	0012
2528	0113	0112	0013	0002
25280	0211	0302	0033	0012
25281	0211	0102	0033	0012
25282	0211	0102	0033	0013
25283	0211	0102	0023	0013
25284	0211	0102	0023	0011
25285	0211	0102	0022	0011
25286	0211	0102	0022	0012
25287	2312	0322	0033	0002
25288	2312	0323	0033	0002
25289	2312	0312	0033	0002
2529	0113	0112	0011	0002
25290	2312	0312	0033	0023
25291	2312	0323	0033	0023
25292	1311	0323	0033	0023
25293	1311	0312	0033	0023
25294	1311	3302	0033	0023
25295	1311	1202	0033	0023
25296	3311	1322	0033	0002
25297	3311	0322	0033	0002
25298	1311	0322	0033	0002
25299	1300	0111	0033	0023
253	0022	0012	0003	0001
2530	0312	0112	0111	0002
25300	3311	0023	0013	0002
25301	1311	0023	0013	0003
25302	3311	0023	0013	0003
25303	3311	0023	0013	0001
25304	3311	0023	0011	0003
25305	3311	0023	0011	0001
25306	3311	0023	0022	0001
25307	3311	0023	0022	0003
25308	1333	0023	0022	0001
25309	1333	0022	0012	0003
2531	0212	0112	0111	0002
25310	3311	0022	0012	0003
25311	1311	0033	0013	0002
25312	1311	0013	0012	0002
25313	1311	0013	0012	0003
25314	1311	0023	0012	0003
25315	1311	0033	0023	0001
25316	0233	0213	0133	0112
25317	0233	0313	0133	0123
25318	0233	0313	0133	0002
25319	0233	0311	0133	0002
2532	0212	0112	0111	0302
25320	0213	0311	0133	0002
25321	0213	0211	0133	0002
25322	2303	1103	2300	0323
25323	1203	1102	1300	0112
25324	1203	1102	0123	0112
25325	1223	0223	0203	0002
25326	1223	0223	0201	0002
25327	1213	0223	0100	0023
25328	1211	0223	0100	0023
25329	1211	0223	0103	0023
2533	2312	0112	0111	0302
25330	1211	1122	1103	0112
25331	1211	1122	1100	0112
25332	1201	0133	0100	0023
25333	1103	0123	0113	0023
25334	1103	0123	0113	0012
25335	1333	1322	0111	0023
25336	1333	0122	0111	0023
25337	1233	0122	0111	0102
25338	1203	0122	0111	0102
25339	1203	0112	0111	0102
2534	2312	0112	0111	0002
25340	1203	0123	0112	0102
25341	1223	1202	2300	0112
25342	1223	1123	1200	0112
25343	1223	1123	1203	0112
25344	1333	1123	1203	0112
25345	1233	1123	1200	0111
25346	1233	1123	1203	0111
25347	1133	0223	0133	0112
25348	1100	0333	0133	0112
25349	2313	2312	0322	0023
2535	2311	0112	0111	0002
25350	2311	0323	0322	0023
25351	0233	0312	0133	0023
25352	0233	0312	0133	0012
25353	3302	0212	0211	0033
25354	1223	1312	1211	0013
25355	1223	1312	1311	0033
25356	1223	1312	0111	0033
25357	1223	1312	0111	0013
25358	1223	0112	0111	0033
25359	1223	0123	0111	0033
2536	3311	0112	0111	0002
25360	1133	1122	1112	0011
25361	1133	1123	1112	0011
25362	1133	1123	1100	0011
25363	1133	1112	0103	0011
25364	1133	0322	0111	0023
25365	1133	0322	0111	0012
25366	1133	0122	0111	0023
25367	1133	0223	0111	0023
25368	1133	0212	0111	0023
25369	1133	0213	0111	0023
2537	3311	0312	0111	0002
25370	1133	0213	0113	0023
25371	1133	1123	0113	0023
25372	1133	1123	0111	0023
25373	1133	1123	0111	0033
25374	1133	1102	0111	0033
25375	3303	0122	0111	0023
25376	1133	0322	0113	0023
25377	1133	0322	0113	0012
25378	1133	0223	0013	0012
25379	1133	0223	0313	0012
2538	3313	0312	0111	0002
25380	1133	0223	0311	0012
25381	0333	0213	0102	0022
25382	0311	0211	0102	0022
25383	0113	0200	0100	0022
25384	0113	0203	0300	0022
25385	0113	0201	0300	0022
25386	0113	0203	0301	0022
25387	0313	0213	0302	0033
25388	0313	0211	0302	0033
25389	0213	0211	0302	0033
2539	3313	0112	0111	0002
25390	0233	0213	0302	0033
25391	3301	0113	0201	0012
25392	3300	0111	0200	0023
25393	1323	1311	0113	0022
25394	1323	1311	0113	0023
25395	1323	1311	0113	0033
25396	1323	1311	0113	0300
25397	1323	1311	0113	0100
25398	1323	1311	0113	0200
25399	1323	1311	0113	0302
254	0023	0012	0003	0001
2540	2333	0112	0111	0002
25400	1223	1213	1203	0023
25401	1223	1211	1203	0023
25402	1223	1211	1201	0023
25403	1223	1213	1201	0023
25404	1223	1211	1301	0023
25405	1223	0111	0301	0023
25406	1223	0111	0201	0023
25407	1133	0333	0323	0122
25408	1133	0233	0112	0111
25409	1100	0333	0123	0111
2541	2313	0112	0111	0002
25410	3300	0133	0123	0111
25411	1333	1323	0222	0113
25412	1333	0323	0222	0113
25413	1333	0323	0122	0113
25414	1333	0312	0122	0113
25415	1333	0323	0322	0113
25416	1333	0323	0311	0003
25417	1223	0323	0311	0003
25418	1223	0323	0313	0003
25419	1223	0323	0113	0023
2542	1333	0312	0111	0002
25420	0302	0022	0003	0001
25421	1312	0022	0011	0003
25422	1312	0022	0013	0001
25423	3323	0022	0011	0003
25424	3323	0023	0011	0003
25425	2312	0322	0113	0012
25426	2312	0122	0113	0012
25427	2312	0122	0113	0112
25428	2312	0322	0113	0112
25429	1223	0322	0113	0012
2543	1333	0112	0111	0302
25430	1223	0322	0111	0012
25431	1223	0122	0111	0012
25432	1223	0311	0111	0012
25433	3300	0111	0203	0102
25434	3300	0111	0201	0102
25435	3303	0111	0203	0102
25436	1303	0111	0203	0102
25437	1333	0111	0203	0102
25438	1311	0111	0203	0102
25439	1311	0111	0201	0102
2544	1333	0312	0111	0102
25440	1333	1133	0033	0023
25441	1133	1122	0002	0001
25442	1133	0223	0002	0001
25443	1133	0212	0002	0001
25444	1203	0133	0033	0002
25445	1303	0133	0033	0002
25446	1202	0133	0033	0002
25447	1100	0003	0002	0001
25448	1202	0003	0002	0001
25449	1223	0003	0002	0001
2545	1333	0112	0111	0102
25450	1133	0003	0002	0001
25451	1113	0003	0002	0001
25452	1103	0003	0002	0001
25453	1101	0003	0002	0001
25454	2300	0312	0011	0003
25455	2311	0323	0011	0003
25456	2311	0312	0011	0003
25457	2311	0323	0033	0003
25458	2311	0323	0013	0003
25459	3313	0022	0012	0003
2546	1311	0112	0111	0102
25460	3313	0023	0013	0003
25461	3313	0023	0012	0003
25462	3313	0013	0012	0003
25463	3313	0023	0013	0001
25464	3323	0023	0013	0001
25465	0211	0122	0100	0023
25466	0211	0122	0100	0012
25467	0213	0122	0100	0012
25468	0213	0122	0100	0023
25469	0233	0123	0100	0023
2547	1311	0312	0111	0102
25470	0211	0123	0100	0023
25471	2302	0212	0023	0013
25472	1333	1233	1112	0013
25473	1133	0223	0213	0002
25474	1133	0333	0213	0002
25475	1133	0333	0233	0002
25476	1133	0333	0211	0002
25477	1133	0333	0311	0002
25478	1133	0223	0311	0002
25479	1133	0223	0211	0002
2548	1322	1222	0112	0100
25480	0323	0133	0203	0022
25481	3323	0133	0111	0022
25482	1323	0133	0111	0022
25483	3323	0113	0111	0022
25484	0100	0013	0002	0001
25485	0100	0011	0002	0001
25486	0100	0033	0002	0001
25487	0103	0033	0003	0002
25488	0300	0033	0003	0002
25489	3313	0033	0013	0002
2549	1323	1222	0112	0100
25490	3313	0013	0003	0002
25491	1233	1223	1123	0112
25492	1233	1223	1112	0112
25493	1233	1123	1112	0112
25494	1233	1312	1112	0112
25495	1233	1312	1112	0111
25496	1233	1112	1101	0111
25497	1133	1202	0313	0112
25498	1133	1202	0311	0112
25499	1133	0223	0311	0112
255	0022	0012	0011	0001
2550	1333	1222	0112	0100
25500	1133	0223	0113	0112
25501	1133	0223	0113	0012
25502	1133	0233	0113	0012
25503	1133	1302	0111	0102
25504	1133	1302	0111	0100
25505	1133	1302	0111	0103
25506	1233	1223	1101	0112
25507	1233	1223	1102	0112
25508	1233	1223	1302	0112
25509	1233	1223	1312	0112
2551	3322	1222	0112	0100
25510	1233	1223	1123	0111
25511	1233	1312	1123	0111
25512	1233	1312	1102	0111
25513	1233	1112	1102	0111
25514	1233	1112	1103	0111
25515	0133	0122	0200	0012
25516	0133	0123	0200	0012
25517	0133	0112	0200	0012
25518	0133	0102	0200	0012
25519	0133	0302	0200	0012
2552	3323	1222	0112	0100
25520	1323	1311	0033	0022
25521	1323	1311	0033	0023
25522	1323	1311	0033	0013
25523	1323	1311	0333	0013
25524	1323	1311	0103	0013
25525	1133	0223	0033	0023
25526	1113	0223	0033	0023
25527	1113	0223	0033	0012
25528	1113	0223	0013	0012
25529	1113	0333	0033	0012
2553	3312	1222	0112	0100
25530	1113	0333	0013	0012
25531	1113	1100	0033	0012
25532	0233	0212	0123	0102
25533	0233	0212	0133	0123
25534	1133	1122	0113	0012
25535	1133	1122	0313	0023
25536	1133	1123	0313	0023
25537	1133	1112	0313	0023
25538	1113	1112	0313	0023
25539	1103	0223	0133	0023
2554	3311	1222	0112	0100
25540	1103	0223	0113	0023
25541	1103	0212	0113	0023
25542	1133	0212	0133	0023
25543	1133	0313	0133	0023
25544	1133	0333	0133	0023
25545	3323	3313	0113	0022
25546	3323	0313	0113	0022
25547	3323	0311	0113	0022
25548	3323	0313	0113	0023
25549	3323	0313	0113	0012
2555	3313	1222	0112	0100
25550	3323	0311	0113	0012
25551	1222	0103	0023	0013
25552	2322	1311	0323	0033
25553	2322	1311	0323	0013
25554	0322	0312	0311	0013
25555	0322	0312	0133	0013
25556	3302	0212	0203	0033
25557	3302	0212	0201	0033
25558	1302	0112	0103	0033
25559	1302	0123	0103	0011
2556	2333	1222	0112	0100
25560	2311	1322	0323	0003
25561	1233	0122	0112	0033
25562	2333	1311	0223	0023
25563	2333	1311	0212	0023
25564	2313	1311	0212	0023
25565	2313	1311	0223	0023
25566	2313	1301	0212	0023
25567	2311	1301	0212	0023
25568	1323	0111	0200	0022
25569	3323	0111	0200	0022
2557	2311	1222	0112	0100
25570	0123	0113	0100	0022
25571	0123	0113	0100	0011
25572	0123	0113	0200	0011
25573	0123	0113	0300	0011
25574	0123	0113	0300	0013
25575	2302	0212	0023	0011
25576	2302	0323	0111	0023
25577	2302	0123	0111	0023
25578	1301	0122	0111	0023
25579	1301	0322	0111	0023
2558	2313	1222	0112	0100
25580	1101	0122	0113	0023
25581	1101	0122	0113	0012
25582	1101	0322	0113	0012
25583	1101	0322	0113	0023
25584	1133	0333	0323	0022
25585	1113	0333	0323	0022
25586	1113	0333	0112	0022
25587	1113	0133	0112	0013
25588	1113	0333	0323	0013
25589	1133	0133	0203	0023
2559	2303	1202	0112	0103
25590	1133	0133	0200	0012
25591	2312	0111	0023	0022
25592	1223	0223	0012	0011
25593	1223	0212	0012	0011
25594	1223	0212	0023	0013
25595	1223	0212	0023	0011
25596	0223	0213	0022	0011
25597	1311	0323	0222	0003
25598	0233	0100	0022	0012
25599	0213	0100	0022	0012
256	0022	0012	0011	0003
2560	2333	1202	0112	0103
25600	0211	0100	0022	0012
25601	0233	0133	0022	0002
25602	0233	0313	0022	0002
25603	0233	0311	0022	0002
25604	0233	0212	0022	0003
25605	0213	0212	0022	0003
25606	0213	0212	0022	0001
25607	0211	0113	0022	0013
25608	0211	0133	0022	0013
25609	0211	0133	0022	0011
2561	1333	1200	0112	0103
25610	1103	0333	0022	0012
25611	1133	0333	0022	0012
25612	1133	0111	0022	0012
25613	1133	0111	0013	0012
25614	1103	1300	1200	0112
25615	1133	1300	1200	0112
25616	1133	1302	1203	0112
25617	1133	1302	1200	0112
25618	1133	1302	1200	0111
25619	1133	1302	1300	0111
2562	1122	1202	0112	0103
25620	1100	0223	0112	0100
25621	1100	0223	0123	0111
25622	1100	0322	0123	0113
25623	1133	0322	0123	0113
25624	1233	1122	1100	0111
25625	1233	1122	1103	0111
25626	1233	1122	1102	0111
25627	1233	1122	0133	0111
25628	1233	1122	1113	0111
25629	1200	0122	0112	0102
2563	1122	1203	0112	0103
25630	1200	0322	0111	0102
25631	1200	0122	0111	0302
25632	1200	0122	0111	0301
25633	1200	0122	0111	0103
25634	1203	0122	0111	0103
25635	1233	1122	0111	0100
25636	1233	1122	0111	0103
25637	1233	1303	1200	0112
25638	1233	1103	1200	0112
25639	1233	1103	1100	0112
2564	1122	1203	0112	0100
25640	1233	1303	1100	0112
25641	1233	1303	1300	0112
25642	1233	1103	1300	0112
25643	1233	1133	1200	0112
25644	1233	1133	1300	0112
25645	1233	1133	1100	0112
25646	0233	0122	0102	0012
25647	0211	0122	0102	0012
25648	0211	0122	0102	0023
25649	0213	0122	0102	0023
2565	1322	1203	0112	0100
25650	0213	0122	0102	0012
25651	0213	0122	0102	0011
25652	0233	0212	0100	0012
25653	0233	0212	0100	0023
25654	3313	0123	0111	0022
25655	1333	0123	0113	0023
25656	1333	0123	0113	0012
25657	1233	0123	0112	0012
25658	1133	1202	0033	0002
25659	1133	1102	0033	0002
2566	1302	1203	0112	0100
25660	1133	1102	0013	0002
25661	1202	0223	0012	0003
25662	1133	1122	0013	0002
25663	1133	1122	0012	0003
25664	1133	1122	0012	0001
25665	1122	1113	0013	0012
25666	1122	1113	0013	0002
25667	1122	1100	0033	0002
25668	0313	0302	0033	0022
25669	0113	0302	0033	0022
2567	1302	1203	0112	0103
25670	0113	0102	0033	0022
25671	0103	0102	0033	0012
25672	0103	0102	0033	0023
25673	0103	0102	0033	0013
25674	0103	0102	0022	0013
25675	1133	1122	0023	0011
25676	1133	1122	0012	0011
25677	1113	0333	0323	0122
25678	1233	1223	0223	0112
25679	1233	1223	0212	0112
2568	1323	1203	0112	0103
25680	1233	1202	1101	0112
25681	1233	1202	1103	0112
25682	1233	1202	1301	0112
25683	1113	0112	0111	0022
25684	1113	0112	0111	0023
25685	1113	0123	0111	0012
25686	1113	0123	0111	0013
25687	1113	0323	0111	0013
25688	1113	0323	0111	0011
25689	1113	0123	0111	0011
2569	1223	1203	0112	0103
25690	1133	1122	0333	0023
25691	1133	1122	0333	0012
25692	1333	1322	0113	0012
25693	1333	0322	0113	0012
25694	1333	0122	0113	0012
25695	1333	0122	0113	0023
25696	1333	1122	0113	0023
25697	1223	0111	0200	0023
25698	1223	0111	0300	0023
25699	1223	0113	0300	0023
257	0033	0012	0011	0001
2570	1223	1200	0112	0103
25700	1223	0113	0300	0012
25701	2333	2312	1311	0023
25702	2333	3312	1311	0023
25703	2311	3302	0323	0023
25704	2311	3300	0323	0023
25705	2311	2300	0323	0023
25706	2311	2303	0323	0023
25707	2311	2301	0323	0023
25708	2312	0111	0102	0022
25709	0212	0133	0102	0022
2571	1233	1200	0112	0103
25710	0223	0133	0102	0022
25711	0223	0133	0123	0022
25712	0212	0133	0123	0022
25713	0333	0133	0112	0022
25714	0233	0133	0023	0013
25715	0233	0133	0023	0011
25716	1133	1112	0223	0013
25717	1133	1112	0133	0013
25718	1133	1112	0113	0013
25719	1133	1112	0111	0013
2572	1233	1203	0112	0103
25720	1100	0223	0111	0102
25721	1100	0233	0112	0102
25722	3300	0211	0112	0102
25723	1300	0211	0112	0102
25724	1223	1213	0233	0112
25725	1223	1213	0223	0112
25726	1223	1211	0223	0112
25727	1223	1211	0323	0112
25728	1223	1213	0323	0112
25729	1223	1213	0312	0112
2573	1233	1203	0112	0100
25730	1223	1213	0212	0112
25731	1223	1211	0212	0112
25732	1223	1211	0312	0112
25733	1223	1211	0112	0023
25734	1223	1213	0112	0023
25735	1311	0111	0201	0022
25736	0112	0203	0103	0022
25737	0112	0201	0103	0022
25738	0112	0201	0100	0033
25739	0112	0201	0100	0013
2574	1211	1203	0112	0100
25740	2302	1103	1100	0323
25741	2300	0111	0102	0200
25742	2303	0111	0102	0200
25743	1203	0113	0302	0100
25744	2303	0113	0302	0100
25745	2300	0113	0302	0100
25746	2333	1103	2300	0323
25747	3313	0323	0113	0022
25748	3313	0312	0113	0022
25749	1311	0323	0113	0022
2575	1213	1203	0112	0100
25750	1311	0322	0113	0023
25751	1311	0122	0113	0023
25752	1311	0123	0113	0023
25753	1311	0123	0113	0012
25754	1311	0122	0113	0012
25755	1311	0322	0113	0012
25756	0103	0023	0011	0002
25757	1302	0023	0013	0001
25758	3302	0023	0022	0001
25759	3302	0033	0022	0001
2576	1213	1201	0112	0100
25760	3323	0033	0022	0001
25761	1200	0323	0122	0111
25762	1200	0312	0122	0111
25763	1200	0313	0122	0111
25764	1200	0311	0122	0111
25765	1233	1211	0122	0112
25766	1233	1213	0122	0112
25767	2311	1223	1202	0112
25768	2311	1203	1202	0112
25769	2333	1203	1202	0112
2577	1213	2303	0112	0100
25770	0233	0133	0123	0112
25771	0211	0133	0123	0112
25772	1211	1202	0312	0113
25773	1100	0123	0111	0003
25774	1100	0123	0113	0001
25775	1100	0323	0133	0001
25776	1333	1322	0113	0112
25777	1333	1322	0323	0113
25778	1333	1322	0312	0113
25779	1133	0212	0033	0023
2578	1113	1202	0123	0111
25780	1133	1123	0033	0012
25781	1133	1123	0033	0001
25782	1133	1123	0022	0001
25783	1133	1112	0022	0001
25784	1300	0223	0111	0023
25785	1300	0211	0102	0012
25786	2300	0211	0102	0012
25787	2303	0211	0102	0012
25788	2303	0111	0102	0023
25789	3303	0111	0102	0023
2579	1113	1200	0123	0111
25790	1113	1300	0323	0322
