crn	r0	r1	r2
1839	2213	1203	0111	0100
184	2333	2302	0111	0100
1840	2211	1203	0111	0100
1841	2213	1233	0111	0100
1842	2212	1213	0111	0100
1843	2213	1213	0111	0100
1844	2313	1203	0111	0100
1845	2311	1203	0111	0100
1846	2313	1233	0111	0100
1847	1213	0133	0111	0100
1848	1233	1201	0111	0100
1849	1223	1201	0111	0100
185	1333	0111	0102	0100
1850	1222	1201	0111	0100
1851	1213	1201	0111	0100
1852	1213	1211	0111	0100
1853	1211	1201	0111	0100
1854	1233	1200	0111	0100
1855	1233	1203	0111	0100
1856	1213	1200	0111	0100
1857	1211	1200	0111	0100
1858	1211	1203	0111	0100
1859	1223	1200	0111	0100
186	2333	2223	0111	0100
1860	1222	1200	0111	0100
1861	1223	1203	0111	0100
1862	1213	0112	0111	0100
1863	1213	0123	0111	0100
1864	3312	0212	0111	0100
1865	1312	0212	0111	0100
1866	3313	0212	0111	0100
1867	2313	0212	0111	0100
1868	2312	0212	0111	0100
1869	3313	0222	0111	0100
187	2333	1223	0111	0100
1870	2313	0222	0111	0100
1871	2313	1222	0111	0100
1872	2312	1222	0111	0100
1873	1312	0222	0111	0100
1874	3312	0222	0111	0100
1875	2312	0222	0111	0100
1876	2213	0222	0111	0100
1877	2213	1222	0111	0100
1878	1213	0222	0111	0100
1879	1323	1202	0111	0100
188	3301	1302	0111	0100
1880	1322	1202	0111	0100
1881	1333	1202	0111	0100
1882	1311	1202	0111	0100
1883	1312	1202	0111	0100
1884	1222	1202	0111	0100
1885	2311	1202	0111	0100
1886	3311	1202	0111	0100
1887	2322	1202	0111	0100
1888	2312	1202	0111	0100
1889	3322	1202	0111	0100
189	0111	0302	0200	0100
1890	3312	1202	0111	0100
1891	2211	1202	0111	0100
1892	2212	1202	0111	0100
1893	1233	1202	0111	0100
1894	1223	1202	0111	0100
1895	2213	1202	0111	0100
1896	2233	1202	0111	0100
1897	2223	1202	0111	0100
1898	3313	1202	0111	0100
1899	2313	1202	0111	0100
19	0111	0302	0300	0100
190	3302	2302	0111	0100
1900	2333	1202	0111	0100
1901	3323	1202	0111	0100
1902	1213	0212	0111	0100
1903	2213	0212	0111	0100
1904	1213	0223	0111	0100
1905	1312	0223	0111	0100
1906	3313	0223	0111	0100
1907	2213	0223	0111	0100
1908	2213	1223	0111	0100
1909	2312	1223	0111	0100
191	3303	2302	0111	0100
1910	2212	1223	0111	0100
1911	2312	0223	0111	0100
1912	3312	0223	0111	0100
1913	2212	0223	0111	0100
1914	1333	2202	0111	0100
1915	1233	2202	0111	0100
1916	1213	2202	0111	0100
1917	1323	2202	0111	0100
1918	1312	2202	0111	0100
1919	1322	2202	0111	0100
192	2302	0222	0111	0100
1920	1222	2202	0111	0100
1921	1223	2202	0111	0100
1922	3323	2202	0111	0100
1923	2223	2202	0111	0100
1924	2312	2202	0111	0100
1925	3312	2202	0111	0100
1926	2322	2202	0111	0100
1927	3322	2202	0111	0100
1928	2212	2202	0111	0100
1929	2211	2202	0111	0100
193	3302	0222	0111	0100
1930	2311	2202	0111	0100
1931	3311	2202	0111	0100
1932	2213	2202	0111	0100
1933	2233	2202	0111	0100
1934	2313	2202	0111	0100
1935	3313	2202	0111	0100
1936	2333	2202	0111	0100
1937	2213	2212	0111	0100
1938	2313	2212	0111	0100
1939	3313	2212	0111	0100
194	2301	0111	0302	0100
1940	2312	2212	0111	0100
1941	3312	2212	0111	0100
1942	1200	0111	0201	0100
1943	1300	0111	0201	0100
1944	1303	0313	0111	0100
1945	1201	0313	0111	0100
1946	1202	0313	0111	0100
1947	1200	0313	0111	0100
1948	1200	0323	0111	0100
1949	1323	1303	0111	0100
195	2312	0111	0302	0100
1950	1302	0111	0201	0100
1951	1203	0113	0111	0100
1952	1203	0133	0111	0100
1953	1302	0111	0200	0100
1954	2312	2303	0111	0100
1955	3312	2303	0111	0100
1956	1300	0111	0200	0100
1957	2313	3302	0111	0100
1958	3312	2313	0111	0100
1959	2212	2303	0111	0100
196	3301	1202	0111	0100
1960	3313	2313	0111	0100
1961	1213	0313	0111	0100
1962	1222	0323	0111	0100
1963	2302	1201	0111	0100
1964	2213	2303	0111	0100
1965	1213	2301	0111	0100
1966	2203	1201	0111	0100
1967	1223	1303	0111	0100
1968	1211	3303	0111	0100
1969	1201	0213	0111	0100
197	2301	1202	0111	0100
1970	1202	0213	0111	0100
1971	2301	1301	0111	0100
1972	2301	1300	0111	0100
1973	1203	0312	0111	0100
1974	1203	0322	0111	0100
1975	1213	2300	0111	0100
1976	2301	0213	0111	0100
1977	2301	1201	0111	0100
1978	2201	1201	0111	0100
1979	1323	2302	0111	0100
198	0111	0201	0200	0100
1980	3323	2302	0111	0100
1981	1201	0113	0111	0100
1982	1202	0113	0111	0100
1983	3313	2301	0111	0100
1984	1213	1301	0111	0100
1985	1213	3301	0111	0100
1986	2213	2301	0111	0100
1987	1302	0123	0111	0100
1988	1202	0123	0111	0100
1989	1202	0133	0111	0100
199	0111	0203	0103	0100
1990	1312	2301	0111	0100
1991	1311	2301	0111	0100
1992	1323	0323	0111	0100
1993	1323	2301	0111	0100
1994	1333	2301	0111	0100
1995	1203	0233	0111	0100
1996	1303	0312	0111	0100
1997	1303	0112	0111	0100
1998	1322	2303	0111	0100
1999	1333	3303	0111	0100
2	0313	0311	0111	0100
20	0111	0301	0300	0100
200	2302	1303	0111	0100
2000	1301	0212	0111	0100
2001	1201	0212	0111	0100
2002	1323	3303	0111	0100
2003	1312	1303	0111	0100
2004	1312	2302	0111	0100
2005	1311	2302	0111	0100
2006	1200	0213	0111	0100
2007	1233	1303	0111	0100
2008	2303	0213	0111	0100
2009	2303	0211	0111	0100
201	2303	1303	0111	0100
2010	2303	0233	0111	0100
2011	2300	0233	0111	0100
2012	2203	0233	0111	0100
2013	2200	0233	0111	0100
2014	2300	0213	0111	0100
2015	2300	0211	0111	0100
2016	2200	0213	0111	0100
2017	2200	0211	0111	0100
2018	2203	0213	0111	0100
2019	2203	0211	0111	0100
202	2203	1303	0111	0100
2020	2302	0233	0111	0100
2021	2302	0211	0111	0100
2022	2202	0233	0111	0100
2023	2202	0213	0111	0100
2024	2202	0211	0111	0100
2025	2301	0233	0111	0100
2026	2301	0211	0111	0100
2027	2201	0233	0111	0100
2028	2201	0211	0111	0100
2029	1201	0133	0111	0100
203	2233	1303	0111	0100
2030	1200	0133	0111	0100
2031	1200	0113	0111	0100
2032	1200	0211	0111	0100
2033	1200	0233	0111	0100
2034	1202	0233	0111	0100
2035	1202	0211	0111	0100
2036	1203	0211	0111	0100
2037	1201	0233	0111	0100
2038	1201	0211	0111	0100
2039	1203	0112	0111	0100
204	2333	1303	0111	0100
2040	3303	0212	0111	0100
2041	2303	0212	0111	0100
2042	3303	0222	0111	0100
2043	2303	0222	0111	0100
2044	1303	0222	0111	0100
2045	1203	0222	0111	0100
2046	2203	0212	0111	0100
2047	2203	0222	0111	0100
2048	1300	0212	0111	0100
2049	1300	0222	0111	0100
205	3303	1303	0111	0100
2050	2300	0222	0111	0100
2051	3300	0222	0111	0100
2052	2200	0222	0111	0100
2053	1200	0222	0111	0100
2054	1200	0212	0111	0100
2055	2300	0212	0111	0100
2056	3300	0212	0111	0100
2057	2200	0212	0111	0100
2058	2300	0223	0111	0100
2059	3300	0223	0111	0100
206	3301	1303	0111	0100
2060	2200	0223	0111	0100
2061	2203	0223	0111	0100
2062	1300	0123	0111	0100
2063	1200	0123	0111	0100
2064	1300	0112	0111	0100
2065	1300	0122	0111	0100
2066	3302	0223	0111	0100
2067	2202	0223	0111	0100
2068	1202	0222	0111	0100
2069	1302	0222	0111	0100
207	2301	1303	0111	0100
2070	2202	0222	0111	0100
2071	1302	0122	0111	0100
2072	1302	0112	0111	0100
2073	1302	0212	0111	0100
2074	1202	0212	0111	0100
2075	2302	0212	0111	0100
2076	2202	0212	0111	0100
2077	1301	0123	0111	0100
2078	1201	0123	0111	0100
2079	1301	0112	0111	0100
208	2201	1303	0111	0100
2080	1201	0112	0111	0100
2081	1201	0122	0111	0100
2082	1301	0222	0111	0100
2083	1201	0222	0111	0100
2084	2201	0223	0111	0100
2085	2301	0222	0111	0100
2086	3301	0222	0111	0100
2087	2201	0222	0111	0100
2088	2301	0212	0111	0100
2089	3301	0212	0111	0100
209	3313	1303	0111	0100
2090	2201	0212	0111	0100
2091	1323	1311	0111	0100
2092	1323	1312	0111	0100
2093	1333	1311	0111	0100
2094	1333	1312	0111	0100
2095	1213	1311	0111	0100
2096	1233	1311	0111	0100
2097	1233	1312	0111	0100
2098	1213	0311	0111	0100
2099	1213	0312	0111	0100
21	0111	0302	0301	0100
210	2313	1303	0111	0100
2100	1233	0311	0111	0100
2101	1203	0311	0111	0100
2102	1233	0312	0111	0100
2103	1200	0311	0111	0100
2104	1200	0322	0111	0100
2105	1200	0312	0111	0100
2106	1201	0322	0111	0100
2107	1201	0311	0111	0100
2108	2213	2311	0111	0100
2109	2233	2311	0111	0100
211	3311	1303	0111	0100
2110	2233	2312	0111	0100
2111	3313	2311	0111	0100
2112	2313	2311	0111	0100
2113	3313	2312	0111	0100
2114	2313	2312	0111	0100
2115	2333	2322	0111	0100
2116	2333	2312	0111	0100
2117	2333	2311	0111	0100
2118	1301	0322	0111	0100
2119	1301	0311	0111	0100
212	2311	1303	0111	0100
2120	1303	0311	0111	0100
2121	1300	0311	0111	0100
2122	1303	0322	0111	0100
2123	1333	0312	0111	0100
2124	1222	1312	0111	0100
2125	1322	1312	0111	0100
2126	1322	1311	0111	0100
2127	1222	1311	0111	0100
2128	1312	1311	0111	0100
2129	3312	2312	0111	0100
213	2213	1303	0111	0100
2130	2312	2311	0111	0100
2131	1312	0322	0111	0100
2132	1312	0312	0111	0100
2133	1312	0311	0111	0100
2134	1222	0322	0111	0100
2135	1222	0312	0111	0100
2136	1322	0322	0111	0100
2137	1322	0312	0111	0100
2138	1322	0311	0111	0100
2139	1222	0311	0111	0100
214	2211	1303	0111	0100
2140	1202	0322	0111	0100
2141	1202	0312	0111	0100
2142	1202	0311	0111	0100
2143	1302	0311	0111	0100
2144	1300	0322	0111	0100
2145	1302	0322	0111	0100
2146	1302	0312	0111	0100
2147	1300	0312	0111	0100
2148	2322	2312	0111	0100
2149	2322	2311	0111	0100
215	1333	1303	0111	0100
2150	3322	2322	0111	0100
2151	3322	2312	0111	0100
2152	3322	2311	0111	0100
2153	3323	2322	0111	0100
2154	3323	2312	0111	0100
2155	1323	0322	0111	0100
2156	1323	0312	0111	0100
2157	1323	0311	0111	0100
2158	2333	2313	0111	0100
2159	2233	2313	0111	0100
216	1311	1303	0111	0100
2160	3323	2313	0111	0100
2161	3323	2333	0111	0100
2162	2322	2313	0111	0100
2163	3322	2313	0111	0100
2164	3322	2333	0111	0100
2165	1322	0323	0111	0100
2166	1322	0333	0111	0100
2167	1322	0313	0111	0100
2168	1222	0313	0111	0100
2169	1222	0333	0111	0100
217	1211	1303	0111	0100
2170	1233	0313	0111	0100
2171	1323	0313	0111	0100
2172	1323	0333	0111	0100
2173	1300	0313	0111	0100
2174	1302	0313	0111	0100
2175	1302	0333	0111	0100
2176	1202	0333	0111	0100
2177	1312	0323	0111	0100
2178	1301	0313	0111	0100
2179	1312	0313	0111	0100
218	1311	1302	0111	0100
2180	1312	0333	0111	0100
2181	2213	1301	0111	0100
2182	3313	1301	0111	0100
2183	3313	1300	0111	0100
2184	1312	1301	0111	0100
2185	1312	1300	0111	0100
2186	1322	1303	0111	0100
2187	1333	1301	0111	0100
2188	1323	1301	0111	0100
2189	1333	1300	0111	0100
219	1211	1302	0111	0100
2190	1323	1300	0111	0100
2191	1322	1300	0111	0100
2192	1322	1301	0111	0100
2193	3322	1301	0111	0100
2194	3313	3303	0111	0100
2195	1311	3303	0111	0100
2196	1312	3303	0111	0100
2197	1312	3300	0111	0100
2198	1322	3300	0111	0100
2199	1322	3303	0111	0100
22	2202	0111	0302	0100
220	1311	2202	0111	0100
2200	3323	3303	0111	0100
2201	3313	3300	0111	0100
2202	1333	3300	0111	0100
2203	1323	3300	0111	0100
2204	3313	3301	0111	0100
2205	1312	3301	0111	0100
2206	1333	3301	0111	0100
2207	1323	3301	0111	0100
2208	3322	3301	0111	0100
2209	1322	3301	0111	0100
221	1211	2202	0111	0100
2210	2213	3303	0111	0100
2211	2223	1303	0111	0100
2212	1233	3303	0111	0100
2213	2233	3303	0111	0100
2214	2223	3303	0111	0100
2215	1222	3303	0111	0100
2216	1233	3300	0111	0100
2217	1223	3300	0111	0100
2218	1222	3300	0111	0100
2219	2333	3300	0111	0100
222	1211	1202	0111	0100
2220	2233	3300	0111	0100
2221	2223	3300	0111	0100
2222	1222	1303	0111	0100
2223	1233	1300	0111	0100
2224	1223	1300	0111	0100
2225	1222	1300	0111	0100
2226	2233	1300	0111	0100
2227	2223	1300	0111	0100
2228	2333	1300	0111	0100
2229	2333	1301	0111	0100
223	1211	2302	0111	0100
2230	2333	3301	0111	0100
2231	2322	1301	0111	0100
2232	2322	3301	0111	0100
2233	2233	3301	0111	0100
2234	2223	3301	0111	0100
2235	2233	1301	0111	0100
2236	2223	1301	0111	0100
2237	1233	1301	0111	0100
2238	1223	1301	0111	0100
2239	1222	1301	0111	0100
224	1211	3302	0111	0100
2240	1223	3301	0111	0100
2241	1222	3301	0111	0100
2242	1233	3301	0111	0100
2243	2313	1300	0111	0100
2244	2313	3300	0111	0100
2245	2313	3301	0111	0100
2246	1213	3300	0111	0100
2247	1213	1300	0111	0100
2248	2213	1300	0111	0100
2249	2213	3300	0111	0100
225	1311	3302	0111	0100
2250	2213	3301	0111	0100
2251	1333	1302	0111	0100
2252	2333	1302	0111	0100
2253	3323	1302	0111	0100
2254	3313	1302	0111	0100
2255	1312	1302	0111	0100
2256	1322	1302	0111	0100
2257	1323	1302	0111	0100
2258	1312	3302	0111	0100
2259	1333	3302	0111	0100
226	1311	0112	0111	0100
2260	1323	3302	0111	0100
2261	1322	3302	0111	0100
2262	2333	3302	0111	0100
2263	3323	3302	0111	0100
2264	1233	1302	0111	0100
2265	1223	1302	0111	0100
2266	1222	1302	0111	0100
2267	1233	3302	0111	0100
2268	1223	3302	0111	0100
2269	1222	3302	0111	0100
227	1311	0312	0111	0100
2270	2233	3302	0111	0100
2271	2223	3302	0111	0100
2272	2233	1302	0111	0100
2273	2223	1302	0111	0100
2274	3313	3302	0111	0100
2275	1213	1302	0111	0100
2276	2213	1302	0111	0100
2277	2213	3302	0111	0100
2278	1213	3302	0111	0100
2279	3301	1300	0111	0100
228	1211	0312	0111	0100
2280	2201	1300	0111	0100
2281	2201	3300	0111	0100
2282	2203	3300	0111	0100
2283	2202	3300	0111	0100
2284	2201	1302	0111	0100
2285	2203	1300	0111	0100
2286	2202	1300	0111	0100
2287	2200	1300	0111	0100
2288	3303	3300	0111	0100
2289	1322	2301	0111	0100
229	1311	0311	0111	0100
2290	1323	2300	0111	0100
2291	3323	2303	0111	0100
2292	2201	1203	0111	0100
2293	2223	2303	0111	0100
2294	1202	1200	0111	0100
2295	1202	2200	0111	0100
2296	1233	2301	0111	0100
2297	1333	2300	0111	0100
2298	1223	2301	0111	0100
2299	1302	3300	0111	0100
23	2212	0111	0302	0100
230	1311	3301	0111	0100
2300	2201	1202	0111	0100
2301	2233	2303	0111	0100
2302	2311	2303	0111	0100
2303	1202	1300	0111	0100
2304	1202	3300	0111	0100
2305	2301	2201	0111	0100
2306	3301	2301	0111	0100
2307	1211	2301	0111	0100
2308	1222	2301	0111	0100
2309	3311	2303	0111	0100
231	1311	3300	0111	0100
2310	1322	2302	0111	0100
2311	3303	1301	0111	0100
2312	2211	2303	0111	0100
2313	2303	1202	0111	0100
2314	3303	1202	0111	0100
2315	2203	1202	0111	0100
2316	3303	1302	0111	0100
2317	1233	2300	0111	0100
2318	1222	2302	0111	0100
2319	1223	2300	0111	0100
232	1211	3300	0111	0100
2320	2203	1301	0111	0100
2321	3303	3302	0111	0100
2322	2322	2303	0111	0100
2323	3322	2303	0111	0100
2324	2201	1301	0111	0100
2325	2303	2201	0111	0100
2326	1312	2300	0111	0100
2327	1311	2300	0111	0100
2328	2302	1202	0111	0100
2329	1211	2300	0111	0100
233	1211	3301	0111	0100
2330	1322	2300	0111	0100
2331	1222	2300	0111	0100
2332	3301	1301	0111	0100
2333	2302	1301	0111	0100
2334	2303	1200	0111	0100
2335	2303	1300	0111	0100
2336	3302	1202	0111	0100
2337	3302	1301	0111	0100
2338	2233	2302	0111	0100
2339	2203	2201	0111	0100
234	1211	0311	0111	0100
2340	2202	1202	0111	0100
2341	2303	3301	0111	0100
2342	2203	1200	0111	0100
2343	3303	1300	0111	0100
2344	2202	1200	0111	0100
2345	2200	1200	0111	0100
2346	2302	1300	0111	0100
2347	3302	1300	0111	0100
2348	2300	1300	0111	0100
2349	3300	1300	0111	0100
235	1311	0322	0111	0100
2350	2302	3300	0111	0100
2351	3302	3300	0111	0100
2352	2322	2300	0111	0100
2353	3322	2300	0111	0100
2354	3300	2300	0111	0100
2355	3302	2300	0111	0100
2356	2202	2200	0111	0100
2357	2202	2300	0111	0100
2358	2302	2300	0111	0100
2359	2300	2200	0111	0100
236	1211	0322	0111	0100
2360	2300	1200	0111	0100
2361	2233	2300	0111	0100
2362	2223	2300	0111	0100
2363	2203	2200	0111	0100
2364	2303	2200	0111	0100
2365	2303	2300	0111	0100
2366	2333	2300	0111	0100
2367	3303	2300	0111	0100
2368	2303	3300	0111	0100
2369	2201	1200	0111	0100
237	1311	0122	0111	0100
2370	2301	1200	0111	0100
2371	2213	2300	0111	0100
2372	2313	2300	0111	0100
2373	3313	2300	0111	0100
2374	2212	2300	0111	0100
2375	2312	2300	0111	0100
2376	2311	2300	0111	0100
2377	3311	2300	0111	0100
2378	2211	2300	0111	0100
2379	2201	2200	0111	0100
238	1211	0122	0111	0100
2380	2301	2200	0111	0100
2381	3301	2300	0111	0100
2382	2301	3300	0111	0100
2383	3301	3300	0111	0100
2384	2223	2302	0111	0100
2385	2302	2202	0111	0100
2386	3302	2202	0111	0100
2387	2212	2302	0111	0100
2388	2211	2302	0111	0100
2389	2311	2302	0111	0100
239	1311	1300	0111	0100
2390	3311	2302	0111	0100
2391	2312	2302	0111	0100
2392	3312	2302	0111	0100
2393	3322	2302	0111	0100
2394	2203	3301	0111	0100
2395	3303	3301	0111	0100
2396	3303	2301	0111	0100
2397	2223	2301	0111	0100
2398	2233	2301	0111	0100
2399	2333	2301	0111	0100
24	2211	0111	0302	0100
240	1211	1300	0111	0100
2400	2202	3301	0111	0100
2401	2302	3301	0111	0100
2402	3302	3301	0111	0100
2403	2202	2201	0111	0100
2404	2202	2301	0111	0100
2405	3302	2301	0111	0100
2406	2322	2301	0111	0100
2407	3322	2301	0111	0100
2408	2211	2301	0111	0100
2409	2311	2301	0111	0100
241	1211	0112	0111	0100
2410	2312	2301	0111	0100
2411	2212	2301	0111	0100
2412	3311	2301	0111	0100
2413	2202	1301	0111	0100
2414	2202	1201	0111	0100
2415	0133	0111	0301	0300
2416	1211	0122	0112	0100
2417	1211	1200	0112	0302
2418	1211	1200	0112	0102
2419	3303	0211	0102	0100
242	1311	1301	0111	0100
2420	2311	0123	0201	0100
2421	1211	1201	1200	0112
2422	1211	2301	1200	0112
2423	1211	2301	2200	0122
2424	1200	0112	0111	0201
2425	0111	0102	0300	0200
2426	0111	0103	0300	0200
2427	0111	0103	0102	0200
2428	0111	0103	0102	0300
2429	0211	0103	0102	0300
243	1211	1301	0111	0100
2430	1200	0112	0111	0203
2431	1200	0112	0111	0103
2432	1200	0311	0112	0103
2433	2203	1300	0113	0111
2434	1203	1300	0113	0111
2435	1203	1200	0112	0111
2436	2212	1211	1200	0112
2437	2223	1211	1200	0112
2438	0223	0122	0111	0200
2439	0111	0201	0102	0200
244	2311	0112	0111	0100
2440	0211	0201	0102	0100
2441	0233	0211	0102	0100
2442	0211	0203	0102	0100
2443	0211	0103	0102	0100
2444	0211	0123	0102	0100
2445	0211	0112	0102	0100
2446	2233	1211	1200	0112
2447	2213	1211	1200	0112
2448	2213	2311	2300	0123
2449	1300	0311	0113	0103
245	3311	0112	0111	0100
2450	3300	0311	0133	0103
2451	1311	3303	1300	0113
2452	1311	2303	1300	0113
2453	1211	2303	1200	0112
2454	1211	1303	1200	0112
2455	1211	1301	0112	0100
2456	1211	3301	0112	0100
2457	1211	2201	0112	0100
2458	2311	2201	0123	0100
2459	2311	2202	0123	0100
246	2311	0312	0111	0100
2460	1211	2202	0112	0100
2461	2211	1222	2200	0122
2462	2233	1211	2200	0122
2463	1233	1211	2200	0122
2464	1233	1311	3300	0133
2465	2233	1311	3300	0133
2466	1233	1211	1200	0112
2467	1233	1211	0122	0100
2468	2233	1211	0122	0100
2469	1233	2200	0122	0111
247	3311	0312	0111	0100
2470	2333	2200	0122	0111
2471	1333	2200	0122	0111
2472	1211	1201	0112	0100
2473	1211	2301	0112	0100
2474	1211	2301	0122	0100
2475	1211	0312	0122	0100
2476	2211	0312	0122	0100
2477	2211	0312	0122	0200
2478	2211	0323	0122	0200
2479	2211	0323	0122	0100
248	2211	0312	0111	0100
2480	1200	0113	0112	0111
2481	1200	0213	0112	0111
2482	1300	0213	0113	0111
2483	1300	0223	0113	0111
2484	1201	1200	0112	0111
2485	1301	1200	0112	0111
2486	1301	1300	0113	0111
2487	1312	1300	0113	0111
2488	3312	1300	0113	0111
2489	3301	1300	0113	0111
249	2211	3301	0111	0100
2490	2301	1300	0113	0111
2491	2301	1200	0112	0111
2492	2313	1200	0112	0111
2493	2312	1200	0112	0111
2494	2312	1300	0113	0111
2495	2201	1200	0112	0111
2496	0211	0113	0102	0100
2497	0311	0113	0103	0100
2498	0311	0113	0103	0300
2499	1202	1200	0112	0111
25	2211	0111	0102	0100
250	2211	3300	0111	0100
2500	1303	1200	0112	0111
2501	1302	1200	0112	0111
2502	1312	1200	0112	0111
2503	1312	2300	0123	0111
2504	1301	2300	0123	0111
2505	1213	2300	0123	0111
2506	2213	2300	0123	0111
2507	2201	2300	0123	0111
2508	1211	1200	0222	0112
2509	1311	1300	0222	0113
251	2211	3302	0111	0100
2510	2311	2300	0222	0123
2511	3311	3300	0222	0133
2512	3311	3303	0133	0300
2513	3311	3303	0133	0100
2514	1311	3303	0133	0100
2515	2311	0123	0301	0100
2516	2211	0122	0201	0100
2517	2211	0122	0200	0100
2518	2211	0122	0300	0200
2519	2211	1201	0122	0200
252	2211	0322	0111	0100
2520	2211	1203	0122	0200
2521	2211	1203	0122	0100
2522	2211	1303	0122	0100
2523	1211	1303	0122	0100
2524	1211	1203	0122	0100
2525	2211	1223	0122	0200
2526	2211	1202	0122	0200
2527	2211	1303	0122	0200
2528	2211	1302	0122	0200
2529	1211	1302	0122	0100
253	2311	0322	0111	0100
2530	1211	1300	0122	0100
2531	1211	1200	0122	0100
2532	1211	2300	0122	0100
2533	1211	1300	0112	0100
2534	1300	0113	0112	0111
2535	1300	0123	0113	0111
2536	1200	0123	0112	0111
2537	0122	0111	0201	0200
2538	0122	0111	0203	0200
2539	0211	0102	0200	0100
254	3311	0322	0111	0100
2540	0211	0102	0300	0100
2541	0211	0102	0300	0200
2542	0211	0123	0102	0200
2543	1311	1201	1300	0113
2544	1300	1200	0112	0111
2545	2200	1200	0112	0111
2546	2213	1200	0112	0111
2547	2213	1300	0113	0111
2548	1213	1300	0113	0111
2549	1201	1300	0113	0111
255	2311	3302	0111	0100
2550	1211	1300	0113	0112
2551	1311	1300	0113	0112
2552	2303	1300	0113	0111
2553	2313	1300	0113	0111
2554	2311	1300	0113	0111
2555	2211	1300	0113	0111
2556	2211	2300	0123	0111
2557	2311	2300	0123	0111
2558	3311	2300	0123	0111
2559	3301	2300	0123	0111
256	2311	3300	0111	0100
2560	1211	3303	0112	0100
2561	1211	3303	0122	0100
2562	1211	3301	0122	0100
2563	1211	2201	0122	0100
2564	1211	2200	0122	0100
2565	1311	2200	0113	0100
2566	1311	1200	0113	0100
2567	1311	1202	0113	0100
2568	1311	1300	0113	0100
2569	1311	1302	0113	0100
257	3311	3300	0111	0100
2570	1311	0123	0113	0100
2571	1311	1301	1300	0113
2572	3311	3300	0133	0201
2573	2311	2300	0123	0201
2574	2211	2200	0122	0201
2575	2211	0212	0122	0200
2576	2211	0213	0122	0200
2577	2211	0213	0122	0100
2578	1211	0213	0122	0100
2579	1211	0212	0122	0100
258	3311	3302	0111	0100
2580	1311	0212	0133	0100
2581	1211	1200	0212	0112
2582	1211	1200	0223	0112
2583	1311	1300	0223	0113
2584	1311	3300	0223	0133
2585	1311	3300	0213	0133
2586	1311	3300	0313	0133
2587	1311	3300	0323	0133
2588	3311	3300	0323	0133
2589	2211	2200	0222	0122
259	2311	0311	0111	0100
2590	1211	2200	0222	0122
2591	1211	2200	0322	0122
2592	2211	2200	0322	0122
2593	1203	2200	0122	0111
2594	1201	2200	0122	0111
2595	1202	2200	0122	0111
2596	1301	2200	0122	0111
2597	1302	2200	0122	0111
2598	2211	0122	0113	0200
2599	1311	0122	0113	0200
26	0211	0111	0102	0100
260	2211	0311	0111	0100
2600	1211	0122	0112	0200
2601	1211	0122	0102	0200
2602	0211	0122	0102	0200
2603	0211	0122	0102	0100
2604	1211	1301	1200	0112
2605	1311	1201	0113	0100
2606	1311	2301	0113	0100
2607	1311	2301	0133	0100
2608	1311	0312	0133	0100
2609	3311	0312	0133	0100
261	3311	0311	0111	0100
2610	3311	0312	0133	0300
2611	1311	0311	0133	0100
2612	1311	0211	0133	0100
2613	1211	0211	0122	0100
2614	3311	0211	0133	0300
2615	3311	0211	0133	0100
2616	1200	0233	0112	0111
2617	1200	0133	0112	0111
2618	1300	0133	0113	0111
2619	2300	0133	0123	0111
262	2311	3301	0111	0100
2620	2311	1233	2300	0123
2621	3311	1233	3300	0133
2622	3311	0212	0133	0300
2623	3311	0213	0133	0300
2624	3311	1213	0133	0300
2625	1311	0213	0133	0100
2626	3311	0213	0133	0100
2627	3311	0212	0133	0100
2628	3311	0313	0133	0100
2629	3311	0313	0133	0300
263	3311	3301	0111	0100
2630	1311	0313	0133	0100
2631	1311	0322	0133	0100
2632	1211	0322	0122	0100
2633	2211	1322	0122	0100
2634	2211	1322	0122	0200
2635	2211	0322	0122	0200
2636	2211	0322	0122	0100
2637	2211	0122	0103	0200
2638	2211	0122	0103	0100
2639	1311	1211	1300	0113
264	2211	0112	0111	0100
2640	1311	1211	1200	0112
2641	1311	1211	2200	0122
2642	1211	1201	2200	0122
2643	1211	1301	2200	0122
2644	1311	1301	3300	0133
2645	1311	2301	3300	0133
2646	3311	2301	3300	0133
2647	3311	2311	3300	0133
2648	3311	2211	3300	0133
2649	3311	2211	2200	0122
265	2311	0122	0111	0100
2650	1213	1211	0112	0100
2651	1213	1211	1200	0112
2652	1312	1211	1200	0112
2653	3312	1211	1200	0112
2654	3312	1211	2200	0122
2655	1312	1211	2200	0122
2656	1312	1211	0112	0100
2657	3312	1211	0112	0100
2658	3312	1211	0122	0100
2659	3312	2211	0122	0100
266	2211	0122	0111	0100
2660	3312	2211	0122	0200
2661	0311	0103	0200	0100
2662	0311	0201	0103	0100
2663	0311	0301	0103	0100
2664	0111	0301	0103	0300
2665	0111	0302	0103	0300
2666	0311	0302	0103	0100
2667	0311	0103	0300	0100
2668	1300	0113	0111	0103
2669	2300	0123	0111	0103
267	3311	0122	0111	0100
2670	2300	0123	0111	0102
2671	2300	0123	0111	0302
2672	1300	0113	0111	0302
2673	1200	0112	0111	0302
2674	1211	0112	0200	0100
2675	1211	0112	0300	0100
2676	1211	0122	0300	0100
2677	2211	0122	0300	0100
2678	2211	0122	0302	0100
2679	1211	0122	0302	0100
268	2311	1312	0111	0100
2680	1211	0122	0301	0100
2681	1211	0122	0201	0100
2682	2211	0122	0102	0100
